	SchirmerM_2016__G88826__bin.15	LeChatelierE_2013__MH0125__bin.25	CM_madagascar__A27_02_1FE__bin.18	LeChatelierE_2013__MH0077__bin.23	XieH_2016__YSZC12003_37583__bin.34	SchirmerM_2016__G88820__bin.25	SchirmerM_2016__G88863__bin.21	LeChatelierE_2013__MH0431__bin.18	ZeeviD_2015__PNP_Main_640__bin.3	LeChatelierE_2013__MH0111__bin.22	VatanenT_2016__G69170__bin.2	KarlssonFH_2013__S198__bin.15	LiJ_2014__MH0364__bin.50	BritoIL_2016__W1.9.ST__bin.62	ZeeviD_2015__PNP_Main_749__bin.39	VatanenT_2016__G80409__bin.3	ZeeviD_2015__PNP_Main_82__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES7__bin.47	FengQ_2015__SID532779__bin.88	SchirmerM_2016__G89093__bin.27	ZeeviD_2015__PNP_Main_25__bin.9	NielsenHB_2014__O2_UC57_2__bin.33	Bengtsson-PalmeJ_2015__TRAVELRES4__bin.85	ZeeviD_2015__PNP_DietIntervention_35__bin.69	ZeeviD_2015__PNP_Validation_33__bin.5	NielsenHB_2014__O2_UC57_0__bin.17	ZeeviD_2015__PNP_Main_409__bin.44	CosteaPI_2017__SID713B040-11-0-0__bin.75	ChengpingW_2017__AS9raw__bin.10	ZeeviD_2015__PNP_Main_359__bin.26	CM_madagascar__V30_01_1FE__bin.40	NielsenHB_2014__MH0111__bin.30	NielsenHB_2014__V1_UC43_0__bin.58	CM_madagascar__A42_02_1FE__bin.10	NielsenHB_2014__MH0060__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES20__bin.85	LiJ_2017__H2M514903__bin.46	ZeeviD_2015__PNP_Main_40__bin.3	LeChatelierE_2013__MH0161__bin.61	LeChatelierE_2013__MH0060__bin.19	Bengtsson-PalmeJ_2015__TRAVELRES19__bin.62	CosteaPI_2017__SID713A057-11-0-0__bin.57	SchirmerM_2016__G89251__bin.2	LiJ_2017__H1M513730__bin.47
SchirmerM_2016__G88826__bin.15	1.0	0.9785510903346131	0.9712733468505358	0.9787033164270138	0.9808889476328945	0.9984387384719063	0.9788254497341335	0.979717650645066	0.9760904537296329	0.9793842816046577	0.9801382166802125	0.9808542446784853	0.9806646506199665	0.9799523283876914	0.9819763624839176	0.9804596250839759	0.9786849617299291	0.9789901494799201	0.980903972180414	0.9790980661178623	0.981624555264525	0.9793135204134766	0.9799352161797222	0.981197049481724	0.980116978258971	0.9795758251577307	0.9806648674765147	0.9809168553683676	0.9738053216110686	0.9813280604247707	0.9702670521227996	0.9786015567683085	0.9780800118223851	0.9689100327496003	0.9765985217182969	0.9800154516782449	0.9721247979224868	0.9807338790707039	0.9804597570339586	0.9766128694981753	0.9794408533731427	0.9803864619907923	0.9788473902069023	0.974276852689736
LeChatelierE_2013__MH0125__bin.25	0.9785510903346131	1.0	0.9719278757722578	0.9788027538205045	0.9797701389854331	0.9792366602528917	0.9771909063745151	0.9791157619671688	0.9752218523947359	0.9786125491700769	0.9789862480113831	0.9795534813145249	0.9841465124526787	0.9788422718732299	0.9800632390499806	0.9800606514868881	0.9776912130184483	0.977531228189822	0.979182156133829	0.9783623596864186	0.980646611878827	0.977820999588487	0.9784483953615906	0.9793519153082971	0.9797611435248935	0.9787680545504597	0.9800322610872388	0.9796353619971518	0.9720825850998929	0.9796435442162251	0.9713310893328762	0.9790193123928896	0.9781006151439149	0.9685017467912205	0.9761062397203178	0.979526216992778	0.9712528417762754	0.9792750775663035	0.9791887163160234	0.9755734201741908	0.9789238164889913	0.9797269047084696	0.9790058779831544	0.9733887526635477
CM_madagascar__A27_02_1FE__bin.18	0.9712733468505358	0.9719278757722578	1.0	0.9715839766852082	0.9734300922302935	0.9726624337575346	0.9699026000409391	0.9723113256156339	0.9717437471308522	0.9702264074888158	0.9728387389446522	0.9734717770648434	0.9734369350293778	0.9750312341854676	0.9739499986481709	0.9735916735157771	0.9719683276947292	0.9694406976086394	0.9734498909949448	0.973763792510043	0.9742810850658059	0.9706590152363709	0.9717765410313259	0.973256103907368	0.973770927640746	0.9712384888695527	0.9746196878581608	0.9735685257396879	0.9780204805892257	0.9737758433618787	0.9789429327349846	0.9705745853705906	0.9708793231016462	0.9776263842848908	0.9766390533230181	0.9735843103374484	0.976156000212069	0.9736056073149846	0.9725295159162051	0.9763269976296811	0.972973675758266	0.9738293112114129	0.9724323233974558	0.9785155072080075
LeChatelierE_2013__MH0077__bin.23	0.9787033164270138	0.9788027538205045	0.9715839766852082	1.0	0.9786060322183953	0.9792604057895141	0.9767595565496586	0.9772162812544235	0.974601462358514	0.9773020495252409	0.9788910309737905	0.9785934541520152	0.9796862345741004	0.9779641429944836	0.9797822915866297	0.9792481185130106	0.9770311751220713	0.9769070930373874	0.9786371900559663	0.977810778220225	0.9790169266730211	0.9763142816553004	0.9775020690851712	0.9787828444947444	0.9801184071651077	0.9770821798493564	0.9790632292964264	0.978909677941591	0.9730692328011321	0.9793100647015318	0.9697299413068033	0.9763659972227117	0.9761362335181457	0.9684080349995976	0.9757287554714921	0.9789086088298411	0.9709350891067725	0.9789292045694091	0.9777213478062537	0.9749293260345794	0.9781940602357445	0.9787181329013992	0.978153958226422	0.9727957824812047
XieH_2016__YSZC12003_37583__bin.34	0.9808889476328945	0.9797701389854331	0.9734300922302935	0.9786060322183953	1.0	0.9817174673811356	0.9803630517089362	0.9810725513046005	0.9772342415673697	0.9797567178553604	0.9813629565199464	0.9828444185094682	0.9819901945163473	0.9800897616843841	0.9829222164179029	0.9815214332614202	0.980194855228387	0.9795618416652734	0.9817392886689416	0.9808464982383017	0.9824074342543999	0.9793406754967047	0.9812210845581673	0.982396983452228	0.9806079748676787	0.9796624909021052	0.987604245828925	0.9820405356244051	0.9747719001098912	0.9822337121063186	0.9727166604278445	0.9792660895256914	0.9787434138668286	0.9701961522666995	0.9779418147182816	0.9826980255522618	0.9738656071952644	0.9828567776109076	0.9812552465662898	0.9775707392858806	0.9819481535640856	0.9816749090357497	0.9806850076349889	0.9756997750217513
SchirmerM_2016__G88820__bin.25	0.9984387384719063	0.9792366602528917	0.9726624337575346	0.9792604057895141	0.9817174673811356	1.0	0.9798291414535278	0.9802883660776096	0.9774284992284876	0.9800989877343828	0.9814283027602569	0.9816960493290212	0.9811066448094716	0.980887641034576	0.9828549222770792	0.9817042133384992	0.9797201409160494	0.9787352701096216	0.9813793638793973	0.9805983395683776	0.982628220338428	0.9793248062229194	0.9798209765685761	0.9818813005751368	0.9814901738593154	0.9800533342547334	0.9815318082179126	0.9813241594930686	0.9743499005797944	0.9822289721667579	0.9713657125823772	0.9797142409545336	0.9784203423273115	0.9706054088239345	0.9777911492470873	0.9806066010149356	0.973374389856423	0.9815262958481527	0.9803257410865525	0.9773714563716895	0.9803198886638136	0.9816084152319808	0.9792789112258132	0.9756911957241696
SchirmerM_2016__G88863__bin.21	0.9788254497341335	0.9771909063745151	0.9699026000409391	0.9767595565496586	0.9803630517089362	0.9798291414535278	1.0	0.9780100134997008	0.9748605109703402	0.9775262554566192	0.9783208883369221	0.9802719427340782	0.9789796277541419	0.9787307019065491	0.9800461107756491	0.9798528622049307	0.9781804261834885	0.9757803694949091	0.9857222995782704	0.9774630912147994	0.9798464045643089	0.9760612919203255	0.9797354944198092	0.979979285492896	0.9791029946545318	0.9771762228293659	0.9799989254244573	0.979377566152079	0.97081438336979	0.9795150232365527	0.9679945092590717	0.9765781489618499	0.9756957115599162	0.9690135467941757	0.9747421035839625	0.9796004157231216	0.9690495397925414	0.9794925846144706	0.979678441486875	0.9740700402576407	0.9791547105155908	0.978791915213992	0.9777635696650334	0.9724593648680566
LeChatelierE_2013__MH0431__bin.18	0.979717650645066	0.9791157619671688	0.9723113256156339	0.9772162812544235	0.9810725513046005	0.9802883660776096	0.9780100134997008	1.0	0.9750975995698898	0.9841190572725437	0.979282787522145	0.9798051645763733	0.9814438880301671	0.9793193983332205	0.9814266082624753	0.9793788341380728	0.9783211802611498	0.9783154870457347	0.9809432464989353	0.9790639201859457	0.9808724167896461	0.9785604959798508	0.9793145723192616	0.9798337430817456	0.9801071436491569	0.9786455630513752	0.9807775377969763	0.9806106893716986	0.9720768378822403	0.9808487533210443	0.9695793559215358	0.9838331266582638	0.977767226756745	0.9685961252320106	0.9756183457613701	0.9809256154839121	0.9713439058476007	0.9804846627902928	0.9796886969418103	0.9752185605554468	0.9808378469313883	0.9798610520682363	0.9784008144988873	0.9735464719888396
ZeeviD_2015__PNP_Main_640__bin.3	0.9760904537296329	0.9752218523947359	0.9717437471308522	0.974601462358514	0.9772342415673697	0.9774284992284876	0.9748605109703402	0.9750975995698898	1.0	0.9759443226266885	0.97730532762792	0.9768518584716135	0.977451907014994	0.9771420322773356	0.9783199625919707	0.9774086009556617	0.9756527316747524	0.9740555890516298	0.9771014262021471	0.9762440403143566	0.9777451149218781	0.9754620373858277	0.9769035507601626	0.9758461833999016	0.9773213094851035	0.9756535214039475	0.9774352067483806	0.9772929683743399	0.9722973024815663	0.9779906667557365	0.9704399387613948	0.9748565820674276	0.9741095527511048	0.9677775735733116	0.9736577721434411	0.9778907433315418	0.9712424273690727	0.9762073315270906	0.9771412399803218	0.9728804800980057	0.977140262972055	0.9784147576603901	0.9763659918517323	0.9733044966176457
LeChatelierE_2013__MH0111__bin.22	0.9793842816046577	0.9786125491700769	0.9702264074888158	0.9773020495252409	0.9797567178553604	0.9800989877343828	0.9775262554566192	0.9841190572725437	0.9759443226266885	1.0	0.9803618258413159	0.9805767979878388	0.98138678356939	0.9795242132475821	0.9806029322081682	0.9800783251042472	0.9775416878941788	0.9773261121058029	0.979277789436866	0.9790075469624611	0.9801261329909826	0.9778958725648534	0.9780788935533408	0.9797994774502463	0.9795829720578197	0.9791266623995448	0.9802853460101225	0.9804555370505031	0.9731981839722743	0.980145318240234	0.9702104412655856	0.996655669342894	0.9766809492419248	0.9688335350137758	0.9761780851813924	0.9801715914412409	0.9724522782611587	0.9801952453136108	0.9803781097011129	0.9755478814865165	0.9795015103028236	0.9796550155568413	0.9791246290024158	0.9745024616752664
