	XieH_2016__YSZC12003_37172__bin.63	FengQ_2015__SID31877__bin.4	KarlssonFH_2013__S552__bin.21	XieH_2016__YSZC12003_35519__bin.81	FengQ_2015__SID530373__bin.42	KarlssonFH_2013__S312__bin.88	LeChatelierE_2013__MH0441__bin.21	XieH_2016__YSZC12003_37191R1__bin.4	LiSS_2016__FAT_023-22-84-0__bin.45	XieH_2016__YSZC12003_35705__bin.70	XieH_2016__YSZC12003_35703__bin.62	RaymondF_2016__P1E0__bin.56	LiSS_2016__FAT_015-22-42-0__bin.65	FengQ_2015__SID531663__bin.6	NielsenHB_2014__V1_UC31_4__bin.2	ZellerG_2014__CCMD63399960ST-21-0__bin.3	ZeeviD_2015__PNP_Main_295__bin.23	RaymondF_2016__P1E7__bin.49	LiSS_2016__FAT_023-22-42-0__bin.3	NielsenHB_2014__V1_UC17_2__bin.49	LeChatelierE_2013__MH0203__bin.20	KarlssonFH_2013__S487__bin.70	XieH_2016__YSZC12003_37255__bin.59	LiJ_2014__O2.UC8-0__bin.56	LeChatelierE_2013__MH0131__bin.16	NielsenHB_2014__O2_UC19_2__bin.13	FengQ_2015__SID31285__bin.2
XieH_2016__YSZC12003_37172__bin.63	1.0	0.49350087413146926	0.8756091930381841	0.6103746198477555	0.6266440904488175	0.8579213123792121	0.5869341561590958	0.8060460795512977	0.8186227340749973	0.5747936072548858	0.6090769709349686	0.7902797092686099	0.8427728295104394	0.7859736996734329	0.5808261171792757	0.8191202870616168	0.8589095908672143	0.5595627678454461	0.797306471730584	0.8792170922679156	0.8496617621141991	0.8311571435337953	0.6467838917433941	0.5274484108814753	0.6020220450963935	0.6280479921005996	0.8822732453469622
FengQ_2015__SID31877__bin.4	0.8761891774153835	1.0	0.8655847870144137	0.6395795215637252	0.6710737352501089	0.8634195124722995	0.6111551792715495	0.8236922552417751	0.83453605318484	0.5953633729189158	0.6493368941417126	0.8132681781161808	0.861081500842851	0.8112415478152167	0.6209307347008353	0.8259598083224425	0.8612239331780215	0.6057207795897493	0.8204587381858818	0.8803659298823796	0.8479913631456333	0.8422811902191413	0.6766376877474098	0.5869803208515635	0.6424539273064758	0.6566213989431218	0.8716684660113264
KarlssonFH_2013__S552__bin.21	0.9057811686818307	0.5043274784619276	1.0	0.627829789525679	0.6413673128051604	0.8853737981740146	0.6009728053281375	0.8312126695114829	0.8340602814417012	0.5933075160445783	0.6195818234869054	0.8101877499274964	0.8640164879864854	0.8033580720815289	0.5966521689038659	0.8344580024693133	0.8708236533214562	0.5704573173827043	0.8164550564203253	0.8994308748935622	0.8506149226165541	0.851419634529248	0.664523416763522	0.5548053837566495	0.6111383075977076	0.6336574399213917	0.9072444818966305
XieH_2016__YSZC12003_35519__bin.81	0.8791474495766504	0.5188595865826195	0.8741665765225344	1.0	0.6382081641082122	0.8639061255396356	0.5904534905447001	0.8137323112627718	0.8286995151884669	0.6080899851508029	0.6280638761321283	0.8018080864203602	0.8527679985052463	0.7922790321470367	0.5892506809979446	0.828326441404675	0.8488080077491174	0.5815556500703124	0.8070858204918919	0.8690867497959465	0.8408917139513615	0.8345304064353077	0.6731474151579817	0.5605215411696447	0.6232219069909233	0.6319132354531956	0.8719213730098635
FengQ_2015__SID530373__bin.42	0.890832833378122	0.5373231477948487	0.8813920208968136	0.6299011028941188	1.0	0.8959381394144064	0.6122290763436157	0.8390985398072529	0.8394631178642642	0.6034064086877555	0.6422876575465535	0.8163333396017304	0.857611340379416	0.8157437058722544	0.6019505229359635	0.8296959443269288	0.8691534812958112	0.5839072455187533	0.8181258989336243	0.8938343845030667	0.8566759337838895	0.837449142574285	0.6809857074482508	0.5684851690738322	0.6276917962657744	0.6551309963536129	0.87875504782888
KarlssonFH_2013__S312__bin.88	0.8971434818597822	0.5085414421590218	0.8950105197867929	0.6272140079383672	0.6590482437645442	1.0	0.6031360789642193	0.8319132178945701	0.8377012202060227	0.5981204945080689	0.6250100958717367	0.8080851756904796	0.8564302336218187	0.8022074818776314	0.5886261359250161	0.8299034143011091	0.8743386367338014	0.5757301936845581	0.8159990004529198	0.9058944273019145	0.8411318085778096	0.8531384216526885	0.6669152147575986	0.5451989388736801	0.605070024073913	0.6428743225725844	0.8877749591145084
LeChatelierE_2013__MH0441__bin.21	0.9024979971274116	0.529295743411845	0.8933028271178123	0.630343536118305	0.6622097147030205	0.8868654207410333	1.0	0.8325172023954422	0.8517027861745691	0.5978947036896817	0.6187980664815911	0.8198392321567181	0.8586644497825219	0.8115331341724511	0.6818224467393366	0.839724919146937	0.8805513690068836	0.5908549592175116	0.8295271645951179	0.9011719347191485	0.872715068491353	0.851556466571876	0.6843164414022799	0.6094578891527308	0.6795462911261426	0.7129891782546762	0.8914610373206846
XieH_2016__YSZC12003_37191R1__bin.4	0.8923991698410216	0.5136346478462024	0.8896075642166142	0.6254831216283059	0.6534870503797651	0.8807707080303661	0.5994260885915501	1.0	0.8330743614007255	0.5926854168959935	0.6244173131516325	0.8134934376716998	0.8587430546467786	0.8056156201413236	0.5956877275649914	0.8342875689220453	0.8657355330436061	0.5747107648073443	0.8165911797734495	0.8880584569493217	0.8500767467141115	0.8464470452396959	0.6808295731616575	0.5533327065724383	0.6007706324411124	0.6360779003950955	0.8830374407746386
LiSS_2016__FAT_023-22-84-0__bin.45	0.7971389845044601	0.4577047221257295	0.7851176002273721	0.5602502754891907	0.5750115929840425	0.7800544994905735	0.5393633748132242	0.7327144037217218	1.0	0.5301637810247367	0.5634834299276831	0.7313963770055032	0.7694974046674433	0.7192881492278823	0.5318316748579339	0.7447341259222447	0.7942569437403704	0.5194570993107368	0.7797470153260081	0.7968485366246881	0.7652358403542218	0.7737286360833499	0.594637393066149	0.4947627967429948	0.5579636736545907	0.5804698524242218	0.7935522232767174
XieH_2016__YSZC12003_35705__bin.70	0.8928981700045673	0.5209093566611847	0.8909572758011989	0.6558319959856369	0.6593631242033087	0.8885139233307017	0.6040290789436179	0.8316009129096642	0.8457651982025517	1.0	0.654629543087785	0.8277509424406877	0.8886610812928424	0.8050647528177104	0.5956888020082423	0.8435889838344989	0.8759571067684045	0.6009990832456683	0.8365863860324556	0.8918521553007027	0.850101717969777	0.8651151444766381	0.6854591361562472	0.5566952564094916	0.6307541580410225	0.6414005725903049	0.8923380417252481
