	XieH_2016__YSZC12003_37172__bin.63	FengQ_2015__SID31877__bin.4	KarlssonFH_2013__S552__bin.21	XieH_2016__YSZC12003_35519__bin.81	FengQ_2015__SID530373__bin.42	KarlssonFH_2013__S312__bin.88	LeChatelierE_2013__MH0441__bin.21	XieH_2016__YSZC12003_37191R1__bin.4	LiSS_2016__FAT_023-22-84-0__bin.45	XieH_2016__YSZC12003_35705__bin.70	XieH_2016__YSZC12003_35703__bin.62	RaymondF_2016__P1E0__bin.56	LiSS_2016__FAT_015-22-42-0__bin.65	FengQ_2015__SID531663__bin.6	NielsenHB_2014__V1_UC31_4__bin.2	ZellerG_2014__CCMD63399960ST-21-0__bin.3	ZeeviD_2015__PNP_Main_295__bin.23	RaymondF_2016__P1E7__bin.49	LiSS_2016__FAT_023-22-42-0__bin.3	NielsenHB_2014__V1_UC17_2__bin.49	LeChatelierE_2013__MH0203__bin.20	KarlssonFH_2013__S487__bin.70	XieH_2016__YSZC12003_37255__bin.59	LiJ_2014__O2.UC8-0__bin.56	LeChatelierE_2013__MH0131__bin.16	NielsenHB_2014__O2_UC19_2__bin.13	FengQ_2015__SID31285__bin.2
XieH_2016__YSZC12003_37172__bin.63	1.0	0.5020561398507939	0.8898184699690929	0.6206090202174639	0.6377545425179509	0.8721860626276686	0.5967187959388411	0.8197633508273419	0.8324027328716531	0.5846661509070528	0.6197794807612134	0.803137144122666	0.8571694355675283	0.8013244467923407	0.590694820370997	0.8333824770031095	0.8737508369003387	0.569141729632438	0.8113941340807154	0.8941449620199797	0.8646736952782392	0.8456621359190157	0.6576506879331453	0.5364880013347734	0.6127966702354501	0.6395651062591398	0.8966553429979232
FengQ_2015__SID31877__bin.4	0.8913786768187586	1.0	0.8801507661420156	0.6510453245449552	0.6840638672651855	0.8786832585184764	0.6223694528098187	0.8387749303937724	0.8503718014281114	0.6069534253840181	0.6609216432751861	0.8279076462677804	0.8764573744720344	0.828341761842529	0.6318139288217134	0.840990207776957	0.8765573801541754	0.616914597420308	0.8362838797658958	0.8958599920450026	0.863422542947516	0.8573714415591795	0.6890361194764854	0.5981953520086368	0.6551046460973161	0.6691615053885638	0.8866988654658409
KarlssonFH_2013__S552__bin.21	0.9204800726756825	0.5128142536859822	1.0	0.6379383483850805	0.6527303923754098	0.9000453340172428	0.6109047954738376	0.8452556207339343	0.848307610950262	0.6036129490197567	0.630303958626419	0.8233288764447183	0.8784633401415286	0.8185297388063161	0.6067752946821476	0.8487914092258035	0.885526088689582	0.5802696822248717	0.8311645545369993	0.914807361326243	0.8650529463359122	0.8657256731351144	0.6757576011727694	0.564201487856266	0.6217752483328602	0.6448227625322955	0.922122161713105
XieH_2016__YSZC12003_35519__bin.81	0.8938884736795524	0.5281612317949828	0.8882413535387308	1.0	0.6499369400820147	0.8783564348159585	0.6010077294495964	0.8281162416780576	0.8436661044950782	0.6188452044960615	0.6395677015213052	0.8155116335100159	0.8672877597380247	0.8080188122609132	0.5995068296472578	0.8428326810176126	0.8636172545703075	0.5923151717491567	0.8220745360855156	0.8841301664880173	0.8560771076517617	0.849354404114506	0.6853187168720314	0.5705183205656462	0.6349248689632113	0.6438602012017033	0.8865179616281014
FengQ_2015__SID530373__bin.42	0.9066273739278766	0.5477242382532768	0.8970076088229103	0.6414772144780558	1.0	0.9090726553718241	0.6237117685918127	0.8547760028778009	0.8556119239469548	0.6151202227990495	0.6546736055799248	0.8320514461495159	0.8734629031211157	0.8330359888891652	0.6129424603619938	0.8455796578789807	0.8851821768039789	0.5953911510050768	0.834422113448684	0.9101336321134427	0.872676724815148	0.8527565680162525	0.6936567664413481	0.5794273637366764	0.6408220658897494	0.6680568353532738	0.8943111870867787
KarlssonFH_2013__S312__bin.88	0.9120603833530788	0.5175315649382088	0.9098417458160699	0.6377052362433986	0.6687099372382603	1.0	0.6134604186049625	0.8466489514795751	0.8522218726782284	0.6086791029957408	0.6359533514947469	0.8217437188059875	0.8713163454952332	0.8180342389497616	0.5986622133274432	0.8447145601435064	0.8892800806777286	0.5859871531426608	0.830735626490675	0.9216399711737762	0.8557885600944215	0.8676381014852644	0.6783618137317242	0.5546428738763463	0.6158749495206414	0.654700660191922	0.9021193521685487
LeChatelierE_2013__MH0441__bin.21	0.9175433266778692	0.5390079530937409	0.9080660157303415	0.6416108016673874	0.6746298212473123	0.9020465716267262	1.0	0.8475271002932298	0.8662422304619041	0.608963158298782	0.6300023424259266	0.8343753957354725	0.8737353688599079	0.8277214625923766	0.6938744577808893	0.8549546245196222	0.8959378922497196	0.6017259151700621	0.8447863963450282	0.917401600067189	0.8880208863031073	0.8666811892699833	0.6964767158269912	0.6205289683286955	0.6922623175844012	0.7263580657204666	0.905693407284879
XieH_2016__YSZC12003_37191R1__bin.4	0.9075859957679466	0.5230398407334426	0.9046370700093495	0.6365394672752861	0.6656966045779686	0.8963718575539412	0.610233462134272	1.0	0.8488342483569967	0.6036439689460449	0.635532240470203	0.8281922404796516	0.8744216831553601	0.8220165984552391	0.6064091183316695	0.8495419527444332	0.8812903841493115	0.585667427126054	0.8325811415205628	0.9041684166366278	0.8655607328945062	0.8620392185393984	0.693615495419055	0.5636048137126465	0.612463345117383	0.6486342202944863	0.8980778125225882
LiSS_2016__FAT_023-22-84-0__bin.45	0.8105573441346149	0.46638990321728163	0.7985288960321246	0.570368582099103	0.5860731280447166	0.7935759078677719	0.5485708634653964	0.7465757067565074	1.0	0.5399018876203551	0.5734671083358126	0.7447137654843208	0.7832876539290659	0.7345534914411367	0.5412884749948891	0.7588696715902915	0.8093211746892333	0.5289134839285506	0.7850876828491982	0.8109121974812892	0.7799148850590951	0.7882439662465491	0.6056191484516926	0.5040517271468627	0.5694361571460151	0.5922248889317335	0.8069348482607199
XieH_2016__YSZC12003_35705__bin.70	0.908234416004953	0.5310499985748215	0.9064327252792853	0.6674316229203167	0.6721632154147302	0.9041988408990423	0.6152110954451959	0.8469769313322502	0.8613003063139383	1.0	0.6670053951290714	0.8430958057992168	0.9046237429428808	0.8217240947299552	0.6068012167709699	0.8594323282179369	0.8923095381560047	0.6125430287892678	0.8529693096104093	0.908372293735247	0.86636930152335	0.8812415359314005	0.6980802514677681	0.5672216908184701	0.6429231934868681	0.6545234832952512	0.9084067631678204
