	CM_madagascar__V12_01_2FE__bin.49	ZeeviD_2015__PNP_Main_698__bin.3	XieH_2016__YSZC12003_37100__bin.68	BritoIL_2016__W3.17.ST__bin.75	Obregon-TitoAJ_2015__HCO67__bin.11	LeChatelierE_2013__MH0175__bin.63	BritoIL_2016__W1.33.ST__bin.25	BritoIL_2016__M1.15.ST__bin.41	XieH_2016__YSZC12003_36244__bin.14	BritoIL_2016__W3.18.ST__bin.62	LeChatelierE_2013__MH0189__bin.81	FerrettiP_2018__CA_C10002MS2016FE_t0M15__bin.45	Obregon-TitoAJ_2015__HCO12__bin.13	CM_madagascar__A81_03_1FE__bin.52	LeChatelierE_2013__MH0407__bin.67	CosteaPI_2017__SID713B076-11-0-0__bin.33	CM_madagascar__A39_02_1FE__bin.21	FerrettiP_2018__CA_C10031MS2526FE_t0M15__bin.17	ZeeviD_2015__PNP_Main_257__bin.39	XieH_2016__YSZC12003_37315__bin.79	CosteaPI_2017__SID713B046-11-0-0__bin.22	Obregon-TitoAJ_2015__HCO11__bin.22	BritoIL_2016__W1.5.ST__bin.29	RampelliS_2015__H10__bin.58	CM_madagascar__A32_01_1FE__bin.4	CosteaPI_2017__SID713B041-11-0-0__bin.41	RampelliS_2015__H14__bin.94	CosteaPI_2017__SID713A028-11-0-0__bin.67	ZellerG_2014__CCMD86114146ST-21-0__bin.29	LiuW_2016__SRR3993051__bin.74	RampelliS_2015__H13__bin.18	ZeeviD_2015__PNP_Main_438__bin.9	ZellerG_2014__CCMD87156761ST-21-0__bin.33	LeChatelierE_2013__MH0430__bin.47	BritoIL_2016__M1.29.ST__bin.68	NielsenHB_2014__MH0175__bin.23	BritoIL_2016__W2.61.ST__bin.52	CM_madagascar__A90_04_1FE__bin.83	BritoIL_2016__W3.22.ST__bin.21	BritoIL_2016__WL.14.ST__bin.43	CosteaPI_2017__SID713A028-11-90-0__bin.78	BritoIL_2016__W2.35.ST__bin.34	XieH_2016__YSZC12003_35520__bin.2	BritoIL_2016__W1.2.ST__bin.41	LeChatelierE_2013__MH0257__bin.12	CM_madagascar__A08_01_1FE__bin.2	LiJ_2014__MH0252__bin.12	ZellerG_2014__CCMD18872694ST-21-0__bin.35
CM_madagascar__V12_01_2FE__bin.49	1.0	0.7123200813776714	0.690528508823555	0.49868820630875194	0.6753913079032241	0.6181893592003975	0.6207163044030425	0.7539047157666761	0.5798199357949004	0.6518183597839675	0.6868675667605417	0.5398206048561456	0.5977204216077047	0.7445081222796156	0.6378136069711225	0.7332774956294194	0.786291306788122	0.38707113483938194	0.7079299864577048	0.5790223280605525	0.6225292745269799	0.4028352709264392	0.7218700014000726	0.6208340096220919	0.7484862489329093	0.7208837555646691	0.7000183372341255	0.6898631645853494	0.6291882924194122	0.6219481824455676	0.4793588410868032	0.6903782797939787	0.7147116655784096	0.7237916939763425	0.7528676708367354	0.59927908650838	0.7333555527746837	0.7640419228820184	0.6992662628345152	0.7696905343940845	0.70122760348457	0.7444833422334999	0.5862615087826679	0.7317324597541076	0.6238351829572755	0.7525715492856532	0.6202631393097022	0.3941467672571339
ZeeviD_2015__PNP_Main_698__bin.3	0.7988670375815312	1.0	0.7754595212752653	0.5519716200105049	0.7442160347496464	0.666855065294541	0.6694260639022208	0.8202878573552584	0.6361545419933246	0.6987349616903491	0.7542638071761465	0.5833106374937123	0.6489820915929979	0.8033712353855005	0.6937419927688275	0.8021491338989691	0.8041556313936263	0.4271341963310554	0.7938671209540034	0.6195328501435395	0.6836233537410618	0.43229321542613064	0.7900059333409295	0.6757057479761333	0.8082585991757241	0.8072622981344019	0.7520857013431305	0.7788500018064036	0.667374753703822	0.6734001517378992	0.5239497847600679	0.7703084920420975	0.762105682945605	0.792613407405143	0.8205397116979914	0.6437581114467624	0.8135517089967235	0.7980267125400535	0.7480115665409595	0.8137320019675903	0.7801217793908807	0.8055687947953346	0.6297633472380089	0.7885496941619816	0.6619326155889848	0.7733946630501541	0.6776274834575119	0.4139839257873835
XieH_2016__YSZC12003_37100__bin.68	0.8018055961179072	0.8028738046494764	1.0	0.5445586824133313	0.7483383422842255	0.6905122941090998	0.6578492106766184	0.8407952075201881	0.6582139121752754	0.7256574337962476	0.7827245863479354	0.6029742234447676	0.6560070005423766	0.8192263868367936	0.72400009207454	0.8097279628939603	0.8063816288273875	0.44602813452665774	0.8405218612292814	0.6175885390216217	0.7076431938931561	0.4364883489740162	0.7946180273317518	0.692618858879942	0.8163763920879198	0.8303540985398992	0.7762646222282326	0.7839082477207955	0.7169143088151301	0.7080219223725307	0.5463775142463771	0.8197684037583676	0.7988397888615703	0.8075001906230713	0.8264571155636186	0.6705831915049727	0.8069035044433159	0.8176229950409228	0.7695082931825997	0.826043499465536	0.7901383851564333	0.8207783463700332	0.665120581680907	0.7754089764044605	0.7025312585870298	0.7754539346759912	0.704119184737494	0.4427515756975006
BritoIL_2016__W3.17.ST__bin.75	0.7847778253311978	0.7745243222744009	0.7380314054050365	1.0	0.6991821570036276	0.6483314111569423	0.6857421956876305	0.8027730034794155	0.6030985223451788	0.7074546647467651	0.7418632469800058	0.5599426564250249	0.6426521354681027	0.7869806102284482	0.6534930153341906	0.7792520962771522	0.8015782644258282	0.4117755157948305	0.7716678674175991	0.6201275753182802	0.6652722357462414	0.43437953023503845	0.7764209888013321	0.6550289691317644	0.7977166884231687	0.769654212978444	0.7438164576645119	0.7463604573057488	0.6399721373789053	0.6573053589237892	0.5292026201392741	0.729745736521774	0.7509834296371327	0.7677019771932065	0.7980808132999658	0.6331107963269695	0.8078941493370198	0.790336213510739	0.7571555169062156	0.8117854597673696	0.7513933747795509	0.8150016524542602	0.6060846388046955	0.7779447563580494	0.638601916456982	0.7815260488210055	0.641838582028512	0.43495667060201
Obregon-TitoAJ_2015__HCO67__bin.11	0.7489617961596248	0.7358747601568796	0.7146850970604662	0.49269358680277187	1.0	0.6276047838784203	0.6344612228718796	0.7488810755963532	0.603266675322659	0.6546149148243486	0.693786371483589	0.5582685679622489	0.6439069027416826	0.7375465345459966	0.6407330388921979	0.7481130280241186	0.7509482089996214	0.4200698112650183	0.7204567890802596	0.5728587239006375	0.646877075978316	0.4466375248258668	0.7163994644276499	0.6334994459477934	0.7496886247208271	0.7261237161136793	0.7113171603673712	0.7077359152921844	0.6322055124931387	0.6480703663477002	0.5042630762160123	0.7134986765262542	0.6999747190065669	0.7278586929863792	0.7432653288349652	0.6045468691069695	0.7200342942171788	0.749946930523296	0.6947320042950209	0.7408629474753012	0.7149169539975228	0.7640998214529838	0.6009429535757148	0.7467160470418833	0.6226406409831009	0.7211633516277044	0.6368818092947496	0.38680057349384017
LeChatelierE_2013__MH0175__bin.63	0.8093028065352004	0.7784337579023775	0.7785266197086005	0.5393478587040709	0.7409204267587985	1.0	0.6625973731057611	0.8157662315543607	0.770004825569843	0.7215017659963585	0.7605990194766487	0.7007457330202795	0.6560033738437894	0.7794653755226012	0.8939076166956607	0.8095688211416731	0.796500853598699	0.5008572482897612	0.7783603605795549	0.6226724735708811	0.7821762103461839	0.4484819730498007	0.7706795943277253	0.6854397553963253	0.7807853108031938	0.7850322177751284	0.767567710044079	0.7659898703584304	0.8717363535723409	0.7039147942239145	0.5476993386130744	0.8013276399719387	0.7782431681690815	0.8211177479592705	0.8090392249891526	0.9452423530938392	0.7880256931180887	0.7862747006321902	0.7544381049703369	0.8010656804661743	0.7766685725639997	0.8100886850524932	0.8059423445781275	0.7607482471827188	0.8549441815387486	0.7764427034545403	0.8705842994610772	0.5224311950787298
BritoIL_2016__W1.33.ST__bin.25	0.7980844440833544	0.7674657376033288	0.7284413337602691	0.5602720282159976	0.7356251662739812	0.6507525540480048	1.0	0.7988375556968054	0.62663824675935	0.688436809514934	0.7660634605060465	0.5725631602172275	0.6665902005483257	0.7809170039937616	0.6679355263178857	0.7768041623057084	0.8048409425086304	0.437465450855385	0.7519148390467861	0.6203628476619688	0.662705164171163	0.4547786544830651	0.7803709881174837	0.6660820194701854	0.7774123069031382	0.7540049129481033	0.713432468469674	0.7226800896565237	0.652480210409269	0.662421602315649	0.501677475471103	0.7490286413404511	0.7419941567141235	0.7646572007984337	0.7923741773918362	0.6312003268926559	0.7975981673620305	0.7786911230801827	0.7586510261593777	0.7950098689083983	0.7318432795043721	0.8279141954569568	0.6203007189408168	0.8017870769073916	0.6492893430126695	0.7586550087697079	0.6470989073310298	0.42100970323180864
BritoIL_2016__M1.15.ST__bin.41	0.7608626266497566	0.738170629041843	0.7307899231012345	0.5148312800632472	0.6815511424151133	0.6288774105695084	0.627036141700801	1.0	0.5894104844787911	0.6694800463036918	0.7036007278795303	0.5401060558364004	0.6028139214931721	0.763838979943299	0.6527148087096707	0.7295769989568227	0.7605343868684081	0.3865714291966472	0.731562380720008	0.5846994620931507	0.6260042183501043	0.39922022732324214	0.7278070050120651	0.6261639617103606	0.7627398455897547	0.7241544777689449	0.7032890563919071	0.6884516804470063	0.6349939244379519	0.6308318440104524	0.4907925615238579	0.7043903790106604	0.7296567143322931	0.7271342697649584	0.7820150233784876	0.6097169603995898	0.7557527147774488	0.7562741471158195	0.7189348400268719	0.7695928670056811	0.6954103638115954	0.7743410898998744	0.5954413433947683	0.721606711847049	0.6284710184592674	0.7264821667326794	0.633890100944674	0.39114302782754345
XieH_2016__YSZC12003_36244__bin.14	0.7823435202622673	0.7653633549743927	0.7648634958209936	0.5171005327094289	0.7340226875871932	0.7936120842204162	0.6576056746552184	0.7880112376362179	1.0	0.6862510312729607	0.7796841525423021	0.6851744115579473	0.6406376296979864	0.7835233717589609	0.8557689012376947	0.7828529920916932	0.7783066142734029	0.4977644259100906	0.7860356237414708	0.5902467281376402	0.7428295705975825	0.4351729487594215	0.7735596240858554	0.6480732435760158	0.765958505003189	0.7870558212276306	0.7361913908873503	0.7621940974825655	0.8055489381336529	0.6937171549488146	0.509115742470558	0.7694424731492882	0.7754019143435337	0.8107824133166491	0.7770494434260581	0.764868093187789	0.7735633855677789	0.7669348185335737	0.7279541634171642	0.780975176726959	0.7784800603843232	0.7833587024391956	0.7609018194706006	0.7677126094068811	0.8073694953846617	0.767309712898623	0.837464276370287	0.47361989138511973
BritoIL_2016__W3.18.ST__bin.62	0.8188040659795611	0.7826481473987629	0.7850504745510519	0.5647215884152891	0.7415408823630121	0.692311074518056	0.6726076339061979	0.8332997407011962	0.6388987894201107	1.0	0.7859100049494009	0.5937261673893622	0.6552703337888443	0.8072869812078406	0.7048884672732536	0.8048764828747614	0.8208176783885497	0.4164990926098285	0.8027449720000871	0.6345447173705295	0.6946523123663428	0.431552353144426	0.8077079915704543	0.6714142524069964	0.814887735758021	0.7971660010396855	0.7484194601728866	0.7618528813918088	0.6963095056513443	0.6868340487656069	0.5209555767919788	0.763627973142496	0.7831925036809224	0.7878127227619525	0.8229690335594286	0.6766897223666231	0.8174885058723552	0.8027465284154758	0.7544466787652023	0.8387020585149929	0.7812465953413374	0.8380697647633781	0.6614707035931405	0.7996663823614557	0.6781278501856803	0.795102583338262	0.7063795132155231	0.4395542737610155
