	CosteaPI_2017__SID713A058-11-90-0__bin.61	BritoIL_2016__M1.22.ST__bin.46	HeQ_2017__SZAXPI029560-51__bin.83	CosteaPI_2017__SID713A013-11-90-0__bin.5	CosteaPI_2017__SID713A013-11-0-0__bin.41	HeQ_2017__SZAXPI029554-33__bin.69	BritoIL_2016__W2.39.ST__bin.18	ZellerG_2014__CCIS74726977ST-3-0__bin.74	LiuW_2016__SRR3993041__bin.74	LiuW_2016__SRR3992994__bin.9	CosteaPI_2017__SID713B056-11-0-0__bin.21	Obregon-TitoAJ_2015__SM03__bin.28	BritoIL_2016__M1.59.ST__bin.32	CM_madagascar__A32_01_1FE__bin.62	CosteaPI_2017__SID713B040-11-90-0__bin.55	CosteaPI_2017__SID713A004-11-90-0__bin.40	BritoIL_2016__M1.44.ST__bin.2	LiuW_2016__SRR3992981__bin.32	CosteaPI_2017__SID713B029-11-0-0__bin.23	CosteaPI_2017__SID713A021-11-90-0__bin.15	BritoIL_2016__W2.19.ST__bin.52	BritoIL_2016__M1.48.ST__bin.39	BritoIL_2016__W3.22.ST__bin.109	ZeeviD_2015__PNP_Main_671__bin.34	XieH_2016__YSZC12003_37315__bin.111	VogtmannE_2016__MMRS65205033ST-27-0-0__bin.9	LiuW_2016__SRR3992961__bin.32	BritoIL_2016__M2.39.ST__bin.45	FengQ_2015__SID530840__bin.40	LeChatelierE_2013__MH0189__bin.38	FengQ_2015__SID31188__bin.43	CM_madagascar__A81_03_1FE__bin.25	LiuW_2016__SRR3992995__bin.67	CosteaPI_2017__SID713A084-11-90-0__bin.9	CosteaPI_2017__SID713B007-11-0-0__bin.56	ZellerG_2014__CCMD86114146ST-21-0__bin.68	CosteaPI_2017__SID713A004-11-0-0__bin.7	ZeeviD_2015__PNP_Main_362__bin.25	VogtmannE_2016__MMRS93508324ST-27-0-0__bin.39	LiuW_2016__SRR3992978__bin.107	CosteaPI_2017__SID713A084-11-0-0__bin.19	CM_madagascar__A70_03_1FE__bin.24	ZeeviD_2015__PNP_Main_377__bin.14	BritoIL_2016__W1.41.ST__bin.58	CosteaPI_2017__SID713B041-11-0-0__bin.48	CosteaPI_2017__SID713A040-11-0-0__bin.30	QinJ_2012__CON-110__bin.27	RampelliS_2015__H4__bin.33	CosteaPI_2017__SID713A057-11-90-0__bin.64
CosteaPI_2017__SID713A058-11-90-0__bin.61	1.0	0.8826959753830098	0.8810042338641826	0.8544755341077087	0.8880765183432174	0.86096216237596	0.8809601708672812	0.8874898212742394	0.8587628290109384	0.4597612895816687	0.8962573167994166	0.8857953041335601	0.6178312192925148	0.8693650105803236	0.9017804573322735	0.8831442383121166	0.6952950087033093	0.6397180384541591	0.8336375530534096	0.8122892045310639	0.8288121344636128	0.8767374091721118	0.8601929681702094	0.8829711088990947	0.8027539026110622	0.8587843400802918	0.8730399339124437	0.5742164853202565	0.8355836109244312	0.8628780353593407	0.6784566987378207	0.8741189569074299	0.6062860201988941	0.8915283510689788	0.7691216926297179	0.8657338032923733	0.8925837812782225	0.8775055625196679	0.8632912560625653	0.6635432825267319	0.8859125741568095	0.8176222149670551	0.8947331534499071	0.8694881788000085	0.8893012614854365	0.853369448799665	0.8351336132316669	0.8842530992420123	0.8647397837166062
BritoIL_2016__M1.22.ST__bin.46	0.8190384485992922	1.0	0.873301610204713	0.8418151012265268	0.8660806869760364	0.8611995617868614	0.8811457927900869	0.8592274095042545	0.8296773184137406	0.4407898782165382	0.888302007790098	0.8630139676413786	0.6122010101566164	0.8402659669163889	0.8952006776013915	0.8577346132041487	0.6861345074818487	0.6022024620676178	0.8258057703643396	0.790263568526819	0.8097027574397562	0.880615571632814	0.8708678081713294	0.8860143626513118	0.7921059824206093	0.8417259262049333	0.8679919942078087	0.5530045704613052	0.8201732570870802	0.8464435101992723	0.6667484372640846	0.875514889170257	0.5733545035478459	0.8840805202155267	0.7441114707085809	0.8561581147177095	0.8753510260439353	0.8825729150670696	0.8557975514535046	0.6265874843983954	0.8720431800263404	0.7993529820996436	0.873828290115641	0.8509730862058476	0.8759672029079427	0.828547338898241	0.814505975209344	0.8907370975494253	0.8440843962706169
HeQ_2017__SZAXPI029560-51__bin.83	0.800972233525307	0.8556784279732739	1.0	0.8393546706133884	0.8619846029904492	0.8279687315667715	0.8431137086125721	0.8457109997836116	0.8139832933046414	0.43254550306508116	0.868726709073738	0.8403580691092686	0.5899651949103945	0.8155850718529215	0.8633576912182286	0.8363835890564268	0.6609027242852717	0.5906395947796782	0.8038171411123372	0.7707734401269815	0.7941648324125787	0.8467229150224621	0.8416854192729477	0.8516436998497899	0.7736287570665309	0.8286850842810576	0.836882607107506	0.5355406838502996	0.790980516846433	0.8356268606717628	0.6519538354678814	0.8485751489010562	0.5603638352596945	0.8650446371962125	0.7188373951888604	0.8291670688461958	0.853367236279054	0.8553014832381035	0.8277075514490134	0.6163655209439327	0.8519361080251061	0.7765052081460438	0.8703215480536719	0.8203613874846778	0.8436871693059107	0.8196923500091161	0.791448306839954	0.8482776937669428	0.8233081805524275
CosteaPI_2017__SID713A013-11-90-0__bin.5	0.7886048123830246	0.8373043738602651	0.852051482796107	1.0	0.9315203243051119	0.8160567533945888	0.8347334361196099	0.8237858971464801	0.8188156523326241	0.42124730025920715	0.8418951740082005	0.8260519983285223	0.5741000997443151	0.8213939548220692	0.8591879243736361	0.8506438551578057	0.6457363708118995	0.5891831052662757	0.8107256358900219	0.7892378605724971	0.7814594050243597	0.8282646250302195	0.810345550811163	0.8314644482762485	0.7538764995669207	0.8483255603212951	0.8529333314120945	0.5281485501851594	0.7773437912766151	0.8063429699470218	0.6310334503687978	0.8319553247934268	0.5633261126774545	0.8393239160610761	0.7041228183933	0.8174275572889399	0.8630784329735813	0.8330786090871394	0.8115075800876405	0.6054403079105407	0.8328000294589951	0.759227790079043	0.8767938366658822	0.8076654226645341	0.8434843587144991	0.8200036183331012	0.7690097775045349	0.8443165753277714	0.830355893480116
CosteaPI_2017__SID713A013-11-0-0__bin.41	0.8289785446311055	0.8712807412090247	0.8850197168647853	0.9421617042003917	1.0	0.8518874169611673	0.8672496009990569	0.8597511685027619	0.8558975059850141	0.44276603517426494	0.8764395772662735	0.8631008980112135	0.6010644775160378	0.8575492144345068	0.8960803339171529	0.8826360748670861	0.6780642106517706	0.6199078800095346	0.8393175917961261	0.8222159320558394	0.8157120871376605	0.8616486900332674	0.8451529805888632	0.8656215346509001	0.7834075846452001	0.8819847835549429	0.8938625104932066	0.5468411561700055	0.8164223217709423	0.8392524950513519	0.6598701562840058	0.8632592677037236	0.5854477360582853	0.8760535308992549	0.7354785679493424	0.8531080618917827	0.8990935683120705	0.8728909950150792	0.8507639313511105	0.6385096796592429	0.8702783808852639	0.7898677078691277	0.910911056471588	0.8476561285508493	0.8768444077686002	0.8602217434786664	0.8012003710190587	0.8838508902384679	0.863064625198205
HeQ_2017__SZAXPI029554-33__bin.69	0.8442935688670836	0.9101648781616392	0.8930666793687949	0.8671016011486353	0.8949498832991963	1.0	0.9106796545928401	0.8890900059200991	0.8571660417673197	0.4544322488891308	0.9045584762889824	0.8892740733684003	0.6290037221772355	0.8678576046054288	0.9185026912634308	0.8824863735650564	0.7093027212041617	0.6241880277904421	0.8624012466231619	0.8190450267765401	0.829484475050525	0.8957324251311608	0.8769320277360044	0.9022676701348014	0.8081952543941425	0.8848268541137884	0.8833951427968726	0.5702953925297877	0.8374347598277047	0.8820566560286343	0.6792459699095654	0.8898895595310192	0.5937971651571549	0.9054386657321529	0.7635076927264438	0.8690518314881224	0.9038708601835911	0.8978674033901073	0.8848060997434624	0.6503892295025075	0.8962764618221657	0.818574140735045	0.9022190164469879	0.878919343753615	0.9024830392563811	0.8669573412630905	0.8346666031560253	0.905941874153664	0.8775801765142185
BritoIL_2016__W2.39.ST__bin.18	0.8263049647236469	0.8907148993777824	0.8698227721225691	0.8483442243107443	0.8714355913670563	0.8710444273775741	1.0	0.8631638723282393	0.8419954570305381	0.43836140688865166	0.8735430605816042	0.8709171851813282	0.6187342167608237	0.8520807841503736	0.8889787430683919	0.8629510426700685	0.690412577126344	0.6066257061779178	0.8308668089870089	0.7940941396995652	0.8156185728046653	0.8693085964957955	0.8562755460675328	0.8895501939548567	0.7907874697352321	0.8600475775168571	0.8649312696883705	0.5550613756476009	0.8191338418682148	0.8496491890343912	0.6662661737523106	0.8682229699825571	0.5834324802790867	0.8751464424253469	0.746265392726042	0.8518660019265315	0.8743410090859389	0.8683755955325297	0.8652700398323397	0.6294333003566687	0.8666791413917888	0.8011129624326365	0.8676567259378823	0.8565791700294186	0.8741167894613522	0.8323406706412225	0.8129995313842389	0.880624039988545	0.8464948191924189
ZellerG_2014__CCIS74726977ST-3-0__bin.74	0.8329486008469651	0.8691001037133279	0.8730464202620349	0.8377402542848909	0.8644396793841675	0.8509247093340367	0.8637021262046295	1.0	0.8423801638898523	0.44235346218533916	0.8800484538247749	0.8630515163800304	0.6081534631622307	0.8469640650414446	0.9011082835525641	0.8595490342612175	0.6963426805580656	0.6060961293925525	0.8224665536728683	0.7967909110002882	0.8154531230411287	0.8701313756425098	0.8566619938683768	0.8750614220611437	0.784377874707136	0.8418441760163337	0.854140962205691	0.5480528107614382	0.818973514839798	0.8577759759554408	0.6644019062411978	0.8517759075730267	0.5808623673666096	0.88088304490608	0.7361982308492607	0.8614370401486178	0.8767713080416091	0.8674084530432616	0.8543483888614817	0.6341938120427943	0.8746501506855336	0.7973063841496077	0.904720177533772	0.8470223529086134	0.8749233547109785	0.83962239882252	0.8167712754785548	0.8764183245331679	0.8490839198753486
LiuW_2016__SRR3993041__bin.74	0.7231873844434938	0.7529977490586016	0.7539692418090743	0.7471433730462039	0.7721585078806323	0.7360937752003759	0.7559677411814755	0.7558418123467525	1.0	0.391343868113066	0.7605131585406046	0.7516806094137501	0.5312224621979753	0.7567764906351021	0.791306410858747	0.7691704007049678	0.6031333782119157	0.5471891281634141	0.7344593299534151	0.7079759993081218	0.704965686583875	0.751201729227878	0.7455977499935721	0.758504140750454	0.6882051722566214	0.7558949887920415	0.7646331643374215	0.49410939388202074	0.7242579256277742	0.7405600122481131	0.5861531458250062	0.7543067077118701	0.5205944775969389	0.7729129121758866	0.6556626486310864	0.7422154943305729	0.7762495880286382	0.7625139953391722	0.7427504727444422	0.5717592754913854	0.7642366784239203	0.6894036875235203	0.7970322284319844	0.739000364638482	0.7756734124785833	0.7453426783631472	0.7078062437327761	0.7629285963054642	0.7581666748476582
LiuW_2016__SRR3992994__bin.9	0.8398838358262025	0.8678112801193079	0.8691188242623911	0.8338043576776546	0.8664992993261996	0.8465381770565615	0.8537585080686819	0.8609965856809022	0.8489219257342814	1.0	0.8722213102441615	0.861463067740674	0.6441686256589217	0.8504867955788149	0.8767758483984011	0.8598417890601083	0.6975713143955984	0.7694570871364403	0.8305560960522054	0.8223856881275879	0.8396702428178558	0.8633556158799113	0.8345535177247337	0.8580113540212211	0.8275455121066672	0.8696163628723379	0.8644533698575265	0.6223567865217108	0.8388849557634303	0.8540576650417964	0.6793747112216189	0.8643760453856622	0.7509632284107857	0.8681877615642868	0.8258735288543873	0.8578034652771924	0.8749701318382245	0.8565599356558985	0.8492128432144924	0.7902294825535076	0.8598316481457655	0.8421249778959757	0.8732138522354695	0.8554900691927262	0.8750227378313782	0.8385604465044585	0.8512498993831155	0.8678955764697829	0.8574859278968314
