	CosteaPI_2017__SID713A058-11-90-0__bin.61	BritoIL_2016__M1.22.ST__bin.46	HeQ_2017__SZAXPI029560-51__bin.83	CosteaPI_2017__SID713A013-11-90-0__bin.5	CosteaPI_2017__SID713A013-11-0-0__bin.41	HeQ_2017__SZAXPI029554-33__bin.69	BritoIL_2016__W2.39.ST__bin.18	ZellerG_2014__CCIS74726977ST-3-0__bin.74	LiuW_2016__SRR3993041__bin.74	LiuW_2016__SRR3992994__bin.9	CosteaPI_2017__SID713B056-11-0-0__bin.21	Obregon-TitoAJ_2015__SM03__bin.28	BritoIL_2016__M1.59.ST__bin.32	CM_madagascar__A32_01_1FE__bin.62	CosteaPI_2017__SID713B040-11-90-0__bin.55	CosteaPI_2017__SID713A004-11-90-0__bin.40	BritoIL_2016__M1.44.ST__bin.2	LiuW_2016__SRR3992981__bin.32	CosteaPI_2017__SID713B029-11-0-0__bin.23	CosteaPI_2017__SID713A021-11-90-0__bin.15	BritoIL_2016__W2.19.ST__bin.52	BritoIL_2016__M1.48.ST__bin.39	BritoIL_2016__W3.22.ST__bin.109	ZeeviD_2015__PNP_Main_671__bin.34	XieH_2016__YSZC12003_37315__bin.111	VogtmannE_2016__MMRS65205033ST-27-0-0__bin.9	LiuW_2016__SRR3992961__bin.32	BritoIL_2016__M2.39.ST__bin.45	FengQ_2015__SID530840__bin.40	LeChatelierE_2013__MH0189__bin.38	FengQ_2015__SID31188__bin.43	CM_madagascar__A81_03_1FE__bin.25	LiuW_2016__SRR3992995__bin.67	CosteaPI_2017__SID713A084-11-90-0__bin.9	CosteaPI_2017__SID713B007-11-0-0__bin.56	ZellerG_2014__CCMD86114146ST-21-0__bin.68	CosteaPI_2017__SID713A004-11-0-0__bin.7	ZeeviD_2015__PNP_Main_362__bin.25	VogtmannE_2016__MMRS93508324ST-27-0-0__bin.39	LiuW_2016__SRR3992978__bin.107	CosteaPI_2017__SID713A084-11-0-0__bin.19	CM_madagascar__A70_03_1FE__bin.24	ZeeviD_2015__PNP_Main_377__bin.14	BritoIL_2016__W1.41.ST__bin.58	CosteaPI_2017__SID713B041-11-0-0__bin.48	CosteaPI_2017__SID713A040-11-0-0__bin.30	QinJ_2012__CON-110__bin.27	RampelliS_2015__H4__bin.33	CosteaPI_2017__SID713A057-11-90-0__bin.64
CosteaPI_2017__SID713A058-11-90-0__bin.61	1.0	0.8757267358652324	0.8738871924827833	0.8471478924182848	0.8805098262217854	0.8538683668275717	0.8735197695401176	0.8803842293329798	0.8514938223331392	0.45560965319645813	0.8892179928298749	0.877537829123698	0.6127417696740414	0.8618385649757463	0.8944434479190989	0.8756601209407832	0.689065819361836	0.6345609330530418	0.8264643053295063	0.8055305653213112	0.82218013300086	0.8697563732614633	0.8533049155916046	0.8758179844336187	0.7962325790696602	0.8517970590204761	0.865801459075017	0.569812961251972	0.8283118286247799	0.8561873988849634	0.6724728049775227	0.8664384642900637	0.6009269883080398	0.8844408006697576	0.763220026666787	0.8589980629629	0.8849039825663192	0.8703954601928988	0.8554386748903716	0.6578223789369161	0.8788895569656485	0.8107872461563709	0.8867730169309463	0.8623242987998558	0.8822279361482072	0.8458516770133754	0.8283107877665854	0.8756989796467118	0.8573642625502343
BritoIL_2016__M1.22.ST__bin.46	0.812571810842073	1.0	0.8675776683854588	0.8345980411756809	0.8586849549505174	0.8545127228932885	0.8739464389709654	0.8523039509685469	0.8228848859927933	0.43671712298845133	0.88275963532889	0.854673688636237	0.6083169067792654	0.8331902347878519	0.8875132756496497	0.8502931669076325	0.6800728595338883	0.5971977151878582	0.8191813861790306	0.7833211160334436	0.8043326183235031	0.873527606107813	0.8654133230057713	0.878878751266398	0.7872850584192971	0.8345835542588156	0.8604166244131591	0.5496790182119861	0.8133048488354612	0.83998653038663	0.6619896460395507	0.8686532414798418	0.5683478250791709	0.8769941643479552	0.7389528405785624	0.8495469297233224	0.8679852336466048	0.876035452382953	0.8481629462654499	0.6210950113175014	0.8651293794352098	0.7939722192443559	0.86603175339018	0.8441970722906811	0.8690369838110313	0.8213608623385553	0.8082263796454311	0.8819277643693314	0.8369626279395967
HeQ_2017__SZAXPI029560-51__bin.83	0.7945017169122958	0.8500699950098195	1.0	0.8315391394809076	0.8540968372601826	0.8216064091329766	0.8362570996515705	0.8388001360155396	0.8069279603409978	0.4285025736335517	0.8637346359533989	0.8322520224110206	0.5862067877810605	0.8088495899030542	0.8561616742781114	0.8292544443203733	0.6547817095689707	0.5857837895468652	0.7969141632173857	0.7641347966990366	0.789008417696404	0.8401565061923031	0.8371800622416193	0.844787721758638	0.7693328488252887	0.8215846441231635	0.8298007776101768	0.5326793736471784	0.784386349742889	0.8288030569429434	0.647746879875441	0.8420478540015759	0.5553995204127403	0.8580930823228375	0.7141036632719561	0.8226706865693487	0.8460740653820895	0.8501580013538467	0.8200989456272202	0.6107536181963052	0.8451580423603869	0.7712040087993727	0.8623729033829134	0.8140492192039307	0.836851063615023	0.812591909851222	0.7854840632812928	0.8399981578600391	0.8163200352277724
CosteaPI_2017__SID713A013-11-90-0__bin.5	0.7818420517549716	0.8301259852352797	0.8441177271104409	1.0	0.9313615018964227	0.8089145481006152	0.8267987198145365	0.8160689212404159	0.812969642825694	0.4180311464832524	0.834640896450031	0.8170855767799077	0.5693751330858137	0.8144634060041914	0.8520361128855887	0.8446777682249514	0.6395121974649254	0.5851168033147774	0.8053810697137515	0.7833409382369751	0.7740869712790808	0.8203878660960587	0.8033317483113112	0.8236949585092468	0.74713871504346	0.8424516928515506	0.8465826765098136	0.5237354646275919	0.7708887490653974	0.7988968887138427	0.6251794357001395	0.8234118959905347	0.559159586101118	0.8317955417653302	0.6981833085973836	0.8107189115541701	0.8567934203974723	0.8256261237245776	0.8032478542163987	0.6013150879687222	0.825244117406904	0.7524394129334595	0.8696279360931929	0.8006352896347565	0.8365410016378562	0.8139882196040006	0.7622498987347042	0.8352147064427143	0.8245495895753582
CosteaPI_2017__SID713A013-11-0-0__bin.41	0.8219153858909122	0.8638406043050647	0.8769211636318412	0.9420010674570685	1.0	0.8444544050740483	0.859288366272502	0.8519541330279508	0.849807559772414	0.43945743644484975	0.8690557927682375	0.8540051662849385	0.5961401192857365	0.8502169243763666	0.8889352374832886	0.876335940657678	0.671596962411002	0.6156114948544424	0.8337474479485133	0.8160647754712875	0.8081598931506566	0.8536508586293022	0.8378579349369372	0.857896720937704	0.776633312951467	0.8758540304277083	0.8872712221865252	0.5424119866101502	0.8096189022810417	0.8319318641116789	0.6537847441730317	0.854872475153123	0.5811681918520899	0.8684161605745614	0.7293808489910976	0.8460377781347483	0.8927367578323367	0.8648474987304515	0.842243706666943	0.6340199474562395	0.8627210050678301	0.7828042252645325	0.903821340850442	0.8403086168658217	0.8697815728928087	0.8538244499486999	0.7942217408877511	0.8746392150563265	0.8573328730140635
HeQ_2017__SZAXPI029554-33__bin.69	0.8373371122164988	0.903097844947842	0.8862041277380458	0.8595126465564757	0.8871411365229285	1.0	0.9036571922399069	0.8814830188422464	0.8495447647951442	0.45027320917002933	0.8973087365692005	0.8804024306429772	0.624013146702777	0.8601818899405949	0.910120307300775	0.8748011323040072	0.7028960852494267	0.6189528229346	0.8548701320794518	0.8116176840844601	0.8230822621583185	0.888480303762325	0.8700334111338691	0.8945055356328722	0.8016794028185116	0.8768408446008016	0.8756847241029689	0.5660989268969835	0.8300183046741564	0.8748035139530611	0.6733313146022306	0.8819559462972162	0.5883915022761761	0.898064740025994	0.7571871363732249	0.8620120171206543	0.8960287703205699	0.890214484509074	0.8765921323924686	0.6445426213109958	0.8890607456602951	0.81164082010384	0.8937491919404996	0.8721898242342998	0.8943374592567893	0.8590325741543444	0.828229686234749	0.897106296399627	0.8697714297379505
BritoIL_2016__W2.39.ST__bin.18	0.8193261695868371	0.8834373616932649	0.8627489521230898	0.8402801280883081	0.8634359298117726	0.8643276014683294	1.0	0.8555094894691625	0.8345356798833667	0.434242469605061	0.8661783082971024	0.8620795475254485	0.6132188695946473	0.8441735440368644	0.8808264559631356	0.85524621853115	0.6841682721095519	0.6011741428236703	0.8233891333211841	0.786813347738929	0.8089912394886881	0.8621329176537971	0.8493507719142954	0.8816986019629793	0.7842457238811799	0.8517514514071489	0.8569133841868215	0.5510742365468225	0.8117873135299783	0.8423482205618184	0.660376259404858	0.8602688682929369	0.5779434927494728	0.867925203717685	0.7402209002629455	0.8447443440681055	0.8664985290671943	0.8608289292129859	0.8575033844471637	0.6239218583218349	0.859540235869933	0.794182981437609	0.8597397229960168	0.8498577881336076	0.8661981593814272	0.8247757803754132	0.8065482544062897	0.871842050454297	0.8389214678087007
ZellerG_2014__CCIS74726977ST-3-0__bin.74	0.8262796873295528	0.8620970932589593	0.8659121806989009	0.829892558202389	0.8566001240652369	0.8436442616571664	0.8560429702064335	1.0	0.8346646738077446	0.4383596035773772	0.8731714623904864	0.8546017294238131	0.6034184694387594	0.839124509722514	0.8930179927156447	0.8518915064157357	0.6897926221887908	0.6010755576830085	0.8151561479860564	0.7895394444417309	0.8089307432679955	0.8628733964730956	0.8496479119755516	0.8676549553641933	0.7781934994374733	0.8345204194772653	0.8462782871182185	0.544123427000959	0.8117559138576962	0.8507390999246165	0.6584965963467508	0.8440399027667199	0.575692005607358	0.8737318725547182	0.7306423225272837	0.85495308477954	0.8687122777368026	0.8603256631058968	0.846399096049613	0.6287870425094392	0.867622392309909	0.7906954328688214	0.8961727014147018	0.839618165625463	0.8671632532445014	0.8317694926513328	0.8102134019762517	0.8678643358032411	0.841310467556615
LiuW_2016__SRR3993041__bin.74	0.7170659574915678	0.7468330797225943	0.7474340904256687	0.7418090743558637	0.7666643876761543	0.7295489819340332	0.7492701386794945	0.7489189403979702	1.0	0.3883589748983804	0.7540902036131935	0.7438280262072222	0.5268558579405873	0.7500707071415382	0.7859107547315349	0.7634372786749599	0.5972439408070197	0.5434252876787254	0.7293488398185223	0.7022905023362574	0.698950612522527	0.7443291119416765	0.7392545597340944	0.7518284516187845	0.6821877607691067	0.7497387926258879	0.7590610325346347	0.49004577849147185	0.7184009200109392	0.7340333340345612	0.5804209003298108	0.7471033446231017	0.5166106268743236	0.7659719251743136	0.6501717423875873	0.73592752576428	0.7706052881929593	0.7555543089282667	0.7352897005990823	0.5675749904749884	0.7574946648247749	0.6835554472548098	0.7924245771011709	0.7324444685978481	0.7700852108709016	0.739693995853406	0.7018516505734875	0.7546506015366239	0.7529688234097905
LiuW_2016__SRR3992994__bin.9	0.8322996995120319	0.8597929859098333	0.8609953180666093	0.8274383986989208	0.8600243255182799	0.8387905184986122	0.8457364110163288	0.8532229410299493	0.8424469519263618	1.0	0.8644096371644229	0.8523115263533843	0.6382501345255668	0.8429292791647943	0.8693596709780341	0.8535278022673817	0.6906564784280569	0.7631000014577565	0.8243194337313431	0.8153447245379071	0.8317907523734493	0.8554228856352046	0.8267957182524416	0.8502960196277397	0.820242786165511	0.8623630738886032	0.8583345956659001	0.6170771729919564	0.8318636401952887	0.846199090233222	0.6725619182046525	0.8560383123743873	0.7451867100782308	0.8603602433058873	0.8180390387173772	0.8501603848984038	0.8685490316377513	0.8488972072555707	0.8409860264538428	0.7841449339477882	0.8520713134448876	0.8339742179928975	0.8666095817696784	0.8479059328785555	0.8676521945255542	0.8322686429618568	0.8432639293381088	0.8588993178333683	0.8509234887027046
