	FengQ_2015__SID530258__bin.16	CosteaPI_2017__SID713B076-11-90-0__bin.31	FengQ_2015__SID530026__bin.15	LiuW_2016__SRR3993012__bin.86	LiuW_2016__SRR3993004__bin.71	LiuW_2016__SRR3993014__bin.44	LiuW_2016__SRR3992970__bin.33	BritoIL_2016__M1.37.ST__bin.19	XieH_2016__YSZC12003_35697__bin.56	ZeeviD_2015__PNP_Main_297__bin.15	LiuW_2016__SRR3992955__bin.69	LiuW_2016__SRR3992997__bin.3	LiuW_2016__SRR3992993__bin.60	FengQ_2015__SID31749__bin.28	LiuW_2016__SRR3993044__bin.108	BackhedF_2015__SID590_4M__bin.25	LiuW_2016__SRR3993048__bin.32	XieH_2016__YSZC12003_35515__bin.94	LiuW_2016__SRR3993061__bin.114	ZeeviD_2015__PNP_Main_404__bin.12	LiuW_2016__SRR3993002__bin.82	LiuW_2016__SRR3992969__bin.31	LiuW_2016__SRR3992995__bin.2	FengQ_2015__SID31477__bin.22	XieH_2016__YSZC12003_36244__bin.124	ZeeviD_2015__PNP_Main_198__bin.44	LiuW_2016__SRR3993031__bin.91	LiuW_2016__SRR3992981__bin.82	LiuW_2016__SRR3993038__bin.74	BritoIL_2016__W2.8.ST__bin.73	LiuW_2016__SRR3993005__bin.7
FengQ_2015__SID530258__bin.16	1.0	0.8318653108366572	0.5273212176025186	0.7904889595849208	0.8314845042804376	0.7662945208151112	0.7155308912790671	0.7007415811008879	0.8631787166157933	0.8065416748480575	0.5837711617046117	0.8290747127918607	0.8226664524629788	0.874829017195135	0.846652637647356	0.6868289193490059	0.5156008380388727	0.8291791701458238	0.8118366048979921	0.47282356822354404	0.846651315402369	0.7969606876731727	0.8136877478796148	0.8454269165445243	0.8198295758436419	0.5237306613406638	0.8493784456877955	0.8245473459568062	0.8651521672587018	0.534524808291005	0.7074770970640211
CosteaPI_2017__SID713B076-11-90-0__bin.31	0.7607112196655502	1.0	0.5269651645043106	0.8320562736539182	0.8912500151143248	0.7934736345719019	0.7470152231478906	0.7186293121168519	0.8995846583558033	0.8636349346456598	0.5907996082367024	0.896052138374666	0.882640291162352	0.92391086175834	0.8835423140635769	0.69122039103781	0.5067657763321766	0.8825435594839365	0.822571732585275	0.48232712235348174	0.8900444965720712	0.8520863813888251	0.8820097215336807	0.8868469100274476	0.8525887815435957	0.5325895070311839	0.905062694219073	0.8786906158180477	0.9219459995405245	0.5139021559072827	0.7429506789354678
FengQ_2015__SID530026__bin.15	0.7936554529452561	0.8673050152787742	1.0	0.8236518011639928	0.8712264512347896	0.7884643513511093	0.6646261799880396	0.7333144939894864	0.9134637294537552	0.8921828995143231	0.5693425500179604	0.8751031105813099	0.8472659899760097	0.9438003799046557	0.8957013459848814	0.8490570543558188	0.4679145741893692	0.869180657698741	0.8452102460822954	0.5240355864591553	0.9055133936789358	0.8299483874947885	0.8381942488922765	0.8900346172943187	0.8558521536056614	0.5940741639958248	0.8968386718660603	0.858285016054902	0.9045044274116433	0.5536398905858672	0.7070734107537495
LiuW_2016__SRR3993012__bin.86	0.7751552674230145	0.8922340356564019	0.5366359805510534	1.0	0.9035591572123177	0.8152952998379255	0.7774748784440842	0.727419773095624	0.8993964343598055	0.8463863857374392	0.6141017828200972	0.8941646677471637	0.8877724473257699	0.9276726094003241	0.8943202593192868	0.7071500810372772	0.5409575364667747	0.8751701782820097	0.8305251215559157	0.48184440842787685	0.8957912479740681	0.8591636952998379	0.892612641815235	0.88405056726094	0.852688492706645	0.5360226904376013	0.9123209076175041	0.8764985413290114	0.9234139384116694	0.5245400324149109	0.7636356564019449
LiuW_2016__SRR3993004__bin.71	0.7282063990467262	0.8535580721683329	0.5069610868154207	0.8069823362964876	1.0	0.772974481515557	0.7129119837230133	0.6978051659978195	0.8617249367581861	0.8178334677589788	0.5682337049193996	0.8545441175704258	0.8436796689944595	0.8833594561059255	0.8566233242873462	0.6623521149023711	0.488823178262302	0.8352429881055017	0.8019258862104764	0.4639531793450412	0.8636958695525044	0.813324177335315	0.8483047604048634	0.8461010676271973	0.812913662837321	0.5122074505196859	0.8784906036184335	0.8408772851153464	0.8714093732792697	0.4975974190276075	0.717568341399837
LiuW_2016__SRR3993014__bin.44	0.7847158328881956	0.8885510581414163	0.5364657487690165	0.8514099863852178	0.903819112283702	1.0	0.7773383947014056	0.7248378717069118	0.9106116090560304	0.860574068545114	0.6432128177995506	0.8907811472840507	0.8908204141845585	0.9266738024103107	0.9056457001728421	0.6930804274134419	0.5575730618230268	0.8802833445379403	0.8606140124611478	0.4844174721458887	0.915337854443016	0.8551721616631834	0.8752355167761062	0.9083706876649802	0.8533401576498354	0.542328703224151	0.906331516900677	0.8969149079495841	0.9293987899024488	0.527612416735553	0.7801838909571713
LiuW_2016__SRR3992970__bin.33	0.7838903318234427	0.8949310264407094	0.48377966123791716	0.8686011324903634	0.8917898070073023	0.8316112275598729	1.0	0.7181289717920378	0.890094982595457	0.8313859752555636	0.648162419224234	0.891806465537846	0.8858130159617694	0.9153855290966586	0.8948484580719271	0.6817452925165535	0.5681261470846847	0.8924148640446622	0.8380674945714919	0.4719434131445946	0.8983156052768431	0.8697194268886066	0.9063066299502996	0.8859875683905107	0.85261039173621	0.5076165698781899	0.9082926165046926	0.8832179066166235	0.9202693756817323	0.5167425474804335	0.7798712802587722
BritoIL_2016__M1.37.ST__bin.19	0.7299762672503206	0.8186324812224777	0.5075564634208493	0.7727572000589531	0.8300126308365966	0.7373522901483607	0.6828516765128423	1.0	0.8329348031201059	0.7954782431429158	0.5706342002283743	0.8196462539307797	0.8049720317189646	0.8525945556548821	0.8318494051661086	0.6644853106262939	0.47674452239046505	0.8099396557305018	0.7741731760700055	0.47238640167162305	0.8475642595533615	0.7846828034672129	0.8112447503515835	0.8280339834242653	0.8032826401065564	0.5150867560788484	0.8343859030497203	0.8100223002447655	0.8653782846029138	0.536661795231687	0.6858881737077497
XieH_2016__YSZC12003_35697__bin.56	0.8011681014301818	0.9130575650153744	0.5633229896180353	0.8512971779881975	0.9132533122081817	0.8253523909691204	0.754105935435335	0.7421352889234702	1.0	0.8895065391221322	0.606017968242319	0.9069255847717275	0.8954844988473006	0.9629780082017461	0.9156427779410709	0.7268105541486439	0.519143032289696	0.9002941116912618	0.8584569844009737	0.4913358856149131	0.9257332695978837	0.857745176427129	0.8959944233527015	0.9268126404823603	0.8799891756097771	0.5648110364599089	0.9307637883647624	0.8861573598796799	0.9461965215907926	0.5370959339196749	0.7556191410073188
ZeeviD_2015__PNP_Main_297__bin.15	0.7640821429108273	0.894698340005712	0.5615783724740578	0.8176906137419268	0.8846628402787868	0.796131481769124	0.7189339810300683	0.7234202997309336	0.9079030108378136	1.0	0.5876808181221471	0.883046938806187	0.8664175589616142	0.9423624229002049	0.8881840023248939	0.7285961949904549	0.4929996392406015	0.871710575761979	0.8371102420595353	0.5054990755540413	0.8938953998166139	0.8340838715496119	0.8614377013613657	0.8899345622535437	0.8476543123274493	0.562333086146338	0.8957079652668868	0.855436318450338	0.9132467594285972	0.5303820792768779	0.7185268740699172
