	FengQ_2015__SID530258__bin.16	CosteaPI_2017__SID713B076-11-90-0__bin.31	FengQ_2015__SID530026__bin.15	LiuW_2016__SRR3993012__bin.86	LiuW_2016__SRR3993004__bin.71	LiuW_2016__SRR3993014__bin.44	LiuW_2016__SRR3992970__bin.33	BritoIL_2016__M1.37.ST__bin.19	XieH_2016__YSZC12003_35697__bin.56	ZeeviD_2015__PNP_Main_297__bin.15	LiuW_2016__SRR3992955__bin.69	LiuW_2016__SRR3992997__bin.3	LiuW_2016__SRR3992993__bin.60	FengQ_2015__SID31749__bin.28	LiuW_2016__SRR3993044__bin.108	BackhedF_2015__SID590_4M__bin.25	LiuW_2016__SRR3993048__bin.32	XieH_2016__YSZC12003_35515__bin.94	LiuW_2016__SRR3993061__bin.114	ZeeviD_2015__PNP_Main_404__bin.12	LiuW_2016__SRR3993002__bin.82	LiuW_2016__SRR3992969__bin.31	LiuW_2016__SRR3992995__bin.2	FengQ_2015__SID31477__bin.22	XieH_2016__YSZC12003_36244__bin.124	ZeeviD_2015__PNP_Main_198__bin.44	LiuW_2016__SRR3993031__bin.91	LiuW_2016__SRR3992981__bin.82	LiuW_2016__SRR3993038__bin.74	BritoIL_2016__W2.8.ST__bin.73	LiuW_2016__SRR3993005__bin.7
FengQ_2015__SID530258__bin.16	1.0	0.9812860914499524	0.9827648677620155	0.9826650508456716	0.9814603963151375	0.9826604007830342	0.9818552578451202	0.9791627159228891	0.9821710045602646	0.9818952783620419	0.9784031710079275	0.9823371006211121	0.9823393455849971	0.9828648900281731	0.9829966368089431	0.9816148690468512	0.9804087002347776	0.9812804826028405	0.9817983708031242	0.9789550366829189	0.9829403877944163	0.9819646510146284	0.9823882180786453	0.9831276025884147	0.9811629626702644	0.9819208668693132	0.9827686588540046	0.9825985232437963	0.9826816372474326	0.9797207459144032	0.9814720847759353
CosteaPI_2017__SID713B076-11-90-0__bin.31	0.9812860914499524	1.0	0.9818914404243992	0.9817724852154844	0.9816759271758353	0.9827551919954467	0.9817717269554745	0.9794843924566906	0.9825903397051144	0.9836423279178778	0.9776784709246044	0.9829096620795561	0.9823862624491417	0.982852420226619	0.982108644124393	0.9811837455830389	0.9796533372463825	0.9809512392278289	0.9827838507463345	0.9806153938716317	0.9821782151316375	0.981663145078551	0.9814983511515892	0.9827636277368978	0.9814080368279567	0.9835447564235726	0.9830156817374157	0.9818866979448977	0.9824440606077298	0.9800382341695832	0.9818168502341553
FengQ_2015__SID530026__bin.15	0.9827648677620155	0.9818914404243992	1.0	0.9831787194612938	0.9830236884874248	0.9835335273435823	0.9833278937392768	0.9786885001214427	0.9833424289858294	0.9830900902709466	0.9792513933479324	0.9838334267609206	0.98368512718249	0.9843132748345034	0.9837508470622216	0.9827866864019744	0.9808888482484811	0.982663188008934	0.9827424840510132	0.9805316623943796	0.9839488984441189	0.9832032313098482	0.9834100211781912	0.9843125855949021	0.982402496390047	0.9832188235924681	0.9840188702481824	0.9839177710253233	0.9834865574571212	0.9813821661316817	0.982538724262983
LiuW_2016__SRR3993012__bin.86	0.9826650508456716	0.9817724852154844	0.9831787194612938	1.0	0.9833003286122233	0.9839924363446679	0.9834080324868356	0.9787147574295149	0.9824640187296505	0.9821990868223455	0.9790140321688421	0.9838542569180764	0.9831223998440181	0.9831683479682864	0.9841013592714404	0.9816168078043307	0.9814387597716756	0.9805881699322198	0.9833508315217179	0.9803765918371465	0.9842172073546888	0.9835451156754146	0.9839525585482858	0.982567348758624	0.9810153337104417	0.9818580940113568	0.9839865553861951	0.983356496565456	0.9834726467775838	0.9789359327551622	0.9837865096425188
LiuW_2016__SRR3993004__bin.71	0.9814603963151375	0.9816759271758353	0.9830236884874248	0.9833003286122233	1.0	0.9838457533866914	0.9829371438131816	0.9781592791118339	0.982257442453937	0.9824726845883237	0.9786009127804548	0.9837107794379504	0.9836025859229165	0.9826264329129007	0.9838976664019331	0.9814650827965232	0.9810505693239064	0.9810869509458604	0.9839928606859026	0.9791100395110908	0.9837097520262252	0.9834113219045015	0.9837220191276002	0.9829802463830201	0.9815268550068946	0.9822050701193941	0.9839999156363981	0.9827491943702317	0.983521726072616	0.9796672333404313	0.9822805054090452
LiuW_2016__SRR3993014__bin.44	0.9826604007830342	0.9827551919954467	0.9835335273435823	0.9839924363446679	0.9838457533866914	1.0	0.9841967837907513	0.9798419072010401	0.9829885847091309	0.9833171928262199	0.9803088400761627	0.9850199164429028	0.9852082945421244	0.9843749429229165	0.9845242180065381	0.9822658144880139	0.9821740582217771	0.9821533085020392	0.9837042199894901	0.980403036117839	0.9845061348989919	0.9839828998931244	0.9848141802387868	0.9829667413961697	0.9822181707398345	0.9827553061076726	0.9853127922576559	0.9853586220483437	0.9848519946269927	0.9810065428751439	0.9844392552154788
LiuW_2016__SRR3992970__bin.33	0.9818552578451202	0.9817717269554745	0.9833278937392768	0.9834080324868356	0.9829371438131816	0.9841967837907513	1.0	0.9787837039158771	0.9823789944268637	0.9823429943904944	0.9793641978274692	0.9841816820353222	0.9842201960885317	0.9835763607836062	0.9840711488683879	0.9819148212836302	0.9809930430636528	0.9808778915280318	0.9831449021604047	0.97969459791283	0.9842132548994945	0.9828139430495861	0.9838393880352972	0.9827722642774226	0.9812483594225847	0.9824271280853474	0.9841562099300191	0.9845256331615599	0.9844458331234575	0.9792600213328698	0.9836405547073224
BritoIL_2016__M1.37.ST__bin.19	0.9791627159228891	0.9794843924566906	0.9786885001214427	0.9787147574295149	0.9781592791118339	0.9798419072010401	0.9787837039158771	1.0	0.97939513305105	0.98038675850796	0.9753090293786102	0.9793257531962949	0.9792440416453846	0.9793145062598498	0.9785825522603442	0.9776562600405873	0.9774295975060456	0.9779878813027515	0.9793612851514232	0.9831667896184025	0.9786083133915403	0.9795315093284744	0.9782499624340686	0.9792973009389448	0.9780455225109056	0.9797608526193765	0.9793046808580885	0.9789287797346266	0.9794553417305264	0.9861684680083261	0.9789599673063155
XieH_2016__YSZC12003_35697__bin.56	0.9821710045602646	0.9825903397051144	0.9833424289858294	0.9824640187296505	0.982257442453937	0.9829885847091309	0.9823789944268637	0.97939513305105	1.0	0.9830903560807319	0.9784011526945653	0.9832074177218273	0.9828147045662767	0.9832475212193816	0.9827212534680803	0.9824939697699099	0.9803196839802227	0.9836657994625015	0.9823994075713356	0.980031397252678	0.9827949177528662	0.9820349728542945	0.9828587278106509	0.9837438583458633	0.9838523314996336	0.9831940168135882	0.9838089109994449	0.9826172038647517	0.982690347165837	0.9800361027328398	0.9822729793884507
ZeeviD_2015__PNP_Main_297__bin.15	0.9818952783620419	0.9836423279178778	0.9830900902709466	0.9821990868223455	0.9824726845883237	0.9833171928262199	0.9823429943904944	0.98038675850796	0.9830903560807319	1.0	0.9777013993243171	0.9833087571396857	0.9833288755557162	0.9829603231676598	0.9827078851113071	0.9815679532364824	0.9803744954830087	0.9820491578896696	0.9821279601244092	0.980903139155689	0.9829697131910803	0.982802755824213	0.9824261905090814	0.9839509943711653	0.9824345053022332	0.9833734110458556	0.9837195024739251	0.9827048572392934	0.9825686380878378	0.9818073391786969	0.9828603506031521
