	ZeeviD_2015__PNP_Main_107__bin.35	BritoIL_2016__M1.52.ST__bin.86	RampelliS_2015__H11__bin.13	BritoIL_2016__W1.2.ST__bin.60	LeChatelierE_2013__MH0454__bin.26	ZeeviD_2015__PNP_Main_133__bin.40	ZeeviD_2015__PNP_Main_93__bin.29	ZellerG_2014__CCIS90164298ST-4-0__bin.73	ZeeviD_2015__PNP_Main_310__bin.41	HMP_2012__SRS011529__bin.49	CM_madagascar__A07_01_1FE__bin.9	LiJ_2014__MH0340__bin.28	ZeeviD_2015__PNP_Validation_93__bin.6	BritoIL_2016__W2.61.ST__bin.7	KarlssonFH_2013__S60__bin.4	NielsenHB_2014__MH0115__bin.39	RampelliS_2015__H10__bin.44	ZeeviD_2015__PNP_Main_137__bin.17	ZeeviD_2015__PNP_Main_325__bin.40	ZeeviD_2015__PNP_Main_25__bin.85	FengQ_2015__SID530867__bin.63	ZeeviD_2015__PNP_Main_438__bin.40	XieH_2016__YSZC12003_37255__bin.30	BritoIL_2016__M1.1.ST__bin.103	BritoIL_2016__W2.39.ST__bin.75	ZeeviD_2015__PNP_Validation_18__bin.12	XieH_2016__YSZC12003_37315__bin.109	WenC_2017__N277__bin.7	BritoIL_2016__M2.36.ST__bin.40	LiJ_2014__O2.UC28-0__bin.26	BritoIL_2016__M2.46.ST__bin.6	LiJ_2014__V1.FI26__bin.8	QinN_2014__HD-60__bin.82	NielsenHB_2014__V1_CD22_0__bin.3	CosteaPI_2017__SID713A084-11-90-0__bin.44	BritoIL_2016__M1.44.ST__bin.14	CosteaPI_2017__SID713B040-11-90-0__bin.4	RaymondF_2016__P19E0__bin.81	LeChatelierE_2013__MH0177__bin.3	CosteaPI_2017__SID713A063-11-90-0__bin.85	CosteaPI_2017__SID713A084-11-0-0__bin.26	XieH_2016__YSZC12003_37797__bin.39	KarlssonFH_2013__S378__bin.20
ZeeviD_2015__PNP_Main_107__bin.35	1.0	0.9890786599647359	0.9631109205383203	0.9894425975131081	0.9919395205911468	0.9695617706163234	0.9924555349969162	0.9918411846816289	0.9912074410676522	0.9914896378126629	0.9852749876973667	0.9901590408829404	0.9922664818363436	0.9920762302165859	0.9889091406273557	0.9840140227469445	0.9621103754862667	0.9913772452728633	0.9925967677712267	0.9923648840633368	0.9911973259342193	0.9738938862614797	0.9911578581044572	0.9918242232862984	0.9918378727518545	0.9735002513460642	0.9713037096917525	0.9884259231374325	0.9893676979085744	0.9916974090412679	0.9895078311115617	0.9920759951326259	0.990255039307318	0.992642009418148	0.9915429512288612	0.991047180460696	0.991433080734076	0.9909649323351888	0.9908853169232864	0.9879193047384872	0.9915678299702466	0.99201692508629	0.9914851611939343
BritoIL_2016__M1.52.ST__bin.86	0.9890786599647359	1.0	0.9629407755720629	0.9895602919184996	0.9887843416445736	0.9702272923688532	0.9896996343143837	0.9884722817788714	0.9884389437657831	0.9887397371159851	0.985947976489375	0.989098451439673	0.9900188341191074	0.98973915427878	0.9885249734891915	0.9842552037976197	0.9625459153580668	0.9888886981860344	0.9887812313801285	0.9890265238399939	0.9887258079676124	0.9736570780492835	0.9890751781333419	0.9897896030886638	0.9890892291547052	0.9737544458671219	0.9701322463076467	0.988456104315689	0.997311748603231	0.9891477948769901	0.9979934117647059	0.9888490174875507	0.9886704926429503	0.9880692640862746	0.9884790517590601	0.9886418865890674	0.9885728946484869	0.9891329464185996	0.988524653453678	0.9889197343203014	0.9883387475366344	0.9875044258893236	0.988128131903091
RampelliS_2015__H11__bin.13	0.9631109205383203	0.9629407755720629	1.0	0.9635176733154098	0.9620426801655302	0.9743102446004561	0.9626596467271761	0.9628435465726537	0.9634597447505516	0.962813782660927	0.9630526238626591	0.9635137827747164	0.9639644759862016	0.9624414576174246	0.9627683203566646	0.9647139260756502	0.9986227459889252	0.9637426846717391	0.9623124520634242	0.962548092169177	0.9633177681826105	0.9720481988938422	0.9631667582563684	0.963307753980071	0.9635983935256418	0.9740968450601086	0.9734185069238797	0.9643956826947895	0.9628772151373968	0.9630325753200265	0.9630095901062687	0.9627873112042904	0.9637608121271249	0.9639280422623712	0.9628782852142945	0.9631404571064357	0.9625610834069948	0.9630438139089785	0.9639389149212443	0.9634532595557956	0.963071117300867	0.9653474131497513	0.9630339113820519
BritoIL_2016__W1.2.ST__bin.60	0.9894425975131081	0.9895602919184996	0.9635176733154098	1.0	0.9892558122444266	0.9717278852423387	0.9894985113369078	0.989033249095684	0.989233891151377	0.9891559541314233	0.9856145333348981	0.9886251379624356	0.9900612625092551	0.9897908044834709	0.989036144333376	0.9842753712292472	0.9632510079030583	0.9886550808274396	0.9885535193219187	0.988489009954433	0.9892165993203667	0.9740741076455297	0.9893282495217135	0.9893153650444124	0.9900095866190195	0.9742399436533267	0.9712260976840689	0.9880061442293587	0.9893654675654759	0.9901878278024036	0.9895012046859709	0.9894747900982064	0.9893770425556857	0.9896671479977143	0.989547208284954	0.9907838544998712	0.9890897140300056	0.9895612774094801	0.9901615339313401	0.9892434959250104	0.9894291974721632	0.9900021042049028	0.9889887836056604
LeChatelierE_2013__MH0454__bin.26	0.9919395205911468	0.9887843416445736	0.9620426801655302	0.9892558122444266	1.0	0.9699970159404299	0.9918207034536071	0.9937691367319174	0.9906042580788991	0.9911290355955983	0.9847666922496502	0.9900901549531226	0.9916228689044518	0.9918619533489158	0.9886939803406537	0.9834456794215266	0.9617050189809799	0.9912792838601174	0.9905752972773203	0.9910571078134056	0.9901865515815275	0.9735503716939338	0.991419175031866	0.9912409470497585	0.9926294939430945	0.9736371975085123	0.9704505078818958	0.9892077249175695	0.9884680364893955	0.9907274055127893	0.9888131925234854	0.9930608746859535	0.9892560261909623	0.9908504714491239	0.9912477846887147	0.9907735997466621	0.9915831913897166	0.9904566325284531	0.990566900969097	0.9916285243408219	0.9915755169188163	0.9913670084581581	0.99063322055264
ZeeviD_2015__PNP_Main_133__bin.40	0.9695617706163234	0.9702272923688532	0.9743102446004561	0.9717278852423387	0.9699970159404299	1.0	0.9695858714302372	0.9703484243459647	0.970697936309391	0.9696725153296604	0.9719930562318464	0.9701709488359094	0.9697934184412589	0.9723556682456137	0.9695602949886523	0.9713904054692798	0.9750766530817202	0.9694475548044054	0.9695405801948367	0.969524720215328	0.9698432028650664	0.9858455363150171	0.9702940546415719	0.9703079535339482	0.9710851709250672	0.9862222314076714	0.9880151309896585	0.9704353789138872	0.9696346273782429	0.9697857068757904	0.9693651978136222	0.9701838413338931	0.9706840677395318	0.9710021651716672	0.9707386524710996	0.9712110736951333	0.9704190480475434	0.9706960706489383	0.9708408733203615	0.9708249079756143	0.9708721860845282	0.9732617469093596	0.9698947201113118
ZeeviD_2015__PNP_Main_93__bin.29	0.9924555349969162	0.9896996343143837	0.9626596467271761	0.9894985113369078	0.9918207034536071	0.9695858714302372	1.0	0.9919792466597035	0.9913487075116001	0.9916663819026791	0.9857093138150411	0.9897399401336728	0.9927390635377832	0.992105121356047	0.9889748160547239	0.9842478912672394	0.9617405710439803	0.9928836206985269	0.9912255924363387	0.992815518301026	0.9903983416075687	0.9732582520299795	0.9924790675234378	0.9919869839332927	0.9931727192501153	0.9724957010943572	0.9697419020969487	0.9891598333992342	0.9895837459357484	0.9908788710957072	0.989500536260084	0.9922066755907708	0.9893682959454049	0.991110056675893	0.9916149302447566	0.9923645829029459	0.9921219524439016	0.9919548574651258	0.9911589883430709	0.9915463863475502	0.9915497340563466	0.991090557220435	0.9916425807746654
ZellerG_2014__CCIS90164298ST-4-0__bin.73	0.9918411846816289	0.9884722817788714	0.9628435465726537	0.989033249095684	0.9937691367319174	0.9703484243459647	0.9919792466597035	1.0	0.9900042246155507	0.9903624897427511	0.9849748689979682	0.989955835373278	0.9928511275960716	0.9916682564302481	0.9891080947944965	0.9837689706531392	0.9623751139644431	0.990517883895836	0.9901260012178557	0.991903630873284	0.9913768628571696	0.9734655522539454	0.9921485866273325	0.9911584427031491	0.9919923862032752	0.9739579179364939	0.9713657504570719	0.9891273301086799	0.9888379928352684	0.9915228242380302	0.9886578971757138	0.9940416346324442	0.9895160939275954	0.9905992138761538	0.9913438969902062	0.989972473091099	0.991851712758392	0.9913182113550844	0.9914769048724176	0.9909882076660438	0.9913218076465968	0.9906879833759751	0.990765747795907
ZeeviD_2015__PNP_Main_310__bin.41	0.9912074410676522	0.9884389437657831	0.9634597447505516	0.989233891151377	0.9906042580788991	0.970697936309391	0.9913487075116001	0.9900042246155507	1.0	0.9901313976938364	0.9844790469467408	0.9893329097642029	0.9922966520343124	0.9903039423455264	0.9889249041578244	0.9841187535163368	0.9618267807371924	0.9889722336908062	0.9919351665302525	0.9910090697630326	0.9903895572735696	0.9733961655452116	0.9915743370883836	0.9897390654681005	0.9909850008144475	0.9743318633898101	0.9712673639015337	0.9883129757075794	0.9887154542753023	0.9904759333903421	0.9889244619139697	0.9910659216400376	0.9895242236173923	0.9896562570208942	0.9912031146415541	0.9896457929193886	0.9902605447989168	0.9900094759827327	0.9910699595646375	0.9902995713110524	0.9911123425904346	0.9897085838343354	0.9907693318768727
HMP_2012__SRS011529__bin.49	0.9914896378126629	0.9887397371159851	0.962813782660927	0.9891559541314233	0.9911290355955983	0.9696725153296604	0.9916663819026791	0.9903624897427511	0.9901313976938364	1.0	0.9853202488411514	0.9900673472432386	0.9916349798506268	0.9900541011662849	0.9892969063881076	0.9843098770052566	0.9620917921678822	0.992269055389672	0.9906933134942878	0.9906347154965252	0.9900430167158162	0.97382615102265	0.9901252025007098	0.9937802027460361	0.9903901058069341	0.9732539298886382	0.9706168147767967	0.9886869591342614	0.9892476655919317	0.9898973375562437	0.9895911989211288	0.9905028839459399	0.988582103066058	0.9900998942430396	0.990731379920493	0.9897386066389124	0.9900407339780204	0.9901479590590878	0.9902191339383712	0.9898309576226586	0.9907548976475764	0.9900685847915115	0.9903273150940406
