	XieH_2016__YSZC12003_35387__bin.21	NielsenHB_2014__V1_UC50_1__bin.32	ZeeviD_2015__PNP_Main_123__bin.25	ZellerG_2014__CCIS81710917ST-20-0__bin.55	YuJ_2015__SZAXPI015225-18__bin.48	LiJ_2014__MH0382__bin.26	RaymondF_2016__P21E90__bin.27	VogtmannE_2016__MMRS80093644ST-27-0-0__bin.27	ZellerG_2014__CCIS87167916ST-4-0__bin.6	KarlssonFH_2013__S347__bin.32	LouisS_2016__AS60_6__bin.21	Obregon-TitoAJ_2015__NO22__bin.52	VogtmannE_2016__MMRS15137911ST-27-0-0__bin.27	LouisS_2016__AS50_6__bin.15	LiJ_2014__MH0348__bin.42	LiJ_2014__V1.FI26__bin.52	LiJ_2014__MH0343__bin.58	VogtmannE_2016__MMRS55294627ST-27-0-0__bin.38	NielsenHB_2014__V1_UC26_4__bin.30	YuJ_2015__SZAXPI003413-4__bin.66	LeChatelierE_2013__MH0433__bin.72	KarlssonFH_2013__S144__bin.55	XieH_2016__YSZC12003_37199__bin.48	ZellerG_2014__CCMD25511638ST-21-0__bin.43	XieH_2016__YSZC12003_37297R1__bin.8	ZellerG_2014__CCIS90166425ST-4-0__bin.57	ZellerG_2014__CCIS33816588ST-4-0__bin.26	YuJ_2015__SZAXPI017584-108__bin.17	ZellerG_2014__CCIS17669415ST-4-0__bin.25	ZellerG_2014__CCMD12232071ST-21-0__bin.2	GeversD_2014__SKBSTL024__bin.11	XieH_2016__YSZC12003_36699__bin.14
XieH_2016__YSZC12003_35387__bin.21	1.0	0.8845688541179332	0.7430136003808684	0.8642641182010977	0.7029057701146109	0.8322002774073746	0.8758801913410152	0.8793277920557617	0.8855498787115602	0.6817321267005628	0.8911705725597528	0.8933036827580806	0.909892478880148	0.8639343620351726	0.8884043305228491	0.6853631542826052	0.6262481786124273	0.48512119569585765	0.8000906829456294	0.8754976741885422	0.7445090445933386	0.874609805711789	0.897752505631617	0.887137242455282	0.6889010257477737	0.8660839600417966	0.6984161399155412	0.7216837349832134	0.5620710336000924	0.8552086016895881	0.8255812467668439	0.5380837457002887
NielsenHB_2014__V1_UC50_1__bin.32	0.8493046648147613	1.0	0.7370228438158326	0.8330613784333893	0.6812606781709591	0.8156612778305241	0.8304164966536289	0.8405725577388022	0.8821153671866064	0.6642551529286238	0.9097954025836177	0.861809972981284	0.8731948770899731	0.8504622705615515	0.8693346082167449	0.6627579828294418	0.615141404015487	0.45768881737018097	0.8070201961637143	0.877171500181853	0.7374364157834893	0.8470436728040219	0.8862028038200593	0.8353409712886072	0.6718708135732341	0.8540162191448598	0.6677631930447089	0.7090871457479063	0.5520243853113485	0.8244638306579118	0.8220607598563698	0.5216559342432444
ZeeviD_2015__PNP_Main_123__bin.25	0.8992700882868402	0.9290572310449197	1.0	0.8737932710032332	0.7253963478971449	0.8537647250745701	0.8650508932700554	0.8686732628615074	0.9347434682854333	0.7138382899581889	0.9137725375394926	0.9179711138349973	0.9071074972224842	0.8923476257539952	0.8986893916604182	0.7081919631387351	0.6586965555809985	0.4920845163031576	0.8284929475791586	0.917637861819147	0.7713851260845034	0.9068301197961176	0.914410106515925	0.8813044122467123	0.7139485424963669	0.8949038882228837	0.6906847580605331	0.7516738680032666	0.5898266341197183	0.8830644618154552	0.8659398978991654	0.5542255407737333
ZellerG_2014__CCIS81710917ST-20-0__bin.55	0.8901269599489885	0.8936153231564996	0.7435681578708291	1.0	0.7180959318985917	0.8759879874984399	0.8732404291828731	0.9108227986207869	0.8910019163285285	0.6853540537947466	0.8970743937923522	0.8741005270115718	0.8959693421397842	0.8917321079698719	0.892456780720903	0.675555051779927	0.628267501462506	0.4733832410829591	0.8106893263812297	0.8834266025796143	0.7470560965483162	0.8837072169255026	0.9243636082674676	0.8521527492988886	0.685831225541764	0.8628428398341615	0.6952935752475222	0.763463757447318	0.5769830009687775	0.8537103499570801	0.8601394326410947	0.5460755170987958
YuJ_2015__SZAXPI015225-18__bin.48	0.8919627454857199	0.9003908313640078	0.7605566836243123	0.8847622843549242	1.0	0.8622157292886053	0.8559761316691616	0.8753503202704017	0.8990177955897568	0.7258630772111629	0.8925940804112517	0.8890383100518772	0.8873488222229894	0.8761061437727989	0.9164592728820988	0.6988558558275823	0.7431758814366609	0.5016690884402418	0.8405217640554403	0.9211741469655648	0.8561074200422424	0.8942908910976022	0.9217102847440818	0.8771261132050996	0.6861161760875228	0.8813100801225219	0.6949585264736989	0.8560551139175091	0.6146403797006207	0.8772139874946517	0.8574213498955446	0.5300519609043102
LiJ_2014__MH0382__bin.26	0.8913822836762825	0.9099428599685117	0.7555808883327844	0.9110219067692968	0.727783953991281	1.0	0.8638882241732974	0.9133265811965057	0.8917655130637954	0.6969799051816322	0.8918131959829789	0.8786787592904428	0.893833980437641	0.9015943755347772	0.8853548094846624	0.6861611806290789	0.6473843711285222	0.4810716471181415	0.8179633918803053	0.9016588357773773	0.7636940487301773	0.8757877615606796	0.923424322350662	0.8591724717677383	0.6867686963401594	0.8658538200640894	0.7091249213011079	0.7711935122973366	0.5761195993575168	0.8563759568593203	0.8599376060172312	0.5408011260233063
RaymondF_2016__P21E90__bin.27	0.9136598187485246	0.9022022866906965	0.7455694346565513	0.8844396077084119	0.7036421854918844	0.8413200390932869	1.0	0.8910642257297635	0.9049622933811007	0.6900941171310894	0.9007872404189844	0.891784863089651	0.9298290120173589	0.879118242573587	0.9043796778544614	0.6964181829361157	0.639194158881619	0.48711602734466203	0.810807754505166	0.8990931406588673	0.7569856891567726	0.8860705012084436	0.9115417640738197	0.873485145883918	0.6953823742249171	0.8788495084745835	0.722096263564085	0.732059204056896	0.5735731616760237	0.8638872537911931	0.8539062543669291	0.5528191496909128
VogtmannE_2016__MMRS80093644ST-27-0-0__bin.27	0.8464671282144071	0.8427575255454295	0.690911413942297	0.8513099670821866	0.6640359397765906	0.8208225009284918	0.822296580927984	1.0	0.8345554508026296	0.6313331873141033	0.8503239404876407	0.8274735181428894	0.8757876309014783	0.8388169902897212	0.8307768064324645	0.6319573401644938	0.5800598043977183	0.44405558888603197	0.7483668066546677	0.830522859945338	0.6886322442203366	0.816947833042882	0.8747055807914877	0.8151940151161646	0.6441662143244865	0.8132906068368743	0.6573365140130846	0.6977834439587718	0.5289114107679659	0.8018280972742019	0.8207844089554228	0.5087972618220026
ZellerG_2014__CCIS87167916ST-4-0__bin.6	0.8633622168943514	0.8957226020763693	0.7529724133995503	0.843438025190666	0.6907146893041342	0.8116981235196203	0.8458058288478216	0.8452319619736841	1.0	0.671677017435426	0.8901900913927202	0.892156027490956	0.8759089239513869	0.8557942470247736	0.8676955547821837	0.6710493003083932	0.6392201840392673	0.4700323342637907	0.7998900490358796	0.8928930525940149	0.7356330338348372	0.8735588024668238	0.8896286824129093	0.8526383810845762	0.6819326775390595	0.8812296504314852	0.6753464701159227	0.7101839669311223	0.5593638758036347	0.8541944122727138	0.8331518231525545	0.5279056832913918
KarlssonFH_2013__S347__bin.32	0.9279038336275977	0.9416559929219467	0.8027783715428147	0.9057299354638184	0.7785639787905259	0.8856728330334586	0.9004460811788078	0.8926650475114887	0.9377124580133314	1.0	0.9247485568704412	0.9219164379034914	0.9315561899023289	0.9115950249409367	0.9304077454638688	0.7355766992012505	0.7198984970357566	0.5263797182580224	0.8651422146743932	0.9381551168613749	0.8297132367338397	0.9176604049234436	0.9393428339479503	0.9063908380278174	0.7295085140295925	0.9064598456809344	0.7313666713232807	0.7940026178025158	0.6438313049010582	0.8918767893600298	0.8752128437268396	0.5879446435193678
LouisS_2016__AS60_6__bin.21	0.7712672655789309	0.8200794593879194	0.6534145169454975	0.7538189486061074	0.6087632924311669	0.7205793536156804	0.7473541778964202	0.7644853565202253	0.7902177980609969	0.5880016110200047	1.0	0.7798585398864795	0.8035336846232136	0.7616910430355669	0.7978919039823515	0.6039241679042435	0.5466559027508987	0.4155414914349458	0.7501606204068004	0.7710685635987248	0.6850348870020723	0.7743120077711382	0.8038044472856489	0.7695192589307979	0.6032210411484332	0.7638489394058846	0.6016114480879483	0.6454914092607965	0.49221833815937754	0.7422599870932897	0.7432089049879905	0.47050559843721074
Obregon-TitoAJ_2015__NO22__bin.52	0.8867286082297064	0.890986749720952	0.7528825412516408	0.8424565388883252	0.6954444800869386	0.8143021508790421	0.848617280354039	0.8532698533238626	0.9083482813589392	0.6723477347194626	0.894465029803308	1.0	0.8920149720297346	0.8558762107082418	0.8843767491644926	0.6750113746837183	0.6468827638353797	0.4805333335515527	0.80151626988933	0.8985042700071685	0.7419399318500964	0.8845518701944007	0.8855162633427495	0.8661891208924298	0.6841311705613365	0.8884790002062173	0.6901176093197121	0.7128338346922943	0.5584274131514256	0.8571699786908803	0.8199489857710072	0.5284477566505075
VogtmannE_2016__MMRS15137911ST-27-0-0__bin.27	0.8555990485208623	0.8551839295065122	0.7047670469146502	0.8180274831268268	0.6575442551365649	0.7846950929521629	0.8381919570787869	0.8554994354613964	0.8448102177417448	0.6435763336425085	0.8730522642978655	0.8450078934628639	1.0	0.8286287157706078	0.8517695659234964	0.6462232503082385	0.5976271936675551	0.459672796293619	0.7579763122470187	0.846301700437561	0.7020271063801583	0.8366888463993755	0.8678770363990771	0.8440660267916494	0.647912796324627	0.8234593018636169	0.6792684292880999	0.6755540637283269	0.5313201676135075	0.8058153871556518	0.7897075290806179	0.5104262314906726
LouisS_2016__AS50_6__bin.15	0.8639657008170417	0.8858066561223308	0.7373207246489721	0.8658540355580728	0.6904351166781467	0.8417648860424404	0.8427974724921855	0.871412277349835	0.8778192598601701	0.6697743190597322	0.8801375297976419	0.8622537920243105	0.881242665235473	1.0	0.8537762778824105	0.6604369345249504	0.6254712077386686	0.45967615945443163	0.7895151872650145	0.8940335464872069	0.7194163763676618	0.8849439002583321	0.9108467744761118	0.8406379034661515	0.6774575042241237	0.8711719588268004	0.6786545625275408	0.7200128444685725	0.5495268445683273	0.847704422231813	0.8500750428595514	0.5300734105073194
LiJ_2014__MH0348__bin.42	0.8539754651933579	0.8703417764100223	0.7137579477011843	0.8329452347075472	0.6942218672080632	0.7945403101539993	0.8333850401946555	0.8295829019475459	0.8555040864269291	0.6570808881535024	0.8862060754175279	0.8564074706707192	0.8707162054058037	0.8206596052131611	1.0	0.6661527678227211	0.6108799160645095	0.46537997807312104	0.7908007748500996	0.85641579131507	0.7448113848603103	0.8466219966931382	0.869464542762763	0.8345538926153488	0.6579501973775707	0.8360524010407937	0.6620601994656562	0.7140701699749152	0.5643615708267115	0.8176697203431433	0.8060636101373976	0.5217880034534637
