	HMP_2012__SRS017139__bin.61	HMP_2012__SRS019387__bin.29	HMP_2012__SRS023358__bin.10	HMP_2012__SRS014690__bin.13	HMP_2012__SRS013723__bin.11	ZeeviD_2015__PNP_Main_136__bin.7	HMP_2012__SRS065099__bin.18	CM_periimplantitis__SP_344SPT_T016__bin.14	HMP_2012__SRS022536__bin.42	CM_periimplantitis__SP_283SPT_T016__bin.10	HMP_2012__SRS019980__bin.27	HMP_2012__SRS024355__bin.50	HMP_2012__SRS011126__bin.8	HMP_2012__SRS024447__bin.9	HMP_2012__SRS011152__bin.29	CM_cf__CF_TNFC045IS_t2M15__bin.6	HMP_2012__SRS075410__bin.20	HMP_2012__SRS015044__bin.3	HMP_2012__SRS015985__bin.25	HMP_2012__SRS016092__bin.15	HMP_2012__SRS023938__bin.43	CM_periimplantitis__SP_164SPT_T016__bin.12	HMP_2012__SRS015470__bin.18	HMP_2012__SRS019591__bin.20	HMP_2012__SRS015989__bin.36	HMP_2012__SRS020226__bin.23	HMP_2012__SRS013949__bin.8	HMP_2012__SRS020340__bin.12	HMP_2012__SRS024021__bin.5	CM_periimplantitis__SP_161SPI_T016__bin.1	HMP_2012__SRS018665__bin.9
HMP_2012__SRS017139__bin.61	1.0	0.6708392538808418	0.836556577596968	0.7932202251840564	0.7920973194135951	0.8899038507652065	0.8106982295222135	0.47179101757597597	0.7799186903863098	0.7262960004275125	0.8944907050258769	0.8206927074840744	0.813746312361007	0.8883041039842259	0.8039313348944852	0.7316604617958545	0.8617832483560632	0.8518415243565729	0.879117378251391	0.8666523705712363	0.8948510762493439	0.7783504589594726	0.7350867288843701	0.871136457372743	0.8585515543235641	0.8254796157319167	0.833485200800764	0.8433803368854335	0.880244394720219	0.8613536803767592	0.6425364105107817
HMP_2012__SRS019387__bin.29	0.7149608150527443	1.0	0.7935366194704611	0.742105144023757	0.7621076120219258	0.8400255269869757	0.768800414156379	0.44937062395812877	0.7479794177714852	0.7142072724166156	0.8395757379716122	0.7341914859904596	0.7763183162703144	0.8270911720873787	0.7590328367886525	0.7163503418323498	0.8168212329622331	0.8069565420570983	0.8346769806598026	0.8061518870328601	0.8453565490667974	0.743874362829319	0.7176493266673044	0.895373671716814	0.8242193860525975	0.8328829358371588	0.7797041468940827	0.7904443199898359	0.8304222394381726	0.8182706342536241	0.5940851284125733
HMP_2012__SRS023358__bin.10	0.733201509825515	0.6525762028344656	1.0	0.7695336378124104	0.7824269616502877	0.8690773995741456	0.7884070572213302	0.4466955453422027	0.7559809962782776	0.7198212036090739	0.9191248968690215	0.7476788774545774	0.7879206753142568	0.8554665123054622	0.7835558480518904	0.7255328884239906	0.8414431011230017	0.831855372838753	0.8788278556322424	0.8440173224015497	0.8810838270209769	0.7656690033013922	0.7157962432101687	0.8686480624586426	0.8489069617463633	0.8176079857904427	0.8168387818114783	0.8193145257656312	0.8666749131417989	0.8474021801918866	0.6027214568879484
HMP_2012__SRS014690__bin.13	0.7081828374436424	0.6216605204196289	0.7838829071126626	1.0	0.734598956616202	0.8429468221690614	0.757538353132017	0.4258446986402002	0.7175499258963846	0.6781719436310955	0.8353908835732194	0.7123195502035938	0.7669396950099489	0.8269260058732391	0.7532138582018297	0.706075640126175	0.8178243814657163	0.8036495801202908	0.8431547893934269	0.7924352533805378	0.8355291206105918	0.7454083589367493	0.6810626880497751	0.8264219911883064	0.8180158336457939	0.7874617783766691	0.7754345444569701	0.7899384233515387	0.8213206775082834	0.8190935932026524	0.5868480303974682
HMP_2012__SRS013723__bin.11	0.7209715639810427	0.6508667997006735	0.8125598653030681	0.7489249189324021	1.0	0.8422461960588676	0.7608256423048141	0.4437347218757795	0.7466824644549763	0.6990228236467947	0.8638438513344973	0.7501409329009728	0.776855824395111	0.846903841356947	0.7611817161386879	0.698940508855076	0.8154708156647543	0.808987278623098	0.8543053130456473	0.822193813918683	0.9253716637565479	0.7375767024195559	0.7208462210027438	0.8476184834123223	0.8250336742329758	0.7944069593414816	0.7956123721626341	0.7974819156896982	0.8462871040159641	0.8208293838862559	0.5942753803941132
ZeeviD_2015__PNP_Main_136__bin.7	0.7023772186725384	0.6220940418665616	0.7826322767917011	0.7452052231542244	0.730342874941059	1.0	0.766838226705831	0.43016940427317524	0.7406126845559194	0.6903591837794111	0.8506762544178783	0.7156232831378724	0.7794137686394449	0.8484321669125249	0.7455572474833775	0.7181112461769401	0.8372760779190441	0.8075859891072532	0.8451790511457282	0.8100950411614315	0.8503610006791744	0.7255383647036939	0.6810897505223587	0.8343122601800461	0.8184462911452093	0.7815686333885613	0.7918952211210272	0.7979169460510549	0.82343465433482	0.8183289497021582	0.5669386969367936
HMP_2012__SRS065099__bin.18	0.7257661392958235	0.6457840488464593	0.8053041710239418	0.7596096699306619	0.7483125461922271	0.8697889801062919	1.0	0.4372708788866639	0.8028882217104234	0.6904223771248424	0.8530226966753862	0.7365032829064992	0.8472799869971755	0.8561176142270527	0.7614999861998326	0.7121800277843372	0.8430344421512315	0.8176954947053358	0.8450811603180786	0.8154788811437579	0.8524755967039067	0.7404574908842227	0.7052192233265764	0.8436943968253481	0.8228745442111364	0.7972025527243063	0.7954146643645943	0.8277542834186388	0.8402032611329018	0.8208265993627389	0.5930391955422392
CM_periimplantitis__SP_344SPT_T016__bin.14	0.7777717540465356	0.695093783848193	0.8402065989222791	0.78632507592725	0.8036858458504585	0.8984929753881636	0.8052218973172184	1.0	0.8167377655194847	0.7991002804423375	0.8869285408527571	0.793563718464355	0.8131054555804411	0.8742820935929713	0.8001032316941631	0.7609813561753223	0.8541869261690086	0.8557817090153798	0.8768290024588118	0.8456968534663373	0.8804601829482476	0.7644273069290604	0.7507508016268593	0.8576882199535345	0.8701053889429142	0.8531918810644384	0.8420498606823908	0.8217389683833171	0.8803732153284383	0.8649471925835821	0.6344208803607915
HMP_2012__SRS022536__bin.42	0.6863893551748089	0.6176565997144401	0.7591088552519873	0.707329411707957	0.7219673728486532	0.825819296519256	0.7892940350775643	0.4360149195415605	1.0	0.6706003511615343	0.8149063971212471	0.7017755846260708	0.8147484226672841	0.8113839285714286	0.7119914669676624	0.6835657125492012	0.7957697817781894	0.7916660637107354	0.8021568939569345	0.7781194528054335	0.8108798574129814	0.680417679632631	0.6764297291039593	0.8060459597128964	0.7848291464073474	0.7691902784209308	0.7547253656324766	0.7726434070386663	0.7990233319827121	0.772326855174809	0.5500549895809216
CM_periimplantitis__SP_283SPT_T016__bin.10	0.7178783263730928	0.6623654705255767	0.8117714856089946	0.7508019456620445	0.7590824536252955	0.8645397471831172	0.7622800786336755	0.4791108137556112	0.7531470061033871	1.0	0.8699598637792785	0.7353034188584031	0.7741645171972228	0.8405121888291696	0.7722711331388935	0.7156876620566782	0.8313168161081206	0.8217009170994386	0.8562558533399336	0.8159957094129494	0.8486884116904954	0.7516016905021328	0.7027271908505398	0.8484635892629685	0.8327646183673151	0.8122929111186202	0.8022652891101298	0.7968783541373082	0.8461713485485749	0.839253318670216	0.5840581937955782
