	BritoIL_2016__W2.61.ST__bin.63	LiJ_2017__H2M615912__bin.50	BritoIL_2016__W2.17.ST__bin.59	BritoIL_2016__W2.35.ST__bin.94	BritoIL_2016__W3.22.ST__bin.82	BritoIL_2016__WL.14.ST__bin.58	BritoIL_2016__M1.59.ST__bin.30	BritoIL_2016__W1.41.ST__bin.35	FengQ_2015__SID31160__bin.57	BritoIL_2016__M1.22.ST__bin.76	BritoIL_2016__W1.33.ST__bin.49	BritoIL_2016__W1.1.ST__bin.115	BritoIL_2016__WL.37.ST__bin.63	Obregon-TitoAJ_2015__SM43__bin.3	BritoIL_2016__W2.7.ST__bin.18	BritoIL_2016__WL.43.ST__bin.39	LiJ_2014__MH0329__bin.15	CM_madagascar__A53_01_1FE__bin.4	BritoIL_2016__M1.52.ST__bin.16	Obregon-TitoAJ_2015__SM31__bin.33	ZellerG_2014__CCIS74726977ST-3-0__bin.68	Obregon-TitoAJ_2015__SM37__bin.42	HMP_2012__SRS024009__bin.28	BritoIL_2016__W1.53.ST__bin.71	CM_madagascar__A81_01_1FE__bin.50	BritoIL_2016__M1.15.ST__bin.23	BritoIL_2016__M1.48.ST__bin.38	CM_madagascar__A75_02_1FE__bin.34	BritoIL_2016__M2.46.ST__bin.81	CM_madagascar__A46_02_1FE__bin.8	BritoIL_2016__M1.3.ST__bin.76	BritoIL_2016__W2.39.ST__bin.22	LiJ_2017__H1F613739__bin.39	BritoIL_2016__W2.6.ST__bin.50	Obregon-TitoAJ_2015__SM03__bin.1	BritoIL_2016__WL.12.ST__bin.24	XieH_2016__YSZC12003_37204__bin.77	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.48	VogtmannE_2016__MMRS21365932ST-27-0-0__bin.31
BritoIL_2016__W2.61.ST__bin.63	1.0	0.968570620072754	0.9732954128623331	0.9717695425635389	0.9714328831875048	0.9729419571096944	0.9736323478350329	0.9709138014330739	0.9686698886320656	0.971453332850095	0.9725664941428813	0.9734091517138491	0.9722940485948712	0.9681467355320993	0.9719248229579482	0.9711434865510283	0.9670796576566922	0.9709316227867819	0.9733710469525678	0.9675822026681018	0.9685066825265856	0.9672553677297941	0.9693231140123745	0.9722545951205107	0.9712994335827678	0.9749983681399483	0.9710967135307697	0.9699400519505699	0.9716668871731385	0.9702535506575861	0.9730395779508069	0.9888948296093092	0.9679414308205154	0.971728832251805	0.9674892930670944	0.9716549156456776	0.9680795116752355	0.9686521136941587	0.9682095934111097
LiJ_2017__H2M615912__bin.50	0.968570620072754	1.0	0.970274887131809	0.9696462186692614	0.9686637133994478	0.9699503615580196	0.9706459036949894	0.9691412817716056	0.9692092113505084	0.9693759538344143	0.9684955974016335	0.9693729780865583	0.9691182062311366	0.9668426806857569	0.9687470182902114	0.9689349272202067	0.9684855070578748	0.9700872408068139	0.970219659539263	0.9676114357892662	0.969500879583319	0.967513500245459	0.9688919184815745	0.9690623367577921	0.968833905586383	0.9718785707181968	0.9683885108412784	0.968326547785519	0.9685980897122988	0.9684485491162446	0.96955240318833	0.9684113277994582	0.9701104921848438	0.9692000720723644	0.9668524962315073	0.9691227048118396	0.9678779254393797	0.9681169366293247	0.9674778147054843
BritoIL_2016__W2.17.ST__bin.59	0.9732954128623331	0.970274887131809	1.0	0.9737990129134299	0.9744094883504232	0.9747939146239155	0.975180565444045	0.9730970259009409	0.9706404932972535	0.9727496494208636	0.9729698509876401	0.9740528141348981	0.9733710518009514	0.9703250911771669	0.9730799897293133	0.9738673567148448	0.97047979190286	0.9725223418618677	0.9746886183727652	0.9701156991638102	0.970329731369558	0.9704048657210119	0.9707577915052069	0.9741756163103639	0.9726226959182153	0.9760782919937014	0.9742055015759723	0.9722588987953448	0.9726833696004239	0.9729162351516096	0.9742671399431161	0.9730824792389945	0.9702950322441511	0.9728640989903452	0.9699226935295334	0.9729694472907379	0.9697795716518393	0.9700436473395162	0.9699996273716375
BritoIL_2016__W2.35.ST__bin.94	0.9717695425635389	0.9696462186692614	0.9737990129134299	1.0	0.9717760538541	0.974646515721857	0.9731234701394995	0.9712640207726333	0.9700654992530401	0.9718974815068973	0.9718282986685063	0.9724683351463735	0.9737795668750798	0.9684256969254809	0.9717971344549451	0.9724392778996471	0.9677483435713446	0.9722323458621857	0.9740681613962062	0.9690412765145413	0.9687569213079682	0.9695273569294972	0.9693956334306773	0.9724447545783327	0.9715846111213745	0.9747376436086148	0.9713572252436783	0.9702771620368187	0.9715710927901625	0.9697035131870828	0.9726979422117144	0.9713368589600602	0.9678085076325602	0.9720583575100211	0.9682211619658841	0.9719302335339671	0.9682129876148603	0.9689004383045713	0.9683749221021332
BritoIL_2016__W3.22.ST__bin.82	0.9714328831875048	0.9686637133994478	0.9744094883504232	0.9717760538541	1.0	0.9723462249097583	0.9726424776190392	0.9712200517688273	0.9690044408789734	0.9714566904947376	0.9718586379320392	0.9726745303582129	0.9716051329985228	0.9680749936660755	0.9736923180747213	0.9705683005159177	0.9674647525909875	0.9706959524884133	0.9740369060951419	0.9680983246974145	0.9690698868862053	0.9677549395373914	0.9692369497095105	0.9724538341018917	0.9708648466684294	0.9749392770819764	0.9708222380983308	0.9696373163783587	0.971662187219194	0.97041024152576	0.9729295954443133	0.9715740884383809	0.9677870115247954	0.9713911053294284	0.9681271042125964	0.9718129977941792	0.9683431323710922	0.9686295322800473	0.9682062612613137
BritoIL_2016__WL.14.ST__bin.58	0.9729419571096944	0.9699503615580196	0.9747939146239155	0.974646515721857	0.9723462249097583	1.0	0.9748965961583819	0.9722443126877887	0.9708842325922216	0.9724451939610199	0.9805402047620101	0.9829573396218378	0.9727599514706586	0.9702697370933049	0.9727223870672439	0.9732474985955696	0.9704040201308068	0.9726410607480003	0.9773264944878312	0.9703939494513673	0.9706289896609306	0.9701320558391586	0.9695385536583482	0.9727561665354398	0.9717247469324586	0.9765189896944637	0.9730762571188744	0.972383793839705	0.9721695036833671	0.9715566412408745	0.9734703150959204	0.9727386649821173	0.9695595725111961	0.9728000102437837	0.9696121683623314	0.9721495452778176	0.9692533289417501	0.9697494515644844	0.9695320597566199
BritoIL_2016__M1.59.ST__bin.30	0.9736323478350329	0.9706459036949894	0.975180565444045	0.9731234701394995	0.9726424776190392	0.9748965961583819	1.0	0.978048535415372	0.9712029816342109	0.9780974961035567	0.9734832646126754	0.9740093826739133	0.9731682216567713	0.9702045834520958	0.9736173776036933	0.9739526759016294	0.9710836851956314	0.9720008553218493	0.9756632328374831	0.9699766597847117	0.970957633398285	0.9700164934551222	0.9707232687048551	0.9749134469760969	0.9722387255186626	0.9762824206975421	0.9735739244915071	0.9717530115319798	0.9734138748337531	0.9722331371834927	0.974349692715731	0.9737806620137953	0.9702506395867436	0.97270104997643	0.9698488172391677	0.9732650867827729	0.9701844869020808	0.9699587385258566	0.9697209349920329
BritoIL_2016__W1.41.ST__bin.35	0.9709138014330739	0.9691412817716056	0.9730970259009409	0.9712640207726333	0.9712200517688273	0.9722443126877887	0.978048535415372	1.0	0.9694043989058787	0.9883739662616845	0.9727558369148566	0.9728134742287453	0.9712820773298568	0.9685149367398145	0.9719044357027514	0.9719131672684838	0.967075435535464	0.9718148761617512	0.9739391268325006	0.9680252724477658	0.9688512932615702	0.9687712260712165	0.9692280524751524	0.9743358470455628	0.9712145267356858	0.9749659163629282	0.9715125546653927	0.9699499436208464	0.9726353967489325	0.9693426746317881	0.9731605213608029	0.9710888362206306	0.9676634178243668	0.9715398637668713	0.9677456834708753	0.9725297848351463	0.968573527880725	0.9689632537936361	0.9679738668578318
FengQ_2015__SID31160__bin.57	0.9686698886320656	0.9692092113505084	0.9706404932972535	0.9700654992530401	0.9690044408789734	0.9708842325922216	0.9712029816342109	0.9694043989058787	1.0	0.9695765846810698	0.9690672320723993	0.9701512986041032	0.9694841150187768	0.9674832480541897	0.9692773542390254	0.9695822801349896	0.9694064208379514	0.9698359017538665	0.971270600277547	0.9677521610994709	0.9696373705482965	0.9676415326314204	0.9691806286735349	0.9701937045144837	0.9691862228016086	0.9723960115437124	0.9690003404586887	0.9682107637331311	0.9684406072961762	0.9687131959456156	0.9698516826467873	0.9693967306080045	0.9680490914303491	0.9688757992602838	0.9680233503485226	0.9689958973182742	0.9689538341926556	0.9684739316465057	0.9681667437073732
BritoIL_2016__M1.22.ST__bin.76	0.971453332850095	0.9693759538344143	0.9727496494208636	0.9718974815068973	0.9714566904947376	0.9724451939610199	0.9780974961035567	0.9883739662616845	0.9695765846810698	1.0	0.9725373206000109	0.9726480112618886	0.9722807190518584	0.9685006549560569	0.9714471420324549	0.9722228319702576	0.9679343039733453	0.9719563501382095	0.9747448105419466	0.9681532714353829	0.9694545224555977	0.9687890619810606	0.9689742518579447	0.9747048096185186	0.9712058522825819	0.9748590197779236	0.9716555687322561	0.9705914061657738	0.9722052600628246	0.9699399203852959	0.973867378367762	0.9715408224096544	0.9682841102425325	0.971913845946772	0.9684019058477308	0.9728786730909139	0.9682453014362963	0.9690314966388586	0.9677014653558842
BritoIL_2016__W1.33.ST__bin.49	0.9725664941428813	0.9684955974016335	0.9729698509876401	0.9718282986685063	0.9718586379320392	0.9805402047620101	0.9734832646126754	0.9727558369148566	0.9690672320723993	0.9725373206000109	1.0	0.9909570810532046	0.9715341584268103	0.9684067192040381	0.9721493958309781	0.971301780803261	0.9682129266075733	0.9715478426465934	0.9761997159740475	0.9684259907233063	0.9686017153033031	0.9684366460943404	0.9690349748201353	0.9723227997664642	0.9715053907461091	0.9757821006311066	0.9717844454496479	0.9701575074071852	0.9708727625407498	0.96989814049002	0.9733375080821133	0.9725569974581817	0.968406209961993	0.975909189941445	0.9683524470265122	0.9715087575501075	0.968126516024717	0.9687466239155247	0.9685179565925925
BritoIL_2016__W1.1.ST__bin.115	0.9734091517138491	0.9693729780865583	0.9740528141348981	0.9724683351463735	0.9726745303582129	0.9829573396218378	0.9740093826739133	0.9728134742287453	0.9701512986041032	0.9726480112618886	0.9909570810532046	1.0	0.9721648732445741	0.9690429583328138	0.973144225731607	0.9726585188022887	0.9688450836401741	0.9715389553220624	0.9766017564445356	0.9693015518182527	0.9700091899318043	0.9691598605031941	0.9696748927705601	0.9732407876002672	0.9719317276056119	0.9746544653983308	0.972603642280991	0.97078605659745	0.9717134067576656	0.9707227509845314	0.9742318229967266	0.9734210496580098	0.9690051050243264	0.9714403891062438	0.9693412542219544	0.9724780809897642	0.969121733449336	0.9700150195079296	0.9690149849328884
BritoIL_2016__WL.37.ST__bin.63	0.9722940485948712	0.9691182062311366	0.9733710518009514	0.9737795668750798	0.9716051329985228	0.9727599514706586	0.9731682216567713	0.9712820773298568	0.9694841150187768	0.9722807190518584	0.9715341584268103	0.9721648732445741	1.0	0.9681120812341442	0.9721176643247076	0.9721840968377847	0.9682971282763962	0.9716794811819033	0.973925153245632	0.9686373225236358	0.9692072848762973	0.9697043012476586	0.9688909253994342	0.9721419531490607	0.9712742941499619	0.974810423070267	0.9716290124957911	0.9703276604361061	0.9718614366760407	0.9700862426951012	0.97303453562036	0.9718654188796415	0.9681140895994577	0.9718845111923278	0.9682983314266363	0.9715951903283044	0.9681347623785088	0.96877015154515	0.9677879499115818
Obregon-TitoAJ_2015__SM43__bin.3	0.9681467355320993	0.9668426806857569	0.9703250911771669	0.9684256969254809	0.9680749936660755	0.9702697370933049	0.9702045834520958	0.9685149367398145	0.9674832480541897	0.9685006549560569	0.9684067192040381	0.9690429583328138	0.9681120812341442	1.0	0.9684444196464155	0.9680071658706408	0.966595946199506	0.9689713523478877	0.9700895841225379	0.9685888987195591	0.967581704646825	0.9705841229191629	0.9675927438797075	0.9688261011195501	0.9684504572548767	0.9714930449143263	0.9688379483423906	0.9680895478180496	0.9679034992315273	0.9676922992940303	0.9692920635348045	0.9684010039677007	0.966295694848173	0.9675219350973007	0.9731718930769335	0.9683189734769143	0.9667843933218837	0.9678627609742789	0.9677013163143199
BritoIL_2016__W2.7.ST__bin.18	0.9719248229579482	0.9687470182902114	0.9730799897293133	0.9717971344549451	0.9736923180747213	0.9727223870672439	0.9736173776036933	0.9719044357027514	0.9692773542390254	0.9714471420324549	0.9721493958309781	0.973144225731607	0.9721176643247076	0.9684444196464155	1.0	0.9717744252630724	0.9679059492069778	0.9713570983266132	0.9732757760555474	0.9684465981743311	0.9686338136877477	0.9682095605248486	0.968868487438015	0.9724033262303088	0.9716583626880173	0.9743655157093868	0.9712015895886524	0.9704573695587455	0.9716094652846589	0.9696802227848704	0.9728633342219088	0.9715567206441907	0.9685381075479875	0.972912806774446	0.9681752370594433	0.971713189626836	0.9676601319976464	0.9690907662459236	0.9681037453447868
BritoIL_2016__WL.43.ST__bin.39	0.9711434865510283	0.9689349272202067	0.9738673567148448	0.9724392778996471	0.9705683005159177	0.9732474985955696	0.9739526759016294	0.9719131672684838	0.9695822801349896	0.9722228319702576	0.971301780803261	0.9726585188022887	0.9721840968377847	0.9680071658706408	0.9717744252630724	1.0	0.967674324598958	0.9716376683657488	0.9751227275319195	0.9678900568143934	0.9686149455021743	0.9683845361990278	0.9683981141859118	0.9731397330814541	0.9707279403847534	0.9756075432663389	0.9717853798813206	0.970269374234084	0.9719831781598007	0.9696081605820437	0.9727968211853638	0.9714937370535336	0.9672852452070755	0.9723805707225033	0.967498533951471	0.9718660817971104	0.9683962015654882	0.9689418391676572	0.9678378063261465
LiJ_2014__MH0329__bin.15	0.9670796576566922	0.9684855070578748	0.97047979190286	0.9677483435713446	0.9674647525909875	0.9704040201308068	0.9710836851956314	0.967075435535464	0.9694064208379514	0.9679343039733453	0.9682129266075733	0.9688450836401741	0.9682971282763962	0.966595946199506	0.9679059492069778	0.967674324598958	1.0	0.969041123780403	0.9702773641214849	0.9676875281314199	0.9692253922007856	0.9669983392879374	0.9689366902901504	0.9688017800501822	0.967649034332401	0.9710382441378552	0.9681134216853428	0.9667441401106136	0.9675422212643026	0.9679015157112869	0.9692033881363399	0.9684780293092042	0.9668949517783929	0.9670535944406892	0.966628634171445	0.9677705477454903	0.969134852080535	0.9684170488172823	0.9674921732603374
