	QinN_2014__LD-24__bin.3	HMP_2012__SRS017511__bin.37	BritoIL_2016__W1.9.SA__bin.3	CM_periimplantitis__SP_184SPT_T016__bin.15	HMP_2012__SRS014477__bin.4	CM_periimplantitis__SP_385SPI_T016__bin.1	ZellerG_2014__CCIS35100175ST-4-0__bin.56	CM_periimplantitis__SP_384SPI_T016__bin.6	HMP_2012__SRS048411__bin.62	CM_cf__CF_TNFC041IS_t3M15__bin.7	HMP_2012__SRS055401__bin.1	FengQ_2015__SID31874__bin.79	YuJ_2015__SZAXPI017464-37__bin.5	CM_periimplantitis__SP_305SPI_T016__bin.4	BritoIL_2016__W2.8.SA__bin.15	FengQ_2015__SID530373__bin.76	YuJ_2015__SZAXPI003409-8__bin.1	HMP_2012__SRS015062__bin.1	HMP_2012__SRS015061__bin.7	HMP_2012__SRS023595__bin.55	ZellerG_2014__CCMD18872694ST-21-0__bin.29	HMP_2012__SRS049318__bin.42	ZellerG_2014__CCIS33816588ST-4-0__bin.62	HMP_2012__SRS063603__bin.8	LiJ_2014__V1.FI17__bin.37	HMP_2012__SRS022149__bin.24	YuJ_2015__SZAXPI015217-140__bin.30	HMP_2012__SRS016746__bin.33	HMP_2012__SRS020226__bin.31	YuJ_2015__SZAXPI003412-1__bin.20	CM_periimplantitis__SP_186SPI_T016_R__bin.1
QinN_2014__LD-24__bin.3	1.0	0.881160023505295	0.6843082048861456	0.7242134196333556	0.9317954355693021	0.6543892217465198	0.9249222983111476	0.9364442158928167	0.7776497620566429	0.889099344053477	0.9052423945843318	0.9290548267540123	0.9334356788863034	0.594171732419663	0.8678636471712463	0.581405180313662	0.808901851318453	0.9153799327314248	0.8151300507354453	0.8608392033735829	0.9342751537068342	0.8091099606452193	0.9099349080272392	0.9200055897964098	0.7375223629557356	0.9303914516329294	0.5314287811177482	0.8182471665211409	0.7638833803590037	0.8763453589358073	0.44827151129093634
HMP_2012__SRS017511__bin.37	0.8365152158663046	1.0	0.6814670414362136	0.7311900205677854	0.9326431274486879	0.6454376261626048	0.9282594690552658	0.9410267667536781	0.7693163000892385	0.8942496098801723	0.9006723900148412	0.9255699089959007	0.9355044833954502	0.5846824877953338	0.8726634566286966	0.5450844901718436	0.8070617653936273	0.9092039646673125	0.795023645795057	0.8453073476146619	0.9329671535807512	0.8062137618050021	0.9078143268225873	0.9135542183048518	0.7394357459520594	0.9300113098959203	0.5139030593984281	0.828246584363711	0.7360213026900373	0.8931472529360395	0.4499983297622059
BritoIL_2016__W1.9.SA__bin.3	0.796189601677394	0.8352001263309344	1.0	0.70408440777988	0.8955512210528163	0.6474764518553394	0.9089054535777681	0.8925923868066055	0.7480405545694074	0.841899759912738	0.8706312745095173	0.8787755257209198	0.9000254416465132	0.5638342608324389	0.8122242725005044	0.5198131939793952	0.7955257794063031	0.8739614983082767	0.7767691448390012	0.8187618983562357	0.8917700660020645	0.7885629563778114	0.8959799274181992	0.8618577080878117	0.7214660237045961	0.8800388350650225	0.49836617840150427	0.7934436584502821	0.7177971628177647	0.8595509988039501	0.43338762834140937
CM_periimplantitis__SP_184SPT_T016__bin.15	0.7941059909637541	0.8445455943478541	0.663547285956889	1.0	0.8981810104346206	0.6449765164539156	0.9051580020162613	0.9914752605623595	0.7433869331056542	0.9108997717512867	0.9074823797615432	0.9071963109804663	0.9016871443776461	0.565274667369253	0.8671180196323658	0.4743709380575654	0.7848073775981136	0.8757100045252885	0.7264471414893986	0.7955236574472413	0.8988892924841078	0.7264482438739115	0.883802058041647	0.8742063520498013	0.7239778001806808	0.9144108664246198	0.4789943387043344	0.7909691558325236	0.746817002517295	0.8613459343232379	0.4580832068806432
HMP_2012__SRS014477__bin.4	0.7856532830829077	0.828336476104134	0.6489870444942597	0.6906568369781422	1.0	0.6104659565657632	0.8895906260238375	0.8929415020791452	0.7406296476663602	0.8385192230341577	0.8558517205557554	0.8860897107421728	0.9274560340563613	0.5465878155433009	0.8194231288434307	0.5184181627145741	0.7710816768621288	0.9498826600005171	0.8033960573590638	0.8106941518185051	0.8941485973239613	0.7631579951199106	0.8806586298197453	0.8619283092232164	0.6946443201464112	0.8965814367569827	0.4860465638686046	0.7673832523163895	0.698474558814741	0.8372078632422121	0.42977761558848226
CM_periimplantitis__SP_385SPI_T016__bin.1	0.7952981080389254	0.8262834074482259	0.6763212540007686	0.7148679219462963	0.8799234882608485	1.0	0.8926165927350503	0.8793675502009014	0.7435543258395734	0.8394011019792006	0.8702965960095865	0.8772659821501119	0.8791127961668376	0.5747568687369148	0.8135713644247293	0.539606310324625	0.7768782306263222	0.8717719700917542	0.7837743062534479	0.8136941595346737	0.9023662800962567	0.7725009820554191	0.8811282243643825	0.8648575668362787	0.730391423158669	0.8839378497904236	0.5015526555817098	0.7881698824527009	0.748637188101948	0.834501516000325	0.44291279775523207
ZellerG_2014__CCIS35100175ST-4-0__bin.56	0.7671346645737049	0.810992218101617	0.6479183995096967	0.6846661371723755	0.8750768704802764	0.6091685897315631	1.0	0.883271941180272	0.7270857176211114	0.830484278814183	0.8452054708851101	0.8616598186794746	0.8798123005276182	0.5275076453555637	0.7944528176809401	0.5154735325816182	0.8071360821174769	0.8522256479530043	0.7476501085046372	0.7793538918872719	0.8911576537982877	0.7536450678857544	0.8981194614167516	0.853797453841231	0.6951813934872202	0.8691907284298827	0.4779148764964989	0.7607302851972991	0.6792790539146096	0.8478641993066544	0.40880628222045723
CM_periimplantitis__SP_384SPI_T016__bin.6	0.7976410372345664	0.8443227583773707	0.653452467503997	0.7701858859576334	0.9020658372146992	0.6163142394963345	0.9070968410434003	1.0	0.7429024310666842	0.8971928283147464	0.9149011054506966	0.9150402608757457	0.9138640764061763	0.5513838899978506	0.8494428216781031	0.5314101625420998	0.7814352105186088	0.8806256256641996	0.7628705923054329	0.8341969533097154	0.9089765097079107	0.7688859602024047	0.8908259324055734	0.8967077110944981	0.7009806818016389	0.932517325920845	0.499167208302398	0.7877751316838492	0.7155526097422499	0.8441210900536841	0.4213219508477348
HMP_2012__SRS048411__bin.62	0.7931036780930351	0.8264789477569703	0.6557017004207988	0.6914311464921131	0.8958528147583072	0.6239715858290064	0.8940569349771554	0.889512636267441	1.0	0.8427526023082412	0.8538359951111877	0.8746375429616687	0.9048009408502924	0.5579208397929637	0.821537843180681	0.5277733346457661	0.7824847634749941	0.8735963120637186	0.7719068623832139	0.8071933623709099	0.8906917751474436	0.7818357244219144	0.8813350518000836	0.8496823502391089	0.7051101828383001	0.877195248993118	0.49988875081001716	0.7805719951439984	0.7019557299997539	0.8513177645987646	0.4180739432864959
CM_cf__CF_TNFC041IS_t3M15__bin.7	0.831282605630493	0.8807204963105701	0.6765408657235512	0.7767067725713211	0.9298246933308267	0.645764440475631	0.9361888424119942	0.9848239883442215	0.7725962306716172	1.0	0.9266052545001645	0.9345777130234526	0.9324890727076186	0.5821868684494994	0.8729679936081215	0.5394129811533581	0.8073633500963482	0.9089730695116793	0.7833308267142924	0.8526883489213705	0.9295408187244443	0.7938858861681628	0.9144508154345068	0.9109982610330404	0.7380279174695681	0.9393857216712882	0.5053010292804436	0.8183780608168445	0.7458560887343141	0.8773746298820322	0.4459101377073836
HMP_2012__SRS055401__bin.1	0.7713444603924582	0.8084092434516413	0.6376068727515549	0.7051958971485893	0.8649114713905911	0.6101785734937158	0.868319234975065	0.9152338083043036	0.7133653635697395	0.8444614632738089	1.0	0.8746477552064126	0.8647058747942428	0.5351379574577809	0.8082177816212919	0.5123976889229266	0.7529122972035864	0.8453669449502264	0.739479986242161	0.8029947714215591	0.868374917386576	0.7410827830411935	0.8544864389770027	0.8600799513764049	0.6745225982783855	0.8853679044010093	0.48315499970231324	0.7578440455584925	0.7026036667296306	0.8064012500273058	0.4057791489928551
