	QinN_2014__LD-24__bin.3	HMP_2012__SRS017511__bin.37	BritoIL_2016__W1.9.SA__bin.3	CM_periimplantitis__SP_184SPT_T016__bin.15	HMP_2012__SRS014477__bin.4	CM_periimplantitis__SP_385SPI_T016__bin.1	ZellerG_2014__CCIS35100175ST-4-0__bin.56	CM_periimplantitis__SP_384SPI_T016__bin.6	HMP_2012__SRS048411__bin.62	CM_cf__CF_TNFC041IS_t3M15__bin.7	HMP_2012__SRS055401__bin.1	FengQ_2015__SID31874__bin.79	YuJ_2015__SZAXPI017464-37__bin.5	CM_periimplantitis__SP_305SPI_T016__bin.4	BritoIL_2016__W2.8.SA__bin.15	FengQ_2015__SID530373__bin.76	YuJ_2015__SZAXPI003409-8__bin.1	HMP_2012__SRS015062__bin.1	HMP_2012__SRS015061__bin.7	HMP_2012__SRS023595__bin.55	ZellerG_2014__CCMD18872694ST-21-0__bin.29	HMP_2012__SRS049318__bin.42	ZellerG_2014__CCIS33816588ST-4-0__bin.62	HMP_2012__SRS063603__bin.8	LiJ_2014__V1.FI17__bin.37	HMP_2012__SRS022149__bin.24	YuJ_2015__SZAXPI015217-140__bin.30	HMP_2012__SRS016746__bin.33	HMP_2012__SRS020226__bin.31	YuJ_2015__SZAXPI003412-1__bin.20	CM_periimplantitis__SP_186SPI_T016_R__bin.1
QinN_2014__LD-24__bin.3	1.0	0.8524977391987992	0.6639994490632316	0.7003507195103499	0.9015713259529924	0.6333686717045209	0.8938979228779007	0.90572748033392	0.7517265785268373	0.8600238571706481	0.8756189870102581	0.8990016281790082	0.9030667975644171	0.5756454782216606	0.8389133274921972	0.5744737322296501	0.7821271286593184	0.8859083343763934	0.7889685971068783	0.8321482663336917	0.9035770172906679	0.7822462637086992	0.8798364682942424	0.890597329062568	0.7134012855526384	0.8999848693460492	0.5139305065652461	0.7919851769859234	0.7386579160213519	0.8478580071068833	0.43412711458429154
HMP_2012__SRS017511__bin.37	0.8093051333565576	1.0	0.6619219187691779	0.7069214654189194	0.9028584926819725	0.6245620397898364	0.8979604010479548	0.9100715338986691	0.7449060133332698	0.8653721528410744	0.8714446602497721	0.895820110617463	0.9056654465977256	0.5660879690385634	0.8443176124189338	0.5273627899652112	0.7806061531560335	0.8802563576408606	0.769636508534915	0.8181068093208814	0.902620841704406	0.7799924600693865	0.8783040882649092	0.8843102633726396	0.7157178920644617	0.899913624845503	0.4964738894111696	0.8020873200318777	0.7125745045358887	0.8645938220290049	0.43628663189390654
BritoIL_2016__W1.9.SA__bin.3	0.7725604531537407	0.811245792624262	1.0	0.6828812810892534	0.8701692308142204	0.6291719182709039	0.8828181156220483	0.8659312958571057	0.7271368789825681	0.8173822007901532	0.844367307191798	0.852792293813001	0.8747358601469767	0.547463877248442	0.7881447775902959	0.5040890867033767	0.772279132878503	0.8491286967151033	0.7545079965726885	0.7944788702739217	0.8665635353945941	0.7665486213259485	0.8701803432575249	0.8368131852064136	0.700826707295319	0.8538122991352765	0.484372687953819	0.7699455197845356	0.6963635991449267	0.8350410429320473	0.42119201424732206
CM_periimplantitis__SP_184SPT_T016__bin.15	0.7679403433597042	0.816514712148112	0.643564913085249	1.0	0.8685516706912888	0.6240813692056603	0.8756598460299552	0.9913859674168211	0.7187690333576041	0.902405899080005	0.8907751912774928	0.878217929291955	0.8720032366009297	0.5471817815525873	0.8389835132884186	0.45761910300074576	0.7591251256029353	0.8471417098755464	0.7022663372006819	0.7701842470355502	0.8690367198769299	0.7026279193208871	0.8538530267895973	0.8454104149981618	0.7006000830095538	0.8846409726559034	0.4623604587903865	0.7657824256758582	0.7223550901778091	0.832951265234265	0.44329471864115677
HMP_2012__SRS014477__bin.4	0.7601695019418213	0.8018829499068189	0.630593252557978	0.6678733380718603	1.0	0.591051134978933	0.8607123133463283	0.8636156147602996	0.7173909450055375	0.8111925872145388	0.8270865730574476	0.8576161649041296	0.9020557493209029	0.5293104171726252	0.7919066128729418	0.5014527103060419	0.746587137399905	0.9497245678213331	0.803214230161021	0.7840316726873086	0.8645094925241048	0.7381230601390278	0.8515205034536573	0.834016350884956	0.6725838916360761	0.867465773890886	0.4695757322995037	0.7436723923161267	0.6758317746631217	0.8105487748279953	0.42688491016507285
CM_periimplantitis__SP_385SPI_T016__bin.1	0.7697512268819878	0.7995586707093341	0.657201261185199	0.6917085198424068	0.851939032533373	1.0	0.8650530615386778	0.8510922961036074	0.7200155418288408	0.8121393657296565	0.8414318032003705	0.8493756082481659	0.852143080129002	0.5573230177295366	0.7870885523800563	0.5217796371496138	0.7531146277078307	0.8441332956191471	0.7575212004840938	0.7877251320047433	0.8779324969011035	0.7481576151601254	0.8523422403570711	0.8375555098043648	0.708121521950695	0.8553247564105462	0.48624236577914115	0.7630940213443559	0.7234867946383134	0.8086943825208186	0.42909071137467597
ZellerG_2014__CCIS35100175ST-4-0__bin.56	0.741402909717054	0.7845208389357581	0.629321892921245	0.662353581278416	0.8466697102165298	0.590357783878775	1.0	0.8544849625705906	0.7045300946627393	0.8040204042918223	0.8170121929610613	0.833554094929571	0.8519834147378691	0.5108644306998288	0.7681753084721171	0.49742069572214476	0.7918803926596248	0.8242675155252313	0.7222673195706509	0.7539873630141983	0.8630936225122628	0.7303819238153608	0.8692570194474497	0.8250996971042499	0.6740420635268072	0.8404896362957913	0.4619620890425951	0.7358765736299335	0.6568806115450602	0.8211810224242917	0.39581491047585693
CM_periimplantitis__SP_384SPI_T016__bin.6	0.7714772483020897	0.8165486200491712	0.6339343135013303	0.7701165223303781	0.8724402894775377	0.5964972224577161	0.8775333780343376	1.0	0.7185789191091655	0.8890794247785716	0.8990386715067065	0.8860916507601311	0.8838685893236532	0.5336503508001222	0.8217770104961727	0.5136616373755201	0.7561414641205934	0.8520996198701958	0.7379159569739989	0.8076401038227922	0.8789754564083857	0.7435720897890746	0.8610295446235053	0.8679950229456592	0.678300916541855	0.9025873489307297	0.4825336392183661	0.7628765866929734	0.6927692272121216	0.816481397274609	0.4077789167114105
HMP_2012__SRS048411__bin.62	0.7666653337270631	0.8002548990657119	0.6373783948946362	0.6685338074496969	0.8677436818662795	0.6042184462435711	0.8663215378431807	0.8603889312695326	1.0	0.8155391022959372	0.82594218323203	0.8467452690897458	0.8765092977664034	0.5403762785966811	0.7945940071035428	0.510343098653936	0.758149387668053	0.8461777444201097	0.7474171731837159	0.7810298086308864	0.8625472680890157	0.7576802954614432	0.8539518583228749	0.8223376069427698	0.6831238567479554	0.8490866287701684	0.4833495336762064	0.7561674090114919	0.6790696696770594	0.8246907580119923	0.40515263183798017
CM_cf__CF_TNFC041IS_t3M15__bin.7	0.8040978521408093	0.8522799266813931	0.6568388400620387	0.7694642101800065	0.8995224890727077	0.6247915589603797	0.9063566292240448	0.9759181275555764	0.7476481646848709	1.0	0.9113404145321239	0.9050180946562015	0.9022084880387273	0.5638191474361987	0.8449137566386239	0.5215904497814542	0.781224326737792	0.8794284908586737	0.7575842458993279	0.8254927856370728	0.8992447243502374	0.7682652629600037	0.884104902006862	0.8818005357898201	0.7144306058184895	0.9095887578136015	0.4885726371198947	0.793052592000752	0.7220402312356066	0.8491206467077125	0.43202284156601023
