	HMP_2012__SRS015215__bin.8	HMP_2012__SRS023964__bin.18	HMP_2012__SRS017139__bin.20	HMP_2012__SRS019128__bin.7	HMP_2012__SRS011126__bin.20	HMP_2012__SRS019906__bin.20	HMP_2012__SRS017227__bin.42	HMP_2012__SRS016575__bin.67	HMP_2012__SRS047634__bin.63	HMP_2012__SRS011152__bin.27	HMP_2012__SRS022602__bin.23	HMP_2012__SRS042984__bin.3	HMP_2012__SRS063932__bin.25	HMP_2012__SRS063603__bin.72	HMP_2012__SRS024561__bin.57	HMP_2012__SRS024355__bin.22	HMP_2012__SRS022149__bin.12	HMP_2012__SRS023938__bin.6	HMP_2012__SRS055401__bin.41	HMP_2012__SRS047113__bin.59	HMP_2012__SRS051378__bin.2	HMP_2012__SRS024649__bin.43	HMP_2012__SRS018443__bin.45	HMP_2012__SRS018157__bin.75	HMP_2012__SRS051930__bin.20	HMP_2012__SRS024087__bin.44	HMP_2012__SRS015044__bin.29	HMP_2012__SRS014578__bin.12	HMP_2012__SRS013170__bin.25	HMP_2012__SRS018665__bin.14	HMP_2012__SRS013533__bin.40	HMP_2012__SRS013723__bin.10	HMP_2012__SRS011343__bin.50	HMP_2012__SRS018394__bin.56	HMP_2012__SRS053917__bin.70
HMP_2012__SRS015215__bin.8	1.0	0.9630123984334036	0.9632794295870732	0.9608510086242108	0.9605550180579175	0.9606575217756806	0.9604963215369607	0.9634293576150598	0.9610172344496621	0.963703138414576	0.9634861403077636	0.9632780071776559	0.9660724267579597	0.9790362051157987	0.9605743762726782	0.9635261608765877	0.9629323557045514	0.9709963767190143	0.9636600138909818	0.9609703478575815	0.9607260010367298	0.9595665546389652	0.9604045256529004	0.9643564548912539	0.9987359428123093	0.9642649092118947	0.9752801811079067	0.9558397884163189	0.9625181675995634	0.9785128074962456	0.9786001490656376	0.9742125748387271	0.9748471988853569	0.967008827372025	0.9579217576998437
HMP_2012__SRS023964__bin.18	0.9630123984334036	1.0	0.9902029088775455	0.9636265168574264	0.9632587237158862	0.9641812427553692	0.9634581480001727	0.9623250526553742	0.9630628324533546	0.9916331625279201	0.9911140231806853	0.9907469035665649	0.9705601605302702	0.9606250171305872	0.9632358430244824	0.9899746599956857	0.990332784124771	0.9667574939491153	0.9633340638258889	0.9644595977895651	0.9640040467177614	0.9570615874597667	0.9587613888468789	0.9656573661895715	0.9618460698360075	0.9711626861861267	0.9640720860593377	0.9580988677219154	0.9991030285451481	0.9624134283495692	0.9609562099359379	0.9621263515441875	0.9619668620068612	0.9606559422692972	0.9608196434553256
HMP_2012__SRS017139__bin.20	0.9632794295870732	0.9902029088775455	1.0	0.9640453695866952	0.963760191293053	0.9643096781591134	0.9639903311398195	0.9627087408161138	0.9637360289404466	0.9941069558384052	0.9937409425714114	0.9899536510176812	0.9694728625484142	0.9613730925944546	0.9639221204408616	0.99902557204274	0.9897946222038	0.967423553063168	0.9633502594925074	0.9646439704400633	0.9644182751875403	0.9579403741231489	0.9593157620489199	0.9657996304046912	0.961979668518983	0.9712853747539374	0.9641080191304441	0.9581079798842395	0.9896966279690285	0.9625960490610422	0.9608682631352773	0.9623204743476304	0.9615813522127453	0.9607375819383774	0.9615122026975155
HMP_2012__SRS019128__bin.7	0.9608510086242108	0.9636265168574264	0.9640453695866952	1.0	0.9692161798196445	0.9686123621071132	0.9686445341978949	0.9660794664889713	0.9674133717386538	0.9644668878949647	0.9640490349363292	0.9642119081058296	0.9701245758488954	0.9600386307847196	0.9691590920988288	0.9647441601706434	0.9640249966543424	0.9666408944260418	0.9668348507360303	0.9696430390041697	0.9685224011669072	0.9550553134677828	0.9559637954800644	0.9692135818916393	0.9598382527823225	0.9637174500169299	0.9644931254420955	0.9616774243095967	0.9634593083841455	0.9602177558155945	0.9587673879821306	0.9606437648558567	0.9596843349942609	0.9588205486001278	0.97054106901317
HMP_2012__SRS011126__bin.20	0.9605550180579175	0.9632587237158862	0.963760191293053	0.9692161798196445	1.0	0.975576188311417	0.9915719807633239	0.9676526259096601	0.9729921303607217	0.9645031150261382	0.9643657239773672	0.9641001426367458	0.9723053252414736	0.9597089531038634	0.9939618801386838	0.9648302741868188	0.9638280479173454	0.9676512467558837	0.9681046719469635	0.9916410846188903	0.987071889464249	0.9559536439230901	0.9565694848268866	0.9744255754953004	0.9597274614180152	0.9644628132357016	0.9641796996328003	0.9638504914997487	0.963229140592336	0.9602800956014927	0.9588142994976168	0.9612331269929839	0.9601887261456713	0.9603520200447073	0.9691782315368237
HMP_2012__SRS019906__bin.20	0.9606575217756806	0.9641812427553692	0.9643096781591134	0.9686123621071132	0.975576188311417	1.0	0.9741047545542011	0.9669905084529098	0.9718772610916456	0.9654915482651162	0.965113192165388	0.9652216039373543	0.9714680798135187	0.9596259684874922	0.9756241529140276	0.9655251160217682	0.9650737518030803	0.9675500707787491	0.9679338646011767	0.9754524419078164	0.9746611255945936	0.9556172978565409	0.9568600798889713	0.973019251080733	0.9599270745860368	0.9648476514553657	0.964434979027441	0.9624198837275492	0.9637608968468234	0.959849850037101	0.9592956388735363	0.9603325203465154	0.9600126148669148	0.9611134191028174	0.9667955819014659
HMP_2012__SRS017227__bin.42	0.9604963215369607	0.9634581480001727	0.9639903311398195	0.9686445341978949	0.9915719807633239	0.9741047545542011	1.0	0.9678161726251253	0.9713424889859801	0.964966228294635	0.9645533766297559	0.9644930490462287	0.9718671820202276	0.9598938553201318	0.9907319909268828	0.9652371027109636	0.9643080605958899	0.9675083597252344	0.9685382242729864	0.9982373564095073	0.9845805007691917	0.9559361696245109	0.9570703418753977	0.972388250567817	0.9596397273896081	0.9646569670310596	0.963895164619492	0.9629795401819052	0.9630646637592204	0.9602767752282672	0.9593332884473382	0.9610695001371906	0.9604613398364653	0.9605040278755117	0.9675241934502545
HMP_2012__SRS016575__bin.67	0.9634293576150598	0.9623250526553742	0.9627087408161138	0.9660794664889713	0.9676526259096601	0.9669905084529098	0.9678161726251253	1.0	0.9662822682249845	0.9634016629389934	0.962992088651572	0.962840804563605	0.9689218098150055	0.9620065639958246	0.9673066125001958	0.9638720983319093	0.962735000062139	0.967349542511138	0.9935810322897218	0.968079111981735	0.967153841909214	0.9556692251944552	0.9567791322247596	0.9683466306650745	0.9626167415520309	0.9625465223065397	0.9650595794519717	0.9615106678519171	0.9616690034067767	0.9627870106588419	0.9618622813884463	0.9629894173691674	0.9618835056481545	0.9622239900601284	0.964903937496139
HMP_2012__SRS047634__bin.63	0.9610172344496621	0.9630628324533546	0.9637360289404466	0.9674133717386538	0.9729921303607217	0.9718772610916456	0.9713424889859801	0.9662822682249845	1.0	0.964409826578283	0.9642264770724214	0.963787449063481	0.9708636199770283	0.9604475266980301	0.973011108299866	0.9642707597626032	0.9634990499906884	0.967559104289176	0.9673906016481532	0.973099943135215	0.972165355434799	0.9562983745670343	0.9571478018677592	0.998405252505143	0.9607612359284612	0.963593176296186	0.9655367267110774	0.9624122233075917	0.9631806398893413	0.9608165087789577	0.9594126183339431	0.960815435885364	0.9602738044636991	0.9611349665628718	0.9673792282627177
HMP_2012__SRS011152__bin.27	0.963703138414576	0.9916331625279201	0.9941069558384052	0.9644668878949647	0.9645031150261382	0.9654915482651162	0.964966228294635	0.9634016629389934	0.964409826578283	1.0	0.9996219818276871	0.9922569217861471	0.9707191554269324	0.9614925967281666	0.9650805648570416	0.9939049805942769	0.9921431278259908	0.9675266738284132	0.9641677306545109	0.9651975708051477	0.9654334567110266	0.9579655897135894	0.9592403814243938	0.9669179226554546	0.9623421691892902	0.9723280049656601	0.9644744878478569	0.9586939134654116	0.9908192183886508	0.9629884906241497	0.9616640863903421	0.9627997918262906	0.962302676136597	0.961898283620337	0.9615251724855162
