	HMP_2012__SRS015215__bin.8	HMP_2012__SRS023964__bin.18	HMP_2012__SRS017139__bin.20	HMP_2012__SRS019128__bin.7	HMP_2012__SRS011126__bin.20	HMP_2012__SRS019906__bin.20	HMP_2012__SRS017227__bin.42	HMP_2012__SRS016575__bin.67	HMP_2012__SRS047634__bin.63	HMP_2012__SRS011152__bin.27	HMP_2012__SRS022602__bin.23	HMP_2012__SRS042984__bin.3	HMP_2012__SRS063932__bin.25	HMP_2012__SRS063603__bin.72	HMP_2012__SRS024561__bin.57	HMP_2012__SRS024355__bin.22	HMP_2012__SRS022149__bin.12	HMP_2012__SRS023938__bin.6	HMP_2012__SRS055401__bin.41	HMP_2012__SRS047113__bin.59	HMP_2012__SRS051378__bin.2	HMP_2012__SRS024649__bin.43	HMP_2012__SRS018443__bin.45	HMP_2012__SRS018157__bin.75	HMP_2012__SRS051930__bin.20	HMP_2012__SRS024087__bin.44	HMP_2012__SRS015044__bin.29	HMP_2012__SRS014578__bin.12	HMP_2012__SRS013170__bin.25	HMP_2012__SRS018665__bin.14	HMP_2012__SRS013533__bin.40	HMP_2012__SRS013723__bin.10	HMP_2012__SRS011343__bin.50	HMP_2012__SRS018394__bin.56	HMP_2012__SRS053917__bin.70
HMP_2012__SRS015215__bin.8	1.0	0.8768995583011759	0.8656419120727443	0.6765828254879276	0.6844725984722888	0.85552401866711	0.8095149734402621	0.8405973246853904	0.7986263016698057	0.8940386716634039	0.8786009801731539	0.8905623185013214	0.5945149127771501	0.8260160536004985	0.8194430269893754	0.8553184777698242	0.8806620986153824	0.6780123338812045	0.794147222949783	0.6968350270236322	0.8505125319284232	0.8405395163080287	0.7733205060588175	0.6372588552085705	0.9321001355285291	0.863559383120382	0.6711838085158163	0.7789429060199932	0.8195515069073873	0.6603165472554937	0.9304922062174694	0.8994241286457638	0.8728465487328189	0.8853288761409126	0.7763393879877046
HMP_2012__SRS023964__bin.18	0.5560239262770909	1.0	0.9332365819707592	0.6731433060546984	0.6714182536967347	0.8375328312037172	0.787890512574057	0.8014053836838647	0.7746666196033285	0.9392362525273918	0.945327787099939	0.9504635738812954	0.5673354186012414	0.7454334985980555	0.805793134907059	0.8784878911461189	0.9392226765644487	0.6264935821897847	0.7280653166729116	0.6612973733226898	0.8313661763028851	0.8205420610483901	0.7286825704547223	0.6274805546957446	0.8066597338749237	0.8762270407840028	0.591219610206952	0.7412923773683268	0.9103298596969484	0.5821870695288417	0.8603313983060819	0.837536451460502	0.8227721392278353	0.8221847525644994	0.7606186656819568
HMP_2012__SRS017139__bin.20	0.5471951601879442	0.9303622866397638	1.0	0.6633971167749023	0.6480480372098899	0.8195175977785948	0.7698558387451137	0.7956113262790336	0.7671449484912807	0.9468004141449914	0.9358007592658174	0.9328345247144858	0.5586292612835336	0.7246707254078855	0.775698531319151	0.9093270595028906	0.935083900451815	0.6187217897560019	0.713977393458043	0.6353521021918557	0.8178438745564746	0.7984309408715542	0.7117961396092691	0.6125470593675492	0.7891009489694873	0.8630118446369803	0.5728513972882076	0.7288590937081992	0.8868811227930876	0.5626723630400408	0.8453181991459952	0.8272261985053787	0.8110835666094472	0.809449092422455	0.7401871772951099
HMP_2012__SRS019128__bin.7	0.5473600400005311	0.858847432731497	0.8490274408955777	1.0	0.793687791466053	0.8909870050237387	0.8759671750837338	0.8404210910422021	0.8586672917711956	0.8684076058746739	0.864027062715036	0.867701476405287	0.590134280074158	0.7840138754729422	0.8765220323364571	0.8450435542735266	0.8484668098941268	0.6475034021814378	0.7649506892989918	0.7751049811862397	0.8940251516042073	0.8153220279484081	0.7255552469807625	0.7208022970281938	0.8159958244249202	0.8348107394035833	0.6479191120898257	0.7952905841128375	0.8327558622314268	0.6245839292323166	0.8494310259316377	0.8353829179024895	0.8322391117203057	0.8117093933695425	0.8795174531763412
HMP_2012__SRS011126__bin.20	0.5824420211874392	0.9010443109466816	0.8723682708260964	0.8348226323243266	1.0	0.950078220080212	0.9429946873504527	0.8696172074459686	0.903655695612145	0.9022036442783955	0.9060915709361389	0.895259182964541	0.6148140815577943	0.8268044668038351	0.9633124746452769	0.8636729671888626	0.8857173048566896	0.677253503506543	0.7956634010188043	0.8708141933007659	0.9596735404788916	0.8618808285498434	0.7702260851821532	0.773699834085979	0.864322169562672	0.8752499034394974	0.7107235600339116	0.839670091021938	0.8576570656781463	0.6954093072178672	0.8865565917421944	0.8693797536310393	0.8656315056879602	0.8482062823842064	0.9177857158473397
HMP_2012__SRS019906__bin.20	0.5399334285212394	0.8336163446943252	0.8182053626524095	0.695067945247436	0.704645590202552	1.0	0.829970227505101	0.8177238679920907	0.8143331366516978	0.8480337091303819	0.8318290941684646	0.8507416098767211	0.5699000526986673	0.710278041771576	0.8472044933496083	0.7979258345081682	0.8407626443020129	0.6197237148506646	0.7317259489138219	0.6959034668516375	0.898540652292392	0.7738164194633744	0.6931239499677954	0.6385992964502718	0.7795299459050433	0.8210655039929375	0.5753969290639905	0.753920645716319	0.7751703698365441	0.5546746420319165	0.8404104190219668	0.8085376345054658	0.7938648842205778	0.7888193246463109	0.7925631820986682
HMP_2012__SRS017227__bin.42	0.5608502470302963	0.8608832767016215	0.843776577018469	0.7501666317250982	0.7677761933204907	0.9111220001344921	1.0	0.845483439674371	0.8552385652069002	0.8661294565333482	0.864124931270594	0.8679752613695249	0.585086510049327	0.7562192695498076	0.8973429903917279	0.8394456355343884	0.8580609209542608	0.638351799622631	0.7688600412178653	0.7636286950708655	0.9281678817102645	0.8035095509151394	0.7199029481453939	0.691801026886548	0.8145210895440324	0.8353866449369668	0.6153571160152371	0.7893567323172589	0.8048346934174041	0.5971398678022017	0.8595180832505943	0.8261264700181564	0.8276424725972398	0.8105728571259043	0.8256087744211895
HMP_2012__SRS016575__bin.67	0.5563864773733234	0.83656018207533	0.8330777740931898	0.6875960709065881	0.6764256284820537	0.8576048477840037	0.8077400910565603	1.0	0.8046582639166414	0.8450347343270384	0.8347249738535971	0.8509758961815388	0.57917140230693	0.7248543406807796	0.8170384793800067	0.8148036350821899	0.8416567230030715	0.6260747895769622	0.8092120366984958	0.6728000884301104	0.8527931538466625	0.7830084754970178	0.7026041533808929	0.6451179682237357	0.7881801253326758	0.8278244019866542	0.5861886527918312	0.759269336764724	0.7876680620862515	0.5748821640435234	0.8433464372396579	0.8343059700716983	0.8039477997813812	0.8084850391558326	0.7820972485575783
HMP_2012__SRS047634__bin.63	0.5691030861720593	0.8705997649376718	0.864810172675708	0.7563453351418181	0.7567521933471563	0.9194781840087434	0.8796554114429888	0.8663038508620562	1.0	0.8771684906628584	0.8766055006212216	0.880012429518173	0.5889358979640308	0.7725789775348156	0.8781647846931805	0.8561283271465459	0.8709186400561058	0.6524505323993903	0.7762427356738868	0.75541718986089	0.9167654569246504	0.8188804584478258	0.7228614134152338	0.7345402781994694	0.8257314420529658	0.8562010530507499	0.6256746853333212	0.7966934633652158	0.8350434092276459	0.6172242404084449	0.8721895633750312	0.8469226516780103	0.8594299814828659	0.8250789432061545	0.8449173492984493
HMP_2012__SRS011152__bin.27	0.5701784530067376	0.9446821623004311	0.9552322228589348	0.6845828199553129	0.6761801853304137	0.8569581288355426	0.7972880896147514	0.814217616448245	0.7850371111431743	1.0	0.9616790522195909	0.9689305973603685	0.5810603222777462	0.7497588811173534	0.8147615278494016	0.9062451497440431	0.9592708219070217	0.638675787385716	0.741387197099382	0.6632064191558769	0.8525299162649536	0.8250803691679157	0.7406912635994918	0.6298148106846957	0.8204254889171794	0.8805479531862968	0.5944054957354161	0.75180435211049	0.8857167045432305	0.5863237460794002	0.8784305675476515	0.8487716933031535	0.8316623798558885	0.838013626459856	0.7637845127714494
