	WenC_2017__N018__bin.59	CosteaPI_2017__SID713B072-11-90-0__bin.28	QinJ_2012__CON-099__bin.46	CosteaPI_2017__SID713B072-11-0-0__bin.57	BackhedF_2015__SID201_M__bin.16	RampelliS_2015__H10__bin.65	LeChatelierE_2013__MH0169__bin.13	CosteaPI_2017__SID713A058-11-0-0__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.37	BritoIL_2016__M1.59.ST__bin.102	CosteaPI_2017__SID713B005-11-90-0__bin.25	NielsenHB_2014__V1_CD38_0__bin.40	ChengpingW_2017__AS78raw__bin.62	LiJ_2017__H3M415131__bin.36	CosteaPI_2017__alien-11-600-0__bin.4	QinJ_2012__T2D-012__bin.11	LiuW_2016__SRR3992984__bin.8	LiJ_2014__V1.CD8-0-PN__bin.57	NielsenHB_2014__V1_UC28_0__bin.36	WenC_2017__N308__bin.46	CosteaPI_2017__SID713B014-11-90-0__bin.33	YuJ_2015__SZAXPI015270-90__bin.14	LiJ_2017__H1M413815__bin.24	FengQ_2015__SID530600__bin.2	WenC_2017__RA035__bin.14	QinN_2014__HD-53__bin.28	QinN_2014__HD-60__bin.57	CosteaPI_2017__SID713A057-11-0-0__bin.30	LiJ_2014__V1.UC63-0__bin.82	CosteaPI_2017__SID713B063-11-0-0__bin.75	LiJ_2017__H2M513938__bin.20	XieH_2016__YSZC12003_35989__bin.7	ZeeviD_2015__PNP_Main_429__bin.44	LiJ_2014__V1.CD55-0__bin.62	VogtmannE_2016__MMRS33294861ST-27-0-0__bin.63	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.73	NielsenHB_2014__MH0169__bin.18	RaymondF_2016__P38C0__bin.23	BritoIL_2016__W1.11.ST__bin.3
WenC_2017__N018__bin.59	1.0	0.9026383635203893	0.7643048076780443	0.8918671472861317	0.8821301529378607	0.5729369706139765	0.8940447688131369	0.829202676041713	0.8924498242178808	0.9141269488080934	0.9155444795514218	0.7641422277602243	0.9664770889887707	0.8119976859062792	0.8593992256686396	0.7167323809947637	0.8435826917656831	0.8540779968255381	0.8109403230830848	0.8500063785916663	0.9543381840297865	0.9481696408704553	0.9086751813448445	0.8470538323468767	0.8936834141782742	0.8838936110245799	0.8463216293593224	0.9401409223740228	0.889642057169982	0.7026098823669025	0.922380549745598	0.49793897319508107	0.6212576209336478	0.9365333095990388	0.6781368578760774	0.9532072448934182	0.8808977496921959	0.830263005651729	0.8818447480456292
CosteaPI_2017__SID713B072-11-90-0__bin.28	0.5836030618809782	1.0	0.7265054190597602	0.9863448364230791	0.8609708386259208	0.5324543194227956	0.8920653578773844	0.7684464978383992	0.8340314881304733	0.9416151027014543	0.9231702353188961	0.7129711010334021	0.8897324632965209	0.7676611935780756	0.858427711150745	0.6833251938420176	0.8140559104407871	0.8403077840263666	0.7716184058131698	0.8004295196140001	0.8835559129344254	0.8828703542078996	0.8498565007041651	0.793775725236349	0.8250106555084663	0.8082917694972787	0.7788411333701368	0.8865996862619325	0.8651037564551665	0.6596191331882931	0.8385637717315786	0.4329915258496305	0.5472415948083217	0.8694495926354036	0.6561288067787064	0.8780610849321712	0.8962508339302081	0.77522190503995	0.9235953047475421
QinJ_2012__CON-099__bin.46	0.6542547571931849	0.9618677900536772	1.0	0.9533519774401567	0.9288092084144315	0.5953856343533752	0.9398570099268186	0.8673156549546731	0.8912636478518982	0.970607596068281	0.9688120934088037	0.7717248202973576	0.9448625767469454	0.8677631338352952	0.9104696852105436	0.7645763324813796	0.9088184322696778	0.9018456853080645	0.8557888834259105	0.885975168731537	0.9424011889427512	0.9395329559814872	0.918844295634719	0.8848668839216419	0.899601180003332	0.8872642736112409	0.8341448226541136	0.927648099763918	0.9396233660163916	0.7486621346520331	0.9001177362139935	0.4881324131149406	0.6203281376345484	0.9279299962210638	0.7288674162234204	0.9347442716608222	0.9328903580237382	0.8514486938289564	0.9452120267694971
CosteaPI_2017__SID713B072-11-0-0__bin.57	0.5700319889868385	0.9750436601317104	0.7118230309328004	1.0	0.8509711416484473	0.5229981284451684	0.8777584575505955	0.7552943005751191	0.8186939315735282	0.9309705348626863	0.912452571159852	0.700812903299208	0.8763393373520248	0.7549954585878199	0.8446484340186852	0.6703298828713861	0.7997531140434876	0.8243685161623076	0.7566872531377461	0.7859991770468117	0.868572858852151	0.8670589283784219	0.837273332334665	0.7807982645927235	0.8141726191717754	0.7933962747146684	0.7625127756845775	0.8736478632608288	0.8457694707121579	0.6473808661487498	0.8351351710092934	0.4231477390593683	0.5372765558840205	0.8555098991408293	0.6434769582588282	0.862179612377671	0.8824117458553689	0.7626383044888873	0.9054449541023458
BackhedF_2015__SID201_M__bin.16	0.6276904317779375	0.947539905239043	0.7720742280089475	0.9473895982496836	1.0	0.571053407113236	0.9240438828855226	0.8129459072166777	0.8665746810409688	0.9661019740036462	0.9554339776549239	0.755125848326737	0.9293295379411152	0.8161779296985501	0.895882855123484	0.7205603073017953	0.859252281837427	0.8770539492317033	0.8138008837713205	0.8468072008869801	0.9295203771523243	0.9209039023241007	0.8897722004689916	0.8344284070076834	0.8744037330176324	0.8456798984667843	0.8086136037958426	0.9132724449289547	0.9116072461479612	0.6925964519106298	0.876067665166693	0.4622163694444468	0.5784218272770031	0.9103621469580145	0.6927319815274399	0.9167345722119531	0.9278370233136274	0.8166043624492608	0.9252919375499792
RampelliS_2015__H10__bin.65	0.6280644309411096	0.9027675331956981	0.7624570865839555	0.8970123546407631	0.8797539739221724	1.0	0.9146174250259205	0.8212382219828568	0.8507016400437623	0.9231389659671732	0.9238635668837868	0.779550903539617	0.9225223396934301	0.8303224018764171	0.8633080048237346	0.7477478180666295	0.875148790358775	0.8766448245672234	0.8262252194942363	0.8541776430046091	0.9232566973548815	0.9288856886765822	0.8786215410713426	0.8481343152521338	0.8679866891982427	0.8494794451404256	0.8170551802461041	0.90509939521191	0.9029216897641339	0.7011600119162377	0.8731206883318438	0.4533425957364326	0.57913630692898	0.9110360492208264	0.6876462698663586	0.9155280545441064	0.9120468479860128	0.8163214730343086	0.8816500346689666
LeChatelierE_2013__MH0169__bin.13	0.5801854044531723	0.8953656587826455	0.7125068106776022	0.8912170656809234	0.8427277365447002	0.5414391467159538	1.0	0.7538198515609207	0.8234156390485267	0.9280080091643322	0.9220300151134471	0.7113431715135587	0.8914192200691176	0.7552229955429771	0.8345707107170705	0.6797508687825493	0.8003303780287059	0.8174391852215516	0.7680426642023084	0.7900890441947999	0.8909313541456089	0.8811990643139747	0.8372029533793475	0.7790167595614212	0.8106248495875088	0.7964420827677824	0.7781704065228483	0.8753088630259624	0.8532428451786178	0.6360200614164284	0.838262242373485	0.4176544315129812	0.5331100008663759	0.8743831884560218	0.6479698886225586	0.8816919359651909	0.9811946361702333	0.755403971852408	0.8720759330387655
CosteaPI_2017__SID713A058-11-0-0__bin.1	0.6510041008139671	0.9331101014745321	0.7954628776878546	0.927769679877502	0.8969574410697241	0.588159115122328	0.9119752805188743	1.0	0.9020751898192856	0.94366470127599	0.936611375787449	0.7788537193120247	0.9646928442356848	0.8962116267835373	0.8810004625818777	0.7742050742390342	0.9303532439194707	0.9068729045809582	0.8527377812933379	0.8951448468239073	0.9639866265855541	0.970773024162799	0.9480436233810217	0.8918229219801859	0.9183163324011819	0.9029057874909102	0.8584508771120729	0.9707711607916905	0.9240895219381668	0.7849991172279374	0.9017076398681292	0.4949859012683501	0.5970902528454841	0.9493824555224962	0.704899780914142	0.9513976913763651	0.8997385224491964	0.8707304927172469	0.910072312774294
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.37	0.6223502175437725	0.899559119563216	0.7260673920194641	0.8932510742710784	0.8492668888654414	0.5411665642566168	0.8848356577311312	0.8012549886107612	1.0	0.9076269626006773	0.9059912982490985	0.7255228601989031	0.9323286803999578	0.8024487380806081	0.8543911153592317	0.7036509699990277	0.8534630113519989	0.8708929949457019	0.796755566865487	0.83218158232837	0.9266011656125672	0.9349582394574543	0.9046059695749052	0.8132963415819974	0.8583075239318839	0.8340543414620017	0.8049504397425473	0.9511646815668117	0.8788499454847513	0.6835670144470581	0.8996443578269208	0.4440925952361741	0.5482264441368695	0.9030125105771996	0.6406640309009395	0.9290581792527584	0.8774762025939742	0.8106113362752948	0.8791429002939892
BritoIL_2016__M1.59.ST__bin.102	0.5427674852682022	0.8647228843672778	0.6732412209900022	0.8648567617595435	0.8061529344867457	0.5000081031053214	0.849085652641718	0.7136774780881463	0.7727938591144785	1.0	0.9102588131839637	0.6644905718608042	0.8405559012097584	0.7146720461891096	0.7973237204668234	0.6340641159970096	0.7542902419587248	0.7753107540890736	0.7133297491771825	0.7473127636591933	0.8344172704654494	0.8228354667987591	0.789645499711459	0.737850802806352	0.7659449735733074	0.7553203932613167	0.7272847057762458	0.8272150190704822	0.806181823818761	0.6053167644793684	0.7873146238503279	0.4001524793036121	0.5128251018701262	0.8103471722628591	0.61191656760914	0.8229351702251043	0.8562012360406396	0.715950575285247	0.8394278080254565
CosteaPI_2017__SID713B005-11-90-0__bin.25	0.5502711431377569	0.8581739153382923	0.680231193835782	0.8580419635285198	0.8070215480871624	0.5065330410897936	0.8539546670641863	0.7170239945450408	0.7808547909562369	0.921414138244128	1.0	0.669318779167591	0.8427059535943316	0.7205035994313946	0.8188130471096491	0.6393232797941837	0.761770992997995	0.7791490463450419	0.7221069922333878	0.7553210458857069	0.8328744738867369	0.8458685175107185	0.7962902996875239	0.7423270022617253	0.770248361836113	0.7556184723974645	0.7365813925124124	0.8256552833861259	0.834495698014375	0.6129575250690608	0.7918399574330595	0.4046862150300957	0.5210766269123205	0.8181251145662672	0.6142848889500702	0.8216778278877653	0.8592277466839083	0.7233872814146945	0.8548155634663241
NielsenHB_2014__V1_CD38_0__bin.40	0.6356361109273926	0.9172812463290567	0.7499227559492726	0.9120893602613168	0.8827563638732783	0.5915364211868832	0.9118134533964184	0.825215222161787	0.8654349407663992	0.9309275307668237	0.9263392835108384	1.0	0.9433857868972373	0.8291021033086119	0.8589419983554174	0.7386485795485394	0.866375195824774	0.8837701611908121	0.8282965934633271	0.8639315198174178	0.9483856733756292	0.9336915351378992	0.897056137915921	0.8557796812115815	0.8824967448912808	0.8702670126936901	0.8418861170970452	0.9226142940486051	0.8935231480430356	0.7031715963013673	0.8881703574351224	0.46648151127861853	0.5615756009488432	0.9393893327199876	0.6718924446927661	0.9356727339853094	0.907478408683712	0.821196557235127	0.9001967378825555
ChengpingW_2017__AS78raw__bin.62	0.6060344936640569	0.862901935571247	0.6921402904063799	0.8597635434549177	0.8189599811287198	0.5276978452063897	0.8613511568704929	0.7704985187979828	0.8383469472951041	0.88769765173112	0.8791936694891732	0.711149235661064	1.0	0.7651150694166944	0.8026511320907757	0.6773844524761486	0.8040627574244275	0.8292588185655893	0.7616176318478153	0.8010434270125707	0.9200225324275714	0.8994367637242798	0.86465660744091	0.8001463714829359	0.8270096685545388	0.8165500978166316	0.7952577723108611	0.9217050231388981	0.8472583438070427	0.6484606437815188	0.8632114960028754	0.42734519932045534	0.5189821563711778	0.8884496008084289	0.6235376804249908	0.9112707530131913	0.8622270045340186	0.7646994696545202	0.8455018115982471
LiJ_2017__H3M415131__bin.36	0.6461137941763452	0.9447568173437701	0.8066313915327403	0.9399386312763306	0.9126961681610677	0.6027033777349284	0.926023256659413	0.9083260427088168	0.9156309887975403	0.9577534080226929	0.9538785571598339	0.7930998665260949	0.9709015555588081	1.0	0.9022779326133832	0.7870937768677022	0.9487275125742617	0.9224637951442316	0.8628589855511075	0.9190563626259846	0.9697046813127562	0.9688510526591618	0.952914919946346	0.9054261604132545	0.9243754889597203	0.8999866384453005	0.8566036061089217	0.9580735187677908	0.9434428524416942	0.7945710539622676	0.922045951472533	0.4989336723926201	0.5996854605038581	0.9533412621334012	0.7088913828359262	0.959816186555632	0.9149454418921095	0.8895962591423959	0.9218679547897869
CosteaPI_2017__alien-11-600-0__bin.4	0.6266170345594696	0.9680709628377867	0.7755189804305344	0.9635719715307602	0.9180062187230549	0.574216483726146	0.9376976880315756	0.818201640818774	0.8933320700335337	0.9791170486201695	0.9933326324615267	0.7528989918261907	0.933315076055407	0.8267864551764358	1.0	0.7351807794992401	0.872197756604527	0.8884177472855278	0.8224298014153284	0.8602950497251242	0.9342690404589067	0.9310506544282335	0.9066356552524069	0.8505676412678511	0.8850760597333139	0.8534727981701189	0.820527496888259	0.9303588679968521	0.9197311421138726	0.7019408524764353	0.8963233216824211	0.46276315681314456	0.5974858603439377	0.9208581612844471	0.6954954276767354	0.9291245548706913	0.9274792366727279	0.8311855073554766	0.9439142479018191
QinJ_2012__T2D-012__bin.11	0.6485308653309775	0.9563068874596724	0.8081913109866586	0.948993293635262	0.9162861418081253	0.617207830731805	0.9477981637091765	0.8922911972184505	0.913019131206045	0.9662722093635692	0.962491389534506	0.8034838091034968	0.9774691701041417	0.8950470830722678	0.9123480115260778	1.0	0.9384728215320964	0.9238375804471161	0.8756216581595536	0.9083486751292174	0.9801939160048084	0.966643204322655	0.9512895967322378	0.9238080511811975	0.9386328164638006	0.9137901134943913	0.8807919641740208	0.9651495603629201	0.946929466395427	0.7793353123310456	0.9206919082831738	0.5133367587281799	0.6086819263175018	0.9697061945420252	0.7239319667189066	0.973514932949775	0.9428023488115007	0.8816445546154511	0.93418624591221
