	WenC_2017__N018__bin.59	CosteaPI_2017__SID713B072-11-90-0__bin.28	QinJ_2012__CON-099__bin.46	CosteaPI_2017__SID713B072-11-0-0__bin.57	BackhedF_2015__SID201_M__bin.16	RampelliS_2015__H10__bin.65	LeChatelierE_2013__MH0169__bin.13	CosteaPI_2017__SID713A058-11-0-0__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.37	BritoIL_2016__M1.59.ST__bin.102	CosteaPI_2017__SID713B005-11-90-0__bin.25	NielsenHB_2014__V1_CD38_0__bin.40	ChengpingW_2017__AS78raw__bin.62	LiJ_2017__H3M415131__bin.36	CosteaPI_2017__alien-11-600-0__bin.4	QinJ_2012__T2D-012__bin.11	LiuW_2016__SRR3992984__bin.8	LiJ_2014__V1.CD8-0-PN__bin.57	NielsenHB_2014__V1_UC28_0__bin.36	WenC_2017__N308__bin.46	CosteaPI_2017__SID713B014-11-90-0__bin.33	YuJ_2015__SZAXPI015270-90__bin.14	LiJ_2017__H1M413815__bin.24	FengQ_2015__SID530600__bin.2	WenC_2017__RA035__bin.14	QinN_2014__HD-53__bin.28	QinN_2014__HD-60__bin.57	CosteaPI_2017__SID713A057-11-0-0__bin.30	LiJ_2014__V1.UC63-0__bin.82	CosteaPI_2017__SID713B063-11-0-0__bin.75	LiJ_2017__H2M513938__bin.20	XieH_2016__YSZC12003_35989__bin.7	ZeeviD_2015__PNP_Main_429__bin.44	LiJ_2014__V1.CD55-0__bin.62	VogtmannE_2016__MMRS33294861ST-27-0-0__bin.63	Bengtsson-PalmeJ_2015__TRAVELRES2__bin.73	NielsenHB_2014__MH0169__bin.18	RaymondF_2016__P38C0__bin.23	BritoIL_2016__W1.11.ST__bin.3
WenC_2017__N018__bin.59	1.0	0.8780905760016615	0.7474866865441384	0.8678432943200867	0.859384391734532	0.5602456499488229	0.8762808360405262	0.8232958034800409	0.8742954622995563	0.8888849331731269	0.8931066708201681	0.7523065284144008	0.9604841796092742	0.8011475531425689	0.8382234880512661	0.7107044635307731	0.829135033302182	0.8374064349606158	0.797106789491641	0.8374889116342545	0.9477525106433476	0.9326830136620534	0.9050515479210242	0.8409161437704894	0.8931571061961343	0.8805138474774896	0.8400801032441815	0.9338311601619865	0.8699247919540741	0.6899921380149229	0.9100784715114296	0.4896901191164909	0.6063851185973032	0.929616542803317	0.6586569356058921	0.9477109756278463	0.8632774094017476	0.8177259579012951	0.8577401984780384
CosteaPI_2017__SID713B072-11-90-0__bin.28	0.5677316292704035	1.0	0.712320836880374	0.9861921490290348	0.8478800045882946	0.5150003855548518	0.8714126614678783	0.746669362353657	0.8076369017042292	0.9320790460337147	0.9075002119592593	0.6916316949873649	0.8643046412747787	0.7449729210057572	0.8449712713680829	0.663775069217646	0.7884872937617226	0.8128647185852401	0.7470365026453667	0.7776227033111297	0.8581476563827742	0.854789684623804	0.8256256250879966	0.7710333598937787	0.8018366989138863	0.7849797037020555	0.7556506803988132	0.8601180143119496	0.8448903240310393	0.6389537767687281	0.8142903124452119	0.4198500517717684	0.5382054167195766	0.844565000136191	0.6470458250164101	0.8527218829808416	0.8748711460339833	0.7516520354035263	0.9114535878276688
QinJ_2012__CON-099__bin.46	0.6398582289385253	0.9430878988707888	1.0	0.9348483955774255	0.9110314464386574	0.5769226862141966	0.921638879972044	0.8464014774421884	0.8654764710423768	0.95087992328353	0.9508215123059232	0.7518498502647286	0.9225018386759908	0.8448980296707449	0.893860650708449	0.7462393488852138	0.8831282684751381	0.8749939049414671	0.8310465012332335	0.8638414715909322	0.9199739131494793	0.9136081324334318	0.8970219544008353	0.8636301762284591	0.8783974872105355	0.8659102360413001	0.8132672154928262	0.9053635499246244	0.9223154314691935	0.7275940569115933	0.8778677250397194	0.474977753036355	0.6089395207658644	0.9055138947017688	0.7136587214192547	0.9125613061304099	0.9147128617925161	0.8281015721187642	0.9263188690822061
CosteaPI_2017__SID713B072-11-0-0__bin.57	0.5546772753043885	0.9748927221736583	0.6980072776367212	1.0	0.8380333315003348	0.5058006822547401	0.857610894838339	0.7339130665625018	0.7927906266769568	0.9214572718532944	0.8970447637233133	0.6798370780231678	0.851298426718294	0.7326850838786505	0.831524795731262	0.6510962912116564	0.7747019639000396	0.7974985257002212	0.7326084771763225	0.7636489820220757	0.8436597524693336	0.8397137488172418	0.8132635782535568	0.7583714628656596	0.7912425645041707	0.770483665137693	0.7398079902307493	0.847740765953251	0.8260246620487741	0.6271267366872153	0.8110905267469268	0.4102687112818539	0.5284235516308315	0.8310492273910678	0.6345905807887835	0.8374015158266792	0.8617074572073823	0.7393938589488575	0.8939069228566716
BackhedF_2015__SID201_M__bin.16	0.6115054089405637	0.9331328114246823	0.7572964332489195	0.9329858821204771	1.0	0.5525943577458342	0.9040180098172419	0.7909474660183763	0.8397989264027738	0.9513144683987999	0.9418227509050086	0.733565661777186	0.9044330428805575	0.7922943179735915	0.8842551739803403	0.7010313761618181	0.8330688887331401	0.8492404008298973	0.7886645730648186	0.8233778878152541	0.9043963105545061	0.8931815514214566	0.8657619255507527	0.8118304266945213	0.8509300878282583	0.8228771459911521	0.7860768440260993	0.8882877078437449	0.8916586376275815	0.6714977415952638	0.8516546012938223	0.4484341473836028	0.5705581540275095	0.8860740574358472	0.6811672097702921	0.8919149194886522	0.9076224220873588	0.7921537218290503	0.9110224844056499
RampelliS_2015__H10__bin.65	0.6141519632521962	0.8731746756532791	0.7388132415939139	0.8675164140970654	0.8513163149685377	1.0	0.8884004011973478	0.803780153219921	0.8346329317457158	0.8921827659460986	0.8955195726805941	0.761795579283959	0.9016773795724986	0.8143636195702089	0.8364645979765812	0.7301297386883553	0.8588634823253315	0.861047692269666	0.8111803189544933	0.835589092739811	0.9024345029719044	0.9109326277255467	0.859979653934765	0.829335669748497	0.8491834905470151	0.830544205209061	0.7988933249555418	0.8855644406978543	0.874549075776084	0.6884138004602581	0.8542986266405966	0.443574142804921	0.5617673497688952	0.8901084819936022	0.663985513185265	0.8951767857119627	0.8857751863863489	0.8010924952419608	0.8515680389853505
LeChatelierE_2013__MH0169__bin.13	0.5686575985983962	0.8746365552892252	0.6986956228761756	0.870760581819582	0.8244641464752939	0.5259190804863256	1.0	0.7375208170887844	0.8021944340158451	0.9051915172168153	0.9020841154782876	0.6962166324929486	0.8724640694640984	0.7379582406792389	0.816967106593121	0.6647333006035753	0.7801515195271512	0.7962241410845102	0.7495284026915413	0.773897055284412	0.8718722384266612	0.8594237637296522	0.8197110154888767	0.7620731413829286	0.7935052608272928	0.7796124411586335	0.7611101163831693	0.8563891375708744	0.8358953032797143	0.6204195184875001	0.8207475861803409	0.4077400102039834	0.5214974826965469	0.8554422849221706	0.6321868291602892	0.8632354328510506	0.9810132748048247	0.738028320867146	0.8514573406108913
CosteaPI_2017__SID713A058-11-0-0__bin.1	0.6463666359676277	0.906666536230689	0.7762813354967072	0.9015059299456315	0.8726856348528659	0.5756558949841311	0.8922566216056949	1.0	0.884361052376101	0.9164343275815726	0.91315805533001	0.7661320189113533	0.9573744542069563	0.884429065421562	0.8582691984289919	0.7669737968096291	0.9150195630674256	0.8899875014382896	0.838233300584586	0.8820854104098159	0.9571340793339567	0.9560137274549565	0.9410811372340212	0.8862640201206812	0.9114404930107279	0.8957797905291368	0.8526734949900939	0.970186528106391	0.9017910257252357	0.771178959558791	0.8893707256013681	0.48680663378748346	0.5822089053300333	0.940486721850402	0.6838236561484027	0.9455825759894385	0.8803678480905337	0.8576738513598183	0.8835337156039162
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.37	0.6096902664937074	0.8710907808197356	0.7050598840180324	0.8649887969612146	0.8230259169837241	0.530944593059702	0.8620315257442314	0.7855206671756136	1.0	0.8786426427171972	0.8796204000819281	0.7117829486232572	0.9135352983649563	0.7897560985701902	0.8289834923275218	0.6892374278733261	0.8396151037237949	0.858015396678604	0.7842416794420618	0.8161501683041931	0.9083316264991692	0.919078268173646	0.8870253707967916	0.7974279560816053	0.8413827632507226	0.8176017014550503	0.7893601130441439	0.9321764101036306	0.8528986181884386	0.6730173310906566	0.8826595993387827	0.43557580309133526	0.532773905505523	0.8850657182875384	0.6192241249112963	0.9107609170147574	0.8546029696845564	0.798079242620787	0.8498619015994587
BritoIL_2016__M1.59.ST__bin.102	0.527779911204058	0.8559655413684666	0.6595575422647404	0.8560190923253728	0.7938136666269732	0.4832410166508246	0.8282095871714454	0.6930836120684127	0.7481153233949334	1.0	0.8941026304089109	0.6440023985191752	0.8157128372212973	0.6929078099138324	0.7847448825366806	0.6156144021070893	0.730420255226679	0.7496457533738864	0.6904585582532241	0.7255122395644334	0.809377970404641	0.7964714851723742	0.766827155126553	0.716260959449947	0.7440701122949475	0.7328494252784474	0.7051840144756693	0.8027566764303213	0.7867593849813523	0.5861441126712134	0.7640418007495725	0.3877712866815247	0.5044140785465706	0.7865804120464287	0.6032011493726436	0.7986329004396111	0.8346054034324754	0.6937790698903404	0.8284037093902308
