	QinN_2014__HD-35__bin.38	NielsenHB_2014__MH0063__bin.7	ZeeviD_2015__PNP_Main_643__bin.11	CosteaPI_2017__SID713B014-11-0-0__bin.75	ZeeviD_2015__PNP_Main_393__bin.10	ZeeviD_2015__PNP_Main_256__bin.32	LoombaR_2017__SID0012_qdz__bin.20	LiuW_2016__SRR3993048__bin.89	ChengpingW_2017__AS78raw__bin.26	LiJ_2014__O2.UC24-1__bin.30	ZeeviD_2015__PNP_Main_313__bin.25	WenC_2017__N041__bin.34	CM_madagascar__A91_01_1FE__bin.7	LiJ_2014__MH0402__bin.26	ZeeviD_2015__PNP_Validation_66__bin.3	SchirmerM_2016__G88801__bin.13	BritoIL_2016__M1.3.ST__bin.37	ZeeviD_2015__PNP_Main_597__bin.40	LiJ_2017__H2M614904__bin.68	CosteaPI_2017__SID713B066-11-90-0__bin.49	CosteaPI_2017__SID713A056-11-90-0__bin.34	ZeeviD_2015__PNP_Main_46__bin.29	LiJ_2017__H3M516751__bin.20	CosteaPI_2017__SID713B066-11-0-0__bin.59	ChengpingW_2017__AS67raw__bin.51	CM_madagascar__A39_01_1FE__bin.25	LiuW_2016__SRR3992978__bin.28	ZeeviD_2015__PNP_Main_650__bin.39	Bengtsson-PalmeJ_2015__TRAVELRES11__bin.68	LeChatelierE_2013__MH0063__bin.4	XieH_2016__YSZC12003_37100__bin.78	XieH_2016__YSZC12003_37652__bin.105	CosteaPI_2017__SID713A055-11-90-0__bin.41	LiuW_2016__SRR3993017__bin.46	BackhedF_2015__SID335_M__bin.68	CM_madagascar__A08_01_1FE__bin.70	LeChatelierE_2013__MH0430__bin.16	ZeeviD_2015__PNP_Main_634__bin.3	ZeeviD_2015__PNP_Main_107__bin.49	ZeeviD_2015__PNP_Main_438__bin.46	XieH_2016__YSZC12003_35989__bin.106	NielsenHB_2014__O2_UC24_2__bin.22	BritoIL_2016__M2.49.ST__bin.75	CosteaPI_2017__SID713B014-11-90-0__bin.30	BritoIL_2016__M1.15.ST__bin.73	LiuW_2016__SRR3992961__bin.139	CosteaPI_2017__SID713A014-11-0-0__bin.30	LiJ_2017__H1M513729__bin.50	LiJ_2014__MH0357__bin.7
QinN_2014__HD-35__bin.38	1.0	0.7354380326753861	0.5905476179024317	0.9864269180039793	0.9397652146756746	0.947130962356985	0.9194333665050534	0.8865351043283336	0.962855577015182	0.9211858901187341	0.9410509857691289	0.9311048892495852	0.892044680884215	0.8986273140323151	0.9367817921806421	0.6287007411813241	0.6369552832117452	0.94950943564946	0.9618224890712844	0.9464731732464772	0.9547487157531347	0.9467556635235954	0.9410123719902422	0.8733020945604024	0.975095467487537	0.5042051760077011	0.8581153630677495	0.7064634723813252	0.9144555762022603	0.8868941447285079	0.9201426406540768	0.8189725076668675	0.9015843165733726	0.9444862572206073	0.7852504848738989	0.9489586812242872	0.861343339495731	0.9326650214035499	0.9141995058791172	0.9565981125313906	0.9418009060011909	0.923964727329139	0.9680670822954469	0.9787881641315931	0.9526927013860993	0.655674836755169	0.7849110900805266	0.4685287540552936	0.9462658782229804
NielsenHB_2014__MH0063__bin.7	0.8410184980036286	1.0	0.5748325511565319	0.9181673667265242	0.9211313235856906	0.9068538209943587	0.8922393290580877	0.8548637246076591	0.9071729925118643	0.9057599613275676	0.9073906798818135	0.8902018992254669	0.8772816502716831	0.9096186829991586	0.9081351551932769	0.6508805880192928	0.6273215467113713	0.9195896941686124	0.905991593084204	0.913530083464901	0.9155822323723586	0.9203062807067015	0.9104731640278206	0.8544004610943864	0.9149926946907523	0.47980000650738047	0.8273522243620831	0.6678168203389725	0.9305042755038959	0.915051570990098	0.8993238521833036	0.804578716837537	0.8807716203842143	0.9098836263462143	0.7792905715804104	0.9192589023288675	0.8541347430591816	0.908029797604974	0.9174848664670038	0.9195943422975081	0.8871697698091634	0.9049473134589671	0.9270662094973668	0.9161004987442305	0.9107133173540992	0.6316365597028916	0.7617005024627337	0.4241727492597855	0.9185167510818519
ZeeviD_2015__PNP_Main_643__bin.11	0.8425263971778578	0.7171507961437166	1.0	0.9273626984318747	0.9294686737381305	0.9195612148742359	0.9030275207190663	0.8550878295116824	0.9220354217507913	0.8982956000676541	0.90920047357866	0.8980220842293474	0.8759417208302124	0.8860734046922947	0.9178737284654602	0.6398424626090319	0.6531867494623916	0.9398265155725227	0.9131118467151521	0.9252625220479861	0.9408703215985696	0.9306477879527387	0.9096837171092372	0.8748795515500036	0.9186836446227077	0.514693986034262	0.8429999758378235	0.7597032884722256	0.9018580713750693	0.8739652547901514	0.898926716118588	0.8167095948002997	0.8838852779858409	0.9128789233334138	0.7835049653272766	0.9282335032739749	0.8520404958078623	0.9291903254645179	0.8959373716384372	0.9396438495179646	0.8988030057747601	0.9102230168893614	0.9295923840819581	0.9274110227849325	0.9191021335201875	0.6393079952642133	0.7725508009761519	0.48671611858796243	0.935798197501631
CosteaPI_2017__SID713B014-11-0-0__bin.75	0.7973528551731086	0.6490049797557105	0.5254200813276136	1.0	0.8594344302960145	0.8696053102791927	0.837889621803598	0.7871655475814727	0.8936202834967151	0.8456949261688517	0.8514265187597813	0.8743956009054897	0.7976841452770078	0.8145355860330283	0.8623831860141913	0.560424029429513	0.569328340800594	0.8774735871435346	0.9002871545958425	0.8693714906521431	0.8929401805065618	0.869607500626987	0.8772693372117091	0.8059642075266921	0.9297002399526009	0.44678111964008205	0.7695967679227946	0.6404680992271359	0.8275385857143327	0.8038319039488685	0.8226825846542043	0.7301737931457447	0.8377017994802305	0.8734400616801938	0.7082779814192797	0.8932167119156015	0.7642660089782356	0.8618383370003407	0.8248170785798223	0.878944405687457	0.861872834978102	0.8507349164437075	0.8879494730570794	0.9767669809450693	0.8740265273021377	0.5652077490124269	0.7113866325264457	0.4235004605206238	0.8616839174808371
ZeeviD_2015__PNP_Main_393__bin.10	0.8317979423922598	0.7129524476514035	0.576639832302211	0.9410779235886176	1.0	0.9373825521867029	0.9100675036366099	0.8569556087739137	0.9291229803772961	0.9186562591065152	0.912325019996858	0.8927077124913507	0.8790259041757756	0.8926333613549176	0.9371768873496338	0.6178675374543849	0.6176462828629026	0.9635547518171058	0.9233529724265213	0.950310655836984	0.9536240782557702	0.9470865747031051	0.9224073938607547	0.8809146628835529	0.9334821155536581	0.49491054478996405	0.8450960029068896	0.6874230255875838	0.9091507061559143	0.8754156768171957	0.9036984893527974	0.7998869143199089	0.9244274662691678	0.9326822412310628	0.7685395158301964	0.9502986637182044	0.8438044517143334	0.9475128945257176	0.9067480851584339	0.9628706014407331	0.8940016621076629	0.9320406628763576	0.9500522256772849	0.9406012368671308	0.9445868175435104	0.6230541288265352	0.7636209483127689	0.454980386889736	0.9440711564359903
ZeeviD_2015__PNP_Main_256__bin.32	0.836444717785744	0.7003337130331152	0.5692188315138056	0.9500878255167826	0.9352885080191636	1.0	0.9076557766216611	0.8498740050828719	0.9288607331396546	0.9073608312553545	0.9210623297931914	0.8919470941001354	0.8702868568037256	0.8778561240948228	0.9448320546384795	0.6066218525201377	0.6228241048737179	0.9566741410090123	0.91537221746268	0.9467979582362147	0.9606095378032612	0.9420686618454367	0.9217700790190344	0.8707277791870276	0.9462140501682326	0.489798958537741	0.8353851878796001	0.6720668191847303	0.8930341442635819	0.8587612533921709	0.8997532749106191	0.7896602803715952	0.9003700876340716	0.9301984569511383	0.7659509804390797	0.9497755304230462	0.8297686623240499	0.9302415321364813	0.888982085509029	0.9599538377597074	0.9051286990815414	0.9227560221502176	0.9880801389892647	0.9495075070475789	0.9838539846939508	0.6116604526723366	0.7595567084815039	0.45297266640183403	0.942956489276672
LoombaR_2017__SID0012_qdz__bin.20	0.8139044539540595	0.6906771123179367	0.5603063652587745	0.9176019698336244	0.9101821112624974	0.9098025129051448	1.0	0.8550228118823281	0.8986430408167181	0.9071093435167239	0.8886289602962906	0.8759978699314924	0.8587822148874519	0.8767714590009786	0.9016090652645314	0.6063115273166895	0.6064356613766767	0.9249300771430216	0.8960230325651014	0.9081593857342979	0.9243885647943813	0.9158239143367043	0.8978826447391146	0.8421656416111762	0.9111907754600757	0.48585591333883443	0.8631179117652703	0.6680133513077854	0.8843142522691946	0.8499992803822609	0.8848935445491355	0.7887909942238683	0.8743355529542707	0.9520608652683694	0.7497205484446663	0.9130228022874248	0.832709864519967	0.9066889668208248	0.882851029533112	0.9223184644316939	0.8648186083552417	0.9243381915526473	0.9192654861737446	0.915971435973211	0.9130827704323463	0.6217755128475754	0.7516077459653432	0.4494660436376197	0.914669527546967
LiuW_2016__SRR3993048__bin.89	0.8518972748583008	0.7183377957097392	0.5759349345811062	0.9357756300218009	0.9303602384360656	0.9247378394546982	0.9281449989161404	1.0	0.9201992999504615	0.9173415563440931	0.9139929838814147	0.8959058754297194	0.8819406878243848	0.8921146456430477	0.9231833310874984	0.6294287702523863	0.6320228723643174	0.9381497054050412	0.9145254746035124	0.9304175235015235	0.9346995821445055	0.9313776993145972	0.9195600506972829	0.8642858212302358	0.9322545513960956	0.5003817919419442	0.8756263112909515	0.6849477631809355	0.9010289829882885	0.8706281893297453	0.9108143137151513	0.8205369563533369	0.8982858095128361	0.9549999772161671	0.7842468673857245	0.9278982825546797	0.8681512612153417	0.9237731068750541	0.897177213302894	0.9387570572922261	0.9027891968178147	0.9306987410955899	0.936806761200044	0.935794508054736	0.9258230008651347	0.6635446305992083	0.7815739983087886	0.4685078607478175	0.9349619217056367
ChengpingW_2017__AS78raw__bin.26	0.8116255683930359	0.6686906017499911	0.5447704985527142	0.9318842011433245	0.8848492669921181	0.886580071253631	0.8557139667509703	0.8072074778053333	1.0	0.8614323019125644	0.862049018706505	0.8801159655986236	0.8207758183060959	0.8367590618823909	0.8771734270438308	0.5784991968405827	0.5882210518561748	0.8957908507779483	0.8983713537333351	0.8843284839216792	0.8971059422376199	0.8923149664032105	0.8756173592072678	0.8266186388946151	0.927070954980245	0.4620899047458071	0.7923046306865713	0.6592200017245229	0.8484778230354002	0.8228937836660273	0.847142174349264	0.7545769808172526	0.8509041467923018	0.8822573433553619	0.7254085606001339	0.9024890804010258	0.7866565327153984	0.8794992488046829	0.8536359737758314	0.8964846571711315	0.8621740751674986	0.8643771246036309	0.9184723239773208	0.9363325565366556	0.8927381026479422	0.5837390054528043	0.7328182986725171	0.4356144811955626	0.8866851415222284
LiJ_2014__O2.UC24-1__bin.30	0.775868905961595	0.6671058149586194	0.5303123582491506	0.8811891808619592	0.874169464834378	0.865354166726101	0.863073030037629	0.8040459080184978	0.8607314129867313	1.0	0.842890847210058	0.8382275830392523	0.8151680184408049	0.831906244026851	0.8598053787582697	0.5767030785075045	0.5683396714090498	0.880692214865046	0.8571060146579295	0.8629931503136705	0.8849224168181054	0.8718267066445666	0.8544962299623138	0.798603816539097	0.8704818744347796	0.45773991732448566	0.7985872700248483	0.634985607385451	0.8395199228590093	0.8070978840431693	0.8404716327130293	0.7519369406636294	0.8375138006487375	0.8969711320383308	0.7135838323438709	0.8881221703321001	0.7962091365287124	0.8639248902367007	0.8431150810065986	0.8782319193671244	0.8298225243704479	0.919106944686144	0.878404231343092	0.8768819520322259	0.8689162318451931	0.5775754792070226	0.7110716150253761	0.41886245567388525	0.8721644837630197
