	CosteaPI_2017__SID713B002-11-90-0__bin.35	CosteaPI_2017__SID713B032-11-0-0__bin.73	BritoIL_2016__M1.61.ST__bin.56	WenC_2017__RA100__bin.3	LiuW_2016__SRR3992982__bin.15	LiuW_2016__SRR3992980__bin.22	LiuW_2016__SRR3993050__bin.72	BritoIL_2016__M2.49.ST__bin.20	QinJ_2012__T2D-024__bin.60	LiuW_2016__SRR3992958__bin.80	QinJ_2012__T2D-104__bin.64	CosteaPI_2017__SID713B040-11-90-0__bin.40	ZeeviD_2015__PNP_Main_283__bin.38	LiJ_2017__H1M513729__bin.16	ZeeviD_2015__PNP_Main_714__bin.12	BritoIL_2016__W1.41.ST__bin.92	CosteaPI_2017__SID713A073-11-0-0__bin.43	LiuW_2016__SRR3993013__bin.71	CosteaPI_2017__SID713B007-11-0-0__bin.10	CosteaPI_2017__SID713B053-11-90-0__bin.13	WenC_2017__RA005__bin.45	LiuW_2016__SRR3993048__bin.19	LiJ_2017__H2M513938__bin.1	BritoIL_2016__W2.7.ST__bin.3	CosteaPI_2017__SID713A062-11-0-0__bin.1	ZeeviD_2015__PNP_Main_386__bin.25	CosteaPI_2017__SID713B032-11-90-0__bin.89	ZeeviD_2015__PNP_Main_213__bin.4	BritoIL_2016__W1.31.ST__bin.42	CosteaPI_2017__SID713B072-11-90-0__bin.97	BritoIL_2016__WL.15.ST__bin.20
CosteaPI_2017__SID713B002-11-90-0__bin.35	1.0	0.8928839287600616	0.7131617124064253	0.7613072979387179	0.7870407538081254	0.8237531602335227	0.8430798808442312	0.7704948626398778	0.9293841858041254	0.8270727258642666	0.914447460897612	0.7638143578475904	0.8657252867977943	0.8501230642469313	0.8792438679145628	0.869036929837534	0.9032766075817436	0.839443411573321	0.7372983260445496	0.9264422636779132	0.8427647377798435	0.8614955034894612	0.8388518581116768	0.9071058599004218	0.9292477411812758	0.9410990570356129	0.9328445974971654	0.8540544299607743	0.8016764202564807	0.899398939429151	0.8772605792998542
CosteaPI_2017__SID713B032-11-0-0__bin.73	0.8553982462088054	1.0	0.6630951597859288	0.7078507371556468	0.7425301954672645	0.7681430019548413	0.8093447823952963	0.7443037206078056	0.9053065761266481	0.7945620329000298	0.8996444516408691	0.7409143732279506	0.8144089851860472	0.803576398200669	0.8511925543990676	0.8337549988446364	0.8400943181415683	0.7960058156107319	0.7203025197044293	0.8920620624166157	0.8088531204091167	0.8022422485229056	0.791208948754147	0.8977537034881858	0.9157605074828762	0.9109315940474323	0.9956973251226625	0.8185278139004565	0.77065022508505	0.8888253579518526	0.8461983480831929
BritoIL_2016__M1.61.ST__bin.56	0.8093010896623926	0.7854609787381973	1.0	0.6966167321316545	0.7025245643548136	0.7387757181502512	0.7705355608744471	0.7243647631872325	0.8333080264204171	0.7659753217640783	0.8038677620564131	0.6813676521711333	0.7951188958727089	0.76119830896544	0.7844720112202861	0.8055170402100208	0.7951978134827241	0.7446755587166998	0.6590509508073571	0.8217900511865612	0.7525473405764382	0.7923697659643333	0.7355820523373598	0.8109383803309346	0.8137184779090629	0.8606384934128769	0.8212256404313897	0.7846268495690499	0.7393581101330211	0.8037059310080277	0.8019287863470537
WenC_2017__RA100__bin.3	0.8979285655698133	0.8714653703632563	0.7240250470072647	1.0	0.8043116900915642	0.8348874369386252	0.853621817600392	0.7703512125330556	0.9040885678124568	0.8143381761285118	0.902975552069306	0.7735428267069789	0.8741845758029132	0.8560108560565396	0.8747587341107139	0.8324589445662094	0.8803840319618252	0.8500429320904658	0.7224635025317993	0.8878989647500023	0.8153670927343537	0.8286526799072625	0.8274347998077141	0.8901571823258914	0.8940527374269195	0.9118433388811077	0.9035580164647423	0.8027719490961419	0.8034302065412516	0.8839691470374781	0.8521038800850128
LiuW_2016__SRR3992982__bin.15	0.8851698468502273	0.8717062502413231	0.6962557558632829	0.7669586963904017	1.0	0.8462641217277838	0.8602049191283264	0.7666953449161781	0.9050281320757145	0.8371656253062946	0.8974978639819337	0.7894782175659394	0.8345984434541813	0.8480828309689453	0.865774901812472	0.8327203316248489	0.9032569449050895	0.8405387022712579	0.7267946264418741	0.8859747519199412	0.8332569350046581	0.8494372099792388	0.8201329231914635	0.910989181798651	0.8992571706349245	0.895088098988473	0.9123128694717229	0.8272731142895896	0.816577678289443	0.8920823280270321	0.8486857672388786
LiuW_2016__SRR3992980__bin.22	0.8892927772408438	0.8655983107013308	0.7028103977017327	0.7641767187350027	0.8123145083348302	1.0	0.8708840213215037	0.7499180344226914	0.8981944765179313	0.8444184055248125	0.8948863933340365	0.793344110024889	0.8395109244671762	0.8490303353413712	0.8686393524101681	0.8345758839690536	0.880105029978019	0.8318256418736237	0.7294299662349338	0.8930418114725198	0.8094473761987169	0.8680197401619925	0.8209520171134622	0.8676462622271259	0.9085691803727367	0.8772616559802561	0.9021468804138858	0.8392486346197889	0.7875993921717884	0.8760214811583708	0.8531975128080125
LiuW_2016__SRR3993050__bin.72	0.8869473896724136	0.8887699375906991	0.7143313573629362	0.7613999538806472	0.8046400884602526	0.8486757355712641	1.0	0.7703700753931026	0.9193874460899031	0.8481969463061454	0.9082641620215465	0.7933102860048138	0.8611557435726941	0.8609862688424875	0.8803286142801444	0.8675115090011455	0.895521144056299	0.8416003971080017	0.749406143875711	0.9089818828735136	0.8224015958407382	0.8550361314568251	0.833124808414837	0.8989291604888652	0.9233381520956986	0.9077770379336307	0.9279593482909445	0.8631060921072006	0.8077980602089077	0.89648057476938	0.871367753681908
BritoIL_2016__M2.49.ST__bin.20	0.8401041976607356	0.8471108568664301	0.6959829766975791	0.7121482033198128	0.7432875244993118	0.7574073825232804	0.7984241735501494	1.0	0.8987624128246819	0.8092537811964303	0.8687518356487304	0.7318359558714844	0.840124353803656	0.7916709058554555	0.8461222460469965	0.8559546045268778	0.8476627512559197	0.7893385521746558	0.7047230641944358	0.8771962997160863	0.8212140524789177	0.8373197704887192	0.8081375148051668	0.8795987199889429	0.8824781689775844	0.9033791293698039	0.8903736181044395	0.8489249097292743	0.7719821934874542	0.8617528549736723	0.8834994135522226
QinJ_2012__T2D-024__bin.60	0.8117091150083918	0.8253296931833296	0.6413404075871141	0.6694749434718328	0.7028098400912138	0.7266543090185972	0.7632636492170627	0.719923978168326	1.0	0.7818162667345286	0.8488635551123682	0.7028651957938892	0.8308183648694258	0.7532934721018791	0.8169048627678313	0.8518143215966429	0.8043583389906348	0.764408435901556	0.7003964852204118	0.8450678453330914	0.7859033627820546	0.7869059160638404	0.7580625196531966	0.8429504897057614	0.8783381602993513	0.8781244257806884	0.8719407324943357	0.7833347044120802	0.7405347514644275	0.8391517046096691	0.8322184028495885
LiuW_2016__SRR3992958__bin.80	0.8239184594783491	0.8262186486322951	0.672408516399919	0.6878021574248404	0.7415194226989997	0.7792028875573184	0.8031711566978649	0.7393700656207222	0.8917437854115567	1.0	0.8382492605282104	0.7361946996556292	0.8139012804064749	0.7736413932323752	0.8401013381085132	0.8685796616976852	0.8550889602320709	0.8150255055286094	0.7226750594778228	0.8528606793932691	0.7920253678504938	0.8649772304950887	0.7825071623312676	0.8402320007787145	0.8710771602529419	0.867375635884354	0.8658883614638078	0.8384553392362459	0.7483419433309861	0.8480191451504417	0.8375722700490468
