	CosteaPI_2017__SID713B002-11-90-0__bin.35	CosteaPI_2017__SID713B032-11-0-0__bin.73	BritoIL_2016__M1.61.ST__bin.56	WenC_2017__RA100__bin.3	LiuW_2016__SRR3992982__bin.15	LiuW_2016__SRR3992980__bin.22	LiuW_2016__SRR3993050__bin.72	BritoIL_2016__M2.49.ST__bin.20	QinJ_2012__T2D-024__bin.60	LiuW_2016__SRR3992958__bin.80	QinJ_2012__T2D-104__bin.64	CosteaPI_2017__SID713B040-11-90-0__bin.40	ZeeviD_2015__PNP_Main_283__bin.38	LiJ_2017__H1M513729__bin.16	ZeeviD_2015__PNP_Main_714__bin.12	BritoIL_2016__W1.41.ST__bin.92	CosteaPI_2017__SID713A073-11-0-0__bin.43	LiuW_2016__SRR3993013__bin.71	CosteaPI_2017__SID713B007-11-0-0__bin.10	CosteaPI_2017__SID713B053-11-90-0__bin.13	WenC_2017__RA005__bin.45	LiuW_2016__SRR3993048__bin.19	LiJ_2017__H2M513938__bin.1	BritoIL_2016__W2.7.ST__bin.3	CosteaPI_2017__SID713A062-11-0-0__bin.1	ZeeviD_2015__PNP_Main_386__bin.25	CosteaPI_2017__SID713B032-11-90-0__bin.89	ZeeviD_2015__PNP_Main_213__bin.4	BritoIL_2016__W1.31.ST__bin.42	CosteaPI_2017__SID713B072-11-90-0__bin.97	BritoIL_2016__WL.15.ST__bin.20
CosteaPI_2017__SID713B002-11-90-0__bin.35	1.0	0.8983056218705765	0.7178298790836555	0.7672289945703843	0.7921754730667118	0.8300120071268108	0.8488765765956098	0.7759156754625033	0.9363402207057796	0.8324002281706209	0.9217943436221382	0.7689825280459721	0.8716742723540306	0.8561239867886393	0.8856840541130572	0.8750642610159226	0.9090363312417693	0.8450728526257227	0.7428194916865611	0.9330224156508145	0.8490737610828245	0.8671592757695477	0.8445710885287925	0.9135759758871541	0.935298840132677	0.947638715765604	0.9385779125205107	0.8596398566187086	0.8076324481158318	0.9051956351805295	0.8837456601807056
CosteaPI_2017__SID713B032-11-0-0__bin.73	0.8605923219770378	1.0	0.6671549553287557	0.7128297635131147	0.7472191159529556	0.7737258533244952	0.8148896838689329	0.7493687667295792	0.9122362271394043	0.7994837127479604	0.9067048189621294	0.7459439994467748	0.8198147370409539	0.8089973300139824	0.8575107904204342	0.8394710965158622	0.8449721447763233	0.8014048208174577	0.7254114190393784	0.8981686223513081	0.8145666880872746	0.8072921146862724	0.7963288113923901	0.9038054469064088	0.9218223708733705	0.9178283551503069	0.9957951515212848	0.8237750195231132	0.7757810510265869	0.8946316920424972	0.8523605678653774
BritoIL_2016__M1.61.ST__bin.56	0.8145985591042951	0.7902699581636771	1.0	0.7013917470161152	0.7073175604668726	0.7443439049632185	0.7753954871114557	0.7289919324225509	0.8389980859982179	0.7716933521403655	0.8093210688041684	0.6860667463168452	0.8001036917458174	0.7660692237304254	0.790484733937769	0.8105358006241484	0.8008549074765945	0.7495864317652371	0.6642155589564495	0.8269266885371672	0.7576659966994458	0.7977241759602974	0.7407096990741666	0.8158472554652942	0.8189270401700625	0.8657291787373982	0.8264491870487212	0.7896615932965984	0.743703573469298	0.8090353670767718	0.8071043830241228
WenC_2017__RA100__bin.3	0.9049129470102757	0.8775952630382216	0.7289879343694485	1.0	0.8102619636214127	0.8413090809417857	0.8593312145888123	0.7754604946898144	0.9097252865340669	0.8201534757342841	0.9083755472933056	0.7797069819934402	0.8797953380006625	0.8608730321061435	0.8822425190702581	0.8374934719342491	0.886784910745897	0.8562496560760589	0.728440770846463	0.8939125721980711	0.820186700084826	0.8344160664653133	0.8332604820230307	0.8961863636882766	0.9003850909879988	0.9180448715619286	0.9099381300297255	0.8082030921487745	0.809199822665029	0.8899007318701467	0.8589948180395764
LiuW_2016__SRR3992982__bin.15	0.890944768463562	0.8772108900784807	0.701005982830672	0.7726326336038462	1.0	0.8517628213061244	0.8655798633146446	0.7725861015764457	0.9118247782055864	0.842298998967385	0.9046588459859196	0.794541298164361	0.8405783039967052	0.8542012975505343	0.8723378977622055	0.8386704908732874	0.9089902847067046	0.8458651343439033	0.7319794823460458	0.8924308232109673	0.839639743103607	0.8544497983777153	0.8259286357106579	0.917456143564175	0.9052390112637207	0.901626343859802	0.9181273928105047	0.8331410999577251	0.8224238830085827	0.8979681344716189	0.8552071813768926
LiuW_2016__SRR3992980__bin.22	0.8960495917876669	0.8718894657364881	0.7081075122283138	0.7700544821628649	0.817592616350731	1.0	0.8771447659395726	0.755983011980754	0.9050529758968935	0.850405456389086	0.902250465897093	0.7992465819166356	0.8458581487088402	0.8562204983317036	0.8758314160515684	0.840799565891296	0.8866546735584274	0.8371968817918578	0.7352716172925036	0.9003346096205255	0.8162773658116588	0.8702159424710935	0.8274978593917346	0.8744211329590952	0.9150304436784821	0.8841049501506741	0.9088181656626477	0.8454808694718375	0.7933213022120728	0.8825217078110107	0.8595656442114247
LiuW_2016__SRR3993050__bin.72	0.893045701685579	0.8948589886896454	0.7188367921304455	0.7664925306096367	0.8096678387897096	0.8547768258586951	1.0	0.7762479776478575	0.9258673077688884	0.8536164333070632	0.9150366685898499	0.7988566475305309	0.867091989587028	0.8672522034030156	0.8873094914183738	0.8737320650820007	0.9014416465164609	0.8467837307963367	0.7547645088427839	0.9158784856923505	0.8279738879262684	0.8601296342772365	0.8386091218152874	0.9050876684444535	0.9297263307239164	0.9140976118880504	0.9345095929179936	0.8687941456204673	0.8130258462854936	0.9024140425094485	0.8777272234760471
BritoIL_2016__M2.49.ST__bin.20	0.8460147466180872	0.8528755137416903	0.7004288459360417	0.7168714594775144	0.7489984316601175	0.7635329303384505	0.8045161277937853	1.0	0.9051010398650114	0.8150069202757361	0.8748274730147639	0.7375171087260742	0.845463812044927	0.7972570368934201	0.8527814517413947	0.8611145771145233	0.8541021590108517	0.7949266028452795	0.7108534110912536	0.8833583205517792	0.8271284407015873	0.843539380304185	0.8137438019860519	0.8850140037202481	0.8888724653650277	0.9090420457141322	0.8965327594911437	0.8550859707486376	0.7766219456244853	0.8678400101356605	0.887646779912196
QinJ_2012__T2D-024__bin.60	0.8177844033770054	0.8316471627511477	0.645719658732093	0.6736489172193908	0.7080878525754625	0.7322029493825917	0.7686431471562161	0.7250013262303766	1.0	0.7877893008190338	0.8545259821985286	0.7084707295189666	0.836164034323611	0.757877231815075	0.823763588095141	0.8572053519738536	0.8103421366839935	0.7701508212249141	0.7069176945272431	0.8507233529564174	0.7905394028811106	0.7927790023518485	0.7639171540403128	0.8488766252088332	0.8850154419345588	0.8841581973722955	0.8790254936075695	0.7889740666221259	0.7455144582175925	0.8454645612022643	0.8376463370285827
LiuW_2016__SRR3992958__bin.80	0.8292256439082696	0.8313364160369574	0.6774280675692622	0.6927138461214671	0.7460663082358698	0.7847275507940169	0.8083029549932871	0.7446263880716382	0.8985566598061457	1.0	0.8445447458260292	0.7409660794446573	0.8193733278028239	0.7791625487463838	0.8463635000407773	0.8744875436382626	0.8579819545206214	0.820223950555141	0.7257934249492037	0.8588115309367987	0.7977201556376557	0.8705238169985995	0.7876529915174496	0.8459767736142084	0.8764483606219543	0.8732879024782938	0.8715349180639826	0.844141357716683	0.7533071247986348	0.8529545109752258	0.8435204908005588
