	CosteaPI_2017__SID713B002-11-90-0__bin.35	CosteaPI_2017__SID713B032-11-0-0__bin.73	BritoIL_2016__M1.61.ST__bin.56	WenC_2017__RA100__bin.3	LiuW_2016__SRR3992982__bin.15	LiuW_2016__SRR3992980__bin.22	LiuW_2016__SRR3993050__bin.72	BritoIL_2016__M2.49.ST__bin.20	QinJ_2012__T2D-024__bin.60	LiuW_2016__SRR3992958__bin.80	QinJ_2012__T2D-104__bin.64	CosteaPI_2017__SID713B040-11-90-0__bin.40	ZeeviD_2015__PNP_Main_283__bin.38	LiJ_2017__H1M513729__bin.16	ZeeviD_2015__PNP_Main_714__bin.12	BritoIL_2016__W1.41.ST__bin.92	CosteaPI_2017__SID713A073-11-0-0__bin.43	LiuW_2016__SRR3993013__bin.71	CosteaPI_2017__SID713B007-11-0-0__bin.10	CosteaPI_2017__SID713B053-11-90-0__bin.13	WenC_2017__RA005__bin.45	LiuW_2016__SRR3993048__bin.19	LiJ_2017__H2M513938__bin.1	BritoIL_2016__W2.7.ST__bin.3	CosteaPI_2017__SID713A062-11-0-0__bin.1	ZeeviD_2015__PNP_Main_386__bin.25	CosteaPI_2017__SID713B032-11-90-0__bin.89	ZeeviD_2015__PNP_Main_213__bin.4	BritoIL_2016__W1.31.ST__bin.42	CosteaPI_2017__SID713B072-11-90-0__bin.97	BritoIL_2016__WL.15.ST__bin.20
CosteaPI_2017__SID713B002-11-90-0__bin.35	1.0	0.9939645339197309	0.993496834259408	0.9922817090157258	0.9935182046993849	0.9924593296969838	0.9931713326634292	0.9930136572902792	0.992571039086187	0.9935998307952623	0.9920298027696102	0.993279209852122	0.9931752195230329	0.9929905917433551	0.9927285738423464	0.9931121273637766	0.9936639235836066	0.9933385139104747	0.9925672849140296	0.9929474877960875	0.9925695227056185	0.993468590559606	0.9932282427201264	0.9929178129049975	0.993530304228173	0.9930989958291144	0.9938914873801487	0.9935025969131959	0.9926253237184238	0.9935961956442461	0.9926618243539377
CosteaPI_2017__SID713B032-11-0-0__bin.73	0.9939645339197309	1.0	0.9939147637135869	0.9930151256129807	0.9937248386911097	0.9927844580277809	0.9931955188740266	0.9932409164263962	0.9924036660608335	0.993843927312773	0.9922131578286504	0.9932573675469548	0.9934061299331869	0.9932991969043707	0.992631887444508	0.9931908344492744	0.9942272338030194	0.9932630737094661	0.9929572388842257	0.9932010985657613	0.9929857582421223	0.9937446853852534	0.9935706675873112	0.9933041525264787	0.9934240439568081	0.9924857833557069	0.9999017605192465	0.9936302928611573	0.9933862448241713	0.9935098050490606	0.9927704072495788
BritoIL_2016__M1.61.ST__bin.56	0.993496834259408	0.9939147637135869	1.0	0.9931920857284469	0.9932236998203532	0.9925193357857315	0.9937323258675221	0.9936526468544836	0.9932180303235961	0.9925902816702675	0.9932618747269079	0.9931506749584658	0.9937698126823641	0.9936416780440988	0.992393625759816	0.9938080953237809	0.9929361811471004	0.9934485566434648	0.9922244998939704	0.9937882796361396	0.9932441786416369	0.9932878930370657	0.9930773868045525	0.9939830953631632	0.9936397725248908	0.9941197715757419	0.9936795308178776	0.9936241755072196	0.9941569954867827	0.993412604336445	0.9935874506619865
WenC_2017__RA100__bin.3	0.9922817090157258	0.9930151256129807	0.9931920857284469	1.0	0.9926563583174334	0.9923670810780125	0.9933559995360436	0.9934112927844216	0.9938039331158033	0.9929094983099769	0.9940553274027576	0.992094266912037	0.9936226506831695	0.9943520404655858	0.9915173154798401	0.9939885771808918	0.9927819263651116	0.9927512683461542	0.9917944346968416	0.9932727118567292	0.9941237679787129	0.9930929103720819	0.9930085701398286	0.9932724022517236	0.9929670608448983	0.9932448479666687	0.9929884094814504	0.9932799773900979	0.9928699735687341	0.9933345544955298	0.991977905093432
LiuW_2016__SRR3992982__bin.15	0.9935182046993849	0.9937248386911097	0.9932236998203532	0.9926563583174334	1.0	0.9935443301341697	0.9937903544038843	0.9923752748745445	0.9925461050277146	0.9939055208810842	0.992084328765744	0.9936276684294209	0.9928860160747769	0.9928372075772608	0.9924765438179752	0.9929052478736402	0.9936926280752658	0.9937029771574911	0.9929166649759719	0.9927657459568718	0.9923981586729617	0.9941335483863493	0.992982792618387	0.99295120337807	0.9933919765339703	0.9927483874934939	0.9936669754281234	0.9929567924707672	0.9928914944714967	0.9934454172496331	0.9923744628435949
LiuW_2016__SRR3992980__bin.22	0.9924593296969838	0.9927844580277809	0.9925193357857315	0.9923670810780125	0.9935443301341697	1.0	0.992862358801899	0.9919773626365338	0.9924219912407165	0.9929597689910231	0.9918381061119935	0.9926149551023514	0.9924961126740308	0.9916024400205998	0.9917883013676038	0.9925979006475283	0.9926130840159871	0.9935842571382517	0.9920551114442844	0.9918999024695059	0.991632758791308	0.9974762559476162	0.9920895961192165	0.9922521649161856	0.9929387449888872	0.9922596359524378	0.9926593839110844	0.9926287689324753	0.9927873989714766	0.9926344852538949	0.9925914542463428
LiuW_2016__SRR3993050__bin.72	0.9931713326634292	0.9931955188740266	0.9937323258675221	0.9933559995360436	0.9937903544038843	0.992862358801899	1.0	0.9924278034545537	0.9930013063161285	0.9936511449528663	0.9925986500860775	0.9930571254018323	0.9931538451679605	0.9927749568857351	0.992132534131839	0.9928804763731872	0.9934321844536015	0.9938787986827988	0.9929006134969325	0.9924699587045943	0.9932699664001646	0.9940782149371107	0.993460226871157	0.9931956779765072	0.9931289687974699	0.9930854496585276	0.992990714406049	0.9934529329623826	0.9935699632422876	0.9934248942718483	0.9927546171247215
BritoIL_2016__M2.49.ST__bin.20	0.9930136572902792	0.9932409164263962	0.9936526468544836	0.9934112927844216	0.9923752748745445	0.9919773626365338	0.9924278034545537	1.0	0.9929967741046073	0.9929409935840062	0.9930550450763781	0.992296920590218	0.9936845809776809	0.9929933123453744	0.9921911930884518	0.9940077978880163	0.9924606117816286	0.9929703564447052	0.9913760744463378	0.9930243246796567	0.9928494923743004	0.9926267700587696	0.9931105009129383	0.9938811321532298	0.9928062836496826	0.9937704571850914	0.9931300431339508	0.9927948051656499	0.9940257262067193	0.992985855582947	0.995327683878509
QinJ_2012__T2D-024__bin.60	0.992571039086187	0.9924036660608335	0.9932180303235961	0.9938039331158033	0.9925461050277146	0.9924219912407165	0.9930013063161285	0.9929967741046073	1.0	0.9924179801905215	0.9933736045431971	0.9920878400595555	0.9936069129563683	0.9939518440180369	0.99167391539705	0.9937109231005185	0.9926157144957993	0.9925438171782706	0.9907751505481944	0.9933521189894787	0.9941355989566618	0.9925917736587561	0.9923360349271496	0.9930188494687152	0.9924551806456489	0.9931756877790203	0.9919402097382208	0.9928522844430239	0.9933204424162735	0.9925332688296028	0.9935200168149139
LiuW_2016__SRR3992958__bin.80	0.9935998307952623	0.993843927312773	0.9925902816702675	0.9929094983099769	0.9939055208810842	0.9929597689910231	0.9936511449528663	0.9929409935840062	0.9924179801905215	1.0	0.9925457054478962	0.9935605961981362	0.9933216676566439	0.992913987558961	0.9926010964178366	0.99324417828069	0.996628140867873	0.9936621638236568	0.9957035082377618	0.9930708294786886	0.9928611709922137	0.993628449451694	0.993466882952773	0.9932093019398737	0.9938716293961679	0.9932298769086787	0.9935211355470208	0.9932641394377156	0.9934088218414555	0.9942137994919082	0.9929483387583545
