	NielsenHB_2014__O2_UC16_2__bin.27	QinN_2014__LV-11__bin.12	ZeeviD_2015__PNP_Main_232__bin.44	Obregon-TitoAJ_2015__SM25__bin.23	CosteaPI_2017__SID713B003-11-90-0__bin.22	SchirmerM_2016__G88842__bin.7	ZellerG_2014__CCIS87116798ST-4-0__bin.37	ZellerG_2014__CCIS74726977ST-3-0__bin.91	ZeeviD_2015__PNP_Main_151__bin.1	CM_madagascar__A81_03_1FE__bin.28	LeChatelierE_2013__MH0152__bin.35	BackhedF_2015__SID39_M__bin.33	CosteaPI_2017__SID713A066-11-90-0__bin.18	NielsenHB_2014__O2_UC16_0__bin.5	LiJ_2014__MH0394__bin.43	CM_madagascar__V53_02_1FE__bin.39	LeChatelierE_2013__MH0046__bin.14	KarlssonFH_2013__S587__bin.28	ZeeviD_2015__PNP_Main_342__bin.22	ZeeviD_2015__PNP_Main_311__bin.11	ZeeviD_2015__PNP_Main_500__bin.44	Obregon-TitoAJ_2015__SM41__bin.13	LiuW_2016__SRR3993044__bin.61	CosteaPI_2017__SID713A089-11-0-0__bin.31	ZeeviD_2015__PNP_Main_126__bin.9	LiJ_2014__MH0400__bin.70	ZellerG_2014__CCIS77252613ST-4-0__bin.9	ZeeviD_2015__PNP_Main_744__bin.10	LiJ_2014__O2.UC16-1__bin.11	Obregon-TitoAJ_2015__SM24__bin.26	Obregon-TitoAJ_2015__SM40__bin.38	ZellerG_2014__CCIS19142497ST-3-0__bin.15	BritoIL_2016__W2.15.ST__bin.7	CM_madagascar__V36_02_2FE__bin.25	QinN_2014__HV-21__bin.18	ZellerG_2014__CCMD34381688ST-21-0__bin.4	CosteaPI_2017__SID713A066-11-0-0__bin.30	LiJ_2014__MH0389__bin.49	ChengpingW_2017__AS38raw__bin.17	LiJ_2017__H2M513938__bin.67	XieH_2016__YSZC12003_37315__bin.53	LeChatelierE_2013__MH0288__bin.38	ZellerG_2014__CCIS48174381ST-4-0__bin.65	Obregon-TitoAJ_2015__SM23__bin.16
NielsenHB_2014__O2_UC16_2__bin.27	1.0	0.9655910498021878	0.9694072827146274	0.9644823314005256	0.9708122678279362	0.9657560996191806	0.973784690977417	0.9731865238099214	0.9661668341086391	0.9649772625442492	0.9660246035250039	0.9670012779522359	0.9732267429319146	0.9982301926287139	0.9654465155348961	0.9668256791254343	0.9659797714684306	0.9648157164264984	0.9652403519493058	0.9723703717455359	0.9695708986994341	0.9625894105522866	0.9684656962685506	0.9706829429721981	0.9748458153064274	0.9717090626654401	0.9723018617184904	0.9746216626767117	0.9989856963765559	0.9646479487476084	0.9611983314185408	0.9733942858800114	0.9649912858794342	0.9664074605001444	0.9659032008633069	0.9668860841033073	0.9723404854027435	0.9721491572076963	0.96430838809678	0.9679465216049319	0.9680813613841294	0.9618636506421931	0.9663660691374317	0.9639488428371268
QinN_2014__LV-11__bin.12	0.9655910498021878	1.0	0.9701555064141855	0.9657535951914726	0.9663317925508087	0.9646758233824619	0.9671001164569919	0.9679417864111028	0.9666903530622721	0.9713406317884481	0.9636658401678428	0.9655567621332706	0.9670019057983505	0.9661874654717328	0.9636894197201279	0.9723433609099652	0.9647435619043317	0.9635897818428029	0.9642093887623981	0.9701127532688418	0.9728857312116472	0.9662224514688924	0.9642697474840931	0.9662023096155586	0.9675679551265407	0.9680770666838995	0.9681400124387174	0.969405218162277	0.965631754134474	0.9661935439444258	0.961129535492187	0.9658438222704187	0.9691096187302604	0.9713724355436028	0.9748468943973082	0.9665800235526693	0.9660474407856966	0.9694572778465455	0.9693747309733639	0.9690431435865509	0.9700980022020205	0.9616693001342779	0.9642334426609603	0.9652817370828927
ZeeviD_2015__PNP_Main_232__bin.44	0.9694072827146274	0.9701555064141855	1.0	0.9689341305768718	0.9697848126135269	0.9662344342031968	0.9705764002527203	0.972061778970083	0.9715216174129092	0.9716011788950162	0.9660452497697688	0.9672649187118416	0.9720249127075492	0.9691185619756318	0.9655420128992318	0.9744228276611725	0.9673801727080779	0.9660015171534497	0.9666658522879968	0.9738779210770869	0.9812067713547814	0.9679039555459341	0.9659734688833386	0.9697127774706665	0.9689622865772657	0.9746674309365532	0.9741961424297253	0.9723781607436593	0.9691590896375702	0.9693389654934725	0.9629418408537234	0.9694432717156223	0.9735972416282609	0.9708311233642457	0.9720458032053867	0.9674111048955061	0.9714671137416702	0.9753563604802097	0.9690484386700216	0.9774717098440315	0.980638368384878	0.962929215059335	0.9673607400900013	0.9675347911514741
Obregon-TitoAJ_2015__SM25__bin.23	0.9644823314005256	0.9657535951914726	0.9689341305768718	1.0	0.9661440479608625	0.9640313728891491	0.967353163708194	0.9674267100977199	0.9655789129270723	0.9655961692259571	0.9624862611719298	0.9657278529205962	0.967268569817516	0.965027075590729	0.9633756873070577	0.9678066838009951	0.9644669991439732	0.9623910525907429	0.9634459501043592	0.9693345441633623	0.9710546538725411	0.967425740215812	0.9627789067366508	0.9660767844436021	0.9681192501854806	0.9683152157630708	0.9688508863524287	0.9700970714852268	0.9649177610171465	0.9986893792434529	0.9936367915192701	0.9663078077961453	0.9655405229946247	0.9664119945728674	0.9657878755195302	0.9670309443208844	0.964773522327869	0.9685074867768549	0.9647831431265961	0.9678006676035427	0.9697078419450668	0.9606254647548611	0.9634354258217668	0.9985395027397578
CosteaPI_2017__SID713B003-11-90-0__bin.22	0.9708122678279362	0.9663317925508087	0.9697848126135269	0.9661440479608625	1.0	0.9692155258027734	0.9748431636818478	0.9760501269701358	0.9648321766121754	0.9659783057570395	0.9688372667161979	0.9701003378208037	0.9904570243349878	0.970904381401908	0.9682846851240949	0.9678968558342427	0.9695251418182286	0.9677677100870944	0.9679183509838639	0.9741298878548866	0.97149746413194	0.9649368225820595	0.971784210415665	0.9904172964924322	0.9760539623044958	0.9711450470899338	0.9722522254822235	0.9774641907264395	0.9709422917247724	0.966287876143179	0.9628393835101952	0.9735020915450534	0.967000852778058	0.9671611609412212	0.9655323502174302	0.9708144625537587	0.9913131290254464	0.9710831568777398	0.9672136664347569	0.9692098765592998	0.9701733694781799	0.9677285091105402	0.968907672185501	0.9657335492444914
SchirmerM_2016__G88842__bin.7	0.9657560996191806	0.9646758233824619	0.9662344342031968	0.9640313728891491	0.9692155258027734	1.0	0.968967721643452	0.9704009124771964	0.9633225031235242	0.9649940239728972	0.9871234839781466	0.9865865317273708	0.9695524039998543	0.9666529387601831	0.9873548105617543	0.9658243087866667	0.9858422363478287	0.9863616300958389	0.9871333911786248	0.9685501796047679	0.968001353417076	0.9610312447124303	0.9662020554069659	0.9682282636141739	0.970877432493759	0.9679554021338213	0.967915554096008	0.972676735663337	0.9659066085321698	0.9646759632094265	0.959267802469028	0.9692042822663371	0.9640392813983398	0.9639960846566213	0.9635921731571842	0.9878929109807716	0.9683158760889499	0.9681978081661573	0.9636298363831649	0.9663925551673136	0.9664200881151978	0.9822723027622651	0.9870227125873525	0.9631751361785095
ZellerG_2014__CCIS87116798ST-4-0__bin.37	0.973784690977417	0.9671001164569919	0.9705764002527203	0.967353163708194	0.9748431636818478	0.968967721643452	1.0	0.9760204106474246	0.9677131777714478	0.9671329685794187	0.9686295707132588	0.9700057624004099	0.9764533864045114	0.9737682830984047	0.9676887924129142	0.9681798649943022	0.9685098039714317	0.9678645575015016	0.9679659281526257	0.9731997665939001	0.9720546938208354	0.9650906909272434	0.9693957394993472	0.9742176048518519	0.9764481385994521	0.973330427828746	0.9738617200674536	0.9753117901168805	0.9739009333149913	0.9672067817315063	0.9618939903767761	0.973891903890472	0.9671045825451509	0.9677967633375867	0.966948014541222	0.9689685813016545	0.9755347152044224	0.9727548311162205	0.9656980831691913	0.9688973837309544	0.9703127903314113	0.9648517003939265	0.9686113790030513	0.9657224804308462
ZellerG_2014__CCIS74726977ST-3-0__bin.91	0.9731865238099214	0.9679417864111028	0.972061778970083	0.9674267100977199	0.9760501269701358	0.9704009124771964	0.9760204106474246	1.0	0.96787097137547	0.9684243953597552	0.9698235655231247	0.9706637679190162	0.9779706743513392	0.9739702365451648	0.9689971017814433	0.9703222956811832	0.9702012475548588	0.9685547716308616	0.9692655524394537	0.9753282880431482	0.9731815454977065	0.9655415087347023	0.9711834856613913	0.9760341576096345	0.9773709913886564	0.9735496648711478	0.9749799178667977	0.9785863848617726	0.9734091806401697	0.9679568724154711	0.9637001824001965	0.9764332294374249	0.9680042569567877	0.9679292215137804	0.9680956570899839	0.9706025795457884	0.9778553211650634	0.9734712633890847	0.9672386022198746	0.9713287507913633	0.9718001337360788	0.9682160690937773	0.9697958384894262	0.9671979627248932
ZeeviD_2015__PNP_Main_151__bin.1	0.9661668341086391	0.9666903530622721	0.9715216174129092	0.9655789129270723	0.9648321766121754	0.9633225031235242	0.9677131777714478	0.96787097137547	1.0	0.9674015603065381	0.9644086527414573	0.9663221294583789	0.967107946563002	0.9666802394587055	0.9637367176493942	0.9693814714453581	0.9663186881573216	0.9624515811330142	0.963256796518083	0.9693243468720137	0.9712710646327108	0.9644395590062538	0.9653650620166592	0.9643555890494341	0.9679168789938173	0.970953834334271	0.9710622459124837	0.9707286683644661	0.96634962449652	0.9660328978908191	0.9605483298417132	0.9669779997333899	0.966131650135257	0.9679242810614721	0.9675089485017866	0.9657888529592337	0.9654200998146066	0.9711753602765272	0.9648276670824405	0.9697247106519322	0.9700914221390651	0.9584476498167475	0.9644148453125221	0.9643341645568817
CM_madagascar__A81_03_1FE__bin.28	0.9649772625442492	0.9713406317884481	0.9716011788950162	0.9655961692259571	0.9659783057570395	0.9649940239728972	0.9671329685794187	0.9684243953597552	0.9674015603065381	1.0	0.964750231506533	0.9671331777061052	0.9676843360094415	0.9662125137931165	0.9639318718472432	0.9755589127579608	0.965193536111798	0.9633652006968235	0.9641743010986942	0.9697796491257819	0.9737041369666207	0.9682225008196248	0.964844614296784	0.9672470383680717	0.9684534326358818	0.9698500264155037	0.9688551309006358	0.9702420624274766	0.9655460569965713	0.9667432032070018	0.9625137551541458	0.9672356165493945	0.969876354043669	0.974043950620548	0.9722300818989152	0.9663330747967869	0.9656323559874207	0.9697202925266866	0.9685660732135728	0.9712138320337416	0.9727168428765832	0.9635056953960304	0.9647930880614913	0.9666915959581941
