	NielsenHB_2014__O2_UC16_2__bin.27	QinN_2014__LV-11__bin.12	ZeeviD_2015__PNP_Main_232__bin.44	Obregon-TitoAJ_2015__SM25__bin.23	CosteaPI_2017__SID713B003-11-90-0__bin.22	SchirmerM_2016__G88842__bin.7	ZellerG_2014__CCIS87116798ST-4-0__bin.37	ZellerG_2014__CCIS74726977ST-3-0__bin.91	ZeeviD_2015__PNP_Main_151__bin.1	CM_madagascar__A81_03_1FE__bin.28	LeChatelierE_2013__MH0152__bin.35	BackhedF_2015__SID39_M__bin.33	CosteaPI_2017__SID713A066-11-90-0__bin.18	NielsenHB_2014__O2_UC16_0__bin.5	LiJ_2014__MH0394__bin.43	CM_madagascar__V53_02_1FE__bin.39	LeChatelierE_2013__MH0046__bin.14	KarlssonFH_2013__S587__bin.28	ZeeviD_2015__PNP_Main_342__bin.22	ZeeviD_2015__PNP_Main_311__bin.11	ZeeviD_2015__PNP_Main_500__bin.44	Obregon-TitoAJ_2015__SM41__bin.13	LiuW_2016__SRR3993044__bin.61	CosteaPI_2017__SID713A089-11-0-0__bin.31	ZeeviD_2015__PNP_Main_126__bin.9	LiJ_2014__MH0400__bin.70	ZellerG_2014__CCIS77252613ST-4-0__bin.9	ZeeviD_2015__PNP_Main_744__bin.10	LiJ_2014__O2.UC16-1__bin.11	Obregon-TitoAJ_2015__SM24__bin.26	Obregon-TitoAJ_2015__SM40__bin.38	ZellerG_2014__CCIS19142497ST-3-0__bin.15	BritoIL_2016__W2.15.ST__bin.7	CM_madagascar__V36_02_2FE__bin.25	QinN_2014__HV-21__bin.18	ZellerG_2014__CCMD34381688ST-21-0__bin.4	CosteaPI_2017__SID713A066-11-0-0__bin.30	LiJ_2014__MH0389__bin.49	ChengpingW_2017__AS38raw__bin.17	LiJ_2017__H2M513938__bin.67	XieH_2016__YSZC12003_37315__bin.53	LeChatelierE_2013__MH0288__bin.38	ZellerG_2014__CCIS48174381ST-4-0__bin.65	Obregon-TitoAJ_2015__SM23__bin.16
NielsenHB_2014__O2_UC16_2__bin.27	1.0	0.6406498682105026	0.4167175600467532	0.6444209522994937	0.4542853354148085	0.5979341953979668	0.6171474334814548	0.6631613049913868	0.47712689973322125	0.6846171335884309	0.5860606800873407	0.45333341127583987	0.7345436163702647	0.8419193670412112	0.7164241372764447	0.7469872400937895	0.5204723685097096	0.6812201735307863	0.6842048587512565	0.5800445441424822	0.5365993910023786	0.4636408975407806	0.6489021336453495	0.49646320493228385	0.4539149033969293	0.697966223614795	0.6250963384764107	0.4705031199052137	0.9345569076187467	0.4282295657053792	0.49917745016627907	0.7638120531317658	0.6669456187953021	0.5095230872370479	0.7241699815307027	0.4585203825295153	0.6560246429592226	0.7100006491790346	0.5796030408653587	0.7426131271384834	0.731522934018489	0.41723874928121113	0.6882153083800399	0.7211228397490784
QinN_2014__LV-11__bin.12	0.6736622859660781	1.0	0.41856374446696876	0.6626893977383239	0.48314645636888215	0.5803103997370415	0.6195021517433619	0.6591190113692024	0.495350021449494	0.7659484914502899	0.5868937444475575	0.4891914608367179	0.7301229835696229	0.6588116656777684	0.7057847635476363	0.8127747104318304	0.5587049681945737	0.676592746253456	0.6807671477866905	0.5999397602444789	0.5499362338570719	0.5055370752725186	0.676611186994942	0.5254812224723405	0.4647626547162035	0.7209048774790665	0.6481506524463746	0.5020941564848971	0.7156531484169109	0.4322305985605869	0.530587690255071	0.7535983710031311	0.714273651545043	0.5321894465901128	0.8193929954946357	0.47197233759368384	0.6345122682694367	0.7422754322089226	0.6486330234210358	0.7602279793282524	0.7369528518768469	0.4471743931216681	0.6697644955551343	0.7246244073889786
ZeeviD_2015__PNP_Main_232__bin.44	0.7442174299102394	0.7108830342778271	1.0	0.6809355411571294	0.4558631216647472	0.6174767246608702	0.5939920393504884	0.711950644852172	0.5024572076626197	0.7636333265932288	0.6622757083703307	0.4324372291137349	0.8075883319999648	0.6985958970346471	0.8023519301607954	0.866910226203768	0.5649649001731913	0.7714186967568375	0.7871553755263875	0.6060462034163538	0.527413360352361	0.5050907936033477	0.6758156259066174	0.49400149014919076	0.3929389346532216	0.7381128733065487	0.6504863864541482	0.45963410024000634	0.7758737593079378	0.56596932226784	0.5424346356387422	0.8056206976887302	0.7062801656307419	0.6070720546475951	0.8395430209148373	0.3830705425198027	0.7934566406146976	0.7793046190229193	0.6193108389671815	0.8625524189648958	0.8521950029451326	0.4347752028624931	0.7661877895680765	0.7570095255259479
Obregon-TitoAJ_2015__SM25__bin.23	0.7083576691583621	0.6927419324837693	0.4191127905038032	1.0	0.5194374898753386	0.6082822182368023	0.5971735834520674	0.6639630368268812	0.5033733089067598	0.7417207747737572	0.5960118895230765	0.5041004244663901	0.7389195198061206	0.6888625173281784	0.7172325373052556	0.7659567200527311	0.5787822944993877	0.7061252552936549	0.6978777356877448	0.6371923328877073	0.5417453952447995	0.5395123049935253	0.662365073562112	0.5593916443938207	0.49366783805546977	0.7111660261849532	0.677567538044208	0.5206083150229853	0.7405266142895456	0.5578836405424755	0.6100354122187204	0.7402026251239056	0.7032681984342327	0.5324217446106364	0.7556830844850787	0.4648470064314217	0.6554578139389068	0.7291677164749844	0.6383127672361052	0.7457841670755987	0.7408908484559278	0.47026384825402645	0.684552243929346	0.8611730098762584
CosteaPI_2017__SID713B003-11-90-0__bin.22	0.750824025229766	0.7593932774186068	0.4218770181117745	0.781015740127715	1.0	0.66358108499791	0.7342046999693883	0.77534544988574	0.5617421434114085	0.7855958050734122	0.6549879332806526	0.6051055494704983	0.8901847179296296	0.7377514916865237	0.7714894898010034	0.8094663489554889	0.6332134288907669	0.778330856935389	0.7610474298853941	0.718325243088714	0.6385664147554672	0.6146846838600891	0.7497988880108778	0.7431141390627114	0.5754970847660338	0.7657215674429437	0.7734960331867835	0.6347511347190992	0.7930855104786719	0.5098110106652917	0.5957267643191227	0.8128783880124033	0.770999295218162	0.5461774484049862	0.7868502760649783	0.5791242195786971	0.7633768711550998	0.7826348060527843	0.6950750699442582	0.7803363833199598	0.7842670929935736	0.5387777476067419	0.7398465141775054	0.7985488409745719
SchirmerM_2016__G88842__bin.7	0.7024454228336573	0.6483328929738505	0.406183008581769	0.6501018007510087	0.4716759696372438	1.0	0.601015513545301	0.6534281714647778	0.48369615701713137	0.672563748812204	0.6588035691889085	0.5315708833587127	0.714528862943623	0.676659272723724	0.7919924935274385	0.7208219674201453	0.614450031969737	0.7574803582200899	0.7589799900892008	0.6044369440762734	0.5383938649912042	0.46354817454428215	0.6406934089570926	0.5367897757564213	0.4802613530517996	0.6787046852923667	0.630659718745832	0.4960929692241131	0.7313295109407344	0.4263776173527901	0.4968812789629733	0.7339510655193465	0.6606978980937073	0.49886922190828786	0.703562646768924	0.549073455937606	0.6299010474290657	0.6947773847273211	0.6171753210256774	0.7167484916031097	0.7128369427750744	0.5151197518758049	0.7741758259631855	0.7048211953753941
ZellerG_2014__CCIS87116798ST-4-0__bin.37	0.7566711267215126	0.7223365003872213	0.4077939929964439	0.6660945423489564	0.5446605900777045	0.6272558516057894	1.0	0.6972800958452835	0.5310408877759918	0.7124879146596734	0.6357660436547201	0.5197773317303793	0.8108696578834896	0.7391569553279046	0.7727974879844463	0.7971122685207015	0.5933497526725435	0.756775240773175	0.7526815969737516	0.6367724794874571	0.6732603051220718	0.49420563807767737	0.703857765116436	0.5986022311339492	0.5422478600978747	0.7391716670960743	0.6836098454170391	0.548826283818677	0.7979674371986681	0.4335531673871032	0.5089653138001289	0.8140183534966289	0.7037427115448526	0.5217830361241809	0.767460888387096	0.592214683174528	0.6875850406214553	0.7717657780884434	0.6492303293285888	0.7657626222255586	0.7592728463385993	0.4624259554821895	0.7208807897880714	0.7260012395607746
ZellerG_2014__CCIS74726977ST-3-0__bin.91	0.7622709063028705	0.7204975555794465	0.45822841752061066	0.6943063249381822	0.5392323840456292	0.6393355080377301	0.6537010762240493	1.0	0.5023439842923346	0.7472570998534479	0.6210094268625975	0.5205356789208336	0.7962077531135241	0.7401286008521522	0.7653271392923628	0.8022657571762416	0.5973354684290637	0.7405483819859785	0.747525872946715	0.6404799155769568	0.5765387966887154	0.5286490898494305	0.708328146484165	0.5937077389675718	0.49256700937593717	0.7594194359725908	0.6819519575168761	0.5541489370731459	0.7989902619264524	0.474553907394938	0.535707566386954	0.8144341053251023	0.7323935941469708	0.5502209597745701	0.7712928410164716	0.4814857776595805	0.7076113003525172	0.7642004141934827	0.6444100147683742	0.7842841299390593	0.7822071504959571	0.4636031720883386	0.7156069462284061	0.7487940575683674
ZeeviD_2015__PNP_Main_151__bin.1	0.7505745034683167	0.7410552665560574	0.44258934085527935	0.7203891135706721	0.5346720345069919	0.6476991789488764	0.6813490135189814	0.6874972170219521	1.0	0.7571190998445404	0.66350794624932	0.5406498713538148	0.7689305426758793	0.7262609552535849	0.753422821000788	0.8048285395124803	0.6221867721907409	0.7626966718486524	0.752394329113532	0.6700699664881044	0.6546067724617788	0.564033662902467	0.7014498589635125	0.6011319702710185	0.5366283470755983	0.7610157531077395	0.7331254731062682	0.5391673910476195	0.7797357574443453	0.4866165375687517	0.5322873853171046	0.7842403099124354	0.7380336783903448	0.5614229874954746	0.7738474598912364	0.5786396996900488	0.7085287871249272	0.768996850152846	0.6809898883517607	0.7845858831865534	0.7954356256037852	0.5126458522495174	0.7189661647948921	0.7627731432454461
CM_madagascar__A81_03_1FE__bin.28	0.6581909490066719	0.7002969158377593	0.4110843846760902	0.648726497860242	0.4569764869159442	0.5503999697109168	0.5586803661666208	0.6250057679406618	0.4627095241419375	1.0	0.5548335934329481	0.45222636593708626	0.6957532575554107	0.6283352007657459	0.6773221729104378	0.7943303213837378	0.5239047124370999	0.6654242423883888	0.6503577897961285	0.558210057158813	0.5175934021857833	0.4817839560145719	0.6283204111743054	0.48042183464290233	0.429249552466963	0.6763386650796449	0.6057940886594596	0.45756481686344713	0.6803206146790837	0.4162296835382382	0.5037328928795808	0.7152311494825417	0.6741116484005353	0.5370076988697202	0.7579088819187187	0.432851409566381	0.6282973394116582	0.7090671435619725	0.5971463187523738	0.7224898809615364	0.7064248351552138	0.4189876465500616	0.648967568200722	0.707563337904303
