	ZellerG_2014__CCIS70398272ST-4-0__bin.62	BritoIL_2016__M2.51.ST__bin.70	LeChatelierE_2013__MH0153__bin.32	XieH_2016__YSZC12003_35519__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.47	NielsenHB_2014__MH0174__bin.29	ZeeviD_2015__PNP_Main_291__bin.23	BritoIL_2016__WL.30.ST__bin.63	LeChatelierE_2013__MH0174__bin.47	KarlssonFH_2013__S462__bin.48	NielsenHB_2014__MH0107__bin.30	ZeeviD_2015__PNP_Validation_95__bin.6	XieH_2016__YSZC12003_37202R1__bin.28	NielsenHB_2014__MH0153__bin.20	NielsenHB_2014__MH0123__bin.30	ZeeviD_2015__PNP_Main_612__bin.9	XieH_2016__YSZC12003_37206__bin.8	NielsenHB_2014__V1_UC21_4__bin.26	XieH_2016__YSZC12003_36008__bin.114	HMP_2012__SRS050752__bin.51	XieH_2016__YSZC12003_37797__bin.38	FengQ_2015__SID31878__bin.51	QinN_2014__HD-55__bin.12	FengQ_2015__SID31300__bin.89	XieH_2016__YSZC12003_37754__bin.22	XieH_2016__YSZC12003_37405__bin.46	YuJ_2015__SZAXPI017588-123__bin.34	BritoIL_2016__W1.13.ST__bin.20	LeChatelierE_2013__MH0107__bin.1	VogtmannE_2016__MMRS25211151ST-27-0-0__bin.16	XieH_2016__YSZC12003_37210__bin.68	ZellerG_2014__CCIS51595129ST-4-0__bin.50	BritoIL_2016__WL.7.ST__bin.55	QinJ_2012__T2D-051__bin.39	BritoIL_2016__M1.26.ST__bin.26	XieH_2016__YSZC12003_35991__bin.7	KarlssonFH_2013__S397__bin.8
ZellerG_2014__CCIS70398272ST-4-0__bin.62	1.0	0.9936961312097291	0.9954622271014906	0.9944165235322813	0.9960969139802365	0.9952128660568098	0.9947992399700885	0.9932550020516556	0.9947870152594562	0.9962065001714417	0.9943894920566728	0.9948123255729325	0.9956575795934401	0.9950159122290997	0.9963717416878212	0.9943341466762662	0.9957289307957963	0.9949736657561141	0.9926804819612195	0.9952791342869183	0.9949667290475098	0.9930963469303449	0.9941527428134095	0.9953247026521116	0.9957085223396674	0.9943508937850482	0.9949500029605153	0.9946143885434753	0.9945611122713002	0.9950552550053174	0.9952102913211014	0.9955705097874279	0.9944857149238148	0.994379861332678	0.9947493121042549	0.9930152001808764	0.9943049790138402
BritoIL_2016__M2.51.ST__bin.70	0.9936961312097291	1.0	0.9931533903884134	0.9938116488570975	0.9948229156008116	0.9950701238528022	0.9954309280849845	0.9953935601019644	0.9957040475838512	0.9936081624532833	0.9950297036209962	0.9944633443486813	0.9933022222002278	0.9925842172518656	0.9952274912445885	0.9945272452353746	0.9933543088560463	0.9935924688087088	0.9949469047248911	0.993247059453956	0.9941109860814806	0.9938443945540159	0.9947929290760791	0.9947710037566267	0.9929453675810509	0.9930440772312116	0.9956310312892585	0.998579573030654	0.9951732323275604	0.9931845464754553	0.9936187221880284	0.9936034818870554	0.994516379288072	0.995037760808502	0.9945440462578626	0.9914401272692588	0.993837370320269
LeChatelierE_2013__MH0153__bin.32	0.9954622271014906	0.9931533903884134	1.0	0.9939492616124148	0.9967615394037053	0.9948824819267451	0.9942939533323442	0.9932649408420304	0.994766253383946	0.9978106771474514	0.9943196220484607	0.9944474331386413	0.9989131596496219	0.9996189696341212	0.9970196266580446	0.9942042636474331	0.9970215154695617	0.994648430387268	0.9942494966943642	0.9950700853837331	0.9945491178566521	0.9950918586039669	0.9938786188902667	0.9953619882704497	0.9969925573924708	0.9951918446105236	0.9943665075284612	0.9939000905116798	0.9944192527104184	0.99491888570585	0.9948800399482517	0.9974712618971217	0.9946279694142005	0.9943022504288498	0.994675094301152	0.9934574381576207	0.9943068777849028
XieH_2016__YSZC12003_35519__bin.65	0.9944165235322813	0.9938116488570975	0.9939492616124148	1.0	0.9950260970584917	0.9939375515319055	0.9938570554462484	0.9945778133280008	0.9940640982696521	0.9940308416138087	0.9929916845268527	0.9940373661309837	0.9941205129568603	0.9936031858795444	0.996077037668116	0.9939642728062467	0.9937827458291102	0.9927082277756596	0.9929007248200609	0.9934699065765252	0.9947894881421115	0.9913895118108177	0.9931541942806715	0.9949692386567547	0.9942905791322715	0.9934166428139233	0.9939786432979634	0.9935411712914665	0.9933724157231311	0.9935512830682968	0.9936932834488763	0.9920110846289547	0.9940120632249254	0.9936341294264578	0.9942423418241699	0.9920375804524305	0.9947235652253432
Bengtsson-PalmeJ_2015__TRAVELRES70__bin.47	0.9960969139802365	0.9948229156008116	0.9967615394037053	0.9950260970584917	1.0	0.9957674629205835	0.9948473443644589	0.9950426466120255	0.9948197586043749	0.9973125112397311	0.9945566850582859	0.9951018948504264	0.9975106418558636	0.9966490311472775	0.9960505302038314	0.9949891227551135	0.9976866386527563	0.9961614338962121	0.9941234494034015	0.9955704831508669	0.9952708936319474	0.9960554210137118	0.9948046936265406	0.9962599273533215	0.9961665736044935	0.9964888881996247	0.9949559390442138	0.9947952389302847	0.9944285451134512	0.9956099848167818	0.9949463959530666	0.999217982688226	0.9947224860122755	0.9945753859682905	0.9949463669257276	0.9938053508619801	0.9955271530977706
NielsenHB_2014__MH0174__bin.29	0.9952128660568098	0.9950701238528022	0.9948824819267451	0.9939375515319055	0.9957674629205835	1.0	0.9958993869301805	0.9940875640277508	0.9999755789902868	0.9945354409964885	0.9950597586961223	0.995172170761176	0.9950507867961522	0.9944055323155863	0.9950318927225649	0.9953864205898899	0.9951706384166181	0.9949251455434623	0.9953590246626608	0.9943830210029531	0.994697286224168	0.9937627851598521	0.9956724872563825	0.9952378741696202	0.994671792319135	0.9949123669986525	0.9958641899194163	0.9956169398309789	0.9950442956325688	0.994893292113772	0.9949347908893829	0.9951841101006821	0.9943920046420939	0.9952663876753537	0.9953681970618999	0.9922731756547213	0.9938946140384989
ZeeviD_2015__PNP_Main_291__bin.23	0.9947992399700885	0.9954309280849845	0.9942939533323442	0.9938570554462484	0.9948473443644589	0.9958993869301805	1.0	0.9940695869072769	0.9959848750184339	0.9939893704064716	0.9959349345956147	0.9954880394299138	0.9944389943502016	0.993729389196629	0.995310241260647	0.9956759865134778	0.994025893109419	0.9930381985090693	0.9962888299339215	0.9941007923603489	0.9929702067619712	0.9941878319979194	0.9957469248632548	0.9948687485353055	0.9940324835228767	0.9939077082010009	0.9992387143304388	0.9960735206723831	0.9956532912724323	0.9943110841326624	0.9946940839995624	0.9942835854666303	0.9949317859765621	0.9959810047064735	0.9943929090865403	0.9923938001050389	0.9939244109606802
BritoIL_2016__WL.30.ST__bin.63	0.9932550020516556	0.9953935601019644	0.9932649408420304	0.9945778133280008	0.9950426466120255	0.9940875640277508	0.9940695869072769	1.0	0.9954818515854346	0.9939939348588083	0.9942046357095684	0.9936914426682114	0.9935541373816341	0.9929690473880235	0.9954182428300571	0.9940861696419507	0.9937758686484213	0.9936637008229725	0.9942539905104862	0.9928956118172687	0.9938364311017998	0.9933744603576373	0.9942769289975734	0.994861245380171	0.9926502150538662	0.9928255410737774	0.9942829871935356	0.9946869426820173	0.9945915745890804	0.9934358793170892	0.9932273217012503	0.993707617637947	0.9945864815607159	0.9940620360196443	0.994693539409214	0.9925576440324247	0.9945624088528782
LeChatelierE_2013__MH0174__bin.47	0.9947870152594562	0.9957040475838512	0.994766253383946	0.9940640982696521	0.9948197586043749	0.9999755789902868	0.9959848750184339	0.9954818515854346	1.0	0.9941569636398881	0.995314141215424	0.9955094388474574	0.9946936505348555	0.9940230703339168	0.9955846380562683	0.9955380699450249	0.9952515313722446	0.995007819147058	0.995453993231321	0.994432733365764	0.9946231431227599	0.9952626339977907	0.9956001507870904	0.9949971154745102	0.9950323376488627	0.9950225545894789	0.9958337155523869	0.9956588297636247	0.9952650033591327	0.9947067469062818	0.9947195399669561	0.9945914642584283	0.9946566245133711	0.995415649296047	0.99550660495287	0.9917071306919696	0.9938769873861357
KarlssonFH_2013__S462__bin.48	0.9962065001714417	0.9936081624532833	0.9978106771474514	0.9940308416138087	0.9973125112397311	0.9945354409964885	0.9939893704064716	0.9939939348588083	0.9941569636398881	1.0	0.9943331164236615	0.994720684567131	0.9983914353527362	0.99748071968262	0.997320424030303	0.9943555296979955	0.9969182397270656	0.9943048571492998	0.9943450380690388	0.9954748883212374	0.9945328456383136	0.9949385770340191	0.9940906985698263	0.9955689144359752	0.9964863907413668	0.9956151537832191	0.9946266071912262	0.9942694058915945	0.9946301479873603	0.9948598126577798	0.9949480131552844	0.997240800784583	0.9945955210318582	0.9944163708824818	0.9947310522200822	0.9935425863058176	0.994837606938445
NielsenHB_2014__MH0107__bin.30	0.9943894920566728	0.9950297036209962	0.9943196220484607	0.9929916845268527	0.9945566850582859	0.9950597586961223	0.9959349345956147	0.9942046357095684	0.995314141215424	0.9943331164236615	1.0	0.9957933041092902	0.9943232527591558	0.9939680674095057	0.9949878459306882	0.9955158022622067	0.993940197554316	0.9945145956768539	0.9965203918640175	0.9938207745602211	0.9944996731201542	0.9933650517818855	0.9958711332603917	0.9948175389552631	0.9937846157342761	0.9939783648690367	0.9956975427815844	0.9956341211940015	0.9999663069214833	0.9940762444369474	0.9943675208408032	0.994005160601477	0.9947821930352352	0.9962670132242145	0.9946353775720106	0.9921025399276059	0.9938777620283388
ZeeviD_2015__PNP_Validation_95__bin.6	0.9948123255729325	0.9944633443486813	0.9944474331386413	0.9940373661309837	0.9951018948504264	0.995172170761176	0.9954880394299138	0.9936914426682114	0.9955094388474574	0.994720684567131	0.9957933041092902	1.0	0.9946507980686787	0.9939202618964106	0.995583369031433	0.9960098483881176	0.9948780356082018	0.9943572018509509	0.9955427388088569	0.9930138565062909	0.9946619927609606	0.9943961394194082	0.9950637135880017	0.9946507327416152	0.9942478017020222	0.9935672091755571	0.9957622117353375	0.9949900589761966	0.9959060381993164	0.9943438725748556	0.9943116594812588	0.9947534636232747	0.9945804809395786	0.9953381187880781	0.9947411046842112	0.9923992440197308	0.994256914711502
XieH_2016__YSZC12003_37202R1__bin.28	0.9956575795934401	0.9933022222002278	0.9989131596496219	0.9941205129568603	0.9975106418558636	0.9950507867961522	0.9944389943502016	0.9935541373816341	0.9946936505348555	0.9983914353527362	0.9943232527591558	0.9946507980686787	1.0	0.998616453257307	0.9973452399660747	0.9940890740972783	0.9974681136529611	0.9949016426228067	0.9941306786273866	0.9948568882129526	0.9949071794671984	0.9953679921353956	0.9939689383829229	0.994838048530542	0.9969727595145186	0.9954933320915207	0.9946096390045656	0.9938779212569856	0.9943302138124189	0.9948317581902352	0.9950535411098224	0.9980241463041891	0.9947632077636241	0.9940903814003128	0.9949596584195379	0.9934795109936363	0.9945896381825098
NielsenHB_2014__MH0153__bin.20	0.9950159122290997	0.9925842172518656	0.9996189696341212	0.9936031858795444	0.9966490311472775	0.9944055323155863	0.993729389196629	0.9929690473880235	0.9940230703339168	0.99748071968262	0.9939680674095057	0.9939202618964106	0.998616453257307	1.0	0.9966170239655184	0.9936684919058019	0.9968038241911387	0.9941889101338433	0.9937865663203507	0.9947223575228945	0.9942597269343171	0.9947350534190121	0.9933692151519363	0.9947661147519743	0.9965761702895283	0.9948254119776802	0.9937984423994863	0.993399128672792	0.9940798939438682	0.9943970622959996	0.9943182291221221	0.9972540595666864	0.9940505399317885	0.9936755703103585	0.9941936427190265	0.9929857418140535	0.9938362715995327
NielsenHB_2014__MH0123__bin.30	0.9963717416878212	0.9952274912445885	0.9970196266580446	0.996077037668116	0.9960505302038314	0.9950318927225649	0.995310241260647	0.9954182428300571	0.9955846380562683	0.997320424030303	0.9949878459306882	0.995583369031433	0.9973452399660747	0.9966170239655184	1.0	0.9951260097231449	0.9964609032390429	0.9961551516724654	0.9947665590125507	0.9958587097891405	0.996110735216565	0.995690293996053	0.9948844249785972	0.9959746417319464	0.996488007048597	0.9959806082413728	0.9952393879319792	0.9952033765835526	0.9949088287571626	0.9964396773175898	0.9958471585658557	0.9963859063978253	0.9958074234576513	0.9949663701453677	0.9958249296820476	0.9937206177237657	0.9959189776883345
ZeeviD_2015__PNP_Main_612__bin.9	0.9943341466762662	0.9945272452353746	0.9942042636474331	0.9939642728062467	0.9949891227551135	0.9953864205898899	0.9956759865134778	0.9940861696419507	0.9955380699450249	0.9943555296979955	0.9955158022622067	0.9960098483881176	0.9940890740972783	0.9936684919058019	0.9951260097231449	1.0	0.9945480805668566	0.9945281989776575	0.996064842305896	0.9931762920517245	0.9945541295199275	0.994663498978995	0.9957907522344376	0.9944336863492507	0.9940923564645316	0.9935738987727308	0.9958100998866023	0.9951732622313526	0.9955033201601506	0.9947556523127812	0.9944017781437658	0.9945367998427077	0.9942099621189926	0.9951372446860883	0.9948899011823842	0.9925558504803162	0.9935556276212374
