	ZellerG_2014__CCIS70398272ST-4-0__bin.62	BritoIL_2016__M2.51.ST__bin.70	LeChatelierE_2013__MH0153__bin.32	XieH_2016__YSZC12003_35519__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.47	NielsenHB_2014__MH0174__bin.29	ZeeviD_2015__PNP_Main_291__bin.23	BritoIL_2016__WL.30.ST__bin.63	LeChatelierE_2013__MH0174__bin.47	KarlssonFH_2013__S462__bin.48	NielsenHB_2014__MH0107__bin.30	ZeeviD_2015__PNP_Validation_95__bin.6	XieH_2016__YSZC12003_37202R1__bin.28	NielsenHB_2014__MH0153__bin.20	NielsenHB_2014__MH0123__bin.30	ZeeviD_2015__PNP_Main_612__bin.9	XieH_2016__YSZC12003_37206__bin.8	NielsenHB_2014__V1_UC21_4__bin.26	XieH_2016__YSZC12003_36008__bin.114	HMP_2012__SRS050752__bin.51	XieH_2016__YSZC12003_37797__bin.38	FengQ_2015__SID31878__bin.51	QinN_2014__HD-55__bin.12	FengQ_2015__SID31300__bin.89	XieH_2016__YSZC12003_37754__bin.22	XieH_2016__YSZC12003_37405__bin.46	YuJ_2015__SZAXPI017588-123__bin.34	BritoIL_2016__W1.13.ST__bin.20	LeChatelierE_2013__MH0107__bin.1	VogtmannE_2016__MMRS25211151ST-27-0-0__bin.16	XieH_2016__YSZC12003_37210__bin.68	ZellerG_2014__CCIS51595129ST-4-0__bin.50	BritoIL_2016__WL.7.ST__bin.55	QinJ_2012__T2D-051__bin.39	BritoIL_2016__M1.26.ST__bin.26	XieH_2016__YSZC12003_35991__bin.7	KarlssonFH_2013__S397__bin.8
ZellerG_2014__CCIS70398272ST-4-0__bin.62	1.0	0.8817725963297394	0.768443997626536	0.8709880927126664	0.6073116216723082	0.8724035626554512	0.874076055376726	0.6398655856952682	0.5411682238680698	0.8751219782145525	0.8902451247144618	0.8786514297660662	0.8733892265643495	0.8109111703452283	0.49655202097994544	0.8779676753888391	0.8686884152209136	0.8794526275660004	0.8489696030596778	0.5749181431641471	0.8762859593621162	0.9034947104343255	0.8885867743948743	0.8415854247178437	0.8896314674586412	0.9206260779738242	0.8619381854068862	0.8803817218681498	0.8685924928442522	0.6649080897612086	0.8727048573000925	0.8771824646516818	0.8810248937014047	0.8807328223622115	0.862134334369418	0.7125323199995081	0.8263964853057372
BritoIL_2016__M2.51.ST__bin.70	0.8906505418283539	1.0	0.7736022020937778	0.8568943372602018	0.6009133571496003	0.8712946492897353	0.9017653518033618	0.6402990117408565	0.5503886705455051	0.8741174483138977	0.8883258472744617	0.8929180972160804	0.8785140587191883	0.8228518157833283	0.4986833148666173	0.9011877493627741	0.8620356200593253	0.8750782558145312	0.8549646482463245	0.5795122551089867	0.8748223717225719	0.8722486249335447	0.8968352354878939	0.8491277582069233	0.8751888076795039	0.889036981462067	0.8879103461639745	0.9597578789941519	0.8697053109612796	0.6736173563943696	0.8778998126829074	0.8656130287236103	0.8894350923915474	0.901908820796669	0.8756179725036395	0.7097516682152208	0.8535169156774967
LeChatelierE_2013__MH0153__bin.32	0.8930599364576649	0.8900929124427783	1.0	0.8756043739307781	0.6359442954104025	0.8737163976669702	0.8861683228739543	0.6515704789685732	0.5303105227879163	0.9403665332268101	0.8880341465018129	0.8926454677850651	0.949434821942829	0.956476501770067	0.5481119522760761	0.8967444200368448	0.9280146521821776	0.8947921296686681	0.8501145505658927	0.6224240414697345	0.8944834219676971	0.866581819688977	0.8972525014613594	0.8446385618794582	0.9449785691112219	0.9051123996164021	0.8756365309829625	0.8905702660174277	0.8647052770437236	0.7164133881956464	0.8987017126131392	0.9308580501964439	0.8897877777476058	0.8823166226234151	0.876190346881695	0.7513480950876887	0.8692265585808593
XieH_2016__YSZC12003_35519__bin.65	0.8652897787144362	0.8428026450420733	0.748494983277592	1.0	0.5847167880759304	0.8379365006643148	0.833618912356256	0.6109558497884883	0.516094134176326	0.8465295276492417	0.8519289564911959	0.8365962645652938	0.8500896443243078	0.7850649806814191	0.4933052335792062	0.8501476764252226	0.8401618790183412	0.8379120660955086	0.8203625479146622	0.5565052457964906	0.8339060185397291	0.8409016355889495	0.8417244696934989	0.8006817244696935	0.8502680166765932	0.8429895694934408	0.8341185992883432	0.8367330981506086	0.8381936745010002	0.6314466791893831	0.8384141964844765	0.8601432476596265	0.8391820528092119	0.8359011010827568	0.822031428964127	0.6988280569936317	0.8216349780852461
Bengtsson-PalmeJ_2015__TRAVELRES70__bin.47	0.9528679232905047	0.9334310307235459	0.8585622854628985	0.9234583718430848	1.0	0.9438889607094413	0.9251245014635313	0.8224245417902355	0.47918833342659284	0.9602704783441739	0.9365172777738116	0.9334155946645262	0.9634522360096244	0.8763764623254037	0.6373114630103788	0.9326244966397629	0.9587644978360574	0.9281682993514926	0.922307420692423	0.6595017626049893	0.9296434077415695	0.9015111901780356	0.9349852489160992	0.9402296499680667	0.9623813594151277	0.933124239050528	0.9217073438980294	0.9297649667063502	0.9374887847383685	0.742791842814611	0.9528023200396707	0.9881721197761	0.9387014801251092	0.9369002849882396	0.9174797932339894	0.8511182460006136	0.8929615429884596
NielsenHB_2014__MH0174__bin.29	0.9121325328082218	0.9018926002858284	0.7860363270735252	0.8818653289436887	0.6289850264773745	1.0	0.8901894528952174	0.6345775159934657	0.6054803697124809	0.8992934009395177	0.9066371194982381	0.8939239938308392	0.8938224174032565	0.8254351231999918	0.5191654789296416	0.8925179960642349	0.8800620259097037	0.9098245620802338	0.8864182672990121	0.5823447311085524	0.8878236221768343	0.9098258478577982	0.9068010561376914	0.8862774746557169	0.8950381200903388	0.9031166605270788	0.8863443350890626	0.8998559286239158	0.9084783529703712	0.6887498963341838	0.9130801508731394	0.8867956430141455	0.8918828219474516	0.9091360281945304	0.8942807971049432	0.7338434012931065	0.843126136707728
ZeeviD_2015__PNP_Main_291__bin.23	0.8867836133274277	0.9057560464376392	0.7735996656290354	0.8513078521032308	0.5982015084122994	0.863794361856757	1.0	0.6372474282755566	0.5414613757868011	0.8767942807593215	0.9219898815353617	0.8935783307652478	0.8711798429205058	0.8103979388774867	0.5001509659952215	0.8960624075957105	0.8610613782821068	0.8872889127329212	0.8754349629759016	0.5808709864567283	0.8771985202837163	0.8754998409242613	0.9085146068957773	0.8411700488456092	0.8706888915228227	0.8937124534469529	0.9185900275107454	0.911158383291433	0.900568929701	0.6741679715036089	0.8781442411463435	0.8657201140354708	0.9046824411575723	0.8838198139749596	0.8827106505885802	0.718619971179219	0.856433210023643
BritoIL_2016__WL.30.ST__bin.63	0.9240823539336569	0.9154908690497862	0.809682847666535	0.8881419748427114	0.7570017271770645	0.8765285961025295	0.9071133942803354	1.0	0.45676507283891965	0.9018972307446398	0.9156871189887356	0.9243878289517501	0.9146161804078624	0.8328216922783197	0.5779534061796531	0.9185163149411916	0.9075360864565342	0.9042238137312797	0.8727074943500441	0.6153474556328616	0.8981560497817719	0.8890086714056735	0.9137548118975416	0.8616118247248283	0.9288722732580598	0.9357285889984593	0.8987243753968289	0.9072199553331587	0.890073393925132	0.7037380729321606	0.9165031990516066	0.9029140007903278	0.9194185318550947	0.9019220949902985	0.8886010753786248	0.7718696580722217	0.8884021614133548
LeChatelierE_2013__MH0174__bin.47	0.8726843290441633	0.8787060898812009	0.7358456890320265	0.8377307490562801	0.49250428107235533	0.9338657364485592	0.8606447736212567	0.5100301534245109	1.0	0.864451383180517	0.8618772861719628	0.8578485665472495	0.8575163930118621	0.7744135153974828	0.5302124224969732	0.8531307107819563	0.8367312537617413	0.8705653593572293	0.8569829322296578	0.5320021933368964	0.8628688489641639	0.8895537868278816	0.8732812498450683	0.8696937756628845	0.8600914815832085	0.8607915249145025	0.8539328850808471	0.8757204943138832	0.861937771502287	0.6348470861440006	0.8756163802207021	0.8526815328370893	0.8573270045185516	0.8820426986769577	0.8804780125908643	0.6410046910835699	0.8221711457210595
KarlssonFH_2013__S462__bin.48	0.9127285390240665	0.9025932673937845	0.8439210495431625	0.8887217206105019	0.6383303608590226	0.8970856925544489	0.901368364279773	0.6513406275993118	0.5590990100089335	1.0	0.9027420514369524	0.9009880671349516	0.9524583677236106	0.8853631773601991	0.5346695679555085	0.9093943655739376	0.934987786240939	0.9100863396367745	0.8711902146273953	0.6196111477726964	0.9083900732825544	0.8873191744794322	0.9194289514508689	0.8643269093257453	0.9522165936534627	0.9202434158251069	0.8902262351159842	0.9057991787377342	0.881617282549235	0.7029205922887539	0.9180462859462569	0.9357483805305818	0.9055157194830781	0.9032236756456554	0.8866945380223394	0.7410798514981335	0.8697158417168652
