	ZeeviD_2015__PNP_DietIntervention_50__bin.3	ZeeviD_2015__PNP_Main_224__bin.17	ZeeviD_2015__PNP_Main_98__bin.35	ZeeviD_2015__PNP_Main_317__bin.32	ZeeviD_2015__PNP_Main_265__bin.33	ZeeviD_2015__PNP_Main_88__bin.17	ZeeviD_2015__PNP_DietIntervention_36__bin.35	ZeeviD_2015__PNP_Validation_25__bin.19	ZeeviD_2015__PNP_Main_185__bin.22	ZeeviD_2015__PNP_Main_677__bin.30	ZeeviD_2015__PNP_Main_151__bin.36	ZeeviD_2015__PNP_Main_193__bin.23	KarlssonFH_2013__S543__bin.19	ZellerG_2014__CCIS59903910ST-4-0__bin.18	ZeeviD_2015__PNP_Main_347__bin.3	ZeeviD_2015__PNP_Main_400__bin.14	ZeeviD_2015__PNP_Main_589__bin.14	CosteaPI_2017__SID713A076-11-0-0__bin.23	ZeeviD_2015__PNP_Main_110__bin.8	ZeeviD_2015__PNP_Main_609__bin.45	ZeeviD_2015__PNP_Main_321__bin.31	SchirmerM_2016__G89250__bin.15	ZeeviD_2015__PNP_Main_298__bin.21	ZeeviD_2015__PNP_Main_223__bin.47	ZeeviD_2015__PNP_Main_16__bin.22	SchirmerM_2016__G88902__bin.9	ZeeviD_2015__PNP_DietIntervention_43__bin.27	ZeeviD_2015__PNP_Main_615__bin.12
ZeeviD_2015__PNP_DietIntervention_50__bin.3	1.0	0.9529977021098809	0.9277513048957169	0.9518253584211667	0.9319201204571079	0.9549385822167523	0.9645397393151487	0.9829648330664603	0.9913285162712138	0.8678430950645296	0.9695793698387328	0.9605923664505148	0.94038463486801	0.5571083346882024	0.9494700572325645	0.9805801026741497	0.9842997610445148	0.8095332287068856	0.9898995113304847	0.9724330377065291	0.9176286237119295	0.7323370502578432	0.9531265151818508	0.8643685192430809	0.6525018923942877	0.6889603337754147	0.9793484181320561	0.9201431320681349
ZeeviD_2015__PNP_Main_224__bin.17	0.955914185072252	1.0	0.9170973172793689	0.937046534462292	0.9166453337540232	0.9317112899580778	0.9333909846223978	0.9832490259851814	0.9850956738788849	0.8515229280015408	0.9531984125409458	0.9725930546488731	0.9294184656078767	0.5527695605065119	0.9396887507881886	0.9648754601497159	0.9656478003065164	0.7982885600259769	0.9770519156794246	0.9395053441970687	0.9020802372381194	0.7282930556651102	0.9384160348656414	0.8582402548916086	0.637489371854202	0.6710101928575957	0.9614081561249816	0.9193940130088021
ZeeviD_2015__PNP_Main_98__bin.35	0.9127272899866629	0.8994930917133784	1.0	0.9734680026009901	0.9648197105686581	0.9241014006426533	0.893769964260118	0.9154236813502366	0.9265030447721523	0.8461305526154664	0.9092805034909274	0.9078442633454997	0.9991765113508536	0.5385753409053154	0.8989667234644428	0.9211510805025417	0.9211591492674036	0.8109070715604516	0.92783011927533	0.915703714954269	0.889152257592945	0.7033646749474344	1.0090740380371068	0.8190157056134871	0.6291757044743674	0.6667718770320235	0.9120314776756262	0.8989496366682646
ZeeviD_2015__PNP_Main_317__bin.32	0.9289893267624827	0.9117747465182606	0.9657521249240132	1.0	0.9667757989153952	0.940884475046887	0.9112497251289363	0.9332474150348232	0.9453874163438453	0.8555037544915227	0.9248974560241613	0.9122724573779161	0.9808289499148429	0.5435407536670271	0.9007888505233498	0.9322486972171041	0.938973208841266	0.8156167259101116	0.9451355002512097	0.9249365383338599	0.9059505406307696	0.7081658012838774	1.0096453256851294	0.8286904648110889	0.6421181105068787	0.6747471303931821	0.9269226730604697	0.9211092972106061
ZeeviD_2015__PNP_Main_265__bin.33	0.933532477185528	0.9154297500810703	0.9823979516632345	0.992254460801347	1.0	0.9449659311296057	0.9136952557787077	0.9370164474908309	0.9470421048612718	0.8728396750227504	0.9345497829828179	0.9240089484247709	0.9955499516477696	0.5529620030243704	0.9108231187937701	0.938059367163302	0.9407464076540059	0.8268057419542227	0.9484571506448656	0.9357449360643846	0.9146695495969198	0.7212364639127079	1.009204563522652	0.8452414494360356	0.6483156943945726	0.6845356470234019	0.9321720421169433	0.9197236987788947
ZeeviD_2015__PNP_Main_88__bin.17	0.9478007126094329	0.9219256447937422	0.9322915694023265	0.9568072109447462	0.9362826993733423	1.0	0.9285341132676461	0.9492108959045308	0.9604799124297722	0.8806683263255124	0.9372849111345104	0.9293907577209332	0.9448515381053553	0.5560292877592738	0.9128712624755732	0.947597684522125	0.9489374783624253	0.8114563386661725	0.9617038270315618	0.9389823983267421	0.93429024684672	0.7199126979224576	0.9573205272409584	0.8334365233163872	0.6558400981430113	0.6916644999164424	0.9416308614184864	0.9408335931039403
ZeeviD_2015__PNP_DietIntervention_36__bin.35	0.9798628377288876	0.9453262345756159	0.9229144703598439	0.9484820548560865	0.9266074515391179	0.9503890740689007	1.0	0.9824020992404761	0.9914377728995465	0.8641330904346641	0.9633907203494291	0.9620605609704577	0.9410936419459928	0.5549357293846126	0.9430374194319916	0.9786723597880175	0.9821825298219871	0.8103096663966158	0.9934776120061343	0.9634568852411612	0.9117786740261631	0.7319954302114777	0.9493343566836588	0.8540098619996402	0.6537605918964181	0.6865872001811447	0.9697126532268617	0.9133431061328974
ZeeviD_2015__PNP_Validation_25__bin.19	0.9485819185419074	0.945961221694472	0.8979445989621501	0.9227418196919599	0.9026789862852216	0.9229070972511781	0.9332134333875568	1.0	0.9814525988615868	0.8400806926945457	0.9380791116168242	0.961631862161309	0.9348247731972874	0.5378001417196874	0.9324796941387457	0.9639215383197185	0.9641096288378148	0.7864153020016742	0.9884938884548736	0.9337413904358765	0.8918554012240782	0.710286130372801	0.9245193682020875	0.8333583189549616	0.6327141554875408	0.6624203525114274	0.9392956475667884	0.897819826044205
ZeeviD_2015__PNP_Main_185__bin.22	0.9537711799895283	0.9448828254096747	0.9060746605074657	0.9319292867778937	0.9095888770474454	0.9310506166008786	0.9389595765301765	0.9784960211512111	1.0	0.845665041459493	0.942114991143673	0.94851169146562	0.9323080479318527	0.5376013278920456	0.9314771870671633	0.9652997226131549	0.9663659166948262	0.788402017831481	0.9861984262845388	0.9398549567581016	0.8950910512107361	0.7091731681142522	0.9327661818276339	0.8382021470558747	0.6331247980868848	0.6673641565694637	0.9449287780496771	0.8955287617109606
ZeeviD_2015__PNP_Main_677__bin.30	0.9655676609659649	0.9445192049112527	0.9569063015469244	0.9752365421766228	0.9694495989505026	0.9872162285619813	0.9464048863464962	0.9685580199969189	0.9779424118364755	1.0	0.9620689784738166	0.9540415472571736	0.9703588913932303	0.5809841936631871	0.9343586401837479	0.9661361029357692	0.9685666083552918	0.8458599013304977	0.9747357335290048	0.9640985149118056	0.9542025789766649	0.7536966173140232	0.9759252211636474	0.869761302682198	0.684525442206521	0.7128578997062245	0.9613599021356564	0.9556228787425785
ZeeviD_2015__PNP_Main_151__bin.36	0.9865820606180804	0.9669546486117909	0.9404555315066059	0.9642507372183978	0.9492957704993842	0.9609037386925892	0.9649551876268072	0.9891279002125133	0.9963849666846502	0.8798619964468208	1.0	0.9663380704146046	0.9550555730372711	0.5645730662345383	0.9555165339665369	0.9913953959870381	0.997534669023671	0.8237617259084097	0.9974374695944968	0.9791914676573809	0.9303801724946233	0.7401540169136825	0.9657313103415774	0.8781762245287178	0.6612354440173015	0.6958477680212897	0.9817932705595201	0.9312824581048369
ZeeviD_2015__PNP_Main_193__bin.23	0.9583688714754667	0.9673812801432435	0.9206519123210658	0.9325340059107231	0.9202779195024982	0.9342225088805245	0.9448237853656658	0.9941812108318332	0.9835799343466918	0.8554987052243476	0.9474860173856121	1.0	0.9544445941913188	0.5465146949816614	0.9549321807102494	0.9884351023787291	0.9790713233666092	0.795346027589792	0.992840708901703	0.9626661789197046	0.9033226157356155	0.7240496154179382	0.9343471731533803	0.8560888148711482	0.6375244274588704	0.6739081046217233	0.9479014045187188	0.9081532359764726
KarlssonFH_2013__S543__bin.19	0.8537022486525692	0.8411726524745164	0.9220058040481177	0.912306403986626	0.9022215856981808	0.8642171586442738	0.8409856370393923	0.8794157760439797	0.8796982700853263	0.7917567800759799	0.8520786743715274	0.8684764680273682	1.0	0.5013515916458847	0.8522087530231243	0.8702406323661964	0.8728978282558861	0.7591718588633491	0.8878800858781886	0.8685014326170686	0.8325300867103416	0.6620911391473673	0.9376813765036786	0.764048275384827	0.5889632862860311	0.623544936699436	0.8523677380417426	0.8453224680431353
ZellerG_2014__CCIS59903910ST-4-0__bin.18	0.9815731582508526	0.9709571961415666	0.9645395074615194	0.9812093475548181	0.9725849939988236	0.9870498692661565	0.9624552461842378	0.9818995678472947	0.9845023443689245	0.9200381491215842	0.977582290919353	0.9651421751799503	0.9730261569690148	1.0	0.9493181099524326	0.9822880292680605	0.9805157271623786	0.8843889510351605	0.984013579999252	0.9770901264497176	0.9630800145524279	0.7904730899088434	0.9828617961368065	0.8993468407971195	0.7149908707315995	0.7308472369087651	0.9786201714330401	0.9658578962221489
ZeeviD_2015__PNP_Main_347__bin.3	0.9683710292799242	0.9554709557676618	0.9319544125563274	0.9413043456867394	0.9273503011837738	0.9380553398736613	0.9467695444699983	0.985514541552142	0.9874295999535505	0.8565103620798754	0.9577427503820768	0.9762015121679032	0.9574268543148352	0.5495272876140203	1.0	0.9939285956796047	0.9760543892331598	0.7993705697052719	0.9979461835129808	0.9614980755926495	0.9076835567732152	0.7268286298278711	0.943272053432688	0.8695393526787691	0.6377360978667667	0.6772875648152795	0.9568998688194836	0.9147302040924778
ZeeviD_2015__PNP_Main_400__bin.14	0.9697618295581742	0.9513191029699021	0.925983852236802	0.9446269706387823	0.9261079043119547	0.9442008994729695	0.9527394992304	0.9878405110182099	0.9922419740692993	0.8587738692891912	0.9635606571706393	0.9797981195613901	0.948026474621331	0.5513632845935911	0.9637772711787905	1.0	0.9887489539070201	0.8011411836667313	0.9937043571860027	0.9615777324616608	0.908164725887855	0.7229759711130429	0.9456900014981674	0.8629019406515788	0.6427228667098622	0.6780309500385039	0.9621383524166776	0.9100145331777275
ZeeviD_2015__PNP_Main_589__bin.14	0.9726144291248306	0.951272695375926	0.925206204586604	0.950633415869196	0.9279726020344439	0.9447335477295328	0.9553453015101488	0.9871948644069575	0.9924950206752813	0.8602037304175959	0.9687048607171562	0.9696926214464211	0.9501142694241336	0.5499014622863229	0.9456421731880168	0.9879099421549774	1.0	0.804994961085469	0.9931872159353646	0.9642975981968599	0.9138822333689601	0.725042594797857	0.9516035380140098	0.8609507483050274	0.6476997855720193	0.681035756747712	0.9658393058215909	0.9164722449722884
CosteaPI_2017__SID713A076-11-0-0__bin.23	0.942796525651665	0.9268642820742032	0.9599418357365235	0.973231066414127	0.9612492955617723	0.9521532632837525	0.9289431825268979	0.9490703100989051	0.9543428511389285	0.8854014553426899	0.9428336087408212	0.928422895548737	0.9739182272934908	0.5845795030528934	0.9127901260094606	0.9434314330872178	0.9487747691156301	1.0	0.9532174355695373	0.9418379839834766	0.9255512035990824	0.7423472584078882	0.9818849109472089	0.857975701586763	0.6604177915671932	0.7025239537090674	0.9423447862019444	0.9303163805556508
ZeeviD_2015__PNP_Main_110__bin.8	0.9425308529120207	0.927459711834307	0.8979733957082917	0.9220300770530404	0.9015118455154065	0.9225803902906003	0.9311451568300855	0.9753075644642806	0.9759828236122047	0.8341609468695078	0.93334089746075	0.9475245550869064	0.93123197586339	0.5317684164300197	0.9316463185514359	0.9567085388586375	0.9570227410744062	0.7793152045392114	1.0	0.9412515354106816	0.8820060433396939	0.7026962592480644	0.9239566327444645	0.8309247559190828	0.6238085350918857	0.6583124401109446	0.9360286126134734	0.8870534906304348
ZeeviD_2015__PNP_Main_609__bin.45	0.9716623722832702	0.9358966262777699	0.9300390712562336	0.9469219032835763	0.9333884492736506	0.9453040977817843	0.9476387318834466	0.9668195611774886	0.9760901266140093	0.8658359103650909	0.9615534982151595	0.9641349488892049	0.9559282978574682	0.5541244157991531	0.9419841256450614	0.9715341433608994	0.9751096092151281	0.808069262900625	0.987772456331062	1.0	0.9096921300704054	0.7316978521655503	0.9477790123962659	0.8682356230551745	0.6454701686981631	0.6835541586423161	0.9663717240764264	0.9132516878252422
ZeeviD_2015__PNP_Main_321__bin.31	0.9596180566416793	0.9404800224411399	0.9451443286173977	0.9706943333094527	0.9548715133743745	0.9844001788026078	0.9385895783911196	0.9664714839102879	0.9729086805033516	0.8968721652168385	0.9561852887430036	0.9468491085600235	0.9590262522993591	0.571624470125737	0.9306907814743547	0.960315810610502	0.9671823554519156	0.8310910692537211	0.9687206431243233	0.9520729296686199	1.0	0.7356909984188279	0.9715964187008154	0.8611686546516427	0.674911229348652	0.7013991404962681	0.9501496916865869	0.9568663934848043
SchirmerM_2016__G89250__bin.15	0.9681615882787397	0.9598778227498683	0.9451656561765333	0.9592202494313999	0.9518396107880293	0.9589038999008856	0.9525769092905989	0.9730458719575276	0.9744566888153858	0.8955542686139171	0.9616324146015718	0.959426259307118	0.9641702266618875	0.5931177394274839	0.9421246187541696	0.9664484535227689	0.9700341734029132	0.8426760619075622	0.9756634092019445	0.9680837764990566	0.9300382808443981	1.0	0.9612695055635423	0.875147810491324	0.6797962351854663	0.7131047793015564	0.9685914664714144	0.9429110279701458
ZeeviD_2015__PNP_Main_298__bin.21	0.903932418730806	0.887265874076216	0.9727449422943883	0.9810718089876536	0.9554629992276635	0.9147474166993049	0.8862565291712574	0.9085829090363364	0.9194573878922536	0.8318795594387932	0.9001023071263594	0.8881782193801543	0.9795797538040315	0.5290477201433398	0.8771257554072702	0.9068849584731897	0.9133308564881752	0.7995814375706908	0.9203065919464709	0.8995738423189127	0.8811297342210932	0.6895944135550537	1.0	0.8061449247246493	0.6240226832651896	0.6564923846162293	0.9016428621104917	0.8956389528435524
