	ZeeviD_2015__PNP_DietIntervention_50__bin.3	ZeeviD_2015__PNP_Main_224__bin.17	ZeeviD_2015__PNP_Main_98__bin.35	ZeeviD_2015__PNP_Main_317__bin.32	ZeeviD_2015__PNP_Main_265__bin.33	ZeeviD_2015__PNP_Main_88__bin.17	ZeeviD_2015__PNP_DietIntervention_36__bin.35	ZeeviD_2015__PNP_Validation_25__bin.19	ZeeviD_2015__PNP_Main_185__bin.22	ZeeviD_2015__PNP_Main_677__bin.30	ZeeviD_2015__PNP_Main_151__bin.36	ZeeviD_2015__PNP_Main_193__bin.23	KarlssonFH_2013__S543__bin.19	ZellerG_2014__CCIS59903910ST-4-0__bin.18	ZeeviD_2015__PNP_Main_347__bin.3	ZeeviD_2015__PNP_Main_400__bin.14	ZeeviD_2015__PNP_Main_589__bin.14	CosteaPI_2017__SID713A076-11-0-0__bin.23	ZeeviD_2015__PNP_Main_110__bin.8	ZeeviD_2015__PNP_Main_609__bin.45	ZeeviD_2015__PNP_Main_321__bin.31	SchirmerM_2016__G89250__bin.15	ZeeviD_2015__PNP_Main_298__bin.21	ZeeviD_2015__PNP_Main_223__bin.47	ZeeviD_2015__PNP_Main_16__bin.22	SchirmerM_2016__G88902__bin.9	ZeeviD_2015__PNP_DietIntervention_43__bin.27	ZeeviD_2015__PNP_Main_615__bin.12
ZeeviD_2015__PNP_DietIntervention_50__bin.3	1.0	0.9997124554381865	0.9974883204299912	0.9973997879281227	0.9975052506733856	0.9972536702353124	0.9998004271559119	0.9995916486254215	0.9996656604034364	0.9971025772164284	0.9998462469324024	0.9996790699356332	0.9973922661684115	0.9976427961529601	0.9996864891561833	0.9997249716853676	0.9997838476876114	0.9970810088576899	0.9996681019672634	0.9996323731873542	0.9972408484811522	0.9997358308843342	0.9973770166525529	0.9997013905710863	0.9973404550284032	0.9976009360970886	0.9998389134788038	0.9971901894144751
ZeeviD_2015__PNP_Main_224__bin.17	0.9997124554381865	1.0	0.9975632317098588	0.9974963294475141	0.9975683653090304	0.9972815078126785	0.9996858155031904	0.9995683698258517	0.9996831475775773	0.9971380298210928	0.9998329723708886	0.9995949869938083	0.9974825496695293	0.9976599207367092	0.9998243912788898	0.9996584521311384	0.9998105699938861	0.9970944841269601	0.9996795484555424	0.9997120690951758	0.99737943383969	0.9997674386154225	0.9974674953988449	0.999706231942568	0.997412964630186	0.9976121568692499	0.9997337291658173	0.9972382451724557
ZeeviD_2015__PNP_Main_98__bin.35	0.9974883204299912	0.9975632317098588	1.0	0.9998234998707941	0.999797320797395	0.9971761394570052	0.9973458306227846	0.9973209892481816	0.9973970820270076	0.997184052989167	0.9975795430937375	0.9975861701193269	0.9997900392132646	0.9975844239851452	0.9973337191081	0.9975370524185321	0.9974232023087612	0.9991536395839138	0.9972161347550382	0.9973793427312785	0.9973726156300011	0.9976975690864235	0.9998160872395588	0.9975764614250546	0.9974328683377539	0.9977199844819424	0.997470271395488	0.997174744507357
ZeeviD_2015__PNP_Main_317__bin.32	0.9973997879281227	0.9974963294475141	0.9998234998707941	1.0	0.9997623180612947	0.9970633246887914	0.9970933867702334	0.9971507987803986	0.9970932505736547	0.9970355334195997	0.9975491618581569	0.997357818205092	0.9996985130645138	0.9975440298701411	0.9971532012633388	0.9972492698897587	0.9971476125547172	0.999154804681366	0.9970585978718677	0.9973023592520321	0.9970727468154688	0.9977858277014897	0.9996390273886803	0.9974277079098977	0.9973197544000393	0.9976817476356896	0.9974331060737293	0.9969690943731689
ZeeviD_2015__PNP_Main_265__bin.33	0.9975052506733856	0.9975683653090304	0.999797320797395	0.9997623180612947	1.0	0.9971211799633307	0.9974272853735038	0.9973298825189569	0.9974474525811501	0.997011193352203	0.9975467508411066	0.9975789128487079	0.9997927167360119	0.997522251665816	0.9973899898496658	0.997546655785812	0.997544416269732	0.9991770023596885	0.9972678249960892	0.9974367780770412	0.9973211823149423	0.9976138721072974	0.9998209015547564	0.9974985219838465	0.997333559947193	0.9976737372346772	0.9974979806536772	0.9970311347265807
ZeeviD_2015__PNP_Main_88__bin.17	0.9972536702353124	0.9972815078126785	0.9971761394570052	0.9970633246887914	0.9971211799633307	1.0	0.9972621785096741	0.9972017551205309	0.9972370787816425	0.9995807893882624	0.9972228579836192	0.9973631088729995	0.997038328409039	0.9997140891197992	0.9972839186266637	0.9972793584460407	0.9971953981923993	0.9968435587709411	0.997141013461435	0.9972441970817251	0.9998272817009831	0.9975423226015863	0.9971044141553083	0.9973088703288016	0.9998393743191661	0.9997133875035566	0.9973567036395923	0.9997053163675637
ZeeviD_2015__PNP_DietIntervention_36__bin.35	0.9998004271559119	0.9996858155031904	0.9973458306227846	0.9970933867702334	0.9974272853735038	0.9972621785096741	1.0	0.9990376417283336	0.9993425238285678	0.9970807763422076	0.9997863314172688	0.9990682377058576	0.9971377489562105	0.9976410157674824	0.9993461990413345	0.9992327881889445	0.999768463420464	0.9967985648280038	0.9993936999056263	0.9995121569074309	0.9968962896308982	0.9995694769178028	0.9971063216417714	0.999594257626321	0.997291411307402	0.997519421679041	0.9997750889535824	0.9971881563428002
ZeeviD_2015__PNP_Validation_25__bin.19	0.9995916486254215	0.9995683698258517	0.9973209892481816	0.9971507987803986	0.9973298825189569	0.9972017551205309	0.9990376417283336	1.0	0.9992115988888383	0.9970682954160666	0.9997037076741201	0.9997768085167159	0.9952806696707824	0.9975933694731903	0.9991037883043126	0.9998285362940366	0.9989965293824213	0.9968936910610884	0.9990274059574564	0.9995796737610223	0.9970474280362787	0.9994998770995493	0.9970424675076809	0.9997597727785686	0.9972590301160846	0.9975204067432567	0.9996451079669791	0.9969322178830541
ZeeviD_2015__PNP_Main_185__bin.22	0.9996656604034364	0.9996831475775773	0.9973970820270076	0.9970932505736547	0.9974474525811501	0.9972370787816425	0.9993425238285678	0.9992115988888383	1.0	0.9970887439115558	0.9997748419089661	0.9992390379874194	0.996204240158482	0.9977154283701317	0.999786223313419	0.9992719872823775	0.9993818238932991	0.9968101772889097	0.9997345455127367	0.9996641670156696	0.9969668794016937	0.9997630637299659	0.9971252184575207	0.9998000903746561	0.9973431065565297	0.9976713841770972	0.9997352323250385	0.9971388883129807
ZeeviD_2015__PNP_Main_677__bin.30	0.9971025772164284	0.9971380298210928	0.997184052989167	0.9970355334195997	0.997011193352203	0.9995807893882624	0.9970807763422076	0.9970682954160666	0.9970887439115558	1.0	0.9971489497980831	0.9972065420366193	0.9969796975936045	0.9995833202447232	0.997138504209231	0.9971481733141693	0.9971359329027996	0.9967388531474922	0.9970852240186793	0.9971182053590468	0.9995477218174158	0.9974026565973021	0.9970777763599643	0.9971623484744692	0.9995326450564668	0.9995798335146776	0.9971686224630807	0.9994995262069085
ZeeviD_2015__PNP_Main_151__bin.36	0.9998462469324024	0.9998329723708886	0.9975795430937375	0.9975491618581569	0.9975467508411066	0.9972228579836192	0.9997863314172688	0.9997037076741201	0.9997748419089661	0.9971489497980831	1.0	0.999809497489939	0.9975065471769395	0.9977166468271739	0.9998237803079889	0.9998271867437872	0.9999094500220715	0.997066225358945	0.999819374563509	0.9997498321769965	0.9973106166533877	0.9997473022358114	0.9975010700259551	0.9998289440143822	0.9973718771553021	0.9976655689408498	0.9998434969481905	0.9971529750119659
