	ZeeviD_2015__PNP_DietIntervention_50__bin.3	ZeeviD_2015__PNP_Main_224__bin.17	ZeeviD_2015__PNP_Main_98__bin.35	ZeeviD_2015__PNP_Main_317__bin.32	ZeeviD_2015__PNP_Main_265__bin.33	ZeeviD_2015__PNP_Main_88__bin.17	ZeeviD_2015__PNP_DietIntervention_36__bin.35	ZeeviD_2015__PNP_Validation_25__bin.19	ZeeviD_2015__PNP_Main_185__bin.22	ZeeviD_2015__PNP_Main_677__bin.30	ZeeviD_2015__PNP_Main_151__bin.36	ZeeviD_2015__PNP_Main_193__bin.23	KarlssonFH_2013__S543__bin.19	ZellerG_2014__CCIS59903910ST-4-0__bin.18	ZeeviD_2015__PNP_Main_347__bin.3	ZeeviD_2015__PNP_Main_400__bin.14	ZeeviD_2015__PNP_Main_589__bin.14	CosteaPI_2017__SID713A076-11-0-0__bin.23	ZeeviD_2015__PNP_Main_110__bin.8	ZeeviD_2015__PNP_Main_609__bin.45	ZeeviD_2015__PNP_Main_321__bin.31	SchirmerM_2016__G89250__bin.15	ZeeviD_2015__PNP_Main_298__bin.21	ZeeviD_2015__PNP_Main_223__bin.47	ZeeviD_2015__PNP_Main_16__bin.22	SchirmerM_2016__G88902__bin.9	ZeeviD_2015__PNP_DietIntervention_43__bin.27	ZeeviD_2015__PNP_Main_615__bin.12
ZeeviD_2015__PNP_DietIntervention_50__bin.3	1.0	0.9527236728032185	0.9254210908971614	0.949350410633881	0.9295952133641391	0.9523160059649619	0.9643472433761375	0.9825634380257153	0.9909970758950216	0.8653285867083244	0.9694302940363408	0.9602840834805195	0.9379323620409588	0.5557951167784574	0.9491723880737428	0.9803104153811492	0.9840870023750815	0.8071702083828846	0.9895709656300672	0.9720755452483656	0.9150967473010766	0.7321435894269073	0.9506264802045185	0.8641104106531787	0.650766534267413	0.6873074739081162	0.9791906583023402	0.9175577041554519
ZeeviD_2015__PNP_Main_224__bin.17	0.9556393171467742	1.0	0.9148625636176491	0.9347004786476498	0.9144163871611515	0.9291784400954876	0.9330977276455675	0.9828246260368643	0.9847835439282981	0.8490858947749447	0.9530392020700265	0.9721991418120086	0.9270787007844865	0.5514760359205922	0.939523733248421	0.9645459089925849	0.9654648776378004	0.7959691199435552	0.9767388178840299	0.9392348315732268	0.8997162762945287	0.7281236828237065	0.9360394919395465	0.8579881313191192	0.6358401643013346	0.6694079257779173	0.9611521611732602	0.9168548721549598
ZeeviD_2015__PNP_Main_98__bin.35	0.9104348114994139	0.8973012354702903	1.0	0.9732961853727532	0.9646241616790625	0.9214918671596524	0.8913977473907039	0.91297125146543	0.9240914333448826	0.8437478938150544	0.907079629216523	0.9056528817356387	0.9989667234644428	0.5372743712296324	0.8965698256672157	0.9188823336766514	0.9187855084983079	0.8102207519139585	0.9252471652530506	0.9133039693576789	0.8868161128487961	0.7017452263763178	1.0088884564452818	0.8170307894574468	0.6275605276022953	0.6652516268053861	0.9097242855583348	0.8964098742696581
ZeeviD_2015__PNP_Main_317__bin.32	0.9265737575003897	0.9094919629349025	0.9655816695491832	1.0	0.9665460137692157	0.9381214028383174	0.9086010746222554	0.9305884053617162	0.9426394120137137	0.8529676422019257	0.9226306820616437	0.9098620676990361	0.980533242800497	0.54220583381166	0.8982244859616815	0.9296843326554358	0.9362948934489103	0.8149273704715727	0.9423554766793975	0.9224413918387662	0.9032985940256804	0.7065978001839223	1.00928087137541	0.8265588308833121	0.6403970762665375	0.6731828962628364	0.9245433608808682	0.918317501858764
ZeeviD_2015__PNP_Main_265__bin.33	0.9312035476666968	0.9132037593436275	0.9821988400297507	0.9920186198374148	1.0	0.9422455442730999	0.9113445786300056	0.9345145034943607	0.944624734980966	0.8702309259995814	0.9322570995137712	0.9217718422320608	0.9953435908043289	0.5515919023425097	0.9084458612085593	0.9357579846423071	0.9384363260810626	0.8261252827795984	0.9458657997255933	0.9333464141299667	0.9122193166314758	0.7195155014689316	1.0090238165543925	0.8431270965319296	0.6465869994601755	0.6829432372361952	0.9298397296334655	0.9169931630284492
ZeeviD_2015__PNP_Main_88__bin.17	0.9451977393014015	0.9194193971310791	0.9296589080249246	0.9539973788307784	0.9335873099783996	1.0	0.9259919526178413	0.9465547713755297	0.9578261820999138	0.8802991408176956	0.934681937826479	0.9269400554783825	0.9420531981472728	0.5558703129361932	0.9103918298433092	0.9450196108851785	0.9462760865953099	0.8088950244232255	0.9589543287359921	0.9363947478932245	0.9341288778244966	0.7181433847559425	0.9545485234734467	0.83119363755943	0.6557347533807288	0.6914662602274201	0.9391418519896513	0.9405563448432063
ZeeviD_2015__PNP_DietIntervention_36__bin.35	0.9796672837155458	0.9450292277282848	0.9204648990348258	0.9457251843672456	0.9242235549955229	0.947787078437744	1.0	0.9814566764541696	0.9907859261884072	0.861610492673586	0.9631848740195956	0.9611641492150639	0.9383999956870293	0.5536266447489336	0.9424208606631095	0.9779215107944345	0.981955118638552	0.8077155125304052	0.9928752664362168	0.9629868694547082	0.9089487771012622	0.7316802892827089	0.9465872884010005	0.8536633540110873	0.6519898233495413	0.6848840668569274	0.9694945541393001	0.9107749281130705
ZeeviD_2015__PNP_Validation_25__bin.19	0.9481945638115705	0.9455529162876145	0.8955389957269931	0.9201127425739163	0.9002687273441712	0.9203245771920693	0.9323153477207061	1.0	0.9806788205420917	0.8376178242768991	0.9378011659749839	0.96141723411962	0.9304130262926336	0.5365058554813023	0.9316439949308675	0.9637562607605002	0.9631421731531514	0.7839724531193695	0.9875324851878717	0.9333489144290568	0.8892221339707306	0.7099309000131291	0.9217850721308515	0.8331581236015423	0.6309799050422226	0.6607778194722106	0.9389622990248158	0.895065510437627
ZeeviD_2015__PNP_Main_185__bin.22	0.9534522965179967	0.944583436997538	0.9037162224887578	0.9292204018581577	0.9072671083071233	0.9284781970969072	0.9383422329826698	0.9777245738008682	1.0	0.8432030939587596	0.9419028663307327	0.9477899100999261	0.928769230483589	0.5363731391501639	0.9312780589604863	0.964596972138775	0.9657685323747953	0.7858871551695328	0.9859366354869495	0.9395393224631359	0.8923761321059491	0.709005139268991	0.9300846828246669	0.8380345823786943	0.6314426529619493	0.6658101218348379	0.9446785914541087	0.8929665539047674
ZeeviD_2015__PNP_Main_677__bin.30	0.9627700032260021	0.9418160191133916	0.954211704107436	0.9723454860393551	0.9665521015444553	0.9868023770428886	0.9436421188124232	0.9657184940098885	0.9750953710358687	1.0	0.9593260715184808	0.951376472299592	0.9674281140984881	0.5807421093115518	0.9316849768677935	0.9633808502152725	0.9657925686008544	0.8431014279756112	0.9718945972247794	0.961320180978182	0.9537710139684282	0.7517390083774068	0.973073349411456	0.8672932231947942	0.6842055258571316	0.7125583807079706	0.9586379293038545	0.9551446145356891
