	VogtmannE_2016__MMRS62192467ST-27-0-0__bin.22	NielsenHB_2014__V1_UC11_5__bin.65	FengQ_2015__SID31501__bin.38	VogtmannE_2016__MMRS92546335ST-27-0-0__bin.17	VincentC_2016__MM050.4__bin.76	VincentC_2016__MM040.2__bin.6	VogtmannE_2016__MMRS92544445ST-27-0-0__bin.52	NielsenHB_2014__V1_UC11_0__bin.34	VogtmannE_2016__MMRS86178473ST-27-0-0__bin.5	VincentC_2016__MM048.2__bin.19	LiJ_2014__V1.CD2-0-PN__bin.29	GeversD_2014__SKBSTL008__bin.31	FengQ_2015__SID31137__bin.50	LeChatelierE_2013__MH0333__bin.15	LeChatelierE_2013__MH0239__bin.19	VogtmannE_2016__MMRS71238091ST-27-0-0__bin.5	VatanenT_2016__G80352__bin.1	GeversD_2014__SKBSTL027__bin.15	LeChatelierE_2013__MH0233__bin.36	XieH_2016__YSZC12003_37191R1__bin.28	VincentC_2016__MM090.2__bin.4	BackhedF_2015__SID590_12M__bin.22	RaymondF_2016__P12E90__bin.6	FengQ_2015__SID31337__bin.11	BackhedF_2015__SID503_12M__bin.13	BackhedF_2015__SID345_4M__bin.10	GeversD_2014__SKBSTL006__bin.15	BackhedF_2015__SID103_12M__bin.6	VogtmannE_2016__MMRS65945127ST-27-0-0__bin.24	BackhedF_2015__SID9_12M__bin.24	BackhedF_2015__SID172_12M__bin.33	HeQ_2017__SZAXPI029495-96__bin.34	ZellerG_2014__CCIS24254057ST-4-0__bin.27
VogtmannE_2016__MMRS62192467ST-27-0-0__bin.22	1.0	0.8234078708778544	0.6968021997582289	0.5741659666232981	0.7940201356376713	0.9421015579379797	0.8082224255478265	0.9140159994058168	0.6912845561042074	0.5622847046499954	0.7922948915615748	0.8021022750555766	0.6497784938993781	0.5086164560560582	0.7743794371651317	0.6572614879677913	0.7783042153709036	0.8332613547888088	0.8102891008369787	0.9163621584727444	0.7780693913720508	0.7776696943542356	0.5361625756815178	0.8340658710929897	0.546705805066948	0.7962337560058599	0.6928241179453557	0.8542479293229385	0.42408413838320713	0.855991901693422	0.7677609859854733	0.8253155957710551	0.9282325356253778
NielsenHB_2014__V1_UC11_5__bin.65	0.8721842960301357	1.0	0.6376525786730405	0.590480884673574	0.9265916665691737	0.8418746531580358	0.9421396815352825	0.8427388650695108	0.8131689821679359	0.5209607418556462	0.8429711527522106	0.8351162684628439	0.6727348008828288	0.4849822622073535	0.816688225337364	0.6896840022794712	0.8060781039356824	0.8524430645086634	0.8383235340146314	0.8995906819745945	0.894828445373143	0.8176180542803753	0.5644085421506347	0.8496849449944464	0.5231813781916455	0.9273407519576171	0.651967942943363	0.8934574393860552	0.4586364306098196	0.8959435958031551	0.8176997788519529	0.8683288291564787	0.859977493527736
FengQ_2015__SID31501__bin.38	0.740448519676189	0.6396998188802692	1.0	0.47798446126065314	0.6225929514351459	0.7403551361936008	0.6301699409285687	0.7295743618285065	0.559300382515074	0.4774205883193423	0.6214857873401254	0.6323483785633709	0.5039901452359795	0.430296629485639	0.6139955475299813	0.5305229611102871	0.6136215033073742	0.6464052292028691	0.6367889417627264	0.7113303931427607	0.6138120124157507	0.610801798405983	0.45594374810341376	0.643583823327296	0.46739181464008067	0.6321667145207404	0.5661854157112861	0.6539755848969822	0.3641831649822486	0.6550904033758214	0.6078186298857082	0.6352373131139667	0.7378632090170684
VogtmannE_2016__MMRS92546335ST-27-0-0__bin.17	0.8171064989725084	0.7933298814050791	0.6401321512946895	1.0	0.7826597327405675	0.8082863135296984	0.7992002855699908	0.7938535934413667	0.7095500791946452	0.5268647873020675	0.80600284704351	0.8813574688876552	0.6421618486602062	0.5004099259718571	0.7895586535839649	0.6865263403918661	0.8693250766489811	0.8136705926465728	0.8045847924867938	0.8347170280674571	0.7730035215590991	0.7981150467092364	0.6154311216162314	0.8247521479824785	0.542865454300259	0.7912853770441911	0.6312818962612792	0.8359731168748037	0.4867143664530891	0.8361585460168385	0.7818057108075348	0.8228841885664027	0.8139143385703778
VincentC_2016__MM050.4__bin.76	0.8223714815567608	0.9060072369077654	0.6068136882532712	0.5695977922557196	1.0	0.8007819481161526	0.9302135428254444	0.7949252120988259	0.8150908061827716	0.5019106882158035	0.8122542009443856	0.7945608136000548	0.6364856400797233	0.4657511831346163	0.7813197857111358	0.6659989343250454	0.7730450551057403	0.8149747557054559	0.7977382756689564	0.870184775569982	0.865203060151615	0.7894600635492414	0.54318884827859	0.8095169017573026	0.5022729314914244	0.9128122711111567	0.6205535674082513	0.8597758766867523	0.434897671662695	0.8664529237923042	0.7915880977304174	0.8368109793035579	0.8195267527849627
VincentC_2016__MM040.2__bin.6	0.8691885695618663	0.7332810636202354	0.6427928271854886	0.5240108641057855	0.7133358212889747	1.0	0.7342671387973546	0.8369406474897172	0.6245763546645254	0.5339495921677542	0.7159186382385984	0.7266835014721718	0.5851518078758712	0.4648928734248383	0.6998454799374241	0.593015450972481	0.7014072209885001	0.7549135770161338	0.7268670706567095	0.8368204340414358	0.6996743160718735	0.704379033297796	0.49047175508237795	0.7448562600119416	0.5021950768900869	0.7153471074709705	0.631145561797761	0.7646628285988089	0.3867752506206721	0.777589761713021	0.7021282063134509	0.7401614375047351	0.8607337539425653
VogtmannE_2016__MMRS92544445ST-27-0-0__bin.52	0.7906099553394853	0.8700684673467157	0.5801011273640463	0.5493457818659082	0.8785723166189664	0.7785189532384589	1.0	0.7632170665110026	0.7859159194801706	0.48259943548808865	0.7735906696759771	0.7623640040197908	0.6140548308734715	0.4522012551042042	0.7471963086570499	0.6359458737486303	0.7369431175801335	0.7766997755543731	0.7624300819146681	0.8350659729844755	0.8259938851328181	0.7557944207082485	0.5176531323897243	0.7781655461087479	0.4831153754492749	0.8743802848614917	0.5913528462505179	0.8210336587017228	0.412117965640121	0.8296359984855323	0.7586609800009458	0.801115401128836	0.7847182184898477
NielsenHB_2014__V1_UC11_0__bin.34	0.9083300961545496	0.7906598404349241	0.682298024700549	0.5543564472670734	0.7627454966627629	0.90150529608812	0.775365721664982	1.0	0.6739933487508944	0.5449484262538858	0.7585268243610191	0.7674084657872358	0.6098730294171264	0.49448534265895344	0.745893237048342	0.6298377529175173	0.736792708250813	0.7847194980607151	0.766550414565682	0.8630445897118482	0.7406548931985522	0.748078929258974	0.5193960299303029	0.7833011842506719	0.5289068134739175	0.7672750017577802	0.664239975642417	0.808492320966515	0.4042436152812655	0.8097463101729496	0.7374361671294162	0.7797735342897566	0.8920242595927868
VogtmannE_2016__MMRS86178473ST-27-0-0__bin.5	0.7515136022341034	0.8345791809911884	0.5721893252236645	0.5420281295440261	0.8555580072655692	0.7359515856105814	0.8734231424874308	0.7373024816951231	1.0	0.47579367537704326	0.748495446664054	0.7287669344908498	0.5835122810949723	0.45353338590975184	0.7251195324643143	0.6256931978040413	0.7100941851084371	0.7492254491211779	0.7329842430840315	0.7936085544106767	0.8015418278356636	0.7346826516612733	0.5120298140312215	0.7465856071010184	0.4792519206286339	0.8577257404260916	0.5721174560902217	0.7880718468592318	0.40060185613783283	0.7916968006576461	0.7312670406413859	0.7634055945856961	0.7489454553301143
VincentC_2016__MM048.2__bin.19	0.8664573652340422	0.7578838914773388	0.6923197408266799	0.5704911126234269	0.7467596551755609	0.891815266490566	0.7602323660295289	0.8449994462424776	0.674418696432593	1.0	0.7463756015175669	0.7477939114298758	0.5929559083214339	0.5221171247725462	0.7351255672931322	0.6394658669536504	0.7272962499145931	0.7690360006521759	0.7441822777366537	0.8580330976801137	0.7331497999196374	0.7263697852136134	0.5443268713489311	0.7576712683217891	0.5521524887885685	0.7509674723571399	0.6766073336242308	0.7745274499700429	0.4409572383261378	0.7855152818576455	0.7318338549836081	0.7586774050404514	0.8716491195008733
