	XieH_2016__YSZC12003_37584__bin.36	RaymondF_2016__P1E0__bin.6	FengQ_2015__SID530623__bin.65	LiJ_2014__MH0339__bin.38	HMP_2012__SRS042628__bin.32	XieH_2016__YSZC12003_36453__bin.3	LiJ_2017__H3M517925__bin.17	ZeeviD_2015__PNP_Main_750__bin.36	XieH_2016__YSZC12003_37265R1__bin.27	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.81	XieH_2016__YSZC12003_35733__bin.124	LiJ_2017__H1M513729__bin.13	QinJ_2012__NOF008__bin.29	YuJ_2015__SZAXPI015264-87__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.52	ZeeviD_2015__PNP_Main_527__bin.29	ZeeviD_2015__PNP_Main_632__bin.39	LeChatelierE_2013__MH0197__bin.43	HMP_2012__SRS011134__bin.14	LiuW_2016__SRR3993016__bin.24	ZeeviD_2015__PNP_Main_701__bin.12	CosteaPI_2017__SID713B061-11-0-0__bin.34	VincentC_2016__MM037.1__bin.8	XieH_2016__YSZC12003_37314__bin.79	ZellerG_2014__CCIS20795251ST-4-0__bin.46	KarlssonFH_2013__S195__bin.33	XieH_2016__YSZC12003_36011__bin.52	RaymondF_2016__P13E90__bin.36	ZellerG_2014__CCMD72895164ST-21-0__bin.36	LiJ_2014__V1.FI28__bin.87	XieH_2016__YSZC12003_35999__bin.12	ZeeviD_2015__PNP_Validation_13__bin.40	XieH_2016__YSZC12003_35549__bin.24	KarlssonFH_2013__S488__bin.33	ZellerG_2014__CCMD87156761ST-21-0__bin.36	XieH_2016__YSZC12003_37330__bin.31	BackhedF_2015__SID105_M__bin.46	VincentC_2016__MM050.3__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.107	LiJ_2014__MH0399__bin.56	KarlssonFH_2013__S424__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.2	LouisS_2016__AS50_6__bin.20	ZeeviD_2015__PNP_Main_58__bin.47	BritoIL_2016__WL.11.ST__bin.9	NielsenHB_2014__O2_UC44_2__bin.7	VincentC_2016__MM050.4__bin.29	RaymondF_2016__P13E0__bin.35	XieH_2016__YSZC12003_35837__bin.36
XieH_2016__YSZC12003_37584__bin.36	1.0	0.8044000134751084	0.7156879067249091	0.5173255229782333	0.880199451133447	0.7673190539497448	0.8071697341253702	0.8249358833836777	0.8483415607983708	0.8321597132340699	0.7815118583395053	0.8459214118007774	0.7441028092183412	0.7686572884469011	0.8499756618060259	0.8636133503171777	0.8513143845317473	0.8077180148040666	0.7141939273154606	0.7770177143970304	0.7853083236623392	0.5799423011481671	0.7508149755324255	0.8300998769175787	0.7737382831247214	0.84803983554509	0.8339490709254519	0.8525637614300411	0.7210569562561852	0.7915146851828977	0.8189296955748427	0.8398175782789065	0.7225748588653276	0.7596299422767367	0.5502785099850066	0.8074875709213019	0.38957612484199705	0.5552647883211821	0.714197833143982	0.7798533459035915	0.8694891810991099	0.6958545977216326	0.7812457737714826	0.5614355091564827	0.6808103227141993	0.6765163524834479	0.7876942966603702	0.8621027711365131	0.8454234186642945
RaymondF_2016__P1E0__bin.6	0.8474663539311826	1.0	0.7298016855825341	0.5494649291330077	0.8598209486481134	0.7872030491709682	0.7929325895578239	0.8521002913892296	0.8636740761315445	0.8441085624197908	0.8077443181672054	0.8610451434699751	0.757372301820604	0.7977877050719214	0.8554277352138612	0.876880463548056	0.870581518258763	0.8260882088949585	0.7356850218734811	0.808582737309909	0.8019530536716843	0.595175232172663	0.7805785092084654	0.8476926756629556	0.8047064632857287	0.8549396003878332	0.846112538481124	0.8699406162637883	0.7274433102639477	0.8192440339791218	0.8360077875250432	0.8801569849830387	0.7304991680104519	0.7940585401733933	0.5595820249108214	0.814593122391192	0.40826177194484947	0.5786264842719254	0.7299631970002083	0.8078086141137317	0.8777898654157248	0.7597677116043897	0.7913529667435646	0.5762274739151345	0.7039109938353046	0.7106996170533425	0.8140895565379976	0.8723998076265279	0.8679248097482942
FengQ_2015__SID530623__bin.65	0.8317249807939557	0.8050271608076411	1.0	0.5752014506946518	0.8341885744178895	0.7828763788918481	0.78716412118021	0.8716582334070558	0.8822207066689514	0.8316790224605751	0.7941690790063468	0.8366533028154869	0.7512587476864802	0.7765329941116594	0.8878463471068379	0.8603468095271057	0.8917970616170752	0.8106051407516514	0.7443854236053348	0.780422430844056	0.8313675270898843	0.60999871770576	0.7714599884480041	0.8797809432919558	0.8188362215214364	0.8735113187999087	0.8541435692943864	0.8536312189852172	0.7119598335513991	0.7814414575940756	0.8584591135375093	0.852841416515269	0.7425527641384287	0.7808133603712071	0.5555188014974473	0.8620750698169497	0.42937736103845403	0.5714442150940784	0.740775708581045	0.8001935923870305	0.9003311269550732	0.7297003176231485	0.7977850352857871	0.5687638797003743	0.6918896591480347	0.7199889246090421	0.8142222318047554	0.8602225518109285	0.8957131655305691
LiJ_2014__MH0339__bin.38	0.8601511681804861	0.8671624428816931	0.8229525283856373	1.0	0.8843387264758623	0.8347581284759062	0.8150263866486237	0.8832947876932119	0.8848623194111731	0.8773323224066117	0.8737288665308843	0.8811362859645434	0.8198962068330097	0.8542828684450426	0.884886672570955	0.8971363119412472	0.8988077504742777	0.8483707330219917	0.8052672637520264	0.8151570819394531	0.8357793376427602	0.658366568631669	0.8075507783675753	0.8800752999700455	0.8446187228715947	0.8814366416018534	0.8788470889450455	0.8895779029169403	0.7427088669042995	0.8250939829024583	0.8735210529007454	0.8951085055034081	0.7846872201923413	0.8350414369013689	0.6155131251354644	0.8778859509056535	0.5107320316298839	0.6008752525625612	0.8000451345227957	0.8274367568734764	0.8994693446483525	0.820023655035868	0.8446227817315584	0.6265102003209747	0.7420375314663118	0.8129165912395191	0.8525570411884991	0.9020856857809205	0.8928136260799612
HMP_2012__SRS042628__bin.32	0.8507720614779994	0.7888415043035449	0.6938095869550137	0.5140908711239427	1.0	0.7497705358065602	0.7977001199112629	0.8099550415347887	0.8308024238969319	0.8251924077907873	0.7631589751527441	0.8385364879921211	0.7310070894407775	0.7539483178210032	0.8271880974032441	0.8430101549408301	0.8599964040778324	0.8020039007733121	0.7015705496805905	0.7663353730674868	0.7724239016510569	0.5659316104681918	0.7387581421446325	0.8297297820219937	0.7686982053894473	0.8287434989077741	0.8202926099080396	0.8391155164041533	0.7103838623318659	0.77580180334081	0.7999039199798779	0.8187409836498798	0.6978439096073885	0.7592685837682338	0.5362275001215157	0.7976114016215626	0.38215356097754344	0.5509221747117953	0.6927624279930743	0.7643113691072534	0.8645521826350937	0.6899149484183369	0.749538830060588	0.5521019392024886	0.6722623682969912	0.6689750725201232	0.7866985800826497	0.8351231933676473	0.8532094549157718
XieH_2016__YSZC12003_36453__bin.3	0.9065789951851443	0.8828075563295421	0.7959151888592074	0.593170369285063	0.9164861648610718	1.0	0.8630601300305205	0.9435796060551698	0.9476549570746997	0.9155401527348115	0.8790096637446044	0.9304888748397114	0.8268203667181397	0.8791111869971786	0.9425568746528165	0.938748022171294	0.9579174581346372	0.9067572377138118	0.8105824146728787	0.8890870002359262	0.8876725967398346	0.6445117164178674	0.867012614840969	0.9263587243372579	0.8954512391316762	0.9353319954568344	0.924550918237441	0.9337976099349732	0.7962993620763351	0.8551078598033103	0.9198375858693476	0.9432092769179387	0.8527889764206478	0.8714830989742114	0.640489434371274	0.9032956409030263	0.44263561285722774	0.6464233531169081	0.8235156694795145	0.8952026225302018	0.9600084910356699	0.7982986779480535	0.8846067098794239	0.6195381499579198	0.7729749716340572	0.77330896006156	0.9161590984735172	0.9480927761014264	0.9478920369429272
LiJ_2017__H3M517925__bin.17	0.7319438197073751	0.68249386380299	0.6142173825268027	0.44450194976995905	0.7483769626090437	0.6624060090457993	1.0	0.709103973563882	0.7160614292646126	0.7302654414342941	0.6667270251221041	0.7492314258290507	0.6593835114276708	0.6785305711887398	0.7223481534739906	0.7731276187305421	0.7308954420364028	0.6947104742138053	0.6029482080179641	0.677344062675984	0.6656569538253388	0.5075188336090047	0.6546591710024403	0.7223627634668716	0.663047963278447	0.7183374890646417	0.7216482019968761	0.7311836573505088	0.6321850174080279	0.6718307826351824	0.6961639471419312	0.7207122769983814	0.6232171381414673	0.6528926900450165	0.48269557025015847	0.686767065357139	0.33581998363680793	0.48849086742626824	0.6199431715549637	0.6548274072840996	0.7399372567214821	0.6007722045328168	0.66387497742092	0.48094237110444465	0.5950813909421585	0.5816109775059236	0.6820135049461467	0.7365796147212059	0.7263154306317537
ZeeviD_2015__PNP_Main_750__bin.36	0.8559325081925607	0.8391887325884337	0.7782327371131488	0.5512062276126152	0.8694570088756752	0.8286444041099326	0.8113651802616655	1.0	0.9253964064685389	0.8591933221448121	0.8230989434395433	0.8633462121215959	0.7713230738680488	0.8101093844270172	0.8959812000423495	0.8964320505033568	0.9716379599877814	0.8483718979335346	0.7599489779118734	0.8187378517330135	0.8783027962353479	0.6121505718962111	0.8098515384892052	0.9120228647038292	0.8766422481328966	0.9281121472791681	0.8755186679952403	0.8835417799069627	0.7389018599861098	0.8169623114343276	0.8862651193208673	0.8846896755751003	0.7766334844104523	0.8196157436980984	0.5750688813386915	0.8775647185705304	0.41488424541057023	0.5988514964436004	0.7542221639099779	0.8448486788815059	0.9521044838344781	0.7277187422589229	0.8308292558383868	0.5750582432941059	0.7133361059792396	0.7172711693287951	0.8584365012585821	0.8937335331934853	0.9267165371442524
XieH_2016__YSZC12003_37265R1__bin.27	0.7707017387451282	0.7447578393449356	0.6896627585818412	0.48348212087784875	0.7808744689089697	0.7286788491042808	0.7173861649982679	0.8102593990748514	1.0	0.765557490895107	0.7282765527773306	0.7802495124319323	0.6847367354207501	0.7148836778134241	0.8305245775555907	0.7963830588448196	0.8442722894120663	0.7510859117777905	0.6736108246542447	0.7263182966764645	0.7777181947495673	0.5465947412285429	0.7119864345855971	0.8162237636928231	0.7569864057550996	0.8327569451559662	0.8068228037703193	0.8190074591150279	0.6707588231302203	0.7288425176209783	0.808969123424247	0.7886760015382179	0.6924579862030545	0.7178270498372851	0.5083845739983509	0.7902363967732907	0.36985669468547483	0.5312808680374903	0.6638763180527261	0.7625573449684351	0.8758044263241072	0.6446791986186199	0.7484516913965804	0.5093568270839903	0.6347047335685015	0.6265252996486672	0.7606429999330245	0.813428092525494	0.8453674047717578
Bengtsson-PalmeJ_2015__TRAVELRES9__bin.81	0.8508774119343199	0.8192344710667724	0.7317453788107214	0.5395274675463416	0.8729380120649133	0.7923335283581374	0.8234328292641042	0.8467045134597068	0.8616333959675793	1.0	0.7998566268163765	0.8749977535538778	0.7703917402668977	0.7949728529466384	0.864470407814837	0.8880241458013424	0.8753007741752548	0.8230244752801069	0.7281790207891116	0.7973805439794245	0.8056225051967787	0.6196706809826854	0.7805621506776279	0.8569363267311114	0.8086517129900497	0.8480174364155906	0.8660099722239416	0.8844093643855421	0.7508341803267231	0.8039701192713128	0.8454480012620036	0.8603025014427177	0.7397771725130843	0.7940003913808354	0.5667184514098697	0.8201445313514021	0.40378071890269596	0.575619869366662	0.7517482342933479	0.8003288797122952	0.8823351457993455	0.7144053107983172	0.7972881900832882	0.5823042946059334	0.7102344091647014	0.6920376963643515	0.8218558240862955	0.8887445061912055	0.8839860340940631
