	ZeeviD_2015__PNP_Main_74__bin.26	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.2	CosteaPI_2017__SID713A028-11-0-0__bin.27	LeChatelierE_2013__MH0012__bin.43	Obregon-TitoAJ_2015__SM33__bin.2	CM_madagascar__A32_01_1FE__bin.33	LeChatelierE_2013__MH0126__bin.25	CM_madagascar__A81_01_1FE__bin.49	CosteaPI_2017__SID713B046-11-0-0__bin.58	SmitsSA_2017__TZ_12739__bin.4	XieH_2016__YSZC12003_37331__bin.27	Obregon-TitoAJ_2015__SM44__bin.22	Obregon-TitoAJ_2015__SM43__bin.46	Obregon-TitoAJ_2015__SM32__bin.23	VatanenT_2016__G78741__bin.11	CM_madagascar__A94_02_1FE__bin.50	BritoIL_2016__W1.51.ST__bin.59	Obregon-TitoAJ_2015__SM31__bin.9	Obregon-TitoAJ_2015__SM39__bin.44	RampelliS_2015__H16__bin.32	Obregon-TitoAJ_2015__SM25__bin.5	CM_madagascar__A89_02_1FE__bin.31	ZeeviD_2015__PNP_Main_301__bin.19	RampelliS_2015__H8__bin.8	NielsenHB_2014__MH0126__bin.53	CM_madagascar__A53_01_1FE__bin.21	ZellerG_2014__CCIS31434951ST-20-0__bin.24	Obregon-TitoAJ_2015__SM02__bin.18	CM_madagascar__V07_01_2FE__bin.26	RampelliS_2015__H2__bin.18	BritoIL_2016__W3.18.ST__bin.41	Obregon-TitoAJ_2015__SM01__bin.23	ZellerG_2014__CCIS59132091ST-4-0__bin.40	LiuW_2016__SRR3992967__bin.11	BritoIL_2016__W2.61.ST__bin.113	Obregon-TitoAJ_2015__SM40__bin.28	VogtmannE_2016__MMRS65742083ST-27-0-0__bin.7	RampelliS_2015__H17__bin.74	CM_madagascar__A72_01_1FE__bin.2	Obregon-TitoAJ_2015__SM18__bin.25	Obregon-TitoAJ_2015__SM34__bin.32	NielsenHB_2014__MH0012__bin.23	BritoIL_2016__W2.6.ST__bin.33	SmitsSA_2017__TZ_65642__bin.12	BritoIL_2016__WL.43.ST__bin.16
ZeeviD_2015__PNP_Main_74__bin.26	1.0	0.9719419838609897	0.9633677792950553	0.9737567093004174	0.965988925021475	0.9765189372861561	0.9634792535357011	0.9550623536719385	0.9632057450449919	0.963506697665664	0.9634855317621787	0.9657763187631915	0.9566137517559242	0.96604550094681	0.958740426550367	0.9720500122103859	0.9728183110064127	0.9660754438302291	0.9636029440378564	0.9728031404478046	0.9563693531468975	0.9766428206639683	0.9631910618905277	0.9582428197503605	0.9633394517047205	0.9630621343450078	0.9631558260985963	0.956223757015848	0.976714873814863	0.9596881121156275	0.9726097284402404	0.9730170948621253	0.9626213583077514	0.9736626423995237	0.9727557054795698	0.9661871233516423	0.9632121950251202	0.9630100678701077	0.9763662197946172	0.9653335492646419	0.9597765533002479	0.973511200994361	0.9732282640074054	0.9593211163178362	0.9732714090250413
VogtmannE_2016__MMRS51307502ST-27-0-0__bin.2	0.9719419838609897	1.0	0.9620684644076353	0.9726291142839751	0.9655774086998906	0.9722920681076218	0.9621117324013134	0.9553510156175415	0.9621548265784067	0.9617761017301488	0.962241995781461	0.9654248106969273	0.9554590889160604	0.9653003454962618	0.9583756354573396	0.9750091088847767	0.9768545294772208	0.9655584815042335	0.9623341739081539	0.9724411223343731	0.9553017134343184	0.9722295450505647	0.9614456060703981	0.9579118746075744	0.9622109146396668	0.9617852026775153	0.9614980720979263	0.9555728722851249	0.9723057484099423	0.9590818547516149	0.97537469469882	0.9729934787295931	0.9614425646350698	0.97306240976172	0.9756926702167643	0.9655125621600066	0.9620694931309731	0.96175262214105	0.9723748874321055	0.9645697543786715	0.9581167889958364	0.9727811289421701	0.9758364846460996	0.9591643122625	0.9762687426946611
CosteaPI_2017__SID713A028-11-0-0__bin.27	0.9633677792950553	0.9620684644076353	1.0	0.9642018931816017	0.9697919278810291	0.9633643891046696	0.9825918877126204	0.9643135469494043	0.9827403094331004	0.9776302376176651	0.9833045330564302	0.9694484933127603	0.9655382648960404	0.970054348731927	0.9540973437454797	0.9620912710843568	0.9631009425191867	0.9699191909968726	0.9825922024762255	0.9632457247824772	0.9653152916131232	0.9634697172520892	0.9829640614739886	0.9544813682305768	0.9827051542579162	0.9785498849478828	0.9832810197139635	0.9663008957669049	0.9632991392317427	0.9560011143084916	0.9629683804563697	0.9650976977099541	0.9816787667957573	0.964281565423122	0.9633107069059682	0.970442699240931	0.9835514484300574	0.9772903623871207	0.9632986761179209	0.9706206146230526	0.9686361699251009	0.9635884921654251	0.96293558960514	0.9562074919736397	0.9629515427026305
LeChatelierE_2013__MH0012__bin.43	0.9737567093004174	0.9726291142839751	0.9642018931816017	1.0	0.9676125782034204	0.9739543497361954	0.9643168128350057	0.9557577196979978	0.9644771060325366	0.9641787464446043	0.9644581488074815	0.9676672382282044	0.9567878206149538	0.9673080342988128	0.9599975577512198	0.9723128085729237	0.9744317995199878	0.9677062149165034	0.9644409390249377	0.9783926801986217	0.9565319669093101	0.9741114678016015	0.9641351621755782	0.9603004777341999	0.9642601680385774	0.9639690065546882	0.9642940068122292	0.9570998451069458	0.9739209719102481	0.9613684301352203	0.9748531672513698	0.9785614114453743	0.9638539300607765	0.9799684036239367	0.975566185522544	0.9676594379264791	0.9643672492483687	0.9638489761589063	0.9740109926352718	0.9671821488587777	0.9602007682442287	0.999864235069954	0.9758641379378984	0.9610729397748747	0.9753559831175479
Obregon-TitoAJ_2015__SM33__bin.2	0.965988925021475	0.9655774086998906	0.9697919278810291	0.9676125782034204	1.0	0.9659824169663654	0.9697670286153085	0.9602476120707688	0.9700316182811153	0.9693658140649545	0.9703345875866665	0.9998679888937542	0.9619337662621277	0.980767619075225	0.9587671597494875	0.965517196475997	0.9661513825669218	0.9997839672400461	0.9702553639174929	0.9665249549362751	0.961691098271248	0.9662977384506637	0.9699991496133378	0.9579586519399603	0.969777355739067	0.9697107362712495	0.9700844252613599	0.9621724385763343	0.9660850763477022	0.959254022299394	0.9667697233394552	0.966529780190015	0.9693436929815842	0.9673246560773047	0.9663864407829295	0.9808442374590166	0.9701888520477451	0.9693079226578523	0.966142265387915	0.9804713265800392	0.9665021277409759	0.9674338570348271	0.9664177197520345	0.9591312192205718	0.9664232157010301
CM_madagascar__A32_01_1FE__bin.33	0.9765189372861561	0.9722920681076218	0.9633643891046696	0.9739543497361954	0.9659824169663654	1.0	0.9633747095835109	0.9550873254917635	0.9631487659933572	0.9635761246355852	0.9634388154587508	0.9658899002706129	0.9560875069967413	0.9657198306730517	0.9593994139157943	0.9730081706589886	0.9737657636464239	0.9661307533972923	0.9630004138394147	0.9725860775090007	0.9556980598538999	0.9979958326946115	0.9631238762417246	0.958820822396431	0.9632836905003145	0.9628328333312587	0.9631062129719793	0.9566209053174781	0.9999183238453819	0.9601099881916305	0.9732262047957666	0.9744733063072587	0.9630990695258329	0.9734653160587622	0.973694543799817	0.9660222906063564	0.9633908169877904	0.9629081665818012	0.9977070849726453	0.9651537564446199	0.959496758051595	0.9736607421797341	0.9738724691847296	0.9596013854114934	0.9737477324594769
LeChatelierE_2013__MH0126__bin.25	0.9634792535357011	0.9621117324013134	0.9825918877126204	0.9643168128350057	0.9697670286153085	0.9633747095835109	1.0	0.9644921777187463	0.9830513048084363	0.9777509750555301	0.9829391034988102	0.9692380631519895	0.9657715186983014	0.9699056162401253	0.9544751388628009	0.9621584333951164	0.9631183601139756	0.9699549927695278	0.9823629093214347	0.9629591223622734	0.9656178020617073	0.963524437942737	0.9825484956281627	0.9543021816658487	0.9999592370574746	0.9785637579617452	0.9832041506131359	0.9660578321648478	0.9631948151918851	0.9559423565229754	0.9628447083913694	0.9642437146429323	0.9811628915302385	0.9635980918170066	0.9634336786756594	0.9702587601972928	0.9829756036707261	0.9770512225670018	0.9633091522245886	0.9701240779182186	0.968524619709047	0.963965474245385	0.9629796899895162	0.9558857917193232	0.9629216996623968
CM_madagascar__A81_01_1FE__bin.49	0.9550623536719385	0.9553510156175415	0.9643135469494043	0.9557577196979978	0.9602476120707688	0.9550873254917635	0.9644921777187463	1.0	0.964789177571275	0.964033700820518	0.9644856830244262	0.9599905228573166	0.9771419829188907	0.9606751090399448	0.9476439378201613	0.9549264721933188	0.9546979356541082	0.9604535900089824	0.9651177802067286	0.9548679761171152	0.976896185881944	0.9547188554799731	0.964024584183053	0.9482097941185604	0.964398468845335	0.9641713475299999	0.9642022170852159	0.9759585525445869	0.9547833165535413	0.9493218664484073	0.9553450170940747	0.9544858095444133	0.9638599833118906	0.9556433481800306	0.9549536683716027	0.9611464625993192	0.9646942238214343	0.9638421537387802	0.9554219087308391	0.9610805226057048	0.9757275317197028	0.9547715560494136	0.9545777353240443	0.9497169800683307	0.9554042250623509
CosteaPI_2017__SID713B046-11-0-0__bin.58	0.9632057450449919	0.9621548265784067	0.9827403094331004	0.9644771060325366	0.9700316182811153	0.9631487659933572	0.9830513048084363	0.964789177571275	1.0	0.9775318605362368	0.9831478236272818	0.96968757463852	0.9655795420855587	0.9698881443856047	0.954556222762317	0.9620110890793542	0.9631090739225465	0.9702955587125801	0.981516473281661	0.9633517027744242	0.9646594772138337	0.9634398391427714	0.9826436480111128	0.9545290686977684	0.9833157892443426	0.9784761400585258	0.9836097153371686	0.9666845918533913	0.9631586822908227	0.9560064386961492	0.9631556890410002	0.9649525835589354	0.9813842954747994	0.9637747388731375	0.9631977505029045	0.9704067768411713	0.9837448837642351	0.9770320040554695	0.9631564971569969	0.9694157403047144	0.96867027304208	0.9637613733791481	0.9632668801863011	0.9561293938348514	0.9630368727620496
SmitsSA_2017__TZ_12739__bin.4	0.963506697665664	0.9617761017301488	0.9776302376176651	0.9641787464446043	0.9693658140649545	0.9635761246355852	0.9777509750555301	0.964033700820518	0.9775318605362368	1.0	0.977773270085538	0.9688100150830553	0.9653899931102761	0.9690960859485948	0.9553299149961761	0.9626572997550288	0.9628156898263316	0.969529315941588	0.977931826515293	0.9632634974020514	0.9652732937842168	0.9632094313879245	0.9776579244812045	0.9557453997415457	0.9776912198908888	0.980118378294559	0.9776406742132019	0.9655337945344953	0.9633065899453789	0.9569889871483126	0.9627948847590978	0.9646659387877293	0.9776394683198658	0.9633162516859246	0.9635439292634604	0.9690074137398922	0.9778471513890177	0.9821469309111728	0.9628077505456204	0.9692936964346767	0.9677181054266005	0.963474281036311	0.962996225123762	0.9570738141477712	0.963258226042112
