	KosticAD_2015__PRJNA231909.3101439__bin.12	LeChatelierE_2013__MH0444__bin.43	LiJ_2014__MH0351__bin.3	LiJ_2014__V1.FI22__bin.44	FerrettiP_2018__CA_C10007MS2098FE_t0M15__bin.1	LouisS_2016__AS51_12__bin.16	CosteaPI_2017__alien-11-637-0__bin.39	VatanenT_2016__G78586__bin.10	LiJ_2014__V1.FI26__bin.33	BackhedF_2015__SID42_12M__bin.25	VatanenT_2016__G80580__bin.6	HMP_2012__SRS023604__bin.26	LouisS_2016__AS51_0__bin.3	VogtmannE_2016__MMRS62192467ST-27-0-0__bin.13	LeChatelierE_2013__MH0068__bin.19	LouisS_2016__AS53_18__bin.34	VatanenT_2016__G80450__bin.9	WenC_2017__RA087__bin.28	BackhedF_2015__SID526_12M__bin.34	LiJ_2014__V1.UC59-0__bin.21	WenC_2017__RA001__bin.1	CosteaPI_2017__alien-11-632-0__bin.37	VatanenT_2016__G78682__bin.17	WenC_2017__RA134__bin.8	KosticAD_2015__PRJNA231909.3107649__bin.17	CosteaPI_2017__alien-11-600-0__bin.37	GeversD_2014__SKBSTL065__bin.15	CosteaPI_2017__alien-11-895-0__bin.1	GeversD_2014__SKBSTL021__bin.3	HMP_2012__SRS054590__bin.17	BackhedF_2015__SID10_M__bin.51	QinN_2014__LD-71__bin.14	LiJ_2014__MH0270__bin.37	LiJ_2017__H3M615846__bin.20	LouisS_2016__AS51_6__bin.7	GeversD_2014__SKBSTL038__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES37__bin.58
KosticAD_2015__PRJNA231909.3101439__bin.12	1.0	0.4836085955949239	0.8945443640969245	0.743272515710354	0.9563467824065153	0.6829198372025618	0.7126706519552746	0.9529087978510484	0.5863336946244008	0.7128079179233981	0.770482326214685	0.4952038742791557	0.592154827564907	0.9127859553684984	0.7231392938088297	0.5948621348131309	0.6128613988563633	0.9691109336039233	0.6674040312903053	0.5718209861715096	0.9249271302490374	0.6961638913423714	0.8966091610251233	0.3877124784795999	0.9412037063923178	0.6239561847029749	0.9469102750440439	0.5810378679849831	0.9534583896695744	0.9874702568404647	0.9560352942480808	0.4583389867554179	0.5675451512644571	0.7217254543371558	0.6827229133329075	0.6928124899360287	0.9863826880161003
LeChatelierE_2013__MH0444__bin.43	0.9218255793241629	1.0	0.9211805160707295	0.9887078708786647	0.9897011274015021	0.9371843240572365	0.9050740615134734	0.9916322918060866	0.8461036066180874	0.9784693786159016	0.8118307217160896	0.7714382897873706	0.8379230774649518	0.9732333971687661	0.9460904235781186	0.8255893875521912	0.9135192578049132	0.9932031868741201	0.9088800353426232	0.8513577021659433	0.9367807821467423	0.9308433824661543	0.9182571014822366	0.6104351308894728	0.9816494096312673	0.8960844358614916	0.9683456089910345	0.8793027278829346	0.9673865679917802	0.9996437560191647	0.9644611407254294	0.6122042747265022	0.8281464947705598	0.9379994585896563	0.7461620749098572	0.8798874108006332	0.999663882797743
LiJ_2014__MH0351__bin.3	0.8806978278123803	0.47578970566756396	1.0	0.7170287845656222	0.9413471399174494	0.6736271338672799	0.7012593604804376	0.9510372870290912	0.5703048942441784	0.6974369423149591	0.7568299606063268	0.48712597711019157	0.583085097922827	0.9206616931222982	0.712400716664423	0.5710154253336819	0.5942675162546331	0.957057309764007	0.6404083760544266	0.5653472896123681	0.8961637038681063	0.6938515411039896	0.8674804941803501	0.38178129676341915	0.9179713427790134	0.6050964882507681	0.9504197954897129	0.567857278369656	0.9322786425373705	0.96943208970468	0.9303508006858938	0.4738857734211474	0.5610996962960383	0.695742998773853	0.6715059360792301	0.6667614387968687	0.9693665981777763
LiJ_2014__V1.FI22__bin.44	0.8728195119773788	0.6091014315569941	0.8552398358585467	1.0	0.9508691573894342	0.8443762209400005	0.869954662092165	0.9447966179768246	0.7368039285827208	0.919123942420299	0.7693612953262835	0.6287375255657319	0.7268597190698817	0.9048368907854252	0.8828207581033838	0.7238907153693214	0.7796781027142609	0.9473248278517221	0.8616614145452043	0.7192583504391509	0.8980513937082416	0.895570920998711	0.8679397817357606	0.4849259050997552	0.9043743982482321	0.8052887819521277	0.9443390851451241	0.7406762186461368	0.9319082032908886	0.9805585744318502	0.9370495579972461	0.5333307708188287	0.720510056112868	0.8580699678053118	0.6739787191436573	0.7845076159377656	0.981292610844768
FerrettiP_2018__CA_C10007MS2098FE_t0M15__bin.1	0.8813656962526651	0.4785089481986343	0.8811817791691035	0.7462513514013217	1.0	0.6840718074573026	0.7258681810795057	0.9487508721464876	0.5793169183281646	0.7009362255348922	0.7462236178728481	0.49008015476281996	0.5826600248920581	0.924498144772911	0.7252770190252006	0.5859364736769891	0.6054200072593727	0.9540226753221225	0.6752394084681653	0.5733318282623144	0.9020291211780035	0.719138178169918	0.8744595611096136	0.385026035458046	0.9154803690408189	0.6415125185255105	0.954560316532005	0.5909007752737592	0.9311556512659626	0.9743450265025491	0.9457770594091104	0.4586901795089122	0.564751463795095	0.7203754827823443	0.6678754268287342	0.6765088255872453	0.9750359319487328
LouisS_2016__AS51_12__bin.16	0.8925736910599175	0.6426057771527698	0.8942704588518285	0.9397968294800121	0.9701419930362828	1.0	0.8791292731430432	0.9542100403939758	0.7728559934751378	0.8870190018672036	0.7981770959118868	0.6763237755877965	0.7599856751120944	0.9426693973196727	0.9019559406193375	0.753751312769713	0.7993804968997245	0.9625096430784432	0.8880623174025307	0.7405794541362078	0.9249157826315564	0.9148379893819183	0.8817755132739821	0.5224775155841808	0.9234522427833892	0.8146886682960421	0.9528582843531651	0.7729801977055338	0.9373244752716278	0.977783313299651	0.9397595682108932	0.5599237110015968	0.7866840644592354	0.9068095659338157	0.7420036626447497	0.8202606080763111	0.9786603331709478
CosteaPI_2017__alien-11-637-0__bin.39	0.8701357970656696	0.5797323507969464	0.8696645972982397	0.9045204881655374	0.9616458859619211	0.821252205324493	1.0	0.9481390187571026	0.71177528863403	0.8427198346739858	0.7814052066607406	0.6166432141109827	0.7219489492760863	0.921050511196957	0.8647927397849241	0.7184378341828036	0.7501777473814893	0.9504872824407503	0.8498387542793125	0.704077521708386	0.9034562599630389	0.9733878489762846	0.8615478428912973	0.47186370143854517	0.9144678955676926	0.8217730389935534	0.962935722808196	0.7572380087394343	0.9315374455557998	0.959276995202271	0.9350060173048276	0.5558326602675461	0.7169668658253828	0.8351451856082313	0.6699016797530424	0.7703658534227087	0.9593743292171574
VatanenT_2016__G78586__bin.10	0.9005682512739376	0.4916558519802477	0.9129306727458426	0.7603739910658466	0.9729191271013796	0.6899774924796143	0.7339038298708873	1.0	0.5979092105204072	0.7334113687176901	0.7608634585342221	0.5063034528661788	0.6021622387573414	0.9398179540259822	0.7389451951109135	0.5966518628952225	0.6266580648122785	0.9696046190561012	0.6773281762122801	0.5816989061574608	0.9209472617513356	0.7179864076730138	0.8931299423865356	0.3946135626895065	0.9370587745151603	0.6365586794656671	0.9633004177687169	0.5949499530739905	0.9573195344420944	0.9831929544625613	0.9550173908140777	0.4604436940274491	0.5816445208831968	0.7267893378917174	0.6745096219524912	0.692475223515993	0.9839229146116267
LiJ_2014__V1.FI26__bin.33	0.919043315922226	0.6957607594685309	0.9079735258485432	0.9834826186835084	0.9852957240173978	0.9268625912759098	0.9137678496951401	0.9916560743580068	1.0	0.9337657974353373	0.8037518288282921	0.7207511601888079	0.8085622265032804	0.9614092404652672	0.9308851859943199	0.8045106684408784	0.8576824028652195	0.98972711564815	0.9087671214739198	0.7992542352684158	0.9500051306495071	0.939354067777535	0.9174470219062183	0.5640172654631156	0.9591037582835163	0.873130623026355	0.9661468160182187	0.8447581312519447	0.9728903100236341	0.9964151655379238	0.9621233937756947	0.57209803843684	0.8125690982635234	0.939243179546252	0.7479833237340536	0.8436335259809471	0.9963845471457038
BackhedF_2015__SID42_12M__bin.25	0.8784059584307332	0.6325797030543594	0.8729767235787539	0.9645404928535134	0.9372609461376963	0.8363370328467082	0.8505655968027044	0.9563240989714706	0.7341242862133868	1.0	0.7717359693802865	0.6582216962504123	0.7456229437057634	0.9015561637917854	0.8974086057113339	0.7264556952966366	0.8028833173177954	0.9575830048358901	0.850806968418053	0.7437121393006989	0.8960156767936481	0.8761763613261516	0.8801072704904007	0.49976741144882175	0.9355303571974608	0.7935732692972052	0.928802530042959	0.7612841230175486	0.9447766466781475	0.9756579003011615	0.9325636332999143	0.5561481774491249	0.7207714262850436	0.8410200325428793	0.6768918882872309	0.8054388636926995	0.9765654835987662
