	LeChatelierE_2013__MH0430__bin.81	NielsenHB_2014__MH0181__bin.46	LeChatelierE_2013__MH0224__bin.21	ZellerG_2014__CCIS21278152ST-4-0__bin.12	XieH_2016__YSZC12003_37270__bin.104	CosteaPI_2017__SID713B044-11-90-0__bin.13	LeChatelierE_2013__MH0415__bin.106	SchirmerM_2016__G88820__bin.19	LeChatelierE_2013__MH0443__bin.25	KarlssonFH_2013__S384__bin.11	ZellerG_2014__CCIS96387239ST-4-0__bin.9	NielsenHB_2014__MH0117__bin.40	LeChatelierE_2013__MH0152__bin.1	LiJ_2014__MH0328__bin.60	ZellerG_2014__CCIS51595129ST-4-0__bin.55	CosteaPI_2017__SID713B044-11-0-0__bin.60	ZeeviD_2015__PNP_Main_85__bin.45	LeChatelierE_2013__MH0096__bin.63	ZellerG_2014__CCIS62605362ST-3-0__bin.54	YuJ_2015__SZAXPI015263-84__bin.29	LiJ_2014__MH0264__bin.15	LiJ_2014__O2.UC13-1__bin.12	NielsenHB_2014__MH0152__bin.14	LiJ_2014__MH0265__bin.20	ZeeviD_2015__PNP_Main_215__bin.1	LeChatelierE_2013__MH0181__bin.38	SchirmerM_2016__G88826__bin.7	NielsenHB_2014__O2_UC13_2__bin.58	NielsenHB_2014__MH0096__bin.49	ZeeviD_2015__PNP_Main_568__bin.27	ZellerG_2014__CCIS83445808ST-4-0__bin.18	LeChatelierE_2013__MH0117__bin.15	KarlssonFH_2013__S187__bin.8	XieH_2016__YSZC12003_36008__bin.37	LiJ_2014__MH0192__bin.71	ZellerG_2014__CCIS09568613ST-4-0__bin.97	XieH_2016__YSZC12003_35989__bin.62
LeChatelierE_2013__MH0430__bin.81	1.0	0.9772464649285509	0.9783074226116916	0.9788406859395877	0.9779751277717339	0.9775377950579153	0.9785810168887682	0.9780362458100074	0.9775301053537903	0.979156798303027	0.978378393568203	0.9777566852829249	0.9778687788861185	0.9786703672429639	0.9780578963180078	0.9778980434775286	0.9780073927619702	0.9775664814065537	0.9788743733283949	0.978203132307939	0.9741942006226078	0.9773318510460811	0.9773341486990315	0.978655296575102	0.9779361443121829	0.9766273714526732	0.978794996878554	0.9774821703179107	0.977878629541767	0.9773270547050525	0.9793025810963758	0.9773762138490717	0.9776033198917338	0.9772039680439086	0.978694942970948	0.9779843097726734	0.963387975920006
NielsenHB_2014__MH0181__bin.46	0.9772464649285509	1.0	0.9786043155303474	0.9792718978376026	0.978099801482193	0.9775206106046227	0.9787758737403665	0.9771959938681454	0.9783668565006303	0.9787005981812523	0.978402404225114	0.977921297392959	0.9779415673526928	0.9780206346648881	0.9788766854783858	0.9783621960888929	0.9778167189297917	0.9773387533215504	0.9788300131584491	0.9782288081358917	0.973749823196115	0.977675758786426	0.9776008808848187	0.9780580096134031	0.977543277087619	0.9998492753020591	0.9771273481463374	0.9777469580564433	0.9774700955839082	0.9770875511331286	0.9791051834792823	0.9776837862905886	0.9763724843441858	0.9768116051503628	0.9787090062243415	0.978940754699759	0.9645501740811567
LeChatelierE_2013__MH0224__bin.21	0.9783074226116916	0.9786043155303474	1.0	0.979242717975712	0.9789745139882844	0.9785565958789668	0.9793905788735053	0.978387313072089	0.9780433514144318	0.979215216815766	0.9790228407667028	0.9797292262739288	0.9775867871683908	0.9796165185524668	0.9829023247707177	0.9788582878700429	0.9784699965060829	0.9776206780883907	0.9790774979283711	0.9786962889782591	0.9749123649324657	0.9774474726377081	0.9781061425169124	0.9788156917251791	0.9790275290418715	0.9783763244745527	0.9787971953978505	0.9777918796251656	0.9781842420882554	0.9775770203045928	0.9795931939993435	0.9791749330927898	0.9772445011700462	0.9769407356522826	0.9796665915920086	0.9830470032100278	0.9643670206798364
ZellerG_2014__CCIS21278152ST-4-0__bin.12	0.9788406859395877	0.9792718978376026	0.979242717975712	1.0	0.9788812509372407	0.978479938271605	0.9788005615564251	0.9789705001622013	0.9785559000361225	0.9795804526685736	0.9793205349162429	0.9792958857453569	0.9784512230538388	0.9794131453870205	0.9788792190032	0.97891826276696	0.9788539690090016	0.9774585904383907	0.9798839183422717	0.9788053276899132	0.9749414575022652	0.9781110529883333	0.9783189829427466	0.9791047586204578	0.9786122522557192	0.9789407593010595	0.9793803781910647	0.9782086028690556	0.977274758963761	0.9780299194721723	0.9791829684752823	0.9791737952430511	0.9786734819266751	0.9771732800277021	0.9790790698576471	0.9787799345661652	0.9642920358877347
XieH_2016__YSZC12003_37270__bin.104	0.9779751277717339	0.978099801482193	0.9789745139882844	0.9788812509372407	1.0	0.9785282044405611	0.9792124122987433	0.9780789322209833	0.9775894536687366	0.9791754787279947	0.9791118938453802	0.9789305405838993	0.9787210452740405	0.9787459770864326	0.9787328509022902	0.9788357100790342	0.9784822414483504	0.977457638139052	0.9790471701206326	0.9785768437376082	0.974428406907389	0.9774925257513587	0.9785219604870333	0.9790989565793974	0.9780207672077628	0.977773855228513	0.978714796013494	0.9779645443913442	0.9779435893717253	0.9777465941421948	0.979351233842365	0.9785134501723226	0.9780144548754488	0.977014332866399	0.9787526045530133	0.9788265612774922	0.9648453590422421
CosteaPI_2017__SID713B044-11-90-0__bin.13	0.9775377950579153	0.9775206106046227	0.9785565958789668	0.978479938271605	0.9785282044405611	1.0	0.9780565034900236	0.9773858290920725	0.9773488742913881	0.9788669445412596	0.9791565160537328	0.9777629402882354	0.978422302913421	0.9781052647908477	0.9780635324938917	0.9995541378954202	0.9785664499973192	0.9767322201185988	0.9782479974023145	0.9787678905290996	0.9752225134324355	0.9783483817802597	0.9788036993806942	0.9786873146610312	0.9783280440134337	0.9775406168664502	0.9777122895729854	0.9789363445310487	0.9771339849449315	0.977470716452941	0.9785508447574222	0.9777296715761183	0.9791111129478348	0.978078069503935	0.9788987036186931	0.9780351748567205	0.9642698056935011
LeChatelierE_2013__MH0415__bin.106	0.9785810168887682	0.9787758737403665	0.9793905788735053	0.9788005615564251	0.9792124122987433	0.9780565034900236	1.0	0.9780270361936141	0.9787382677028449	0.9793541750658729	0.9792626042523142	0.9790643455528489	0.9780856766585213	0.97959424990287	0.9790063546723429	0.9785317712841081	0.9786449149150233	0.9775357272045049	0.9793429617773075	0.9793351489084166	0.9749408862964846	0.9775996799204002	0.9778795323583179	0.9797380009926463	0.9788297523982467	0.9785875523448154	0.9789474799262727	0.977801810170116	0.9779876303049457	0.9779667476773366	0.9795203615058242	0.9788621116850938	0.9771438602737073	0.9772501063443644	0.9794284683713036	0.978941285673475	0.9648383313480094
SchirmerM_2016__G88820__bin.19	0.9780362458100074	0.9771959938681454	0.978387313072089	0.9789705001622013	0.9780789322209833	0.9773858290920725	0.9780270361936141	1.0	0.9772104154216318	0.9789268480457526	0.9781652782904774	0.9783154635279202	0.9772706591666434	0.9774881833118022	0.9781484454159409	0.9779520083226648	0.977691947152638	0.9775505699059196	0.9783592094713275	0.9794364732211484	0.9751647660393723	0.9776323310365174	0.9770721261552888	0.978042543971879	0.9784097374222658	0.9770589760710644	0.9995844722066196	0.9779261986133263	0.9777790764495612	0.9777669521298956	0.9782318223078871	0.9777865889051796	0.977944659781516	0.9766147235120853	0.9782074494076213	0.9779895163169371	0.9637217129492157
LeChatelierE_2013__MH0443__bin.25	0.9775301053537903	0.9783668565006303	0.9780433514144318	0.9785559000361225	0.9775894536687366	0.9773488742913881	0.9787382677028449	0.9772104154216318	1.0	0.9784316608879038	0.9785615529409152	0.9788940614332986	0.9773656884535856	0.9784564081855958	0.9783498439819444	0.9782193407573941	0.9777101829403131	0.9764198464260186	0.9788968169420665	0.978360346494946	0.9736151787260152	0.9764625518117499	0.9770588560097837	0.9776884986359606	0.9779041082332443	0.978070475467912	0.9784296832824781	0.9767631830838844	0.9768714491985981	0.9770990856844165	0.979165213220546	0.9786003429943774	0.9776465303058022	0.9773143914376196	0.9787517572187001	0.9782087407372688	0.965
KarlssonFH_2013__S384__bin.11	0.979156798303027	0.9787005981812523	0.979215216815766	0.9795804526685736	0.9791754787279947	0.9788669445412596	0.9793541750658729	0.9789268480457526	0.9784316608879038	1.0	0.9794653674281446	0.979244359146091	0.9782854416310192	0.9796977700670232	0.9792753366192373	0.9792624445149017	0.9787481638337244	0.978053007876226	0.9799381748775673	0.9835246697508955	0.975276620968888	0.9785544486836835	0.9785205722815288	0.9802768773734698	0.9798921387497396	0.978747715912392	0.9791647614785188	0.9785874873760841	0.9781018334780053	0.9790172147400479	0.9800266759699766	0.9789854878857911	0.9792849411484691	0.9778856087854901	0.979562419153042	0.9790754067991528	0.965191576886222
ZellerG_2014__CCIS96387239ST-4-0__bin.9	0.978378393568203	0.978402404225114	0.9790228407667028	0.9793205349162429	0.9791118938453802	0.9791565160537328	0.9792626042523142	0.9781652782904774	0.9785615529409152	0.9794653674281446	1.0	0.9785228459936395	0.9822571806626659	0.9789963996827042	0.9786164531150255	0.9794147076292534	0.9781028096313923	0.9784310066307815	0.9787458527851821	0.978920118532437	0.9745184951849518	0.9778084033059078	0.9824187209570576	0.9793037284023993	0.9786299986221825	0.9779600265856437	0.9783846807069855	0.9787031105936141	0.9790044917650973	0.9776720642055395	0.9799238728935805	0.9783276826388846	0.9784477190277622	0.979001664795685	0.9791534302029383	0.9786393998105861	0.9651157256138501
NielsenHB_2014__MH0117__bin.40	0.9777566852829249	0.977921297392959	0.9797292262739288	0.9792958857453569	0.9789305405838993	0.9777629402882354	0.9790643455528489	0.9783154635279202	0.9788940614332986	0.979244359146091	0.9785228459936395	1.0	0.977502083002698	0.9792295260066316	0.978912018543154	0.978357424028351	0.9782517155783551	0.9778034532305	0.9794160598040317	0.9789199265768528	0.9746858323743007	0.9768656850655256	0.9779081349650095	0.9792509364678776	0.9782395888366474	0.9777918970227879	0.9786166949165188	0.976951786947319	0.9779747780447832	0.9777277291651763	0.97904302213904	0.999716820841986	0.9775665021263905	0.9771751991195674	0.9799235159067927	0.9788747407618076	0.9640821550706957
LeChatelierE_2013__MH0152__bin.1	0.9778687788861185	0.9779415673526928	0.9775867871683908	0.9784512230538388	0.9787210452740405	0.978422302913421	0.9780856766585213	0.9772706591666434	0.9773656884535856	0.9782854416310192	0.9822571806626659	0.977502083002698	1.0	0.9780645308300937	0.9777266761568207	0.9784704721978795	0.9779108771280742	0.9773310001205858	0.9784992186036158	0.9785570875878019	0.9742153193176386	0.9781325605636206	0.9998080284567467	0.9778680128431855	0.977790030421376	0.977626116733304	0.9770861923652265	0.9781803407030096	0.9772807406427996	0.9777922307694225	0.9789826367303271	0.9776265023057787	0.9772793863720448	0.9769560428661659	0.9783949238332988	0.9778555017221678	0.9636667563622724
