	WenC_2017__RA123__bin.6	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.89	NielsenHB_2014__V1_UC54_0__bin.97	LeChatelierE_2013__MH0151__bin.16	XieH_2016__YSZC12003_37264__bin.82	LeChatelierE_2013__MH0436__bin.17	HMP_2012__SRS015663__bin.27	LeChatelierE_2013__MH0157__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.14	LeChatelierE_2013__MH0454__bin.24	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.37	LeChatelierE_2013__MH0438__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.150	LeChatelierE_2013__MH0250__bin.4	XieH_2016__YSZC12003_36051__bin.26	LiJ_2014__V1.CD43-0__bin.36	CosteaPI_2017__SID713A051-11-0-0__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.11	NielsenHB_2014__MH0157__bin.26	LiJ_2017__nHM410727__bin.64	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.61	HMP_2012__SRS051031__bin.1	WenC_2017__N244__bin.55	LeChatelierE_2013__MH0447__bin.102	VogtmannE_2016__MMRS18295921ST-27-0-0__bin.76	LeChatelierE_2013__MH0006__bin.78	CosteaPI_2017__SID713B014-11-0-0__bin.68	LeChatelierE_2013__MH0417__bin.59	LeChatelierE_2013__MH0288__bin.27	ZeeviD_2015__PNP_Main_548__bin.50	LiJ_2014__MH0361__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.21	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.119
WenC_2017__RA123__bin.6	1.0	0.8352715577909764	0.5983263704056139	0.4468484885459147	0.7187459726866481	0.5179883955616795	0.7537585550514107	0.5337637316720015	0.719667223436157	0.5912469627063113	0.744612109032481	0.5527829389559471	0.7261769862754576	0.6623619612966388	0.5070470989445687	0.6663483923416339	0.46085352149181974	0.8126157203931776	0.4100796816919824	0.8024263694309364	0.8113020716951123	0.7475682698427195	0.8236981647544336	0.7193585755557377	0.6633647961642469	0.4917349151507122	0.44470564197495654	0.6522978744449301	0.45221679571517326	0.4161555325403309	0.6604833606303203	0.8344741271853082	0.7931041204672532
Bengtsson-PalmeJ_2015__TRAVELRES26__bin.89	0.5784935628348028	1.0	0.6342261575871644	0.4429305690217019	0.777798918030213	0.5336644213551774	0.8426951038341973	0.5574932083119362	0.7999043438301771	0.6299353808320637	0.859371179441074	0.5750460904728355	0.8108558001991129	0.6961279002495661	0.5332791465049496	0.7026268194298533	0.4783588541460924	0.9273243124181509	0.423212547209295	0.8775416014332924	0.9388630566671551	0.8198428798657513	0.9302592517217361	0.7735043910332217	0.7081999288954137	0.5225887069715996	0.45051505822125526	0.6941320215153878	0.48047049034662737	0.41991758468421214	0.6970564601416791	0.9756504294526998	0.8807405577659759
NielsenHB_2014__V1_UC54_0__bin.97	0.4979299633338691	0.7620850275709476	1.0	0.4945202084306565	0.8190838123763589	0.5946955028787644	0.8733635054082919	0.623593100578757	0.8269115281259717	0.6762568401636081	0.6800304023961414	0.6226371675301208	0.851460561753365	0.7279967915257827	0.597197091343879	0.7446195719931444	0.41963718405316214	0.7371259220983661	0.4716580271188172	0.7146275481158475	0.7444492344574509	0.866284734061649	0.7312809713144981	0.8209307879838434	0.7775388779653226	0.58693628264615	0.384911759448551	0.7325493400547063	0.5368053750955708	0.41435702086559706	0.7677866785232006	0.7602446611800155	0.7168395327283897
LeChatelierE_2013__MH0151__bin.16	0.5790224824270525	0.8287049835742583	0.7699970483716226	1.0	0.8911653693067135	0.6752993610730268	0.9250838360690858	0.7032261625603482	0.8884700788613357	0.7603516320259631	0.7400887733808962	0.7279945813529123	0.9192694556046558	0.8597569560899672	0.6547918587447019	0.8635589902343668	0.4817749811371768	0.811970981423452	0.5906559210554013	0.8081591241101261	0.8128868749833357	0.911507281073139	0.8113315399033494	0.916116686149285	0.8263792313884862	0.6414683672910928	0.47334108895908555	0.8602869394420346	0.605388335595001	0.5448813571690189	0.8499632566705164	0.8300624519658734	0.7997991395839561
XieH_2016__YSZC12003_37264__bin.82	0.5201820059108029	0.8127863437044097	0.7123249018698035	0.49774060186520525	1.0	0.6007906325896757	0.9260898826617842	0.618313769997032	0.8959430635850232	0.7039446457907476	0.7263212567353473	0.6381054497268239	0.9042896168010601	0.7805640552956864	0.6010788051316136	0.7842057933392692	0.42313239111623885	0.7895930261722326	0.45783432195064855	0.7613719730126284	0.7832396445993905	0.8992347098732145	0.7857211158626052	0.8788598922344424	0.789742990849542	0.5903317720286093	0.41439054773161443	0.7839821526358252	0.5438395869126297	0.45977315099300653	0.7942134535558872	0.8240987488661208	0.7552552952684315
LeChatelierE_2013__MH0436__bin.17	0.5469349203003426	0.8136039247778857	0.7545363377760634	0.5502712559418831	0.8765140342979726	1.0	0.9087121698683877	0.6686869672507001	0.873352653307348	0.7449664327204076	0.7345259472231571	0.7069886950326982	0.894247727400071	0.8241499929293926	0.6265244210392307	0.827084580854015	0.45200048636630624	0.7892154751390966	0.5102218874748098	0.78120034137121	0.7972649137404961	0.8929151752005022	0.7943688234623716	0.8900129862853087	0.8251234878715261	0.6364404237485501	0.45589713428855777	0.8208155631119363	0.5901174635615964	0.4872117298136066	0.825507320842054	0.8184325206772384	0.7719365116634528
HMP_2012__SRS015663__bin.27	0.5180881063061923	0.8363171469724545	0.7213338146936477	0.4907014337838022	0.8795177464397326	0.5915372390512239	1.0	0.6271551729485428	0.9121946680660853	0.7060655121462839	0.7426818965100137	0.6372297465786819	0.9229860715663688	0.7766768521516682	0.602115504144289	0.7784266217066208	0.42608799216921056	0.79960374617424	0.461605684021691	0.7734093088633569	0.8069107461208934	0.9395818368362221	0.8005572862195722	0.8745924875534862	0.7964409111604878	0.5920166143745603	0.41433436428802717	0.7689681396540409	0.5405465424558556	0.45432523332948743	0.775047174551423	0.8359866459731357	0.7632898248121393
LeChatelierE_2013__MH0157__bin.32	0.546648763037682	0.824381149134962	0.7674153706006835	0.5558008349440191	0.874960256605537	0.6485844696863267	0.9344648062075115	1.0	0.8820038952223633	0.7383834679309625	0.7331088725002329	0.6897345954603061	0.9042339469959909	0.806768355532946	0.650651865610392	0.8015381248216169	0.4883302302676819	0.7917205821242715	0.6726220140695314	0.7805236663595643	0.8046761893072153	0.9270167092321502	0.7978987390067922	0.8943291536838245	0.8315368086682746	0.6364292759825676	0.4300508863331524	0.8025962233793198	0.5914227469746959	0.4465065001708042	0.8223359355705968	0.8221203969755092	0.777573412519428
Bengtsson-PalmeJ_2015__TRAVELRES17__bin.14	0.4862534016181422	0.7803656539802195	0.6713667962068223	0.46327471952275756	0.8364335407292933	0.558862475965801	0.8966998358735253	0.5818916472575951	1.0	0.6685586700316375	0.7034818276698845	0.5899672356823493	0.8831865366045455	0.7332211839009222	0.5610044862212056	0.7342621882017724	0.4004956721977947	0.7459495834885206	0.4345341713076482	0.7267512494856565	0.7464827689153384	0.869623967684963	0.7449202868274174	0.8285025904372486	0.7562413305537445	0.5540120983822237	0.38355691266612957	0.7290318001447357	0.503713638936878	0.43063894200010877	0.7258485416793194	0.7891758967991069	0.7228601666338609
LeChatelierE_2013__MH0454__bin.24	0.5367434598932112	0.8257013653549258	0.7376993361497076	0.5326932423074868	0.8829913473667031	0.6404996852306828	0.9325485893386108	0.6545163416235149	0.898269047312401	1.0	0.7448677526453895	0.675724026779479	0.9112307922715858	0.8219087309897193	0.621918300239133	0.8172083287863013	0.43909713476354284	0.7920857719352922	0.5089726460383799	0.7929899349192726	0.8011028232235197	0.9133933770962637	0.7949145993646936	0.8876832290055747	0.8276463480696498	0.6242057441058175	0.44692589501156993	0.8047922276721063	0.5868227503005957	0.4599852987490173	0.8094687067519903	0.8275496724334503	0.7803267374332323
