	WenC_2017__RA123__bin.6	Bengtsson-PalmeJ_2015__TRAVELRES26__bin.89	NielsenHB_2014__V1_UC54_0__bin.97	LeChatelierE_2013__MH0151__bin.16	XieH_2016__YSZC12003_37264__bin.82	LeChatelierE_2013__MH0436__bin.17	HMP_2012__SRS015663__bin.27	LeChatelierE_2013__MH0157__bin.32	Bengtsson-PalmeJ_2015__TRAVELRES17__bin.14	LeChatelierE_2013__MH0454__bin.24	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.37	LeChatelierE_2013__MH0438__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES18__bin.150	LeChatelierE_2013__MH0250__bin.4	XieH_2016__YSZC12003_36051__bin.26	LiJ_2014__V1.CD43-0__bin.36	CosteaPI_2017__SID713A051-11-0-0__bin.14	Bengtsson-PalmeJ_2015__TRAVELRES66__bin.11	NielsenHB_2014__MH0157__bin.26	LiJ_2017__nHM410727__bin.64	Bengtsson-PalmeJ_2015__TRAVELRES56__bin.61	HMP_2012__SRS051031__bin.1	WenC_2017__N244__bin.55	LeChatelierE_2013__MH0447__bin.102	VogtmannE_2016__MMRS18295921ST-27-0-0__bin.76	LeChatelierE_2013__MH0006__bin.78	CosteaPI_2017__SID713B014-11-0-0__bin.68	LeChatelierE_2013__MH0417__bin.59	LeChatelierE_2013__MH0288__bin.27	ZeeviD_2015__PNP_Main_548__bin.50	LiJ_2014__MH0361__bin.10	Bengtsson-PalmeJ_2015__TRAVELRES63__bin.21	Bengtsson-PalmeJ_2015__TRAVELRES25__bin.119
WenC_2017__RA123__bin.6	1.0	0.9939723185634177	0.9800344142696138	0.979656432677673	0.9787115425568248	0.9790787397623814	0.9808004896500133	0.9797876916334597	0.9797545526047561	0.9777927161427757	0.993222426109658	0.9788923064866877	0.9801860891014542	0.9795099300211463	0.9801978506259812	0.9790777638669407	0.9931648274522337	0.9936456743807931	0.9792892662817424	0.993671606445631	0.9941728893409616	0.9803479110752271	0.9941549633726523	0.9797373350816895	0.9788122449823631	0.9801075923998185	0.9925489081905999	0.9799934807668788	0.9791499528620818	0.978518613616097	0.9790477450159485	0.9940509150308702	0.9939294906953298
Bengtsson-PalmeJ_2015__TRAVELRES26__bin.89	0.9939723185634177	1.0	0.9846937468192456	0.9843475531833227	0.9839935454733936	0.9832974158124543	0.985827590227508	0.9850773310419768	0.9849072219855467	0.9817060707364207	0.9980193543525765	0.9839619901601541	0.9857138628533301	0.9848369375491142	0.9847227750484182	0.9842274526158176	0.9986897066448127	0.9992742092466604	0.9847295008509866	0.9985777534658712	0.9993909794658621	0.9856127788823967	0.9992205970925047	0.9850786309989793	0.9834538167355488	0.985359435848858	0.9980310153922652	0.9850447476163839	0.9838486427531459	0.985501577196912	0.9845515461366132	0.999467244096506	0.9993857045732932
NielsenHB_2014__V1_UC54_0__bin.97	0.9800344142696138	0.9846937468192456	1.0	0.9975220247590976	0.9963854387648213	0.9964648602665045	0.9981290967930125	0.9974746416346902	0.9978412572006533	0.9937166988146844	0.9836168557527875	0.9964348490250959	0.9984302692358173	0.9977612913449254	0.9971150184543239	0.9975615306035172	0.9840053263079522	0.9843209735660198	0.9971337597874141	0.9841258297355356	0.9846939331414342	0.9980597096188119	0.9842724767521539	0.9980740095585922	0.9965025643482568	0.9976557613503634	0.9829229268292683	0.9978035011109626	0.9964003814521147	0.9978126015034106	0.9966655189144351	0.9845132507315415	0.9841668507162007
LeChatelierE_2013__MH0151__bin.16	0.979656432677673	0.9843475531833227	0.9975220247590976	1.0	0.9961147130703529	0.9959526397198226	0.9978904223048906	0.9972388498023427	0.9977360962085403	0.9936012825734152	0.9832381472464296	0.9966536208426475	0.9981050438704734	0.9975913919056187	0.9969888899683959	0.9971144872026126	0.9840573237275958	0.9842628961064249	0.9970586977491197	0.9838460135962285	0.984262788642139	0.9978071694730073	0.98419687431355	0.9977257838616436	0.9957444544320392	0.997177199119397	0.9831131227085412	0.9976331122860667	0.9954280672013079	0.9968261980737417	0.9967199653945342	0.9842846757696491	0.984054396591908
XieH_2016__YSZC12003_37264__bin.82	0.9787115425568248	0.9839935454733936	0.9963854387648213	0.9961147130703529	1.0	0.9954908902415107	0.9974522325337859	0.9964823517580635	0.9968742737184421	0.9939058698127521	0.9827923586820928	0.9956489375988785	0.9974433944002565	0.9970441770186855	0.996580126658756	0.9965581701232109	0.9834943639291466	0.9835650668829314	0.9961835023213984	0.9835962010882564	0.983964791389181	0.9972160579589887	0.9835628836992473	0.9970870086352254	0.994838551737713	0.9966856012409633	0.9824394051350854	0.9966704934941156	0.9959929534397619	0.9960819700729566	0.9979519103551229	0.9838978230944865	0.98374147421934
LeChatelierE_2013__MH0436__bin.17	0.9790787397623814	0.9832974158124543	0.9964648602665045	0.9959526397198226	0.9954908902415107	1.0	0.9969933390379356	0.9960423524717484	0.9968362565263938	0.9930829538994917	0.9825635580906834	0.9958561815732169	0.9974510803497902	0.9966968644724695	0.996298008772837	0.9961403520091139	0.9824411387708292	0.9832714813941897	0.9957350517635774	0.9829471268226325	0.9834714536916718	0.9971049212070712	0.9833152276138453	0.9968616460426676	0.9948321786152807	0.9966150114539819	0.9822074589716427	0.996798146221859	0.9955909946744435	0.9967806743450648	0.9958189984157906	0.9831831213661776	0.9829706044428117
HMP_2012__SRS015663__bin.27	0.9808004896500133	0.985827590227508	0.9981290967930125	0.9978904223048906	0.9974522325337859	0.9969933390379356	1.0	0.9980522941031947	0.998658730573218	0.9945864113125554	0.9846397990104203	0.9972801877741229	0.99930319958278	0.9985735726621766	0.9977887420348766	0.9982350784923102	0.9850603206659061	0.9855067291959068	0.9977735779279977	0.9853815925357127	0.9856757956832125	0.9997182276599031	0.9855649040026134	0.9989454786653057	0.9969668383464408	0.9981743289527287	0.984302361442724	0.9986102551361189	0.9970668361995562	0.9986433953999962	0.9975429228173631	0.985645685914679	0.9853795780245072
LeChatelierE_2013__MH0157__bin.32	0.9797876916334597	0.9850773310419768	0.9974746416346902	0.9972388498023427	0.9964823517580635	0.9960423524717484	0.9980522941031947	1.0	0.9973969794902103	0.9941824077291512	0.9839310199798179	0.9966585014177517	0.998012526683291	0.99720647478289	0.9975072688086996	0.9969456311270722	0.9843246185631948	0.9848278322492735	0.9992854563433063	0.9844159793406692	0.9848603051646428	0.9979552875180014	0.9847738715354198	0.9978098641272445	0.9957615739752728	0.9972958795710818	0.9833118986540855	0.9973522550974157	0.9959623957077247	0.9972725782332865	0.9968938500568943	0.9847606301889542	0.9845479861602752
Bengtsson-PalmeJ_2015__TRAVELRES17__bin.14	0.9797545526047561	0.9849072219855467	0.9978412572006533	0.9977360962085403	0.9968742737184421	0.9968362565263938	0.998658730573218	0.9973969794902103	1.0	0.9941441400357167	0.9835718515662597	0.9971547863216415	0.9990590906015385	0.9981867015465763	0.99785135572845	0.9976315376867863	0.9842526158855095	0.9846964449962381	0.997388777468495	0.9847116960073138	0.9848354596233616	0.998496084546862	0.9846491048558179	0.9982289041314873	0.9966889254134167	0.9981108459280607	0.9837524005748661	0.9979270298446142	0.9966395002055521	0.997937211247806	0.99695990822263	0.9847391402712136	0.9845349223675575
LeChatelierE_2013__MH0454__bin.24	0.9777927161427757	0.9817060707364207	0.9937166988146844	0.9936012825734152	0.9939058698127521	0.9930829538994917	0.9945864113125554	0.9941824077291512	0.9941441400357167	1.0	0.9804704961019306	0.99335865586256	0.9946579240852675	0.9943700294177925	0.9940271279575201	0.9936964216896991	0.9814878806220562	0.981365352049625	0.9942997875217308	0.9810832635606311	0.9814077867293266	0.9943932295385348	0.9812321309677672	0.9942478217515107	0.9921497168497185	0.993724560002562	0.9801571821600155	0.9941586691945845	0.9932817879491024	0.9930109189252346	0.9942094195816596	0.9812669713003109	0.9812092707594449
Bengtsson-PalmeJ_2015__TRAVELRES55__bin.37	0.993222426109658	0.9980193543525765	0.9836168557527875	0.9832381472464296	0.9827923586820928	0.9825635580906834	0.9846397990104203	0.9839310199798179	0.9835718515662597	0.9804704961019306	1.0	0.9828375363823446	0.984701194177336	0.9833876448722931	0.9836494141211185	0.9832542270834379	0.9970670333162905	0.9979341971589016	0.9839844819078783	0.9974784301099971	0.9983779385365401	0.9843977138565208	0.9979379235025433	0.9838837191618821	0.9824571164970426	0.9841614524572135	0.9969988316814488	0.9838646958846892	0.9824697577777532	0.9837823153529679	0.9828665707421832	0.9980674843225578	0.997661255296771
LeChatelierE_2013__MH0438__bin.16	0.9788923064866877	0.9839619901601541	0.9964348490250959	0.9966536208426475	0.9956489375988785	0.9958561815732169	0.9972801877741229	0.9966585014177517	0.9971547863216415	0.99335865586256	0.9828375363823446	1.0	0.9977539319277892	0.9971808532158503	0.9964872273151202	0.9966539291839696	0.9831761461701748	0.9834433661304947	0.9963089688238076	0.9834380475261131	0.9839058789114931	0.9971020329058464	0.9835200415440107	0.9973852962735757	0.995387179531237	0.9971188610067159	0.9823984244148879	0.9971401016871971	0.9958745192728039	0.9974268438554593	0.9960944782354672	0.9838475203126894	0.9835856455762653
Bengtsson-PalmeJ_2015__TRAVELRES18__bin.150	0.9801860891014542	0.9857138628533301	0.9984302692358173	0.9981050438704734	0.9974433944002565	0.9974510803497902	0.99930319958278	0.998012526683291	0.9990590906015385	0.9946579240852675	0.984701194177336	0.9977539319277892	1.0	0.9986381300579222	0.9983073098328994	0.9984148279768843	0.9851248003012945	0.9854568824012861	0.9977929511617153	0.9853923381575358	0.9855314342958094	0.9991568066622023	0.9853251434148352	0.9989677129695379	0.997147849438462	0.9986477983096189	0.9844779274640155	0.9987346229754624	0.9971083215399413	0.9989448834480711	0.9975803857259431	0.9855776569646175	0.9852023717103826
LeChatelierE_2013__MH0250__bin.4	0.9795099300211463	0.9848369375491142	0.9977612913449254	0.9975913919056187	0.9970441770186855	0.9966968644724695	0.9985735726621766	0.99720647478289	0.9981867015465763	0.9943700294177925	0.9833876448722931	0.9971808532158503	0.9986381300579222	1.0	0.9975847082841747	0.9980758744282171	0.9839517417843148	0.9845983640313649	0.9971087814410525	0.984313576202318	0.9846678845852631	0.9984008525282495	0.9845985221225392	0.9983133026277267	0.9961013934935502	0.997887261258357	0.9834107329331759	0.9980415744738745	0.9968806156871317	0.9983147177035282	0.997408798046419	0.9845841146806293	0.9843003130287037
XieH_2016__YSZC12003_36051__bin.26	0.9801978506259812	0.9847227750484182	0.9971150184543239	0.9969888899683959	0.996580126658756	0.996298008772837	0.9977887420348766	0.9975072688086996	0.99785135572845	0.9940271279575201	0.9836494141211185	0.9964872273151202	0.9983073098328994	0.9975847082841747	1.0	0.9972250995085796	0.9841696906378191	0.9846745514708936	0.997275204359673	0.9844693564012876	0.9846930756733026	0.9976905609047089	0.9845589612471307	0.9977614780916536	0.9960286530995507	0.9971840634817273	0.9840399851559882	0.9977217856352741	0.9960477522607508	0.9974323205128518	0.9969538654708862	0.9845072637605365	0.9842173810680706
LiJ_2014__V1.CD43-0__bin.36	0.9790777638669407	0.9842274526158176	0.9975615306035172	0.9971144872026126	0.9965581701232109	0.9961403520091139	0.9982350784923102	0.9969456311270722	0.9976315376867863	0.9936964216896991	0.9832542270834379	0.9966539291839696	0.9984148279768843	0.9980758744282171	0.9972250995085796	1.0	0.9834433214472577	0.9841704889718633	0.9967478803467658	0.9836941243665581	0.9841830591593624	0.9980740488954161	0.9839585094510629	0.9979282038647397	0.9958407314493778	0.9975305357473716	0.9828381032732642	0.9975556500474553	0.9963532914967785	0.9979973113626321	0.9969291051741606	0.9839598405517371	0.9837156149281171
CosteaPI_2017__SID713A051-11-0-0__bin.14	0.9931648274522337	0.9986897066448127	0.9840053263079522	0.9840573237275958	0.9834943639291466	0.9824411387708292	0.9850603206659061	0.9843246185631948	0.9842526158855095	0.9814878806220562	0.9970670333162905	0.9831761461701748	0.9851248003012945	0.9839517417843148	0.9841696906378191	0.9834433214472577	1.0	0.998466676308844	0.9839853275781465	0.9973350515717886	0.9984552552948437	0.9849629741574731	0.9983507792086949	0.9841835402400548	0.9826883917086923	0.9843772380081824	0.9969042645295038	0.9845841246516579	0.9830386062399358	0.9845411873633876	0.9837827678662473	0.9986211707199387	0.9983373650447056
Bengtsson-PalmeJ_2015__TRAVELRES66__bin.11	0.9936456743807931	0.9992742092466604	0.9843209735660198	0.9842628961064249	0.9835650668829314	0.9832714813941897	0.9855067291959068	0.9848278322492735	0.9846964449962381	0.981365352049625	0.9979341971589016	0.9834433661304947	0.9854568824012861	0.9845983640313649	0.9846745514708936	0.9841704889718633	0.998466676308844	1.0	0.9846298710974185	0.9982125991870918	0.9991307388828188	0.9856279882046437	0.9987859631040402	0.9844478606370792	0.9833783346883836	0.9853097621872715	0.9976212480684682	0.9845367428654764	0.9837391957486858	0.984577251615019	0.983855597141734	0.9991219185833983	0.9988989334431396
NielsenHB_2014__MH0157__bin.26	0.9792892662817424	0.9847295008509866	0.9971337597874141	0.9970586977491197	0.9961835023213984	0.9957350517635774	0.9977735779279977	0.9992854563433063	0.997388777468495	0.9942997875217308	0.9839844819078783	0.9963089688238076	0.9977929511617153	0.9971087814410525	0.997275204359673	0.9967478803467658	0.9839853275781465	0.9846298710974185	1.0	0.9841931063173737	0.9844702804469547	0.9977277314142627	0.9847863187809826	0.9974690000918351	0.9954120554039217	0.9970677837306471	0.9829926351179159	0.9971374421375674	0.9955586463127428	0.9971092618382241	0.9968651628233598	0.9846831537317396	0.9844948971673558
LiJ_2017__nHM410727__bin.64	0.993671606445631	0.9985777534658712	0.9841258297355356	0.9838460135962285	0.9835962010882564	0.9829471268226325	0.9853815925357127	0.9844159793406692	0.9847116960073138	0.9810832635606311	0.9974784301099971	0.9834380475261131	0.9853923381575358	0.984313576202318	0.9844693564012876	0.9836941243665581	0.9973350515717886	0.9982125991870918	0.9841931063173737	1.0	0.9982897672907526	0.9852040319960953	0.9985450586313249	0.9845521149887182	0.9830269450171936	0.9846256474533377	0.9974018686407864	0.9843202800760887	0.9833583841771341	0.9849057357719713	0.9838478235203298	0.9985548669147913	0.9980904822842444
Bengtsson-PalmeJ_2015__TRAVELRES56__bin.61	0.9941728893409616	0.9993909794658621	0.9846939331414342	0.984262788642139	0.983964791389181	0.9834714536916718	0.9856757956832125	0.9848603051646428	0.9848354596233616	0.9814077867293266	0.9983779385365401	0.9839058789114931	0.9855314342958094	0.9846678845852631	0.9846930756733026	0.9841830591593624	0.9984552552948437	0.9991307388828188	0.9844702804469547	0.9982897672907526	1.0	0.9855872981957807	0.9990526373175228	0.9848362841261292	0.9833146346679825	0.9853242247268496	0.9977479157119313	0.9851639169327044	0.9837569078524612	0.9854620771400743	0.9842754103186869	0.9990796767457881	0.9988404535548057
