	SchirmerM_2016__G89134__bin.13	NielsenHB_2014__V1_CD15_3__bin.32	CM_madagascar__V30_01_1FE__bin.35	ZeeviD_2015__PNP_DietIntervention_37__bin.2	FengQ_2015__SID31871__bin.44	SchirmerM_2016__G89263__bin.22	FengQ_2015__SID530119__bin.73	SchirmerM_2016__G89024__bin.26	WenC_2017__RA042__bin.75	VogtmannE_2016__MMRS42780924ST-27-0-0__bin.56	HeQ_2017__SZAXPI029555-35__bin.82	SchirmerM_2016__G88746__bin.15	BackhedF_2015__SID565_M__bin.29	LiJ_2014__V1.UC47-4__bin.64	SchirmerM_2016__G88880__bin.14	ZeeviD_2015__PNP_Main_23__bin.48	FengQ_2015__SID31233__bin.63	ZellerG_2014__CCIS02856720ST-4-0__bin.42	ZeeviD_2015__PNP_Main_325__bin.11	ZeeviD_2015__PNP_Main_45__bin.58	ZeeviD_2015__PNP_DietIntervention_36__bin.11	SmitsSA_2017__TZ_21460__bin.6	FengQ_2015__SID31137__bin.19	BackhedF_2015__SID345_M__bin.45	LiuW_2016__SRR3992967__bin.42	NielsenHB_2014__V1_UC47_0__bin.5	FengQ_2015__SID31009__bin.90	ZeeviD_2015__PNP_Main_162__bin.27	VogtmannE_2016__MMRS65742083ST-27-0-0__bin.59	ZeeviD_2015__PNP_Main_404__bin.3
SchirmerM_2016__G89134__bin.13	1.0	0.9895830113849708	0.9811874801799277	0.9899476651791781	0.9892751879660716	0.9911698507516056	0.9885987775882152	0.9825725990769534	0.9791615139398436	0.9895773499961189	0.9860122991398104	0.9890129382220472	0.9891386225206166	0.9901485340296209	0.9869056721812873	0.9896559650601486	0.9909799482853279	0.9903105650956868	0.9899612183060539	0.9902306865144259	0.9899674236039699	0.9832498112171346	0.9799849681748076	0.9915976405874686	0.9880966619085415	0.9898247882886327	0.9889612717846656	0.9913113906431115	0.9905355262962798	0.9821679435819226
NielsenHB_2014__V1_CD15_3__bin.32	0.9895830113849708	1.0	0.9783824073703842	0.9885231101104305	0.9874804374833057	0.9882872130281228	0.9849389394836665	0.9809419987866544	0.9761207504648404	0.988497203783046	0.9831417690880474	0.9871991396759734	0.987898032138749	0.9879436263222213	0.9850982624633272	0.9906674579079878	0.9893323764969993	0.9885086007669193	0.9877466767379732	0.9902306586606084	0.9886638249993481	0.9799264718319751	0.9774373411261221	0.9889664139674195	0.98742426312311	0.9870527473023157	0.9880137949658502	0.9888492252348798	0.9886449922480063	0.9801823339350454
CM_madagascar__V30_01_1FE__bin.35	0.9811874801799277	0.9783824073703842	1.0	0.978311739016892	0.9795525749989983	0.9788009864638434	0.9776971388888311	0.9864856936419669	0.9793959255893335	0.9780900054897725	0.9794567359041292	0.9800836380070216	0.9771772449864773	0.9789632639751163	0.9759865710218759	0.9822420795014758	0.9782123101260882	0.9784653509521126	0.9800089815807582	0.9815606595555688	0.9779239406039918	0.9858021763098046	0.9860668552265702	0.9785457542124735	0.9791422405936344	0.9783853422653948	0.9779494943241616	0.9779620452960394	0.9793150167402718	0.9854506981679929
ZeeviD_2015__PNP_DietIntervention_37__bin.2	0.9899476651791781	0.9885231101104305	0.978311739016892	1.0	0.9878018073214608	0.9893646917116604	0.9862661837896205	0.9812395251918399	0.97641113563597	0.98944630716948	0.9841397242381147	0.9877000232200808	0.9904561206714797	0.9875745033738678	0.9863379021133206	0.995446093779536	0.9898638844503805	0.9886055339567019	0.988435004510151	0.9909822174745011	0.9993850936238524	0.9805302640710948	0.97770826617889	0.9899033040169449	0.9892567308356995	0.9877703087330032	0.9935096196629114	0.99038443901148	0.9890988684082437	0.9810145507927118
FengQ_2015__SID31871__bin.44	0.9892751879660716	0.9874804374833057	0.9795525749989983	0.9878018073214608	1.0	0.9879972624479446	0.9943882979365053	0.9819082661321504	0.9777830847539523	0.9891228621113661	0.9892343614234731	0.9946931126910297	0.9875158220333559	0.9875850481157397	0.9844796037175099	0.9892445188715299	0.9877450107355972	0.9879327096293539	0.9936442982858151	0.991367817887705	0.987816916528685	0.9804230050047547	0.9785543901543141	0.9887979643005425	0.9873490073543421	0.9879074311650308	0.9875702721062336	0.9881252721207688	0.988366541357916	0.981663886036961
SchirmerM_2016__G89263__bin.22	0.9911698507516056	0.9882872130281228	0.9788009864638434	0.9893646917116604	0.9879972624479446	1.0	0.9849847802202043	0.9812574866894744	0.9772031339507016	0.9890798101906569	0.98346483579309	0.9882846295000303	0.9886985908468696	0.9884835531050068	0.9945451645339429	0.9909720451331507	0.9896725650236353	0.9893099298319828	0.9872646695822429	0.9893899723684958	0.9894038368124339	0.9806322375082105	0.9775919830921367	0.9979999574459031	0.9882960564866282	0.9884516772563985	0.9891205183166706	0.9896208186886131	0.988952594879986	0.9803201934797471
FengQ_2015__SID530119__bin.73	0.9885987775882152	0.9849389394836665	0.9776971388888311	0.9862661837896205	0.9943882979365053	0.9849847802202043	1.0	0.9811346432269067	0.9776081507411729	0.9863456038930393	0.9887787017946186	0.99541847124514	0.9852168624855759	0.985316027333775	0.9827324732974865	0.9874555170156962	0.9852468732132273	0.9860344052299639	0.9945408810140685	0.9904621340086756	0.9856292793143034	0.9797371385938272	0.9774099435761139	0.9860991760904395	0.9843606357563515	0.9852154156849545	0.9856795656149088	0.9861284681808828	0.9865114319093435	0.9813748786895334
SchirmerM_2016__G89024__bin.26	0.9825725990769534	0.9809419987866544	0.9864856936419669	0.9812395251918399	0.9819082661321504	0.9812574866894744	0.9811346432269067	1.0	0.9812365449842799	0.9809042561856792	0.981894096906665	0.9816389173420164	0.9802503566457254	0.9815073706028726	0.9774507728138895	0.983539337206483	0.9811962304797699	0.9815532436923441	0.9830527074194828	0.9838148064879473	0.9808493839185275	0.9868765102451571	0.9857178451819987	0.9816802599277331	0.9818037437837873	0.9814230528724832	0.9813265186818326	0.9808271771927999	0.9817750871926184	0.9855906076294471
WenC_2017__RA042__bin.75	0.9791615139398436	0.9761207504648404	0.9793959255893335	0.97641113563597	0.9777830847539523	0.9772031339507016	0.9776081507411729	0.9812365449842799	1.0	0.9767370554832128	0.9815125564170813	0.9791903266751286	0.9772880408674602	0.9764231772643993	0.9741459754551491	0.981291553230559	0.9770243416022819	0.9761547062504601	0.9793300516926958	0.9792463089352788	0.9766423730192189	0.9808876740673229	0.981679020311511	0.9771121713712392	0.9774082722038405	0.9759738870175025	0.9769318210382552	0.977317501645707	0.9782965887979204	0.9804057960602981
VogtmannE_2016__MMRS42780924ST-27-0-0__bin.56	0.9895773499961189	0.988497203783046	0.9780900054897725	0.98944630716948	0.9891228621113661	0.9890798101906569	0.9863456038930393	0.9809042561856792	0.9767370554832128	1.0	0.9842350342724699	0.9884145348910008	0.9887775489926727	0.9880921847474673	0.9864248699646531	0.9901423120875732	0.9890231975639275	0.9890420353064251	0.9886872769415367	0.9902375837229875	0.9893275711613035	0.9800705000665095	0.9778640513058772	0.9902769157775418	0.9876852107404508	0.9882090493534867	0.9887518058778422	0.9896627676294351	0.9891848048049764	0.9808266029881645
