	FengQ_2015__SID31749__bin.26	CM_cf__CF_FIFC001SS_t6M17__bin.13	ZellerG_2014__CCIS76845094ST-20-0__bin.95	HeQ_2017__SZAXPI029570-85__bin.62	LiSS_2016__FAT_023-22-42-0__bin.80	XieH_2016__YSZC12003_35999__bin.80	YuJ_2015__SZAXPI015221-142__bin.17	XieH_2016__YSZC12003_37223__bin.31	FengQ_2015__SID31871__bin.16	LiSS_2016__FAT_023-22-14-0__bin.38	FengQ_2015__SID530163__bin.12	FengQ_2015__SID530705__bin.35	XieH_2016__YSZC12003_37284__bin.33	FengQ_2015__SID31766__bin.42	XieH_2016__YSZC12003_36588__bin.61	LoombaR_2017__SID5639_uuc__bin.12	KarlssonFH_2013__S536__bin.20	ZellerG_2014__CCIS78100604ST-4-0__bin.36	ZeeviD_2015__PNP_Main_461__bin.10	FengQ_2015__SID530295__bin.20	FengQ_2015__SID530373__bin.21	FengQ_2015__SID530215__bin.26	FengQ_2015__SID31549__bin.37	FengQ_2015__SID530398__bin.32	FengQ_2015__SID31884__bin.20	XieH_2016__YSZC12003_36116__bin.66	XieH_2016__YSZC12003_36695__bin.14	XieH_2016__YSZC12003_37269__bin.15	NielsenHB_2014__V1_UC5_3__bin.38	QinN_2014__LD-35__bin.71	YuJ_2015__SZAXPI003415-12__bin.22	YuJ_2015__SZAXPI015223-158__bin.39	LiSS_2016__FAT_015-22-42-0__bin.16	FengQ_2015__SID31723__bin.18	YuJ_2015__SZAXPI017592-142__bin.63	XieH_2016__YSZC12003_37393__bin.23
FengQ_2015__SID31749__bin.26	1.0	0.6680357419118923	0.7779214934343458	0.6896655993474194	0.7801905235177468	0.860853136559044	0.819339730998045	0.9142695739005283	0.4788998954558453	0.5057752441316975	0.8325835532823583	0.6788572339398145	0.8242903420891016	0.7345848940728621	0.6032418064104788	0.7725831782360635	0.6004678702527343	0.7425935388899567	0.8996066701983526	0.7579596543948394	0.7543854632056144	0.8390751358370799	0.8114525074188845	0.6462211741761874	0.7666574467785867	0.9235941624044218	0.741717336983784	0.5516223096288448	0.7317026632975008	0.788580777939777	0.7859460777189684	0.7374024293623744	0.7590229106405322	0.835133868086842	0.7870173036984253	0.8716221221056974
CM_cf__CF_FIFC001SS_t6M17__bin.13	0.8578676108044456	1.0	0.8264785615424396	0.684992748593215	0.7664842326301867	0.8660545664597904	0.8561831412167072	0.9158030097702848	0.4772647777890825	0.4692578279974739	0.8149190545538172	0.7311790022858938	0.8039067894720049	0.7737091502579382	0.60602255070115	0.82712814792027	0.605310955614407	0.7522107910806192	0.9097839508216756	0.788730910498556	0.7672752951885456	0.862996874881476	0.8130900986540498	0.6905988174999413	0.7701282978248187	0.8935557298756154	0.7445927502788887	0.5353380407776495	0.7773592357155714	0.7665028954454904	0.7433218727593334	0.7365876065661805	0.7711427121405225	0.8334765152550454	0.7838490792308753	0.8685385269740894
ZellerG_2014__CCIS76845094ST-20-0__bin.95	0.854002490942029	0.7065361495388669	1.0	0.6724895009881423	0.765633234519104	0.8521589879776021	0.8350069993412385	0.9100368494729908	0.477146121541502	0.48740890563241107	0.8118309453227931	0.703908308629776	0.7774348443675889	0.7425034996706192	0.6055392580698287	0.801268115942029	0.6016185976613966	0.7387578227931488	0.9091964138669302	0.7754281949934124	0.7582540760869565	0.8595247653162056	0.7957607666337286	0.6591027462121212	0.7642652750329381	0.8830760046113307	0.7389930212450593	0.5359601449275362	0.7642760828392622	0.759858777997365	0.7596503417325429	0.7158926218708828	0.7582798089591568	0.8151515151515152	0.7669358325098814	0.8644685647233201
HeQ_2017__SZAXPI029570-85__bin.62	0.9020618398663254	0.6976910459430044	0.8012349577667744	1.0	0.8192614167675869	0.9040602149218954	0.8380187941685957	0.9442919994481321	0.5242806554964512	0.5459623196848221	0.8701043950147931	0.7202636702282587	0.8431456471417841	0.7434402832921987	0.6450146398295341	0.8103879938068156	0.653466803611669	0.7872917081845079	0.9304480860913955	0.7994315760428005	0.816429721153404	0.8828617417564729	0.8587567642144314	0.6840948599635154	0.8102641301181918	0.9122063986019346	0.7823199914153879	0.5925822819738475	0.7855931813652599	0.8315478362178652	0.826026091088866	0.7799083286066868	0.7783575797525792	0.8829475878773013	0.8214333236245459	0.8887330032345592
LiSS_2016__FAT_023-22-42-0__bin.80	0.8813088185374477	0.6742331447539067	0.7878161061975959	0.7075419590548045	1.0	0.8753797669791652	0.8221183914455584	0.9370814090129421	0.5129831718943044	0.5604245870290612	0.8637271365318225	0.6911835808272817	0.8505832405264125	0.7487905974011944	0.6380233529220809	0.7867876837140139	0.6370706587676194	0.785527310124454	0.9123399577086408	0.778276455003339	0.7816132676032619	0.8484829709229694	0.8493466975299325	0.6631874000769993	0.7888492947997939	0.8935407971809997	0.755579139016559	0.5844278195166203	0.7324910013032686	0.8292495640325388	0.8222984448154956	0.7856819441951058	0.7881449683820987	0.8773603540484736	0.8213997666720153	0.8702895522972957
XieH_2016__YSZC12003_35999__bin.80	0.8886069235712681	0.6961539801630624	0.8012681664382554	0.7134774259986217	0.7999257663391481	1.0	0.8467974998645018	0.9437905042856147	0.4919760865020557	0.5174202302695253	0.8531639799307797	0.707408558066789	0.8417951963949734	0.7473834328277315	0.6306343058233258	0.7951992985064226	0.6229457503890734	0.7743945165811092	0.9295767423133803	0.7746050227249851	0.7937320464874993	0.8640894907590222	0.8449503689422623	0.6704427113578469	0.7952801135087841	0.9137689407137272	0.7837317948479711	0.5663592793043909	0.7542106067996872	0.8200593482149079	0.8044470511718659	0.7640037397505285	0.7771756172911198	0.8651221806694386	0.8237511904485377	0.8907748948921047
YuJ_2015__SZAXPI015221-142__bin.17	0.864351816133429	0.7033518497636979	0.8024043663958441	0.675900153710111	0.7677740916365478	0.8654171043547242	1.0	0.9311529049628385	0.4687189043654067	0.4743648330257153	0.8147758542582845	0.7315740746235883	0.7939438809725874	0.7755654336227514	0.6042884527504614	0.7984468750556383	0.5969120489340194	0.7424361568911388	0.9113021442263752	0.7615999699305832	0.7586716637289638	0.8480752605851272	0.7954666397624516	0.6855490734860938	0.7716232737286275	0.8929568325825871	0.7396621542758909	0.5346792364742026	0.7682750837294782	0.7620460655552852	0.7615000682496632	0.7473214480006806	0.7578605807749601	0.8297556662057342	0.7717469144228354	0.8727994429244882
XieH_2016__YSZC12003_37223__bin.31	0.8202272426171384	0.6397958475543976	0.7436961518483703	0.6476919291649055	0.7442345019315412	0.8202663571153689	0.7918709137441197	1.0	0.44274457601776557	0.4828651159660755	0.7839878702996885	0.637004418255956	0.7728679969801925	0.6768763918768019	0.569704769655561	0.7441465994570234	0.5667716028742847	0.7156926946314299	0.8891919912013408	0.7186447877828178	0.7130594056699199	0.8034530110803383	0.7698645923365024	0.6040519255478658	0.7304674603124534	0.8600386518536277	0.7037219758289225	0.50732597728415	0.6901711154151079	0.7504659041442442	0.7422850858100591	0.7128693007968002	0.7075530937254877	0.8142301068078154	0.7486805165637282	0.8396591571035924
FengQ_2015__SID31871__bin.16	0.9332772376820254	0.7242770832819427	0.8470205808914824	0.7811456486128203	0.8849966059390129	0.9288151666561602	0.8658683542869777	0.9617434966959296	1.0	0.6339576030163746	0.9147903402192116	0.7265044643550508	0.9385962748467648	0.8094949655523366	0.7050209262360457	0.8128698407303764	0.7220414797192294	0.821279620376791	0.9484532126637303	0.8500035173983312	0.8400670955151801	0.9171575036156114	0.9195822244392491	0.6988796401107661	0.8412301209893664	0.9356096839000912	0.7985974259953095	0.7025148941263102	0.7661176784440126	0.9325262502980652	0.9226135822737742	0.8897957990386997	0.8274848591990016	0.9235125744706315	0.9343671743597193	0.90464013360632
LiSS_2016__FAT_023-22-14-0__bin.38	0.848070319967802	0.6127245057101173	0.744465179604568	0.6999051982190472	0.8318864139457665	0.84049875484228	0.7539807314987171	0.9024854417165569	0.5454671228052523	1.0	0.8344844229511496	0.6138155908839362	0.8340811616441113	0.675223719625698	0.64097873798863	0.7336235032952659	0.6442983724908186	0.7582224430246013	0.8769290511646627	0.748369660914625	0.7561959173919606	0.8103162574835236	0.820208343814459	0.6005032512451577	0.7594770337576093	0.8648940987070484	0.73100898651708	0.6196027443779243	0.6777101046435579	0.835886797554963	0.8359119522563767	0.7885110617799467	0.7377873924636514	0.8463267847260653	0.8141240504100217	0.8308495685968708
