	FengQ_2015__SID31749__bin.26	CM_cf__CF_FIFC001SS_t6M17__bin.13	ZellerG_2014__CCIS76845094ST-20-0__bin.95	HeQ_2017__SZAXPI029570-85__bin.62	LiSS_2016__FAT_023-22-42-0__bin.80	XieH_2016__YSZC12003_35999__bin.80	YuJ_2015__SZAXPI015221-142__bin.17	XieH_2016__YSZC12003_37223__bin.31	FengQ_2015__SID31871__bin.16	LiSS_2016__FAT_023-22-14-0__bin.38	FengQ_2015__SID530163__bin.12	FengQ_2015__SID530705__bin.35	XieH_2016__YSZC12003_37284__bin.33	FengQ_2015__SID31766__bin.42	XieH_2016__YSZC12003_36588__bin.61	LoombaR_2017__SID5639_uuc__bin.12	KarlssonFH_2013__S536__bin.20	ZellerG_2014__CCIS78100604ST-4-0__bin.36	ZeeviD_2015__PNP_Main_461__bin.10	FengQ_2015__SID530295__bin.20	FengQ_2015__SID530373__bin.21	FengQ_2015__SID530215__bin.26	FengQ_2015__SID31549__bin.37	FengQ_2015__SID530398__bin.32	FengQ_2015__SID31884__bin.20	XieH_2016__YSZC12003_36116__bin.66	XieH_2016__YSZC12003_36695__bin.14	XieH_2016__YSZC12003_37269__bin.15	NielsenHB_2014__V1_UC5_3__bin.38	QinN_2014__LD-35__bin.71	YuJ_2015__SZAXPI003415-12__bin.22	YuJ_2015__SZAXPI015223-158__bin.39	LiSS_2016__FAT_015-22-42-0__bin.16	FengQ_2015__SID31723__bin.18	YuJ_2015__SZAXPI017592-142__bin.63	XieH_2016__YSZC12003_37393__bin.23
FengQ_2015__SID31749__bin.26	1.0	0.6570515735536105	0.7650269330120437	0.6774536231816115	0.7672523639636768	0.8468854749258112	0.8055488099312259	0.8986568654568298	0.4707398256972345	0.4969133689939852	0.8191076711031519	0.6677197654085426	0.8077367362533813	0.7214474911746919	0.5926378412335273	0.7598437932182254	0.5892038235969752	0.7299605732582616	0.8849114187532523	0.7453088740641423	0.7417928150506078	0.8238670085838722	0.7974239007627504	0.6356373677375802	0.7533414280825289	0.9188254487663322	0.7290923410858527	0.5419034537075671	0.7193251979541224	0.7753913373682064	0.7731335586736487	0.725352191911189	0.7441359167772271	0.8211788642660578	0.7741400891672565	0.8565757335671123
CM_cf__CF_FIFC001SS_t6M17__bin.13	0.8437621345926118	1.0	0.8120437769444396	0.671986572405402	0.7531162386360011	0.8503856279465425	0.841099974293477	0.9002141407549531	0.4683812777044978	0.46063620935344185	0.8009056883659019	0.7179886060502438	0.78735708648168	0.7592472744764328	0.5945238483688399	0.812867348923005	0.5931145048002566	0.7388891531115428	0.893703226319145	0.7746549335754281	0.7536815413318146	0.8466362081493892	0.7987642808163717	0.6785606996027229	0.7565532067833916	0.8783058016672516	0.7309995984484579	0.5254864824024703	0.7634090822891688	0.7536996021208183	0.7304222552266418	0.723548920958161	0.7556886970164178	0.8189935685530358	0.7705190128935974	0.8527780804632231
ZellerG_2014__CCIS76845094ST-20-0__bin.95	0.839846837944664	0.6941962080039525	1.0	0.6606297348484849	0.7528789937417654	0.8375154397233202	0.8212867465415019	0.895016057312253	0.472459136198946	0.478907279314888	0.7982321516798419	0.6919682559288538	0.7612308547430829	0.7287842761857708	0.5945986701251647	0.7878463644598156	0.5906100749341239	0.7261173213109353	0.8936053812582345	0.7626034461462451	0.7454643239459815	0.8441560647233203	0.7822731389986826	0.6482645750988142	0.7513447999011857	0.8676805418313571	0.7259068264163373	0.5263566370223979	0.7514986824769434	0.7469223484848485	0.7469300683465087	0.7038213315217391	0.7432168148880105	0.8012475296442688	0.7538336833003952	0.8495934206192358
HeQ_2017__SZAXPI029570-85__bin.62	0.8860889427130441	0.6844437631260252	0.7871046862784173	1.0	0.8049183695368908	0.8875513927000138	0.8267478116904021	0.9278788343323165	0.514925267885886	0.5360053960418807	0.8545141262857755	0.7078956969631934	0.8254454034001196	0.7297925896402128	0.6327601060812779	0.7966599727131973	0.6405714898900864	0.7735618475311575	0.9143004307635707	0.7857201109867705	0.8047497432281207	0.8662480646298651	0.84356935906673	0.6723229040516303	0.7960259377922217	0.8957815829411495	0.7677157267027425	0.5810831940888813	0.778461821470728	0.816417457421857	0.8112728220379256	0.7661766283936045	0.7629052780034645	0.8675658025845814	0.8065739732957246	0.8727251544463691
LiSS_2016__FAT_023-22-42-0__bin.80	0.8666937805859043	0.6624740709908071	0.77469233380412	0.6951548167718655	1.0	0.8611068304305023	0.8088452806687817	0.9277631175499609	0.5037289582482714	0.5588205233304154	0.8492270149957979	0.679321770729571	0.8332822299503952	0.7357891553855287	0.6267202378399104	0.7735728254980991	0.624822263493279	0.7778231441660854	0.8967854648210137	0.7658157026662198	0.7683115601147893	0.8327489542341403	0.8351124194989327	0.6522470395783786	0.7812118545020492	0.8784083705752547	0.7426931429851471	0.5736998160807782	0.7205095086714232	0.815316081043081	0.8087404260592301	0.7794235008835854	0.7727239268157191	0.8685795748516281	0.8075531329551153	0.8553075232123215
XieH_2016__YSZC12003_35999__bin.80	0.8741889464433656	0.6835589378489079	0.7874991289400943	0.7004487894202999	0.7868830960179012	1.0	0.8323843619582975	0.9281661091883271	0.48291222426114766	0.5085213854885291	0.839076037722701	0.6954063204106757	0.8245719224485687	0.734186391334309	0.6192674579761988	0.7815788251143991	0.6107601062305947	0.7614994425216605	0.9136324746618352	0.7614026580876945	0.779923811293582	0.8482100686782343	0.8306001409181358	0.6596667324800818	0.7814955905011886	0.8987600946164627	0.7814791371474143	0.5560130233134345	0.7411887451317429	0.8061214218794763	0.7908464185888054	0.7509310662547521	0.7617022059108189	0.8502178617608572	0.8094212871555442	0.8755865136698334
YuJ_2015__SZAXPI015221-142__bin.17	0.8498032629273764	0.6909610739529611	0.7892198173282928	0.6668095953091709	0.7553783701980427	0.8506870466095743	1.0	0.9158264045088299	0.4605398251621671	0.46587170645918774	0.8015339359086207	0.7193692544169401	0.778147051317812	0.7616998716115031	0.5936627714902363	0.7854888357398758	0.5861246456457704	0.7303045319754617	0.8962471587368471	0.7500751735420784	0.7495717086352639	0.8325568697737079	0.7822929710759905	0.6748892673942674	0.7583027198974475	0.8778588201314745	0.7264484260045064	0.5249843223599744	0.7592537641172945	0.7490182928879895	0.7484871324656724	0.7348376943878995	0.7432665277934389	0.8160023699448266	0.7587819512281972	0.8579027175235462
XieH_2016__YSZC12003_37223__bin.31	0.8062204669766385	0.6289051936062516	0.7314209287800693	0.6364341036365969	0.7368338706319515	0.8066868968533859	0.7788369535273497	1.0	0.43496794083196116	0.4774496505981784	0.770945498362869	0.6260519381654459	0.7570249428528769	0.664477937109775	0.5596308937242259	0.7313397556815912	0.5559364662784658	0.7072208307835306	0.8744971368607881	0.7067800566529345	0.7009700816147137	0.7887266127895998	0.7569038140841634	0.5940398757588948	0.7218589060137489	0.8452870184027406	0.6913954412683192	0.4980962174597867	0.6788211815522568	0.7373705383711125	0.7295560504450851	0.7053496436585095	0.6938213813306079	0.8044716703783382	0.7357748350777138	0.8244398320179506
FengQ_2015__SID31871__bin.16	0.9173749427851765	0.7107958547689069	0.8387003350207709	0.7672067015117504	0.8690312719551893	0.9117032521773609	0.8507590728320721	0.9448508486066078	1.0	0.6225045886060048	0.8983517562780992	0.7139770446362417	0.9175969500045225	0.7942175798654983	0.6919161050249462	0.7986083893147834	0.707741656685478	0.8065028929459261	0.9317259279764727	0.8350495496359721	0.8250473478359778	0.8992699342840359	0.9028896569303254	0.6864362725079233	0.8251414496614617	0.9194607143150803	0.7835795055360195	0.6895516824584147	0.7525085445371149	0.9163489588044135	0.9060132893704222	0.8737793028973313	0.8108562443870088	0.9066254080410466	0.917494625689433	0.8879758880060371
LiSS_2016__FAT_023-22-14-0__bin.38	0.8332109661920813	0.60146699074307	0.7314798510841676	0.6871407594204357	0.8295053642400764	0.8260434484580167	0.7404813037681743	0.8923638187352216	0.5356127685264376	1.0	0.8196612290587111	0.6028064785933491	0.816352599738391	0.6626668071137496	0.6289264916737938	0.7203095914876492	0.63144510615284	0.7498561465512904	0.8614966418473613	0.7354181340242492	0.742639891583237	0.7943563855209538	0.8050549944659657	0.5895963299290636	0.7510785078231121	0.8499097575086784	0.7178554359309754	0.6075976631282387	0.6661035681943955	0.820664272777582	0.8215085274437792	0.7813608379031041	0.7223848543542788	0.8371531795542587	0.7994022614076571	0.8153574168637119
FengQ_2015__SID530163__bin.12	0.8895612815852312	0.6773227841334332	0.7896610713140169	0.7095064990606528	0.816453086099189	0.8827862717844542	0.8251449751289375	0.9332513631989736	0.5006282679863349	0.5308783023526956	1.0	0.7034829670133851	0.8327177936287313	0.7351351488954396	0.6356666819406048	0.784252569840082	0.6286803826630619	0.7723541720761864	0.9221762306975607	0.7738718923900149	0.7846354365546069	0.864108282038358	0.8434299155351225	0.6622743912062847	0.7902465722737293	0.897252218539506	0.7530010742669783	0.5748453513769455	0.7397809717279406	0.8105425811937093	0.8091373788903993	0.7647304404494611	0.7693014209853727	0.8773971172987531	0.8144527093420496	0.8745174708395066
FengQ_2015__SID530705__bin.35	0.8385227844062138	0.7021301397525218	0.7915592726604788	0.6796607036255118	0.7552117246584488	0.8460161288233542	0.8563394941874772	0.8763368566809571	0.460085930904394	0.4514651701957053	0.8134658837354157	1.0	0.7713841139685407	0.7867776146343933	0.5964720995376122	0.8070234208224075	0.5988240724278129	0.7469094664112367	0.8727567948172997	0.7564633627972641	0.7591250072119319	0.8373311966390631	0.782267360739067	0.7063819415580364	0.7561077704003476	0.8616563069963393	0.7181983240059014	0.5441705807341923	0.7679683075332602	0.7660531716604635	0.7455812934850056	0.7289302673889981	0.7542132400472397	0.8186649507174841	0.766097326345511	0.8616027326451482
XieH_2016__YSZC12003_37284__bin.33	0.831765508957985	0.6313675264838895	0.7140425441526893	0.6498628012868293	0.7596188752988248	0.8225815950967632	0.7595672206108963	0.8689230914799696	0.4848608316501308	0.5013425391320467	0.7895761805268585	0.632529998339326	1.0	0.7035634010605142	0.5804084872031544	0.7364070930093345	0.5988463142690523	0.7136317204197258	0.8473903279252002	0.7278328975673055	0.7277199331095929	0.8149603562339002	0.8176246760720037	0.6054503902584085	0.7137480641560879	0.8488945896783312	0.7052129717955749	0.5395008708883834	0.6659187196589053	0.8181117749516281	0.7883103992955652	0.7409855328253473	0.7424492432346842	0.8061370596799919	0.8135367144142649	0.8124104491157876
FengQ_2015__SID31766__bin.42	0.8898321696517628	0.7292325483903609	0.8188022030443645	0.6881848013067927	0.8033953481648525	0.8772615175564132	0.8905549532359021	0.9135325324891221	0.5026630238374026	0.4874435144628995	0.8349023519377828	0.7727423854749411	0.8427049452852826	1.0	0.6016872659988146	0.8325622678057737	0.6305928270957111	0.7687930959712043	0.9133394047154402	0.7886135565289041	0.7657493097416771	0.8727374705465689	0.847492663746621	0.7258186969657545	0.7728268065975685	0.8859464851034303	0.7456299058935772	0.5703456351099353	0.7724550067218873	0.8177347962473076	0.8078367087326712	0.7777267010711654	0.7901643609870332	0.8617598334706623	0.8368226433641238	0.8746126602772598
XieH_2016__YSZC12003_36588__bin.61	0.8564313070059137	0.6690396618549606	0.7827151193080466	0.6991083653500246	0.8017693131615192	0.8669634491444412	0.813235703596009	0.9014567905081998	0.5130865897091772	0.5420367696823895	0.8458585159204988	0.6863926972811951	0.8145276626245805	0.7049699434911889	1.0	0.7819251747735345	0.6347136586558884	0.7557167662678779	0.8925614459643387	0.7683856880477868	0.7756964011454873	0.8399962602968863	0.8199495546569127	0.6358172775638815	0.7700956537468505	0.8790158618965579	0.7467231867690387	0.5890310171789225	0.7324005303332605	0.8154693632274722	0.7879717056230365	0.7562783992173723	0.7604571109573979	0.8362585896305892	0.8013811157187445	0.8718108360607647
LoombaR_2017__SID5639_uuc__bin.12	0.832931633621084	0.6938796380899718	0.7866892303707594	0.6676675755872096	0.7506868294227138	0.8299982835688202	0.8162036242392973	0.893602336813132	0.4492136792370412	0.47090135248610154	0.791600587492253	0.7044505929909995	0.7839203288147683	0.7399432036005998	0.5931261556361125	1.0	0.5849803021535558	0.730390801573361	0.8923283748685696	0.7575823604320473	0.7353787300259315	0.8295419389916634	0.7798928823607404	0.6426883629049416	0.740348671924222	0.8680162063993077	0.7258921073972017	0.5354782213661764	0.7373916824006191	0.7731314796561792	0.7475119456415495	0.7059146985093772	0.7311225973817744	0.806770961273407	0.7612115331841648	0.8413601329566093
KarlssonFH_2013__S536__bin.20	0.8658002783097506	0.6786879486366955	0.7905505573083865	0.7196511483721635	0.8127953596671306	0.8694451716013832	0.8164237197062592	0.9105785260605392	0.5336555021286562	0.553367272426668	0.8506427301910968	0.7006978410327772	0.8545480222096691	0.7512730604428156	0.6453968669486505	0.7841666551852412	1.0	0.747839655006131	0.9043200011022169	0.8007074854300712	0.7824754412311762	0.8671477383888345	0.8489156941899395	0.6550591752662542	0.781768644686626	0.8774996211129635	0.7473264352929829	0.6180405340240559	0.7271765338036125	0.8302840963888621	0.8065430346784971	0.7790282580840716	0.7876937490527824	0.85335487248729	0.8333124371391962	0.860863724666235
ZellerG_2014__CCIS78100604ST-4-0__bin.36	0.8762836353690471	0.6907231579723414	0.7940150386603086	0.7099742414683657	0.8266063064224117	0.8855931750302636	0.8310415912773294	0.9463252305858504	0.49680424247574545	0.5368450554255841	0.8537425283656193	0.7139908165235043	0.8319330379478267	0.7482580490487015	0.6277709274703456	0.7998629063074917	0.6109443087827194	1.0	0.9164325024607642	0.7693854476958861	0.7829586237053904	0.8580123553157853	0.8361747257985455	0.6801935069590807	0.8026177241434037	0.8881543958619766	0.7512481097559945	0.5646436717697861	0.7472990685395301	0.8079827248440671	0.8074773466179899	0.8019474507945638	0.7706314470194221	0.8984549946057345	0.8126256762529075	0.8637549827310347
ZeeviD_2015__PNP_Main_461__bin.10	0.8229588847111675	0.6472187537058869	0.7570084860449381	0.6500840582338703	0.738311196835783	0.823131535440486	0.7900955159640887	0.9065187857945073	0.4446318702782642	0.4778126373358074	0.7896913563022748	0.6463249809909803	0.7652983369723689	0.6886636484761394	0.5743985127622024	0.7570385691265616	0.5723323718373525	0.7099594183588763	1.0	0.729528680948428	0.7181359127468556	0.8133907208080752	0.7786901041485006	0.6138862632801546	0.7308802396880428	0.857463307360153	0.7118507286209566	0.5102156041380368	0.7059029981932712	0.7517535384679777	0.7411311587479857	0.6975808842507657	0.7108736824482222	0.8026362371209531	0.755955578188109	0.8255150746758003
FengQ_2015__SID530295__bin.20	0.8338592390871059	0.6749073720517458	0.7771983140244797	0.6720886710669313	0.758495965491631	0.8252588966888917	0.7954899735228832	0.8814157704589227	0.479405229964879	0.4907004896797989	0.7972428761449989	0.6739438525673571	0.7907825225852744	0.7153479160285164	0.5948843776618734	0.773216780869339	0.6096466290979737	0.7170593825922398	0.8776482361876309	1.0	0.753476432848409	0.851930081109773	0.7944157830470924	0.6380313781108514	0.7572817316286155	0.8527341504454115	0.7336180707371213	0.5306757958870254	0.7338509518754275	0.7600228055673278	0.7454488521687318	0.704591849579765	0.749889853515666	0.8075221656687045	0.7568920228769003	0.8342599624872545
