	CM_periimplantitis__SP_287SPI_T016__bin.4	HMP_2012__SRS013252__bin.46	HMP_2012__SRS022536__bin.17	HMP_2012__SRS051930__bin.9	CM_periimplantitis__SP_105SPI_T016__bin.1	HMP_2012__SRS049318__bin.30	HMP_2012__SRS016043__bin.21	CM_periimplantitis__SP_163SPI_T016__bin.9	CM_periimplantitis__SP_304SPI_T016__bin.11	HMP_2012__SRS047634__bin.61	CM_periimplantitis__SP_189SPI_T016__bin.33	CM_periimplantitis__SP_344SPT_T016__bin.52	HMP_2012__SRS021960__bin.22	HMP_2012__SRS063603__bin.34	HMP_2012__SRS022149__bin.6	HMP_2012__SRS017691__bin.9	HMP_2012__SRS014476__bin.22	CM_periimplantitis__SP_143SPI_T016__bin.12	HMP_2012__SRS055378__bin.11	HMP_2012__SRS051941__bin.4	HMP_2012__SRS012285__bin.4	HMP_2012__SRS011126__bin.25	HMP_2012__SRS021477__bin.23	CM_periimplantitis__SP_305SPI_T016__bin.12	HMP_2012__SRS020226__bin.63	HMP_2012__SRS024561__bin.27	HMP_2012__SRS024355__bin.23	HMP_2012__SRS017139__bin.25	HMP_2012__SRS019128__bin.27	HMP_2012__SRS058053__bin.33	HMP_2012__SRS065099__bin.13	HMP_2012__SRS019029__bin.3	HMP_2012__SRS019980__bin.47	HMP_2012__SRS011343__bin.38	HMP_2012__SRS023595__bin.38
CM_periimplantitis__SP_287SPI_T016__bin.4	1.0	0.6551643571120208	0.6087937815181862	0.7763412574540659	0.7053147430393137	0.7723432214847883	0.7600395652565812	0.6090238672429089	0.7482031965311612	0.7764337661475109	0.8406798677362886	0.687285035888629	0.7493856473948128	0.7875692036187504	0.6215564231869481	0.7269487312076891	0.7451563396919223	0.7575157383379746	0.7262359398646052	0.7441707663040642	0.8092838403916676	0.6686386041149764	0.715387516544824	0.7754149845107239	0.6855510908909773	0.7883412954063503	0.7289625743034569	0.7648393432357169	0.6774767423656608	0.7822345356300792	0.6734466841563445	0.6979614879193135	0.8050486026443253	0.7205691893866437	0.7902519557286601
HMP_2012__SRS013252__bin.46	0.8204468999933165	1.0	0.6536354252530429	0.806968610065275	0.7070851991296664	0.7846191547664134	0.7964726238480332	0.6676053200258427	0.7572303785060263	0.7584764705445527	0.8276071022790563	0.7465710190775354	0.769771500285903	0.808896413958013	0.654369119492652	0.7609077609701399	0.7790065423545051	0.7824953030201766	0.7549223605943814	0.7584423106912914	0.8055992455128063	0.706455469660852	0.7402633279123131	0.7955488225989708	0.7225685239230363	0.9624241614127327	0.7673520915484067	0.7757925457259339	0.7222833634088563	0.8120777359443343	0.703526633546461	0.7129146523492325	0.8162021669228656	0.7625310966055503	0.8219543891698413
HMP_2012__SRS022536__bin.17	0.8648680069282041	0.7415065474224789	1.0	0.8453638992040653	0.7754550846143996	0.8162644309504714	0.8386395648979977	0.6786674664204503	0.7968378274553677	0.8353153074222093	0.875125523153546	0.7673491531820541	0.836779463401155	0.8535961962272288	0.7123144110689518	0.7766109085517493	0.8144296025717925	0.8206316257691452	0.817517977611387	0.8119241941245056	0.8433268858800774	0.8314855875831485	0.8804901637024106	0.8386749472634267	0.7472199570020016	0.8507437036238281	0.811885442009988	0.8102292103329987	0.763601992195661	0.8469678997701832	0.8376235855478201	0.7772814886203573	0.8494008586120678	0.812220732044292	0.8567031048868101
HMP_2012__SRS051930__bin.9	0.8214323361108323	0.6818291336211224	0.6296267944985444	1.0	0.69915545627949	0.7488329484991467	0.7642631261921494	0.6557825519526151	0.7673790282100191	0.7504492520831242	0.8200067764280695	0.7314350968778235	0.7604093464511595	0.7922071077201084	0.6637799919686778	0.74003363116153	0.7803797309507078	0.7694885051701637	0.8849161730749925	0.7678082019877522	0.8150988856540508	0.7014330890472844	0.7453305391024997	0.8015748920791085	0.7161153498644715	0.8195976809557274	0.773930830237928	0.769171016966168	0.8114057323561892	0.7976219757052504	0.6804412207609677	0.732229444834856	0.8294009135628952	0.7386093263728541	0.7860631462704548
CM_periimplantitis__SP_105SPI_T016__bin.1	0.8474289826366377	0.6784094390572343	0.6558392054320178	0.7939167670088989	1.0	0.7950610247020014	0.7957678140118132	0.62731826181129	0.7837167712838344	0.7815835785483746	0.9179967652989249	0.7715218057326882	0.8124885111112695	0.791555577721887	0.697727871865938	0.7397162867911623	0.7864926292989819	0.7691990908637507	0.7541342187199418	0.8029126559460789	0.8255199390109225	0.6660905003811817	0.7100767350893818	0.8133620228994036	0.712942366746703	0.8207448362343519	0.7466459569799007	0.7725905395680891	0.7169351563557601	0.8148995746439335	0.6881648415067723	0.7795814838300571	0.8310403055153791	0.7814980798415424	0.8157004125312605
HMP_2012__SRS049318__bin.30	0.7835373557064099	0.6356353730757848	0.5829088047665916	0.7179846905012285	0.6713198366537603	1.0	0.70466768858333	0.5794905175919666	0.7114573381878386	0.7305220197372696	0.7982452551863874	0.6624967814437902	0.7261159065259085	0.786902702143378	0.6133485257207761	0.6820090528661393	0.7148082462418093	0.7356717096729947	0.6831809682860918	0.711037421882332	0.7518330730413733	0.6372199856097449	0.6737587201817311	0.7409994729990206	0.658746411460226	0.7579284770634255	0.693373263483645	0.7171256067128856	0.6388479132926973	0.7573894440981906	0.6490029093341739	0.6939664403851199	0.7463549098924581	0.7012325566285413	0.7672568756783031
HMP_2012__SRS016043__bin.21	0.8440541701021287	0.7063252893032225	0.6555862588542724	0.8021542651974743	0.7355295704377284	0.7713813059936411	1.0	0.6388655467718949	0.776208514326206	0.7761255363930678	0.8370748039481691	0.7670809416810013	0.7827492828335779	0.8111027108759045	0.6672005352735242	0.7574528672168674	0.7832813952937023	0.7989734444271755	0.7633903993214249	0.765877103095472	0.8184548191739613	0.6892041757657019	0.7301346876736939	0.8067694188120195	0.7202168489986012	0.8401291821536856	0.7435850155023853	0.7778654387688709	0.7199600125388878	0.841958648012876	0.7124208746137575	0.7495541582481383	0.8330260076550435	0.7602846538239656	0.8210152811107979
CM_periimplantitis__SP_163SPI_T016__bin.9	0.778764215855029	0.6816967880774113	0.6108703993254341	0.792523965440629	0.6676352430363353	0.7304132474555913	0.7356089822820286	1.0	0.7779831874149779	0.7111438351074558	0.798188317331097	0.6702543422906426	0.7249460483752332	0.7785594802445303	0.6229012704223772	0.773435023741748	0.7788445935391507	0.7905478876592956	0.7750562264648833	0.7730361684412947	0.8182736390010721	0.7308985466804775	0.783823460274467	0.8072785784372455	0.764026285019268	0.7867337390637061	0.7664103174615211	0.7479613641154588	0.7246912662821681	0.7523078252983453	0.6498626754849579	0.7163213712129599	0.7949580443654485	0.7319207081728939	0.7800866562428437
CM_periimplantitis__SP_304SPI_T016__bin.11	0.8071366427840327	0.6523119242579324	0.6050870010235415	0.7823810133060389	0.7036655578300921	0.7565314738996929	0.75400076765609	0.6563357215967246	1.0	0.745903275332651	0.8276036335721596	0.7042246673490276	0.7651177072671442	0.7652302968270216	0.6589969293756397	0.7187410440122826	0.8842758444216992	0.7493014329580348	0.7262346468781986	0.7335875127942681	0.8298362333674514	0.65746417604913	0.7052725179119754	0.8473464687819856	0.7286092630501535	0.8017848004094166	0.7368807574206756	0.7768564483111565	0.6825716479017401	0.7856844933469805	0.6698720573183213	0.7553799897645855	0.8322108495394063	0.7451816786079837	0.7885939099283521
HMP_2012__SRS047634__bin.61	0.835205758376795	0.6515248165423203	0.6324990559201461	0.762941548699211	0.6997519876708275	0.774592004409108	0.7517733391849274	0.5982391634942181	0.7437792792333051	1.0	0.8542595862378674	0.6837574888496515	0.7658822298655835	0.8008514579654824	0.625686371569418	0.7186552730687188	0.7498494575368191	0.78078976107125	0.7190112166892906	0.7463767746149685	0.7912231192398371	0.6868678492329989	0.7684312454709683	0.7697057532736606	0.6774232233437777	0.779746170097674	0.7395883301523796	0.7761943885934741	0.6723672929913552	0.8003449718817297	0.7003618122250687	0.6937583563824902	0.8171495932801927	0.7314794496779922	0.8156199287602445
CM_periimplantitis__SP_189SPI_T016__bin.33	0.7772636209821296	0.6110288094723764	0.5695454939213143	0.7165326873964453	0.706412692703713	0.7274860547152991	0.6968957966219899	0.5771269917331628	0.7093042764077692	0.7342407591586007	1.0	0.6599960305145967	0.7172739504165219	0.7574743107405283	0.5836196224164077	0.6847143012225356	0.7146499231871678	0.7538304985871045	0.6737170721865174	0.7359239525547806	0.7504553394513118	0.6210380533292688	0.6751765708251596	0.7361388749688856	0.6845794264422556	0.741779491796214	0.7354414736659732	0.7632903744365139	0.6279331152674962	0.7441304798362203	0.6201739775011322	0.6602306907014257	0.8010750506876969	0.6941599220138669	0.7593439164346565
