	HMP_2012__SRS022143__bin.6	HMP_2012__SRS015057__bin.68	HMP_2012__SRS051791__bin.48	HMP_2012__SRS015893__bin.63	HMP_2012__SRS016342__bin.32	HMP_2012__SRS018591__bin.18	Castro-NallarE_2015__ES_116__bin.6	HMP_2012__SRS064423__bin.23	HMP_2012__SRS047824__bin.33	HMP_2012__SRS023352__bin.16	HMP_2012__SRS019027__bin.31	Castro-NallarE_2015__ES_114__bin.10	HMP_2012__SRS020334__bin.42	HMP_2012__SRS015209__bin.39	HMP_2012__SRS048411__bin.61	HMP_2012__SRS053854__bin.49	HMP_2012__SRS014470__bin.76	HMP_2012__SRS019219__bin.12	HMP_2012__SRS045715__bin.22	HMP_2012__SRS018791__bin.9	HMP_2012__SRS053603__bin.33	HMP_2012__SRS013234__bin.31	HMP_2012__SRS024580__bin.33	HMP_2012__SRS065278__bin.62	HMP_2012__SRS015038__bin.5	HMP_2012__SRS019122__bin.29	HMP_2012__SRS064774__bin.72	HMP_2012__SRS017120__bin.38	CM_cf__CF_TNFC017SA_t1M16__bin.13	HMP_2012__SRS015941__bin.23	HMP_2012__SRS044373__bin.19	HMP_2012__SRS057791__bin.78	HMP_2012__SRS024637__bin.6	HMP_2012__SRS017076__bin.33	Castro-NallarE_2015__ES_080__bin.8	HMP_2012__SRS024318__bin.42	HMP_2012__SRS056323__bin.31	HMP_2012__SRS015272__bin.10	HMP_2012__SRS047210__bin.52	HMP_2012__SRS016319__bin.59	HMP_2012__SRS047219__bin.38	HMP_2012__SRS019026__bin.7	HMP_2012__SRS020220__bin.48	QinN_2014__LD-57__bin.28	HMP_2012__SRS048791__bin.19	HMP_2012__SRS019894__bin.4	HMP_2012__SRS018739__bin.9	HMP_2012__SRS014684__bin.47	HMP_2012__SRS042643__bin.19
HMP_2012__SRS022143__bin.6	1.0	0.9730641752458484	0.9674185171453467	0.9693357440662679	0.977678996849513	0.9677104125083167	0.968247666348039	0.9676881022649643	0.9684691815491895	0.9755912507861714	0.9666247268392821	0.9712477465610079	0.962439318790968	0.9710775504942121	0.9671275203814157	0.9706040080623642	0.9697362005829936	0.9704796435791068	0.9705510823702755	0.9726427269669689	0.9692366777179493	0.967806592032278	0.9691701757211778	0.9684415058750342	0.9684954514448183	0.9678059318319384	0.9722772331845739	0.9688899290625145	0.9719601482097375	0.970145961316729	0.970653453747811	0.9747623990147402	0.9689535462597176	0.9694238726111216	0.9661445964574911	0.9703742853665409	0.9657811267965941	0.9696124144365669	0.9715134712938825	0.9687064437125928	0.9710545828321209	0.9671042714607728	0.9719385862981186	0.9644365258624318	0.9899830400280841	0.9684343985258925	0.9685225963749741	0.966294338714697	0.974004771583261
HMP_2012__SRS015057__bin.68	0.9730641752458484	1.0	0.9684543119990588	0.9686016621502066	0.9729643573934458	0.9683381280184311	0.9692643849956644	0.971276805205547	0.968523709366062	0.9754660996699133	0.9679156409493672	0.9724823494180764	0.9656791186459689	0.9689728992284847	0.9679688458547897	0.9697216791384495	0.9885787283660815	0.9698511061366948	0.9726993662017287	0.9688908165331095	0.9688255539046978	0.9695937452165547	0.9702485557390065	0.971506308150712	0.9712610848046633	0.9690752659709325	0.9722738091470696	0.9687022060690885	0.9705840796664588	0.9704225239103922	0.9704784686183124	0.9722643616601693	0.9687222943009762	0.9687548094523014	0.9685098135165318	0.9690394597279104	0.968021142018002	0.9693039261299098	0.9708799783618807	0.9690541528521636	0.9688697208139295	0.9683953673853547	0.9716259862618338	0.9717269490546814	0.9701583579742465	0.9688147270289728	0.9688849778901001	0.9675087776742869	0.9694649853053284
HMP_2012__SRS051791__bin.48	0.9674185171453467	0.9684543119990588	1.0	0.9618620387715136	0.9662785924466195	0.9997500156240235	0.9631641297855628	0.9658585463910432	0.9624166836318279	0.9695682838958694	0.9632183682758291	0.9660405399268128	0.9603154113360616	0.9619699581122986	0.961997346069084	0.9623879893098569	0.965966152484254	0.962058164820415	0.9670861062173592	0.9621592564174428	0.9616987877265564	0.9637152036058456	0.9643009658919066	0.9654628283995853	0.9660239581657769	0.9637058116856143	0.9640713503594793	0.9619066026997368	0.964212676215984	0.9646367414863402	0.9652964303185743	0.9648978727907715	0.9631672778159651	0.96387187510568	0.9629273005665432	0.9627646654277813	0.9627990682916541	0.9627770016160417	0.9656643048373841	0.9607859766642705	0.9616853009499707	0.9634102986058498	0.9676245536473389	0.9607731743543761	0.9639495107863918	0.9628854739497013	0.9617728448447516	0.9627715815597488	0.9637721107865466
HMP_2012__SRS015893__bin.63	0.9693357440662679	0.9686016621502066	0.9618620387715136	1.0	0.9706869666840658	0.9622515490620323	0.9658065941593863	0.965912907052882	0.9633861515085739	0.9714147861697517	0.9628438576303491	0.9654771050821245	0.9569758792190991	0.9650501426453821	0.9621118670721889	0.9666138769046152	0.9645994934690856	0.9663288687960169	0.9653304203401535	0.9645073153492644	0.9646430804532324	0.9645453099766513	0.9656624497227558	0.9658890422400586	0.9655775670615221	0.9638590332455482	0.9664173656768513	0.9641577730552766	0.9688868913091002	0.9664649762623194	0.9659919291229557	0.9695642711220873	0.9629263289633028	0.963225451031064	0.9626003568132395	0.9661618360599215	0.9618261797205284	0.9663117459544089	0.9671035566696178	0.9643949007844947	0.9673697874334916	0.9631739480987432	0.9687672224920661	0.9584211085666201	0.9673689938358845	0.9659958008413462	0.9659960626411148	0.9626949768516345	0.9646255526956664
HMP_2012__SRS016342__bin.32	0.977678996849513	0.9729643573934458	0.9662785924466195	0.9706869666840658	1.0	0.9659936395427527	0.9694018275652412	0.9684703123823122	0.9675218307978654	0.9759946028793377	0.9664135936638495	0.9708097769459345	0.960480920346594	0.9701731582216345	0.9659233925356541	0.9707117892417001	0.9692237430192792	0.9746152943415166	0.9693651091855796	0.9702978361966208	0.9695604921316744	0.9688016364264272	0.9697112997242107	0.9688605303426974	0.9685013549800155	0.9666814949651961	0.9739936484825868	0.9679884421287084	0.9736416715273483	0.9699269149125221	0.9700487387472242	0.9733241662725248	0.9685870153489745	0.9683900947748227	0.9656934871322472	0.9705177986154282	0.9648186850153899	0.9706042234287486	0.9724784056394566	0.9696265438016497	0.9705190088723394	0.966935087365866	0.9721495984524298	0.963702224270226	0.9780443244621222	0.9696294515241377	0.9703761781633163	0.9668543714304396	0.9700599092440747
HMP_2012__SRS018591__bin.18	0.9677104125083167	0.9683381280184311	0.9997500156240235	0.9622515490620323	0.9659936395427527	1.0	0.9636973831072689	0.9659047696905962	0.9625143285627799	0.9696686540905093	0.9631493265416184	0.9666464999107374	0.9603373740393536	0.9622049414950983	0.9618710637248044	0.9623622541752777	0.9653743428520174	0.9622596845479293	0.9670975057364194	0.9621916730517913	0.9619222329644904	0.9638656427322647	0.9644007315352159	0.965485196878537	0.965448335658946	0.9637296720349431	0.9641016210840606	0.961668657759633	0.9642883202506174	0.9644702914158956	0.9654086341977273	0.9650975715699879	0.9631256655276044	0.9636512888694159	0.9629585234767052	0.9626132132129158	0.9627347545221447	0.9628864174159962	0.9654875634736207	0.9608631969445418	0.9619089550645746	0.9634215323403474	0.9674353894026819	0.9609333765495164	0.9641136260367202	0.9630019951808861	0.9606037256499701	0.9628028510829221	0.9637134707483386
Castro-NallarE_2015__ES_116__bin.6	0.968247666348039	0.9692643849956644	0.9631641297855628	0.9658065941593863	0.9694018275652412	0.9636973831072689	1.0	0.9653016055814067	0.9648419185743939	0.9723162539353761	0.9625980147758691	0.9656766381319047	0.9570390091747909	0.9657072422247348	0.9615789046569089	0.9653656055060146	0.9650183735140618	0.9665141128270037	0.9662595093641488	0.9658576211347076	0.965257365385995	0.9643938198296963	0.9646435904939837	0.9649290040845114	0.9647049711848946	0.9633057294370906	0.9679740348654228	0.9639300417607186	0.9688071505066315	0.9669923527280119	0.9658636058838189	0.9698561028661525	0.9635697152346393	0.9638768793815925	0.9617981347303308	0.9649625324647677	0.9602689864586618	0.9660923006700031	0.9673319350870542	0.9645423619638076	0.9661938024356409	0.9625778538459814	0.968134065499833	0.9574450556849682	0.9670303652993534	0.9645179600848633	0.9650936119857152	0.96274297627883	0.9670532619313708
HMP_2012__SRS064423__bin.23	0.9676881022649643	0.971276805205547	0.9658585463910432	0.965912907052882	0.9684703123823122	0.9659047696905962	0.9653016055814067	1.0	0.9657612601145266	0.971611893763581	0.9651880327207429	0.9717844595977929	0.96292297582905	0.9652639767652517	0.965433114464288	0.9646499100985331	0.9681262729124236	0.965235651558878	0.9681622448210103	0.9655962080931894	0.9643120440849734	0.968702965945653	0.9706019136091345	0.9949342242579678	0.9891681955762843	0.9669513478507246	0.9680003212012929	0.9657472398173738	0.966858407301163	0.9677777456005715	0.968287089578523	0.9688649464564684	0.968083571764136	0.9679355609996185	0.9652868774755222	0.9655487979505017	0.9658095851868153	0.9669793429001814	0.9677529176940575	0.9649565677778256	0.9650342275989935	0.9657942577625075	0.9685134928146981	0.9635136410227245	0.9658907549771716	0.9666235693146854	0.9654687875310256	0.9652880725732876	0.9666985177806234
HMP_2012__SRS047824__bin.33	0.9684691815491895	0.968523709366062	0.9624166836318279	0.9633861515085739	0.9675218307978654	0.9625143285627799	0.9648419185743939	0.9657612601145266	1.0	0.9695183703285575	0.9622097038872974	0.9664674747366095	0.9591615211582301	0.9637951226001895	0.9624247640344593	0.9652310376494607	0.9646671154901535	0.9645947915190332	0.9653062457451542	0.9636754067482397	0.9632036728703621	0.9638982542129388	0.9646802755277006	0.9656157111048186	0.9654472737639078	0.9637387109835748	0.9702005756724201	0.9634346806748322	0.9647245969390008	0.9646385646182256	0.9641719154959504	0.9675228811732988	0.9640688490497857	0.9632522940487201	0.9613938625819076	0.9645169993762669	0.9624867169045985	0.9653185919026829	0.9665288004099682	0.9633834336347415	0.9642533671452662	0.9619484015038324	0.9663512200590412	0.9598821171348524	0.9656558176384282	0.9641149533327378	0.9643566216997128	0.9614956981595886	0.9656713969321631
HMP_2012__SRS023352__bin.16	0.9755912507861714	0.9754660996699133	0.9695682838958694	0.9714147861697517	0.9759946028793377	0.9696686540905093	0.9723162539353761	0.971611893763581	0.9695183703285575	1.0	0.9685815377569638	0.9728013301256047	0.9645727140989654	0.9731919811134856	0.9691592219700464	0.9729843388170798	0.9719569152686647	0.9723322866038806	0.9771519873666646	0.9724121622953081	0.9706805234039757	0.9705865890518303	0.9717995993311647	0.9722514809467454	0.9723627019702188	0.9684759626910369	0.9752000290205715	0.9697460886374162	0.9733273636231239	0.9725384830078536	0.9727371657787844	0.9748527683228445	0.9701335511550194	0.9704290874632329	0.968378414899823	0.9721937617365579	0.9681142050284265	0.9721707092813945	0.9737061599124777	0.9721405482578832	0.9715819568676239	0.9688829713844201	0.9738263577576913	0.9661345883266217	0.9727760835601765	0.9714888705237923	0.9708553837685421	0.9687056500832643	0.9725526045045576
