	HMP_2012__SRS022143__bin.6	HMP_2012__SRS015057__bin.68	HMP_2012__SRS051791__bin.48	HMP_2012__SRS015893__bin.63	HMP_2012__SRS016342__bin.32	HMP_2012__SRS018591__bin.18	Castro-NallarE_2015__ES_116__bin.6	HMP_2012__SRS064423__bin.23	HMP_2012__SRS047824__bin.33	HMP_2012__SRS023352__bin.16	HMP_2012__SRS019027__bin.31	Castro-NallarE_2015__ES_114__bin.10	HMP_2012__SRS020334__bin.42	HMP_2012__SRS015209__bin.39	HMP_2012__SRS048411__bin.61	HMP_2012__SRS053854__bin.49	HMP_2012__SRS014470__bin.76	HMP_2012__SRS019219__bin.12	HMP_2012__SRS045715__bin.22	HMP_2012__SRS018791__bin.9	HMP_2012__SRS053603__bin.33	HMP_2012__SRS013234__bin.31	HMP_2012__SRS024580__bin.33	HMP_2012__SRS065278__bin.62	HMP_2012__SRS015038__bin.5	HMP_2012__SRS019122__bin.29	HMP_2012__SRS064774__bin.72	HMP_2012__SRS017120__bin.38	CM_cf__CF_TNFC017SA_t1M16__bin.13	HMP_2012__SRS015941__bin.23	HMP_2012__SRS044373__bin.19	HMP_2012__SRS057791__bin.78	HMP_2012__SRS024637__bin.6	HMP_2012__SRS017076__bin.33	Castro-NallarE_2015__ES_080__bin.8	HMP_2012__SRS024318__bin.42	HMP_2012__SRS056323__bin.31	HMP_2012__SRS015272__bin.10	HMP_2012__SRS047210__bin.52	HMP_2012__SRS016319__bin.59	HMP_2012__SRS047219__bin.38	HMP_2012__SRS019026__bin.7	HMP_2012__SRS020220__bin.48	QinN_2014__LD-57__bin.28	HMP_2012__SRS048791__bin.19	HMP_2012__SRS019894__bin.4	HMP_2012__SRS018739__bin.9	HMP_2012__SRS014684__bin.47	HMP_2012__SRS042643__bin.19
HMP_2012__SRS022143__bin.6	1.0	0.6237764754198143	0.8605365916956175	0.8016562479515954	0.6948770154628625	0.8685850658098038	0.7935020928841937	0.6941854071994146	0.6844834943741614	0.6699971773821356	0.707039020350941	0.45190914648584074	0.6860212191301254	0.8508828372794245	0.7550482721164149	0.7695519796450457	0.6447808993047799	0.8063463419006252	0.7190639075465565	0.8551395055469123	0.853387074550555	0.7188050560978579	0.6976387664491066	0.6709121871542795	0.700106884913442	0.6409215379120387	0.7275009932671869	0.8202253278450583	0.7368785056980762	0.7216510842999573	0.6714526315226217	0.690821676099918	0.7067099378890297	0.7940572523219711	0.8083402338090759	0.8023498628154209	0.826220380906261	0.8416197010700531	0.7356083276591133	0.823965630948734	0.8407334525699869	0.7676497224871678	0.5681267582835808	0.8105173952186726	0.8916924068903982	0.797136715034654	0.8216393122444092	0.7672617797475162	0.6891107148446958
HMP_2012__SRS015057__bin.68	0.5828169712968327	1.0	0.9242746089866055	0.8971044354327161	0.7351701760536754	0.92173170172304	0.8345872884634253	0.7268546380716151	0.7662850118458607	0.7453843014691867	0.8004383374673544	0.49250532923118456	0.7577463679672428	0.9271543624077189	0.8608069184076114	0.8614543629701706	0.7739281074058034	0.8797040503406895	0.7648663833159286	0.9322614251154745	0.9106439011159669	0.7879694051196866	0.7524830686372479	0.7460442449615252	0.7603367711639691	0.7271671113160936	0.7504219951166682	0.8858891457418958	0.8005820751598144	0.7788833081167426	0.7443293917958275	0.7526449297778878	0.7605805002946623	0.8364971249336776	0.9144129533908659	0.9085384563946712	0.9239102651835437	0.8946021496909328	0.8133097353539103	0.918905693699977	0.8989873992039432	0.857217850721532	0.6182064410734831	0.9427561515045274	0.8667514094105693	0.8758993761159201	0.8763705857685936	0.8474255641860665	0.7189490649863105
HMP_2012__SRS051791__bin.48	0.45931163891942295	0.5280024447896313	1.0	0.7550922704591371	0.5583466824511729	0.9368470996148243	0.7208509353069679	0.581111643846131	0.5804522503810166	0.5527502276817446	0.6557277086987457	0.3694606218576617	0.6139770708150025	0.8086598675715149	0.6717948461635402	0.6994454597350502	0.5613819630361231	0.7463398664576505	0.6146186138885329	0.7770239755749522	0.7518738448565346	0.6593145663836427	0.6303408817879238	0.5726237826479199	0.5881543373416983	0.5414502157933838	0.6295915223492258	0.7332862321000736	0.6708737659578038	0.6195574602320051	0.57725417422482	0.5903392252715848	0.6518231140436528	0.7178670638497797	0.7626719037335522	0.731948166746934	0.7786126604259318	0.766354082509508	0.6746152080338187	0.7955969510103144	0.7561283071866748	0.6818524707976519	0.4619038727852573	0.7823773080110058	0.7052022110209032	0.7315218993959071	0.7351098281042991	0.7148035796461267	0.5724677702254755
HMP_2012__SRS015893__bin.63	0.4646767017863547	0.556547867133206	0.8200203545569976	1.0	0.5875298291186477	0.7999085014199727	0.7334836339669093	0.5980323928235648	0.6251562939198031	0.59142162041659	0.6843050857314555	0.386056159192021	0.6374275717013502	0.836183423636487	0.6986928497349061	0.7598941563036125	0.595339000300472	0.763594808618701	0.6512799139293018	0.8206092797394616	0.7961601612856326	0.67532814453674	0.6569113413653062	0.6076160936697328	0.6118831842281262	0.5729718622481124	0.6559195898072133	0.7470878444524139	0.6969908210640587	0.6592786732705896	0.609021139661339	0.6359573911273517	0.679678204146514	0.733323899157709	0.784292872997257	0.7916205135163951	0.8242672844113171	0.7830130559944171	0.6800907231683322	0.8065522288239912	0.8180860900834537	0.7136005272799527	0.48610985645190996	0.7989303195665448	0.7253309554041348	0.7679960454003547	0.8044876951856627	0.7431413866299639	0.604326409553072
HMP_2012__SRS016342__bin.32	0.5818885822610539	0.6588955460797784	0.8759871197639034	0.8487877309533984	1.0	0.8698657029827414	0.82080811215148	0.6841446399655869	0.7026746821809025	0.6841110335050811	0.7547837396261057	0.46445024591527473	0.7191995389193618	0.8945770935004546	0.7939593507455873	0.8285280762373759	0.6831123615203787	0.8447717589229353	0.7334173121440866	0.9007836466482316	0.8874648462420416	0.7379446624819155	0.7331641434749416	0.6899658390328957	0.724223704765004	0.6572482694073108	0.7324634487733922	0.8374085834260778	0.7643744633468338	0.7469881610040714	0.7017040155799551	0.7152776649783155	0.7378953730065068	0.795883320609554	0.8469897853163292	0.8604458121029187	0.8616388414508805	0.8490280171460162	0.7584826907124625	0.8676163105595419	0.8528815579507004	0.7951635822470512	0.5732926097713025	0.865442532672481	0.8568835272892861	0.8386156154659171	0.8393913645959299	0.7966237829560354	0.6938092978994281
HMP_2012__SRS018591__bin.18	0.4849928049869489	0.5508384720503714	0.980061989528483	0.7705494838749917	0.5800203843141619	1.0	0.7358076360133838	0.6030343422286576	0.6076434082065352	0.5731547769994125	0.6689707639337319	0.3765608024353616	0.6296220909495961	0.8290470127717551	0.6993881344468392	0.7159973542967841	0.5787714809327485	0.7762375217036177	0.6274600390132916	0.8013343546654048	0.7722125720201573	0.6731264301792422	0.6483821584590982	0.5956062802212023	0.6008834945691003	0.5689509323638895	0.6519477327959264	0.7662369577550214	0.6909867942659499	0.6386038126659866	0.5981100625982941	0.601008235516885	0.6709520535385161	0.7415942714773848	0.7882910826281797	0.7543283054763891	0.8000940412294976	0.7891545588894918	0.6899672050819612	0.8213037371118138	0.7837974207007976	0.6998729061540984	0.4810459117648267	0.8031333880351023	0.7479639028081279	0.7498790871801039	0.7585500769547074	0.7325206746916676	0.5947058298466247
Castro-NallarE_2015__ES_116__bin.6	0.46778838172801324	0.5265867446985616	0.7961753225578132	0.7459832330267024	0.5778446620087798	0.776859904962704	1.0	0.5827578007907551	0.596290619650899	0.5627314370300036	0.6524794198237658	0.3766973691837368	0.6042687526345031	0.7891948012209504	0.6851119671206128	0.7146598045706386	0.5617401343897239	0.761379968983347	0.6163883540472473	0.8077192271309359	0.7804737827264924	0.6970596481072784	0.6561693999779974	0.5836722124147841	0.5956750972079886	0.5407228623015965	0.6174119903456429	0.7200618913533884	0.6701190075775111	0.6343741485305733	0.5727497449781295	0.6187191376219068	0.6411133503702795	0.705826801211487	0.7261918797566459	0.7408981738186484	0.7842091088646667	0.7740267667485392	0.6801968567741182	0.783562830015256	0.7714519034863964	0.6860882858705463	0.46301482971400093	0.7466705204181137	0.7061592069894328	0.7307927227187717	0.7464027819563992	0.6959977634572093	0.5828749117231986
HMP_2012__SRS064423__bin.23	0.5438611752314226	0.6094764725764488	0.8529705681219721	0.8083037040724622	0.6400716866538629	0.8461194620356809	0.7744605815108172	1.0	0.6504641553630054	0.6383418793117452	0.7234330990067102	0.41720636900285857	0.6634935191177511	0.844042749979694	0.7363089233639277	0.7673726160126395	0.6278032075585401	0.8120169469765053	0.6740552479818478	0.8262997791233582	0.8295020974110533	0.7356806170921315	0.7188882280348268	0.7331092252024702	0.7428985408516983	0.6214352527504775	0.7047882806993641	0.7851789939239272	0.7327146341910753	0.7057095170845331	0.6695208575149151	0.6651667317331349	0.6793059809621628	0.7570021563638936	0.80981866106309	0.8050998137090245	0.8334490555754976	0.8192532116197359	0.7295903956652632	0.8274421541629876	0.8199281561385627	0.75954053466296	0.533702945807929	0.8108336979675681	0.7774826351133598	0.7854782123402706	0.7853880799976943	0.7610549676283404	0.6191562669489415
HMP_2012__SRS047824__bin.33	0.571501650257172	0.6847651385266638	0.9079938345721896	0.9004931225322931	0.7006109581543926	0.9086159619798618	0.8445223189603659	0.6932107693940122	1.0	0.7400333960673059	0.7721768316179222	0.47764697341159257	0.7398401679855693	0.9151075319859491	0.8785829568364207	0.8501510641506063	0.7001156017714436	0.8944656349999721	0.7579879707142179	0.9209010236620631	0.9166835136236967	0.7665882957394884	0.7556223228696045	0.7218342147735713	0.7326678319920922	0.7613365128474335	0.7366976985753617	0.8751590222435679	0.7842926791129379	0.7633224060805415	0.7306852895349681	0.7618670523782133	0.757280956981621	0.8326248303669658	0.8909679833354741	0.8962504816740476	0.9196930689198773	0.9067886721433238	0.7998894243925322	0.9233342454890179	0.9242763720031497	0.8282805493038763	0.5978007740292522	0.906366474369356	0.8853498489358494	0.8626941355835656	0.9093899912321362	0.8287675287468657	0.7216711436756895
HMP_2012__SRS023352__bin.16	0.5999052551075102	0.7143100122353866	0.9272578420563116	0.9135749308128717	0.7314832726155519	0.919091335393925	0.8546917586915862	0.729542259995077	0.7936088521195127	1.0	0.8107755246752951	0.5093262632003531	0.7682918430157383	0.9421702808868649	0.8816167958379323	0.8687118467648093	0.750007635887353	0.900383710825652	0.804002043423345	0.9421529129862188	0.9388613963672341	0.7917870192310572	0.7954971621449237	0.7454081366817847	0.7751916907172164	0.7469436986561437	0.7594360103656422	0.8922848790864724	0.830665963166875	0.787503136702746	0.7572596327467574	0.7826239544074641	0.7815812814755768	0.8569962994393762	0.9085597997780502	0.9194608524524973	0.9314213470663519	0.9249185655072295	0.8063491055830614	0.9387931225509014	0.9286011593373128	0.8681315193259818	0.6388524728596607	0.9257839660739022	0.8778395768939845	0.8768573921677955	0.9052251628540132	0.8566483425333299	0.7311335190301285
