	VogtmannE_2016__MMRS51737257ST-27-0-0__bin.46	LeChatelierE_2013__MH0040__bin.33	XieH_2016__YSZC12003_35740__bin.16	XieH_2016__YSZC12003_37100__bin.40	LiJ_2014__MH0389__bin.43	XieH_2016__YSZC12003_37105__bin.29	FengQ_2015__SID531663__bin.76	ZeeviD_2015__PNP_Main_140__bin.29	LiJ_2014__MH0259__bin.70	LeChatelierE_2013__MH0141__bin.13	ZeeviD_2015__PNP_Main_750__bin.13	LiJ_2014__MH0385__bin.51	XieH_2016__YSZC12003_37233__bin.75	LeChatelierE_2013__MH0313__bin.42	QinN_2014__LD-34__bin.13	YuJ_2015__SZAXPI003436-7__bin.52	QinJ_2012__T2D-043__bin.45	LeChatelierE_2013__MH0428__bin.9	ChengpingW_2017__AS38raw__bin.49	ZeeviD_2015__PNP_Validation_46__bin.25	RaymondF_2016__P9E0__bin.47	LeChatelierE_2013__MH0405__bin.63	LoombaR_2017__SID0012_qdz__bin.66	LiJ_2014__MH0401__bin.42	XieH_2016__YSZC12003_36058__bin.35	XieH_2016__YSZC12003_37208R1__bin.40	ZeeviD_2015__PNP_Main_586__bin.5	NielsenHB_2014__O2_UC60_0__bin.49	LiJ_2014__MH0265__bin.69	LeChatelierE_2013__MH0181__bin.2	LiJ_2014__MH0323__bin.40
VogtmannE_2016__MMRS51737257ST-27-0-0__bin.46	1.0	0.7575245583273423	0.8595215070807637	0.8331636987260357	0.9078539493185477	0.8135504075946006	0.7645614322722646	0.7596711676060047	0.8813379926627893	0.6356850759510843	0.8164333495592523	0.8352384883634045	0.8360756587275736	0.7003067931949801	0.6263369153681699	0.8308952136924509	0.8550897273973069	0.8102024515888463	0.8675551505927297	0.7656285705787574	0.7684186548253731	0.8563832063915128	0.864621427063527	0.20669910399556604	0.8907492674759313	0.9188641179641236	0.7820186832630492	0.8562134508757281	0.7665651277192621	0.33227248226816586	0.7293241046303356
LeChatelierE_2013__MH0040__bin.33	0.7680542530460335	1.0	0.7945349765180518	0.7553802530975209	0.8828727046717492	0.746362596584912	0.726801784407398	0.7607849627267745	0.8693535752507254	0.6325452078069662	0.7432056812707099	0.8261254601689524	0.8226427029432425	0.738398961424878	0.6267131524653288	0.7565931499645104	0.7783039303301448	0.7524756262159309	0.7989194993950226	0.7361761752926509	0.7199289473393868	0.784786933960009	0.795755228732931	0.27600722295162755	0.8765316592561536	0.8852668704098032	0.723576464357823	0.8676206552879435	0.7633313841661425	0.3846949921113894	0.7405982104438584
XieH_2016__YSZC12003_35740__bin.16	0.7495481429418251	0.6833774172059323	1.0	0.8626196385270061	0.8760269981824497	0.846111751826249	0.7785960514936746	0.6823247183682661	0.8399144935247002	0.5978178008589871	0.8417662059633112	0.7757023949531189	0.7913378827974207	0.636691742071071	0.5513472204385528	0.7979292705315812	0.8527493216608601	0.8305135892412154	0.8840247257700549	0.7443649929556481	0.7135982245829219	0.8655746603243248	0.8589541715405653	0.15705330363339257	0.8360048307742334	0.9060219561092909	0.821462530184431	0.8170701695895297	0.7342808466381012	0.27637266804116406	0.678585866126315
XieH_2016__YSZC12003_37100__bin.40	0.6884107313903598	0.6155845884018601	0.8173232424345233	1.0	0.7932250875441017	0.829871929662615	0.7131082981378671	0.6155240478042944	0.7565854383678734	0.5324383714699137	0.7582086456768619	0.6985893441355342	0.7209869675874032	0.5800508541019551	0.5209110820462962	0.7263103442901825	0.7789734712300291	0.7741200334232051	0.8138592413124243	0.6646392559620501	0.664974327190161	0.8010695905177839	0.8142392684298166	0.14093611348544807	0.7753434330235173	0.8451551337827324	0.728150538691436	0.7499469520506479	0.6613370960413643	0.2731459891554407	0.6274535425840165
LiJ_2014__MH0389__bin.43	0.7092246572702904	0.680253441465336	0.7847702761673212	0.7499753472635462	1.0	0.7340598806467518	0.682437050512607	0.7013136791517192	0.8479770587868587	0.5706485086511269	0.7213640047378592	0.7579685011702966	0.7894627970371378	0.6608854582858698	0.5940538733132711	0.7179177222004975	0.7554924596630226	0.7262956854877558	0.7760964800426181	0.7154462145298128	0.6714889686088489	0.7584207513700687	0.7796436404440893	0.296652895138027	0.8668366855387615	0.872424639134944	0.699073963876657	0.8495123292018747	0.7105780074921649	0.36340570469988837	0.6761712883463398
XieH_2016__YSZC12003_37105__bin.29	0.7144155817680979	0.6464294541998252	0.8520231479004059	0.8819830391429875	0.825144674377537	1.0	0.7423273526946002	0.6420752077424682	0.7917485277741678	0.5816674438693994	0.8005557636590195	0.7358975927100931	0.7461388313419106	0.6164154135865231	0.5270307288123068	0.7503522894353941	0.8164119735088537	0.823486429530646	0.8378532131599534	0.7008266379229066	0.688135936580257	0.8298365580876226	0.8274049328165572	0.14272054083117372	0.7958740727716579	0.8543082513448156	0.7610770500951755	0.7654357559124743	0.7071442768574508	0.28569207992192297	0.656319677499089
FengQ_2015__SID531663__bin.76	0.798020380749596	0.7482080902095773	0.9319036419724107	0.9008236803169329	0.9117932121715084	0.8823291117003796	1.0	0.730264004761263	0.8836065052420838	0.6526383060565264	0.8820958946222262	0.8256111726124402	0.8227860657338993	0.6767921748098297	0.5803001231204445	0.8493137511755504	0.9037782681057472	0.8803384373547126	0.9241090426136063	0.7898259806853856	0.7656380380083262	0.9029763951000184	0.8990124619697151	0.1535734459640573	0.8724075423008834	0.9222902522833315	0.8427973025567558	0.8449000422516655	0.769237758753591	0.29708902683359356	0.7309734995736974
ZeeviD_2015__PNP_Main_140__bin.29	0.7204786169069475	0.7116430147003174	0.7420681171126666	0.7065179250852117	0.8514123065448956	0.6934496001893442	0.6635501479939289	1.0	0.8427039887494341	0.5944388408724692	0.7043754188345152	0.787190784883841	0.7951120034015899	0.6928716601602545	0.6350418800113937	0.7023966622587272	0.7276615858399189	0.6778273307839756	0.7358710863483685	0.709536973713361	0.6589913020025622	0.7293892137125905	0.7355002414963693	0.3124206192489807	0.8532183691358007	0.8382971960276255	0.6753353084204486	0.8586833425299187	0.7108848124240593	0.40475135506296106	0.6828003671295232
LiJ_2014__MH0259__bin.70	0.7187083301289067	0.6992161479439413	0.785420943343765	0.7467081171577821	0.8851695190993688	0.7352431716133154	0.6903470837745582	0.7245857415832037	1.0	0.5972165857179197	0.7200920508527718	0.7885421534930223	0.7947265983187113	0.6820885368292149	0.6061483580517875	0.7247342297840118	0.7509125221105438	0.735373320633944	0.7658139933860634	0.7265444843436644	0.6800801008063323	0.7690783674580122	0.7613522483243313	0.2967592893863474	0.8729236794311305	0.8706549453669906	0.7015665209392027	0.8642959825363677	0.7163881280429728	0.37068097517111637	0.7044120517993102
LeChatelierE_2013__MH0141__bin.13	0.7948444892746219	0.7800753243737483	0.8571685147020406	0.8057349568953006	0.9133579213956053	0.8282252329395373	0.7818278134161563	0.7837036660764564	0.9157181576732171	1.0	0.8098667310092595	0.8860936547560303	0.838534258802357	0.7525135337145511	0.6587916533627471	0.7897938376244521	0.8518802066703434	0.834669167803547	0.8452875097965226	0.7577818858668834	0.7373280166032916	0.8471942033612958	0.8323678920786044	0.21304806101419407	0.8821514614960378	0.9128172984819019	0.8016449087109228	0.8840699471713448	0.7931863371164842	0.40416098226466574	0.7723814257931555
