	XieH_2016__YSZC12003_37583__bin.55	XieH_2016__YSZC12003_37331__bin.46	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.81	XieH_2016__YSZC12003_37296R1__bin.77	XieH_2016__YSZC12003_37232__bin.78	RaymondF_2016__P13E7__bin.10	XieH_2016__YSZC12003_37100__bin.102	XieH_2016__YSZC12003_37830__bin.16	ChengpingW_2017__AS98raw__bin.2	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.71	ZeeviD_2015__PNP_Main_589__bin.11	ZellerG_2014__CCIS41548810ST-4-0__bin.30	ZeeviD_2015__PNP_Main_610__bin.28	XieH_2016__YSZC12003_35739__bin.18	ZeeviD_2015__PNP_Main_474__bin.36	ZeeviD_2015__PNP_Main_553__bin.11	ZellerG_2014__CCIS53043478ST-4-0__bin.27	HeQ_2017__RSZAXPI003103-141__bin.15	ZeeviD_2015__PNP_Main_414__bin.81	XieH_2016__YSZC12003_37197R1__bin.105	LiJ_2014__O2.UC13-1__bin.18	QinN_2014__HD-33__bin.61	ZellerG_2014__CCIS36797902ST-4-0__bin.7	XieH_2016__YSZC12003_37101__bin.43	AsnicarF_2017__MV_FEM3_t1Q14__bin.16	ZeeviD_2015__PNP_Main_74__bin.20	XieH_2016__YSZC12003_35740__bin.98	LiJ_2014__MH0329__bin.16	ChengpingW_2017__AS9raw__bin.56	RaymondF_2016__P13E90__bin.1	XieH_2016__YSZC12003_35733__bin.9	RaymondF_2016__P13E0__bin.60	LiJ_2017__H3M514143__bin.39	LeChatelierE_2013__MH0257__bin.1	BritoIL_2016__W2.6.ST__bin.27	LiJ_2014__V1.CD40-0__bin.15	ChengpingW_2017__AS128raw__bin.44	LeChatelierE_2013__MH0422__bin.22	XieH_2016__YSZC12003_35563__bin.34	XieH_2016__YSZC12003_37314__bin.63	CosteaPI_2017__SID713A063-11-90-0__bin.50	ZeeviD_2015__PNP_Main_475__bin.20
XieH_2016__YSZC12003_37583__bin.55	1.0	0.9764762910704375	0.977243994384658	0.976959991675868	0.9756181326478943	0.9775048205000261	0.9759489610500037	0.9769955560517787	0.9747926098163479	0.9774828953599006	0.976457154970563	0.9765920678876621	0.9760892708205877	0.9751297368396387	0.9767070130187299	0.9770478019349746	0.9771200257587573	0.9760921323006402	0.9768180022840639	0.9764890198139757	0.9771952326621822	0.9747482840401467	0.9774463416053325	0.9770648492914404	0.9769101748103843	0.9762229983435907	0.9764591102671291	0.9739482564354225	0.9751295946486989	0.9772246266738928	0.9758100394574768	0.9775612167198793	0.9768663553373789	0.9698564153604882	0.9784128309221941	0.9769049533922185	0.9758745647163033	0.9769994340238118	0.9763299915216777	0.9758355212164417	0.9769899566634265	0.9773821092801246
XieH_2016__YSZC12003_37331__bin.46	0.9764762910704375	1.0	0.976318320431122	0.9769706618673496	0.9764060663175587	0.977040604887189	0.9760118314526225	0.9772566390409773	0.974232417515878	0.9765484743963916	0.9755490930645019	0.9755341414257953	0.9752188099108822	0.9763795329221866	0.9759381515353948	0.9764783064456705	0.9763826656246248	0.9753838817222767	0.9764040249629564	0.9762391075147437	0.9764402505819	0.9736665619742106	0.9772978721541923	0.9767709878886167	0.9764960222424477	0.9760814666061579	0.9770292918934145	0.9736257065493766	0.974143046804874	0.976700805486998	0.975722380095767	0.9770086388686879	0.9762268621483905	0.9696183300898538	0.9784807091202046	0.9762950089737029	0.9743538087957551	0.977237193232461	0.9767837379354243	0.9768499510196927	0.9764252816291716	0.976460171791201
Bengtsson-PalmeJ_2015__TRAVELRES46__bin.81	0.977243994384658	0.976318320431122	1.0	0.9765934466504888	0.9760927934586754	0.9771700056954497	0.9758085984851022	0.9765068020591929	0.9751986250401895	0.9996841775193046	0.976236071281381	0.9767259523052689	0.9760487868305598	0.9751346094389312	0.9769397086382767	0.9765678634381668	0.9766087650580018	0.9760666195606112	0.9766234553249941	0.975618604625499	0.9772393556118693	0.9748840964143191	0.9772067120508668	0.9765641134026651	0.9770237760060796	0.9762746138413647	0.9765143782472889	0.9742531059618506	0.9752351998393269	0.9766654495166531	0.9750856027172293	0.9771021663783279	0.9766772177611353	0.9693890587193408	0.9781760271437897	0.9771597385906673	0.9755800754640891	0.9771161159725772	0.9756826007913593	0.9759098482704518	0.9767794292412806	0.9769279637836064
XieH_2016__YSZC12003_37296R1__bin.77	0.976959991675868	0.9769706618673496	0.9765934466504888	1.0	0.9757540374648735	0.9776042778574116	0.9754629537381374	0.9767193195184971	0.9737880655626641	0.9765221441368689	0.976180720135871	0.9756973849789901	0.9748684751520826	0.976079409850293	0.9764084879772655	0.9769543149720485	0.976032626322339	0.9748877358860004	0.9772346548167111	0.9769055803214408	0.9756498929796144	0.973504150076675	0.9767701690730887	0.977547946528559	0.9769014463691315	0.9762462861128748	0.976950021022942	0.9737691505974169	0.9739202125880009	0.9774713920293292	0.9758892177066028	0.9776288503029115	0.9764285205260091	0.96955042635365	0.9775946172068474	0.9757528386174361	0.9739883939438475	0.9772070048455942	0.9765731377322626	0.9768680452522255	0.9766205571217491	0.9762210939656607
XieH_2016__YSZC12003_37232__bin.78	0.9756181326478943	0.9764060663175587	0.9760927934586754	0.9757540374648735	1.0	0.9764638861004615	0.9748769964544859	0.9764756463261957	0.9743988086692781	0.9759574267914196	0.9749778814720179	0.9751196027812468	0.9742042965315926	0.9752630277724363	0.974815853751622	0.9759265617610666	0.9758918454704052	0.9744629047291047	0.9758085066425201	0.9764657833782855	0.9752109266178118	0.9730158695635626	0.977253605325697	0.9768578238534663	0.9753417450165123	0.9754030849241943	0.975702354777926	0.9729020665162994	0.9739478132056926	0.9764436767883372	0.9751111363573055	0.9765340315316403	0.9746638917178295	0.9689980633732794	0.9771372846462238	0.9752239578800077	0.9738709410026718	0.9770223518371343	0.9764191988875718	0.976095682671005	0.9759266930081922	0.9757247318627088
RaymondF_2016__P13E7__bin.10	0.9775048205000261	0.977040604887189	0.9771700056954497	0.9776042778574116	0.9764638861004615	1.0	0.9759271449802072	0.9774530466957051	0.9747302851271513	0.9770578884663416	0.9762248496739294	0.9762969126620146	0.9753279171985106	0.9764369734541408	0.9769310701730811	0.9771800083393313	0.9772947464949521	0.9757890804140488	0.9770814557140732	0.9773907190120493	0.9766880802261739	0.9743684522548626	0.9776279343634096	0.9770806315044854	0.9765736842869002	0.9765400421634924	0.9766261547750225	0.9741792987769633	0.9751333784226366	0.9997316798355379	0.976244184407162	0.9997469718894219	0.9768531612251209	0.9703693883037865	0.9778092673940768	0.9765200986381544	0.9748357238072982	0.9772597491742463	0.9774882659553698	0.977782046752565	0.9771467768421919	0.9768243198044608
XieH_2016__YSZC12003_37100__bin.102	0.9759489610500037	0.9760118314526225	0.9758085984851022	0.9754629537381374	0.9748769964544859	0.9759271449802072	1.0	0.9756677275794151	0.9742682036719635	0.976047188034127	0.9745029049252918	0.9756715568037442	0.9750611423751546	0.9747704448058501	0.9760150814404427	0.9756422892714246	0.9762465530421434	0.9753054675656109	0.9757447244266444	0.9750439645763186	0.9768676955941051	0.9734474166297675	0.9761857057488063	0.9758602810171589	0.9753034940999468	0.975941398701708	0.9752787678286551	0.9729918516061413	0.9744867632732861	0.975431689871459	0.9744291747497811	0.9759298166924375	0.9758409920408073	0.9688495869157064	0.9774216945145866	0.9761299111716585	0.9742908096160777	0.9764049994948624	0.9754278311679723	0.9749698169261739	0.9759091282758832	0.9761152569995223
XieH_2016__YSZC12003_37830__bin.16	0.9769955560517787	0.9772566390409773	0.9765068020591929	0.9767193195184971	0.9764756463261957	0.9774530466957051	0.9756677275794151	1.0	0.9753476250989925	0.976613673344293	0.9766302868508011	0.9765722560872933	0.9756999007233017	0.9759210288832321	0.9761404310410479	0.9765589941653474	0.9771548283672022	0.9759166098226466	0.9768500657222471	0.9764061303649697	0.9764570064110516	0.9742153627155572	0.9771774398715355	0.9769275539184584	0.9758918659146283	0.976863880377316	0.9767527734937912	0.9733982044614531	0.9750888554692969	0.9773558331455748	0.9754037961276293	0.9775006518216071	0.9768275482777891	0.9698959739461053	0.9779438740772518	0.9763476175767434	0.9753748902325702	0.9771053236325018	0.9764484052402234	0.9768895319539762	0.9772299634877211	0.9769453612253006
ChengpingW_2017__AS98raw__bin.2	0.9747926098163479	0.974232417515878	0.9751986250401895	0.9737880655626641	0.9743988086692781	0.9747302851271513	0.9742682036719635	0.9753476250989925	1.0	0.9754687667051097	0.9760974873379872	0.9800515786020648	0.9785415082895986	0.9734029401806313	0.976531679793998	0.975495567537126	0.9770385962929475	0.9815306190381086	0.9750050845934454	0.9732170538808638	0.9766945117001089	0.9850778092436903	0.974602871163126	0.9737551957554633	0.9743125785656488	0.9758839453516793	0.9739155792163496	0.9720948139515525	0.9847855469706629	0.9746386934161463	0.9731945226909772	0.9745554214085798	0.9809668743617225	0.9710578659730841	0.976877186271909	0.9760883344118224	0.9857040194799305	0.9746180018143356	0.9736159297125307	0.9729535255799425	0.9753305205102831	0.9766748600281275
Bengtsson-PalmeJ_2015__TRAVELRES45__bin.71	0.9774828953599006	0.9765484743963916	0.9996841775193046	0.9765221441368689	0.9759574267914196	0.9770578884663416	0.976047188034127	0.976613673344293	0.9754687667051097	1.0	0.9762941426107685	0.9767390851558827	0.9762556581486862	0.975177383477469	0.9770063211006372	0.9766839438296696	0.9767476351325849	0.9761048486896005	0.9765024291021568	0.9755866999055616	0.9773788453434471	0.974801818052865	0.9772746049398255	0.976767569064532	0.9770686368187408	0.9767275021913154	0.976486000308843	0.9742585517193221	0.9750944728347084	0.9768026208373533	0.9750766676559267	0.9771605011019057	0.9767885339593508	0.9695429078897868	0.9782301199732728	0.9770608921360938	0.9755574672740811	0.9773259088660406	0.9758807909296185	0.9758540004137278	0.977007316116227	0.9769860708795227
