	Bengtsson-PalmeJ_2015__TRAVELRES46__bin.79	BritoIL_2016__M2.44.ST__bin.50	NielsenHB_2014__MH0132__bin.20	ZeeviD_2015__PNP_Main_610__bin.25	ZeeviD_2015__PNP_Main_601__bin.13	BritoIL_2016__M2.49.ST__bin.58	LiJ_2014__MH0280__bin.4	NielsenHB_2014__MH0030__bin.5	BackhedF_2015__SID268_M__bin.65	Bengtsson-PalmeJ_2015__TRAVELRES45__bin.37	BritoIL_2016__M1.1.ST__bin.107	LeChatelierE_2013__MH0100__bin.41	XieH_2016__YSZC12003_37314__bin.51	ZellerG_2014__CCIS51667829ST-4-0__bin.28	ZeeviD_2015__PNP_Main_633__bin.25	ZeeviD_2015__PNP_Validation_93__bin.17	LeChatelierE_2013__MH0030__bin.19	NielsenHB_2014__MH0100__bin.29	ZeeviD_2015__PNP_Main_24__bin.29	ZellerG_2014__CCIS00146684ST-4-0__bin.91	BritoIL_2016__M1.20.ST__bin.96	VatanenT_2016__G80328__bin.2	LeChatelierE_2013__MH0415__bin.14	HMP_2012__SRS011134__bin.45	ZeeviD_2015__PNP_Validation_48__bin.16	NielsenHB_2014__MH0013__bin.3	ZellerG_2014__CCIS98832363ST-4-0__bin.54	XieH_2016__YSZC12003_37797__bin.88	CosteaPI_2017__SID713A004-11-90-0__bin.3	LiJ_2014__V1.CD8-0-PN__bin.53	ZeeviD_2015__PNP_Main_122__bin.41	ZeeviD_2015__PNP_Main_627__bin.13	CosteaPI_2017__SID713A005-11-0-0__bin.26	ZeeviD_2015__PNP_Main_54__bin.38	CosteaPI_2017__SID713B033-11-0-0__bin.36	ZeeviD_2015__PNP_Main_596__bin.60	ZeeviD_2015__PNP_Main_616__bin.5	LeChatelierE_2013__MH0013__bin.11	ZeeviD_2015__PNP_Main_73__bin.28	LiJ_2014__MH0293__bin.9	ZeeviD_2015__PNP_Main_77__bin.3
Bengtsson-PalmeJ_2015__TRAVELRES46__bin.79	1.0	0.903533067560263	0.9087881671527301	0.7404620032939442	0.8667926417740579	0.899516592406544	0.9089276029448115	0.8386510583086076	0.5916613774626489	0.7855441300700529	0.8813075455588342	0.9074662434096216	0.8900838516149653	0.7406512375831974	0.9049835619687971	0.7314828815402403	0.8175527931977064	0.9069890832639927	0.795452220152818	0.8803568469764617	0.9048893975377812	0.4496188604111907	0.6834363860415718	0.780599592014494	0.9053240026040087	0.9235339548789399	0.8707602238578261	0.8480756502551947	0.8691386037044649	0.8446893524475056	0.9151904430345936	0.8794124863846382	0.8880158558414996	0.8757998317716222	0.9031301524467813	0.8919589913902926	0.8862511781871717	0.9231672568543104	0.9035557032407957	0.8996714204613876	0.8980298809091576
BritoIL_2016__M2.44.ST__bin.50	0.9268862667003522	1.0	0.9211238092407377	0.7588675340694616	0.8913529700248183	0.96050338836957	0.9356051880693724	0.8388796831577227	0.6199787483838369	0.7552627472543804	0.8846078110835351	0.9101283270668311	0.9146136441320275	0.7546004919080385	0.9300535748785091	0.7456781569052892	0.8187027225846721	0.9105862399500662	0.8278572649318611	0.8864877617441187	0.9340475412028711	0.46860556703175854	0.69590404820996	0.7894380953796312	0.924197305651741	0.9319595327616698	0.8957667672279273	0.8658129486245895	0.8889575190595789	0.8701533683068555	0.9299012468605568	0.9201810474223127	0.9056671595654565	0.886979112484953	0.9348231137332996	0.9092366508641828	0.9224399604690217	0.9311644548143084	0.9308848771716031	0.9244908157351127	0.9184738590259923
NielsenHB_2014__MH0132__bin.20	0.880029950646315	0.8695016321173336	1.0	0.7159677451880376	0.8394606779402443	0.8711964388891957	0.8687677711405883	0.8044124596792931	0.5729691909906071	0.7189601794934518	0.8450974667329508	0.8897104274016849	0.8656394366542953	0.7208356019895786	0.877498700180528	0.7018499083331361	0.7836811062800789	0.8932175288437174	0.7740611270245839	0.8381428845734006	0.8695402102331959	0.4421911317679386	0.6701343132174762	0.7492326023657153	0.8855264553813403	0.8720425271120861	0.8448835335449869	0.828834160570886	0.8354546913180827	0.8136571790804906	0.8936278597124352	0.8583771063432067	0.8556924201893309	0.8501731192949323	0.8697813234573357	0.8795258048140228	0.8601332873903045	0.8718785701196711	0.8651247695176771	0.8930044724311139	0.8642041553891436
ZeeviD_2015__PNP_Main_610__bin.25	0.9154023698708951	0.9145192090281649	0.914045727359629	1.0	0.9049880118471157	0.91427183444484	0.9311022608469837	0.8257710587408298	0.6223507973073109	0.723448647946791	0.8752023210675837	0.898192486528719	0.8938718263855775	0.7321895896716074	0.9169918355194082	0.7132771871383126	0.7998336657779092	0.901203516524846	0.888407198712309	0.8761492844046556	0.9046499705613052	0.45498006451887324	0.6518656073213922	0.7550196892258855	0.9076419717433304	0.9252212379474849	0.898642462015129	0.8759254160034565	0.8696503847178475	0.855550033468326	0.9143378756231937	0.9107302363378711	0.9148124766337357	0.9013456729596074	0.9260148514297355	0.9116648869128772	0.910306005717599	0.9249548345500581	0.9218967921896792	0.9152658101461637	0.9538013973865603
ZeeviD_2015__PNP_Main_601__bin.13	0.9174652187788406	0.9196905269150156	0.9175715965579601	0.7748327425053979	1.0	0.9191394708520093	0.9380881325524629	0.857921454864675	0.6243263938603729	0.7604429915731549	0.8776904713302301	0.9023356151846134	0.9065150160381273	0.7604056155967075	0.9664334980751372	0.7464768350406488	0.8241795733580206	0.9018535609242792	0.8311592973699772	0.879018756031668	0.9060147529687547	0.45297479229978216	0.6880370999692367	0.786848639754047	0.918827046023244	0.9241842693140359	0.9371336076154989	0.8710528812565228	0.9193982276120297	0.8532954590105333	0.9226470624878408	0.9132771926999926	0.916848994346644	0.8959979912808556	0.9406249071590329	0.9086253211698488	0.9193436011849143	0.9241191009448455	0.9500168191894013	0.9192774744573535	0.9281691234183493
BritoIL_2016__M2.49.ST__bin.58	0.9156077973090417	0.9530524652985464	0.9157598652954128	0.7527770839995908	0.8839085343318824	1.0	0.9222287452732201	0.8294202707547457	0.6109059473328657	0.7480445439388926	0.873704311634307	0.9033197823861033	0.9039538598080625	0.7479956978584219	0.916357077750979	0.7298443100306808	0.8136153380379174	0.902928092118178	0.819914639170317	0.8767309253751702	0.915449277953552	0.45887206105575734	0.6878339159534064	0.7841169135544187	0.9116512647909157	0.910322282752449	0.8869194804620286	0.8603020531021408	0.8781271859773041	0.8601416904983314	0.9168695007838413	0.9218628604817698	0.8946777126394302	0.8773539433072114	0.9103093800142115	0.8969108079786847	0.9118549437302369	0.9100835820950545	0.9062173687445912	0.913848416787937	0.9159487982481768
LiJ_2014__MH0280__bin.4	0.9067920928736861	0.9098895083519112	0.8950500970144131	0.7513919852003339	0.8841942383916925	0.903892500081297	1.0	0.8321686786167226	0.6065948121678114	0.7298049233459675	0.8630543100053114	0.887100154283629	0.88794022322348	0.7406219400714691	0.9221545148737368	0.7393528036623392	0.8139951872179446	0.8887920350624903	0.8157394593930547	0.8653414654415511	0.9031761832325853	0.45131664998572785	0.6762482701806238	0.7638349418094181	0.9025917481744309	0.9378177357522501	0.8908434292156104	0.8620164183796244	0.8805638759516264	0.8468012342690316	0.9145424063187637	0.9076493245123084	0.9218473928957267	0.8618484045916542	0.9344520401932339	0.8903186119531874	0.8957655105631894	0.9347627753709853	0.9143084516355149	0.8965161528094434	0.9158187691273761
NielsenHB_2014__MH0030__bin.5	0.894895443250283	0.8725860743007973	0.8864107142167036	0.7127568509694349	0.8648964866922503	0.869491495947967	0.890069524151817	1.0	0.6102608991378078	0.7351406134665848	0.8582996146993921	0.873171561182413	0.8686190625253615	0.7393559257842239	0.8866802700582396	0.7056179688435957	0.8988856426249908	0.8733541635266793	0.7832075406072833	0.8510167762280733	0.8797809931248768	0.43999725613408613	0.678332927550346	0.7357048450488679	0.8723677244076534	0.9110195200939871	0.8536050919968001	0.842726243338396	0.8707600508581343	0.8206729041308708	0.879058312947569	0.866840380431212	0.8787443142074285	0.8527123694248316	0.8860261865287777	0.8576445650199607	0.8684992599291232	0.9109016497976882	0.879476655884433	0.8809287792888363	0.8717175054780704
BackhedF_2015__SID268_M__bin.65	0.8445234522715612	0.862646572658553	0.8445686857603685	0.7185624021825805	0.8419296347848114	0.856667997823623	0.8678781487354655	0.8163248953490927	1.0	0.6714704631780015	0.8168922525372756	0.8246879212368645	0.8484497191000345	0.6752920467895208	0.8626478650439475	0.747984848073635	0.7735081672295006	0.8306716656133726	0.7440559964743726	0.8112587446026754	0.8525556274983425	0.38648914460887895	0.6533279570100923	0.7359230151868208	0.850888450339445	0.855768497589055	0.8180579841631094	0.8047632156099478	0.8370547570767793	0.7927582476804913	0.856003711730853	0.847125024070678	0.8470164636975405	0.8133782566496459	0.8611202655076554	0.8327795461917926	0.8498842668879231	0.8546751395453129	0.8587306449132357	0.8463909491666053	0.8574873701637323
Bengtsson-PalmeJ_2015__TRAVELRES45__bin.37	0.9754527628993016	0.9142212747968357	0.9219464644692994	0.7266647778122569	0.8921295484288779	0.912562905597755	0.9083725720350607	0.8554902701511533	0.5841495882747114	1.0	0.8842154733154342	0.9192109985293919	0.9051974977176342	0.8512054938679691	0.9152477772231142	0.7081146534626749	0.8347319850510665	0.9182126040556402	0.7918043956340479	0.8822445436842555	0.9169567407367432	0.4813351952041087	0.6955391555021879	0.7625147847830291	0.9111080379749682	0.9209593131765584	0.8750916319252373	0.8518800847286121	0.9119872547300063	0.8444359745814164	0.9189265460498208	0.8924859572669176	0.8916741995979438	0.8817329789482679	0.909349604464892	0.8938902305751562	0.8961568558669167	0.9209593131765584	0.9090010658535598	0.9081151031899153	0.9035391285185534
