	YuJ_2015__SZAXPI003420-4__bin.42	LeChatelierE_2013__MH0445__bin.27	NielsenHB_2014__O2_UC51_2__bin.22	FengQ_2015__SID530167__bin.19	CosteaPI_2017__mickey3-11-7-0__bin.1	LiJ_2014__MH0238__bin.36	LiJ_2014__MH0328__bin.2	LiJ_2014__MH0395__bin.62	XieH_2016__YSZC12003_37651__bin.23	HMP_2012__SRS022524__bin.26	KarlssonFH_2013__S463__bin.27	Bengtsson-PalmeJ_2015__TRAVELRES1__bin.51	BackhedF_2015__SID582_M__bin.20	KarlssonFH_2013__S131__bin.32	ZeeviD_2015__PNP_Main_712__bin.62	FengQ_2015__SID530295__bin.40	CosteaPI_2017__SID713B016-11-90-0__bin.47	ZeeviD_2015__PNP_Validation_72__bin.26	LeChatelierE_2013__MH0196__bin.15	LeChatelierE_2013__MH0302__bin.32	LiJ_2014__MH0402__bin.5	HMP_2012__SRS019685__bin.21	NielsenHB_2014__MH0102__bin.6	HMP_2012__SRS014235__bin.79	KarlssonFH_2013__S60__bin.40	KarlssonFH_2013__S88__bin.42	KarlssonFH_2013__S487__bin.25	KarlssonFH_2013__S424__bin.23	XieH_2016__YSZC12003_37583__bin.2	BackhedF_2015__SID599_M__bin.5	XieH_2016__YSZC12003_37314__bin.5	XieH_2016__YSZC12003_37097__bin.7	XieH_2016__YSZC12003_36695__bin.83	LiJ_2014__MH0309__bin.19	LeChatelierE_2013__MH0102__bin.23	ZeeviD_2015__PNP_Main_564__bin.29	XieH_2016__YSZC12003_35698__bin.36
YuJ_2015__SZAXPI003420-4__bin.42	1.0	0.8314834859517718	0.8377717611511791	0.8315804401430871	0.640685596369572	0.830031343698267	0.6813607737812714	0.7995674685405355	0.5693034347831121	0.7406895034787743	0.817991659045392	0.8102483474375152	0.8250599090077679	0.8054028084879776	0.8347039568886676	0.5795277607344208	0.8249079658721247	0.7928146814693046	0.8326411479376252	0.6455636945624617	0.8146908753082275	0.7957117305889027	0.8227525439622139	0.7157201815213994	0.8301022504949005	0.8158138074345053	0.7871276669637999	0.8274367337724731	0.8563204003195147	0.8403547944571144	0.826590916984059	0.8414871325870272	0.8272999849503941	0.8459687315497622	0.8309140609624802	0.842614405945752	0.8044238605711904
LeChatelierE_2013__MH0445__bin.27	0.8759717753522935	1.0	0.8629182188012376	0.8857385035326545	0.7192894596627952	0.8947429802355814	0.746466011587747	0.8760304687160559	0.6109819094856861	0.793995440211662	0.8852742923828972	0.8786175502304667	0.8652194560116107	0.885479338030327	0.8673514733939933	0.6122144701246968	0.8804294219923272	0.8493493802514362	0.9077904387748179	0.7128606307021175	0.8862240577237799	0.8619051865877279	0.8566433646390015	0.7796437693945361	0.8747628445090834	0.8968650883487574	0.8608433702796624	0.9069778786998733	0.870902803027358	0.8921711437507194	0.9052597638697373	0.888195240044424	0.8613357847340848	0.9090428179522418	0.8631392717296934	0.8736042222633839	0.8413586980134964
NielsenHB_2014__O2_UC51_2__bin.22	0.9166477328053491	0.8962102458182555	1.0	0.8807214236574836	0.6856105556738648	0.894079097887931	0.728934924780453	0.8632962018542254	0.6037054424229854	0.79827006520901	0.8906274615669004	0.8700743922626347	0.87660241820374	0.8680976179751086	0.8961944126241224	0.6220806558742338	0.903009019379038	0.853521579456114	0.9036344305472981	0.6997203066256376	0.8671460430077053	0.8445117003346345	0.8715120462899264	0.7655444362551646	0.8947298421668043	0.8785411928253464	0.8566169689091483	0.8958207492425796	0.925422488993951	0.8954470858610368	0.8835326072758277	0.9101252484821905	0.8830797779236191	0.9163286939435658	0.8834558162842818	0.915639949998773	0.8639152797448323
FengQ_2015__SID530167__bin.19	0.8816369738229936	0.891362930290536	0.8533895867293125	1.0	0.6871753763543964	0.8791454597756256	0.7296492472912072	0.8700262728928948	0.5897386134816377	0.7828225141432544	0.8750016300699971	0.8685465528813885	0.8532530443954358	0.863488349793844	0.8635558538690191	0.6232958097612427	0.8794960207114776	0.8484433790392175	0.8931471857320932	0.7001921564867197	0.9049389203183431	0.8544504746380286	0.8448971138172404	0.7752973439447693	0.8734582414421325	0.8705555662096078	0.8471769105379231	0.8882324288042958	0.8639271262824816	0.8780093968741011	0.8879662479624125	0.8691686643014671	0.8500642439351808	0.8966067695848116	0.8537294083804775	0.8842811391312686	0.8300907086010164
CosteaPI_2017__mickey3-11-7-0__bin.1	0.8120690271833281	0.8653966256760066	0.7942344675539773	0.8215425192885986	1.0	0.835484968511873	0.745350147788311	0.8146533738195965	0.5810561338797939	0.8059328088216278	0.8292955591974035	0.8348044911505845	0.8336388756166253	0.8116031478039014	0.8189609239085079	0.6173818862795771	0.8332839635696999	0.7901772817772381	0.8346687625124838	0.7697941418419293	0.8175210998421696	0.8601940002439448	0.8303034360438404	0.7934696183365721	0.8093691277875957	0.8684725300826935	0.8101449820297117	0.8343908856385345	0.8226806222607805	0.8221101951466007	0.8457196414929783	0.8145240647792438	0.8363516142078538	0.8492595911083068	0.8343230213194841	0.8147625069813126	0.7878001964396911
LiJ_2014__MH0238__bin.36	0.9024204136312183	0.9233710055387345	0.888410349354837	0.9015496027859654	0.7166466466702694	1.0	0.7516191024591163	0.8912524808669405	0.6269971814676978	0.8006574739877709	0.9021789150499241	0.9091178694003992	0.8882176224739996	0.8940560670028768	0.896386095660184	0.6341713412768274	0.8995287237783279	0.8621585882637982	0.9068193063562898	0.7276580380088875	0.8972034149630004	0.8728639765140663	0.8792373364673084	0.7904350829000911	0.8950574601429011	0.9017014243696454	0.8786237570099487	0.923241996524623	0.9083446019560598	0.9189028884646275	0.9115029628808028	0.9053042370808092	0.8939427907953642	0.9412938188162794	0.8858002767400681	0.9081919937320498	0.8680670437820408
LiJ_2014__MH0328__bin.2	0.6640603679704506	0.6905640845552121	0.6492955730296036	0.6707474703882581	0.5731163392221863	0.6737733436851907	1.0	0.6672688796229893	0.4696661667029828	0.6245949694768292	0.6844672072479926	0.6750313623199443	0.6539165349766555	0.6577604024531364	0.6612686102490439	0.4974991238295103	0.6694809897447506	0.6359002131721039	0.678830804250467	0.576490565212823	0.6626902277197072	0.6772667429657789	0.6506861631348357	0.627412818391894	0.6595437707980308	0.6738911066403498	0.6505077557836066	0.672023823375312	0.6684183024787339	0.6675791532773008	0.6810690055658862	0.6649234928633534	0.6606981298255487	0.6862618582712258	0.6539482675094828	0.6666433961425933	0.6367788517477221
LiJ_2014__MH0395__bin.62	0.820826100552551	0.8536478840912991	0.8099889994882273	0.842447565588973	0.6598130730052195	0.8415547489008773	0.7028561963483649	1.0	0.5660472658046009	0.7547621222891463	0.8550495023029768	0.8513133392903964	0.8261800295773382	0.8364600486815356	0.8256600864145537	0.5924343813159167	0.857395188743082	0.8062751197540521	0.8427803292131552	0.6648416661652929	0.8255917510274449	0.8134778181105117	0.8166873529767861	0.7360805644502976	0.8490419304449748	0.8940363262004559	0.8523851649816794	0.8528248883422058	0.8343334811457468	0.8482560734932233	0.846708128420019	0.8288555085378381	0.8203269551162778	0.8518622507151076	0.8227595463421628	0.8359467905022725	0.7962610144388216
XieH_2016__YSZC12003_37651__bin.23	0.8614782268810128	0.8775914188521171	0.8349276455601407	0.8417333533329465	0.693698260581091	0.872673265809092	0.7292212960844188	0.834367072461737	1.0	0.7863318702229483	0.8522200118026914	0.8542893148417202	0.8311087413272663	0.834791881762871	0.8370505971964776	0.6235773541606677	0.8607118183480392	0.7898102700933157	0.8560027853475827	0.7040677680322242	0.8326152815292259	0.854703175449526	0.8220881128941666	0.7761791468997132	0.8320152931348408	0.8539356720472195	0.8162918746462203	0.8607818899853397	0.850366398022228	0.8523875268106128	0.8676346771394567	0.8431336912096226	0.834191893368486	0.872824357777021	0.8223793481366967	0.84482964380616	0.8086310739244825
HMP_2012__SRS022524__bin.26	0.6371973137853058	0.6483645623323684	0.6276403250894917	0.6352073637487995	0.5470015990558785	0.633534237161959	0.5513225978526964	0.6324872881593304	0.4470366425926491	1.0	0.6439296564799732	0.6391138155564671	0.6236896798340318	0.6209658695870028	0.6187549523115352	0.45223902057360604	0.6545964609140077	0.6026791188448953	0.6476524876242785	0.5464519819516449	0.6206783009548897	0.6723802777713804	0.6180011739273596	0.6113814934024162	0.6227342299416211	0.6459164943018463	0.6168552564993934	0.6424924357623338	0.6599731229144272	0.6397393706977523	0.646814679445005	0.6279359854796515	0.6227248932977213	0.6540910372575662	0.6253005621282071	0.6330443745786839	0.601127368628752
