	XieH_2016__YSZC12003_37194__bin.73	XieH_2016__YSZC12003_35636__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES10__bin.35	LeChatelierE_2013__MH0434__bin.13	ChengpingW_2017__AS67raw__bin.63	LiJ_2017__nHM410714__bin.28	RaymondF_2016__P1E7__bin.61	BackhedF_2015__SID566_M__bin.46	LeChatelierE_2013__MH0205__bin.54	VogtmannE_2016__MMRS81671217ST-27-0-0__bin.47	RaymondF_2016__P1E90__bin.38	LiJ_2014__O2.UC29-1__bin.47	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.67	BritoIL_2016__W2.9.ST__bin.37	BritoIL_2016__W2.46.ST__bin.36	LiSS_2016__FAT_010-22-84-0__bin.59	QinN_2014__HD-9__bin.8	LeChatelierE_2013__MH0307__bin.65	SchirmerM_2016__G89151__bin.1	ZeeviD_2015__PNP_Main_467__bin.37	LeChatelierE_2013__MH0247__bin.68	CM_madagascar__A90_04_1FE__bin.34	QinN_2014__HD-35__bin.59	YuJ_2015__SZAXPI015269-94__bin.5	CosteaPI_2017__SID713A078-11-0-0__bin.39	NielsenHB_2014__O2_UC22_2__bin.37	CosteaPI_2017__SID713B057-11-0-0__bin.50	XieH_2016__YSZC12003_35666__bin.46	XieH_2016__YSZC12003_37203__bin.59	XieH_2016__YSZC12003_37100__bin.119	XieH_2016__YSZC12003_37102__bin.45	Bengtsson-PalmeJ_2015__TRAVELRES9__bin.63	Obregon-TitoAJ_2015__SM11__bin.19	LiJ_2014__O2.UC22-1__bin.34	LeChatelierE_2013__MH0229__bin.81	XieH_2016__YSZC12003_37138__bin.47	XieH_2016__YSZC12003_35388__bin.8	FengQ_2015__SID31881__bin.26	HeQ_2017__SZAXPI029560-51__bin.24	LiJ_2017__nHMX11726__bin.55
XieH_2016__YSZC12003_37194__bin.73	1.0	0.9036288350015236	0.7841329671639916	0.5207339219062265	0.7991346575160314	0.6617259647395999	0.4834603100925057	0.5743011535119333	0.7553047368619903	0.8308347689467855	0.6081057409654486	0.801980042560562	0.8479679220740349	0.7254946794390877	0.5448095397679238	0.4844303611759747	0.7806963269067244	0.8188776749391694	0.6857289637037993	0.6584713623943039	0.5980004288440298	0.7386843320312634	0.7894115759429294	0.7960566957322168	0.3953456193386087	0.7172401678674136	0.45063018973649643	0.4430694830368634	0.8458619740465948	0.8100260201360426	0.6506103667401524	0.8247710910057079	0.7950890979898795	0.801696436325739	0.7325789472909471	0.8230709256014489	0.45734154973633945	0.7131641869112288	0.7390601838926378	0.7742975225670584
XieH_2016__YSZC12003_35636__bin.16	0.850575662908354	1.0	0.7466579775314112	0.49538878491896193	0.768729366382838	0.6516135557899754	0.4640062886923621	0.5583879406379956	0.751795251704727	0.83455464640885	0.6001041033532919	0.8102446197872116	0.8483134702534136	0.7096495587384928	0.5186877989391988	0.4609441536776103	0.7627067056600079	0.7894715207587814	0.6559970736519678	0.6337774275848945	0.589944558267395	0.7199231833641548	0.7514446995967035	0.7634456824358152	0.388153093818644	0.7085004498521122	0.43940205694185547	0.4338431041458445	0.8288127968608267	0.7778224756091477	0.6318648633170081	0.7829094069896119	0.775335818758556	0.7902340524193175	0.6930133440731291	0.7897892807723785	0.4285049206616059	0.6829267729438433	0.7109242936767605	0.7673012937635902
Bengtsson-PalmeJ_2015__TRAVELRES10__bin.35	0.9110604235445964	0.9216293702586111	1.0	0.5320446200076279	0.8354872381920996	0.7089625967945974	0.5112784269548902	0.5971640173513384	0.7895429054541329	0.8523209324890642	0.6377825450187874	0.8532171180564859	0.8926384512636387	0.770892896133119	0.558921065548677	0.5151624678396511	0.8075378783775848	0.8158173332094332	0.7228968001272447	0.6921568370350396	0.6399762613441301	0.7831105506467415	0.8212115493919677	0.853791201304828	0.43597660568006064	0.7395144293287559	0.5061493038314213	0.46390772253137075	0.8724771264596508	0.8452905505441248	0.7218050727979746	0.9284664908121026	0.8618734040970275	0.8313267023962703	0.8221197069039924	0.8420307610565184	0.47262500848012745	0.7380247773645874	0.780711030892748	0.8165932292382252
LeChatelierE_2013__MH0434__bin.13	0.9313097878023888	0.9412426473233756	0.8189716827066099	1.0	0.8337520655065022	0.7150825193431448	0.5223460819217394	0.6402512919562179	0.8523751898774167	0.8918187952974461	0.6797642229263982	0.880766196510731	0.8786241247649293	0.7916512731768915	0.6130765538356774	0.5362655993457072	0.8384565499920583	0.8993577294917033	0.7658165365130652	0.7247714231306892	0.6729475030077636	0.8240227949429205	0.8194867978703892	0.8400685884177189	0.4503194679307903	0.7941250545170861	0.48824405401776666	0.5118989847755827	0.8594964156935495	0.8661578112783017	0.7204758716371623	0.852709532087638	0.8492766010472546	0.8594165596800846	0.7783460327795773	0.8428135291882505	0.5385673831184388	0.7754975424531241	0.803552451798998	0.8429635882904758
ChengpingW_2017__AS67raw__bin.63	0.6396236403737519	0.6536648643044306	0.5755550825358325	0.373132575733774	1.0	0.5157354549053367	0.38865634994941656	0.43741124334717835	0.5638977209176652	0.6660440610017406	0.5171426013082574	0.6175778230899254	0.6423240418994238	0.6354501140483716	0.4622430769810799	0.390944779223717	0.6942655347706151	0.5999297801348473	0.5208059732441892	0.5682122367933242	0.47257733610652053	0.6427250177513306	0.7097264724178883	0.7091962888722722	0.33181871021659765	0.6299986490137801	0.36204506324500607	0.33036208001608613	0.6395478437631564	0.6770432095662392	0.5492693678012857	0.6084618079337452	0.7161672206757445	0.7018334139735961	0.6173449350584066	0.6182584216710757	0.3250857719158241	0.6349152177601277	0.6419607679885386	0.590327174302357
LiJ_2017__nHM410714__bin.28	0.8866172677828421	0.927524198155661	0.8175679629107342	0.5357175493577948	0.8633372055641788	1.0	0.5508462040632784	0.5725445027141775	0.7773960332314983	0.8565111660279787	0.6719720831221356	0.8444447950708934	0.8739756503079705	0.8094198425205132	0.6046117020262484	0.6035604801040308	0.8403510121380302	0.8256273309810681	0.7096017519050521	0.7227633922320025	0.6565870328258673	0.8188578299597591	0.8469173689604869	0.8611979459426056	0.5175509356138077	0.7737210297635836	0.5860512909517996	0.47482951336774293	0.8631393207620602	0.8545711060577074	0.7063856308021829	0.848343322900005	0.8671555275930962	0.8721992890610465	0.8032091524021966	0.8495661326406708	0.4816358301661904	0.7519089966583108	0.8087085091122336	0.8304252156517017
RaymondF_2016__P1E7__bin.61	0.8393024311669107	0.8557731376542531	0.7639371939320063	0.5070347191521368	0.8429831263847327	0.713723515988153	1.0	0.5717897412439744	0.7475712607637549	0.8343244207866858	0.7795935647034873	0.7643477690523466	0.8322349171140828	0.8356328095519194	0.6145611062699591	0.5781493965312365	0.8580176717664867	0.7927396348947965	0.6915976057167049	0.7606321493948276	0.6336639229686114	0.8362691158068866	0.8365297713812104	0.8590815894538414	0.5163246201115367	0.779332057313561	0.5168765966218697	0.4537519495929599	0.8304290680370676	0.8492090466224234	0.7561618211136126	0.8082733442195368	0.8659565931805346	0.8388177480891646	0.8240353401257109	0.7786224949167904	0.4767986725305653	0.7736691871890341	0.8224526667365155	0.7952601572621965
BackhedF_2015__SID566_M__bin.46	0.7812255751662474	0.8069561259068267	0.6991541290025023	0.4869775379967815	0.7433993294705247	0.5812835106216114	0.44803863787603815	1.0	0.7215053339999026	0.7726040051554546	0.592938015069893	0.7759099303906839	0.8233756213210486	0.6723349523667769	0.47985441380732724	0.4152764048513602	0.7297484546651725	0.8008515444003848	0.6464268574887917	0.5876103560293923	0.6021549586542422	0.675024145335228	0.7236665667702786	0.7236879254635004	0.3557844347188228	0.6637647767115489	0.4090803814395626	0.4242043386180525	0.7672129374944517	0.7247798886544624	0.6036113545483004	0.7320271602482681	0.7515196376497695	0.7192800251498612	0.6408362195379981	0.7437610923369681	0.4129536469634947	0.6578924709938934	0.6600884116407548	0.7248706631006548
LeChatelierE_2013__MH0205__bin.54	0.7919335231017202	0.8374198015920583	0.7124998649533665	0.4997111288200834	0.7386901659813158	0.6083462420766211	0.4515038535878418	0.5561210079572049	1.0	0.7966244000714076	0.5877934306114962	0.8431092519548322	0.7946941335227931	0.7004367279512577	0.5203467688871077	0.43691624484957864	0.732072109243209	0.7886368418534468	0.6414869431770068	0.6335544325391905	0.5800209180804549	0.7120893231874298	0.7259638857006451	0.7294663522952526	0.3736814947012846	0.7000375043793694	0.41749936849621844	0.42955273069437633	0.7815207845772114	0.7434510099687567	0.6531287346824963	0.7772296456427783	0.7624743218472527	0.7663178776534091	0.6908368415447689	0.7603645075839617	0.4188215393464155	0.6611682537004063	0.696806674441923	0.7332219348658511
VogtmannE_2016__MMRS81671217ST-27-0-0__bin.47	0.6894508569315937	0.7357335507082329	0.6087435035904318	0.4137966556621981	0.6905371885347227	0.5304734744532918	0.39880992128574755	0.47131237652546526	0.630486422483644	1.0	0.5326033847291418	0.6858669398511058	0.7247252818843212	0.6456050801882106	0.45865343741703896	0.3926771152114112	0.671115957348048	0.6693480218829856	0.5476292074991083	0.5685614493976315	0.49367338064114735	0.6815607018321056	0.6712560240914799	0.6647298910573899	0.3255798518875622	0.608793585594624	0.36117797759909315	0.3592137858249198	0.7127963999589572	0.6857586324274055	0.5717850203503949	0.6504516338134149	0.6934895837574695	0.6826551768505504	0.6015496105004454	0.673819164062131	0.3537312314635509	0.6040182868534332	0.6380170457969391	0.6457496258100662
