	CosteaPI_2017__SID713A009-11-0-0__bin.16	SchirmerM_2016__G89044__bin.4	SchirmerM_2016__G89143__bin.4	CosteaPI_2017__SID713B057-11-0-0__bin.39	SchirmerM_2016__G88897__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.38	SchirmerM_2016__G88764__bin.6	SchirmerM_2016__G89117__bin.3	CosteaPI_2017__SID713B057-11-90-0__bin.8	VatanenT_2016__G80359__bin.8	BackhedF_2015__SID585_M__bin.18	SchirmerM_2016__G89030__bin.18	VatanenT_2016__G80275__bin.17	SchirmerM_2016__G88846__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.70	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.73	SchirmerM_2016__G88773__bin.12	SchirmerM_2016__G88815__bin.6	SchirmerM_2016__G89101__bin.11	FengQ_2015__SID530450__bin.38	VatanenT_2016__G78575__bin.8	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.56	SchirmerM_2016__G89185__bin.12	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.46	SchirmerM_2016__G88953__bin.3	SchirmerM_2016__G88944__bin.14	VatanenT_2016__G80343__bin.18	VatanenT_2016__G78719__bin.3	SchirmerM_2016__G88814__bin.17	LiJ_2014__MH0355__bin.77	SchirmerM_2016__G89274__bin.5	LiSS_2016__FAT_017-22-42-0__bin.2	LiJ_2014__MH0381__bin.39	CosteaPI_2017__SID713A009-11-90-0__bin.46	VatanenT_2016__G80381__bin.16	ZeeviD_2015__PNP_Main_449__bin.35	ZeeviD_2015__PNP_Main_503__bin.3	CosteaPI_2017__SID713B020-11-0-0__bin.53	SchirmerM_2016__G88738__bin.15	VatanenT_2016__G80350__bin.11	KosticAD_2015__PRJNA231909.3113044__bin.7	KarlssonFH_2013__S193__bin.44	VatanenT_2016__G78624__bin.5	VatanenT_2016__G78880__bin.3	KosticAD_2015__PRJNA231909.3110086__bin.29	SchirmerM_2016__G89113__bin.14	SchirmerM_2016__G88829__bin.2	XieH_2016__YSZC12003_37583__bin.43
CosteaPI_2017__SID713A009-11-0-0__bin.16	1.0	0.99497230150305	0.9955323414999718	0.9973792923951025	0.995205615705965	0.9986830199949525	0.9951976235921838	0.9953484917046307	0.9964473876325151	0.9972593444791712	0.9973324416061863	0.9990910469812985	0.9971899685510253	0.9964716151957552	0.9978277029772413	0.9987324722788901	0.9986638407899014	0.9950421011114905	0.9952250822361818	0.992237084921783	0.9971076731028531	0.9990167300634534	0.9950228470463469	0.9988678149204575	0.9939234034685069	0.9951472631341235	0.9975465662177544	0.9976424186867368	0.9950920781152054	0.99858588869599	0.995449097751745	0.9930069621537674	0.9973115245838875	0.9999518828086643	0.9975944332264364	0.9982272393181828	0.9973555397423759	0.996706794374153	0.9948076213426047	0.9970434892874038	0.9974473209799923	0.999100613066861	0.9973812678329292	0.9969756885381977	0.997727133527795	0.9946617975955087	0.9955118619868487	0.9976219270457493
SchirmerM_2016__G89044__bin.4	0.99497230150305	1.0	0.9997935941898514	0.9944274970996484	0.9997533734121887	0.9948179114426167	0.9996380386232079	0.9996792610597188	0.9933299026638783	0.993403944631141	0.9938233847314428	0.9949987150609968	0.9942154939181707	0.9930034600961621	0.9937252516274275	0.9953181324592506	0.9957786522650133	0.9997682327163676	0.9996949902142693	0.9972770220607816	0.9942569115961637	0.9951509584364712	0.9997806583903982	0.9948093711291277	0.9981152114001479	0.9997291852863968	0.9944286458559458	0.9941373330166061	0.9997704928885898	0.9946508262512864	0.9997046058517954	0.9972309101953941	0.9933469674951678	0.994942729380872	0.9945221495810296	0.9948781305445211	0.9941193226497912	0.9939733070484161	0.9996772514315461	0.9937734908097943	0.9940968962237268	0.9952540966800539	0.9945784493919959	0.9939122131354118	0.994118143291309	0.9991661460014392	0.9997531356674819	0.9936006837262016
SchirmerM_2016__G89143__bin.4	0.9955323414999718	0.9997935941898514	1.0	0.9942871080638376	0.9997230798823338	0.9951245909923409	0.9996611637474471	0.999773707693752	0.9932892798406509	0.9932740799768622	0.9938084999303506	0.9953655316405171	0.9944449198041411	0.9928014775495507	0.9941092394455668	0.9957488405778938	0.9958583699799894	0.9998105762190318	0.9997019741798959	0.9972514890938147	0.9939287884365725	0.9954484158476455	0.9997995425680272	0.9954276822257709	0.9980390428096716	0.999770070445977	0.9946607876602147	0.9940992428471964	0.9997887413207892	0.9949550020321662	0.9997564268619245	0.9972465661198161	0.9932556408760322	0.9954858566025485	0.994596622428455	0.9948157795413062	0.9941503977263265	0.9939312948895279	0.9997653316645807	0.9938785971762473	0.9941016057224008	0.9955516912065138	0.9944281181284911	0.9937626539308713	0.9942223287176705	0.9992062677251236	0.9997944974015338	0.9938761185435502
CosteaPI_2017__SID713B057-11-0-0__bin.39	0.9973792923951025	0.9944274970996484	0.9942871080638376	1.0	0.993880944053613	0.9970999104555573	0.9942851876428519	0.9944480734279508	0.9984219484140964	0.9978526650771395	0.998243626062323	0.9975541861045518	0.9960211818473453	0.9966159843466655	0.9976515130943467	0.997244496513073	0.9975577104784801	0.9943369006005766	0.9943034470289785	0.9917722139744104	0.9982578071925418	0.9976469875238895	0.9942564970180043	0.9971970670717457	0.9931352074214733	0.9945714747068123	0.996181602163433	0.9993000795629808	0.9943135543602767	0.9973097159902647	0.9944817161841694	0.9918395212397352	0.9963879628973186	0.9974012635450078	0.9986863211758286	0.9964815358175797	0.9992474361962265	0.999360374722009	0.9941876082974593	0.9977966657433108	0.9993739194826927	0.9974279042393637	0.9987061278252457	0.9977829298885662	0.9993933456984729	0.9935691368142517	0.9944758138202069	0.9961746435463305
SchirmerM_2016__G88897__bin.16	0.995205615705965	0.9997533734121887	0.9997230798823338	0.993880944053613	1.0	0.9949058052110176	0.9996088925483738	0.9997000361470637	0.9925638066897997	0.9937162240243629	0.9935565870282791	0.9950959440501591	0.9938861019634606	0.9923813501178296	0.9936981846661583	0.9953274128698347	0.9954397129730344	0.9997169524756303	0.9996720897187336	0.9974984810555023	0.9940616310303038	0.995214511877075	0.9996745017981405	0.9949305189936023	0.9980255574102638	0.9996482902617578	0.9941680482800955	0.9938000630192872	0.9997316559006691	0.9947982973278231	0.9997880657104191	0.997392441268603	0.9932805830279492	0.995092598136523	0.9942656001447738	0.9948771886407226	0.9937848824079749	0.9928747541170998	0.9997291028790344	0.993581902692435	0.993879710784882	0.9952328707788158	0.9944712505026136	0.993520906081089	0.9937342324334588	0.9993343192185125	0.9997479971999689	0.9934183799437154
Bengtsson-PalmeJ_2015__TRAVELRES69__bin.38	0.9986830199949525	0.9948179114426167	0.9951245909923409	0.9970999104555573	0.9949058052110176	1.0	0.9952923431430037	0.9951630077064909	0.9962421066249616	0.9968371168955152	0.9969939270238873	0.999322568478562	0.996305240671152	0.9959640562882873	0.9976044466802668	0.9998502903391054	0.998834817644559	0.9948326229116711	0.9950720498361099	0.9920466048006342	0.9969182122140708	0.999101023793205	0.9951791209382705	0.9999257370048071	0.9936904151024928	0.9949440332152318	0.9965068717139349	0.997280241495482	0.9950837818151594	0.9984487892861276	0.9950802615933413	0.9932752514896626	0.9970410260258251	0.9986922669891904	0.9972335239573523	0.9983295768284902	0.997054910244072	0.9961333114190438	0.9947210427301164	0.9965282400415004	0.9969513368923775	0.9991620320308416	0.9972970344050214	0.9965641491375058	0.9973127084942062	0.994226331558152	0.9952214450912884	0.9978514583418796
SchirmerM_2016__G88764__bin.6	0.9951976235921838	0.9996380386232079	0.9996611637474471	0.9942851876428519	0.9996088925483738	0.9952923431430037	1.0	0.9996410684307365	0.9931371772151617	0.993726267799785	0.9941883971199371	0.9953701205622013	0.9945839817366557	0.9922128672085824	0.9938595882825417	0.9952687384355009	0.9960310950385073	0.9996200100139987	0.9996423133449309	0.9969938830023268	0.9945921900145817	0.9954081722339168	0.9996547535117537	0.9951902050378005	0.9981658639918413	0.9996555124994754	0.9946585014979741	0.9942802350408254	0.9996451495122218	0.9949590319693227	0.9996209937243008	0.9971746570504549	0.9934710618881543	0.9952208245152259	0.9947331458727918	0.9950926792039956	0.9944700124735755	0.9934039501436495	0.9996170868997094	0.9941309179954944	0.9943472500980788	0.9955842505698064	0.9949055717835205	0.9941512331472663	0.9942513379534583	0.9990271775321936	0.9996073511279263	0.9939771685887274
SchirmerM_2016__G89117__bin.3	0.9953484917046307	0.9996792610597188	0.999773707693752	0.9944480734279508	0.9997000361470637	0.9951630077064909	0.9996410684307365	1.0	0.993278547279424	0.9936162368783592	0.993777797043099	0.995161853352859	0.9943320710653251	0.9931177624179811	0.9941193419949707	0.9954815972587505	0.9960242350578459	0.9997373225542155	0.9997539318099943	0.9975239972775705	0.9940762915420118	0.9953145383434748	0.9997602239363116	0.9953682507021837	0.997946088802723	0.999774048535765	0.9946559886190858	0.9942939104484751	0.9997429646154348	0.9948132336676302	0.9997394220584304	0.9970974617743654	0.9934438138781604	0.9952895936852171	0.9946485810235791	0.9950383013890213	0.994397243945258	0.9944377541925471	0.9997140609501659	0.9942563724283894	0.9943016983122085	0.9954610831193068	0.9946741671442179	0.9942206667611473	0.9944585610899577	0.9991968991383398	0.9997513223177906	0.9936645672595413
CosteaPI_2017__SID713B057-11-90-0__bin.8	0.9964473876325151	0.9933299026638783	0.9932892798406509	0.9984219484140964	0.9925638066897997	0.9962421066249616	0.9931371772151617	0.993278547279424	1.0	0.9971162386058104	0.9976218787158145	0.9966917150005031	0.9951113381787282	0.9959600417957772	0.9965389430654591	0.9964213300971713	0.9966696562725941	0.9931768328276649	0.9932355133111127	0.9909508059451538	0.9974751922964007	0.9967377301396129	0.9932442763909074	0.9962552043855336	0.9918029376851307	0.9934832808268806	0.9951214758727644	0.9986227125375269	0.9930724826379501	0.9964770585409796	0.9934199234461238	0.9911414218778158	0.9956019830847729	0.9963929439644559	0.9980087831177595	0.9958914463544504	0.9985074679529024	0.9984994794895162	0.9931865291364645	0.997238156528556	0.9985541583397829	0.9966239899365178	0.9979640945553763	0.9971603983343591	0.9986091016474108	0.9923755853929858	0.9933802537557754	0.9954777315606423
VatanenT_2016__G80359__bin.8	0.9972593444791712	0.993403944631141	0.9932740799768622	0.9978526650771395	0.9937162240243629	0.9968371168955152	0.993726267799785	0.9936162368783592	0.9971162386058104	1.0	0.9980186810076422	0.9972393775936662	0.9953655778694399	0.9964296915570227	0.9974506802685768	0.9968510576339034	0.9972568399514189	0.9932802879967435	0.9933877375381329	0.9909384154456896	0.9981222106719398	0.9975426714420946	0.9932294191678053	0.9969168979977556	0.9923336944204839	0.9936704147739965	0.9956702271872899	0.9982258203947223	0.9933501648249744	0.9972745570396999	0.9934038634514071	0.9912261838880544	0.9960646561969482	0.9972863788652147	0.9985767186683003	0.9963073787247658	0.9983321117258556	0.9982981287090529	0.9932522650186982	0.9999308947498246	0.9983061119360019	0.9971958188387601	0.9985535029453312	0.9999252725396702	0.9983528421215626	0.9924928029029063	0.9933875148165071	0.9958688582227301
