	CosteaPI_2017__SID713A009-11-0-0__bin.16	SchirmerM_2016__G89044__bin.4	SchirmerM_2016__G89143__bin.4	CosteaPI_2017__SID713B057-11-0-0__bin.39	SchirmerM_2016__G88897__bin.16	Bengtsson-PalmeJ_2015__TRAVELRES69__bin.38	SchirmerM_2016__G88764__bin.6	SchirmerM_2016__G89117__bin.3	CosteaPI_2017__SID713B057-11-90-0__bin.8	VatanenT_2016__G80359__bin.8	BackhedF_2015__SID585_M__bin.18	SchirmerM_2016__G89030__bin.18	VatanenT_2016__G80275__bin.17	SchirmerM_2016__G88846__bin.7	Bengtsson-PalmeJ_2015__TRAVELRES50__bin.70	Bengtsson-PalmeJ_2015__TRAVELRES55__bin.73	SchirmerM_2016__G88773__bin.12	SchirmerM_2016__G88815__bin.6	SchirmerM_2016__G89101__bin.11	FengQ_2015__SID530450__bin.38	VatanenT_2016__G78575__bin.8	VogtmannE_2016__MMRS51307502ST-27-0-0__bin.56	SchirmerM_2016__G89185__bin.12	Bengtsson-PalmeJ_2015__TRAVELRES70__bin.46	SchirmerM_2016__G88953__bin.3	SchirmerM_2016__G88944__bin.14	VatanenT_2016__G80343__bin.18	VatanenT_2016__G78719__bin.3	SchirmerM_2016__G88814__bin.17	LiJ_2014__MH0355__bin.77	SchirmerM_2016__G89274__bin.5	LiSS_2016__FAT_017-22-42-0__bin.2	LiJ_2014__MH0381__bin.39	CosteaPI_2017__SID713A009-11-90-0__bin.46	VatanenT_2016__G80381__bin.16	ZeeviD_2015__PNP_Main_449__bin.35	ZeeviD_2015__PNP_Main_503__bin.3	CosteaPI_2017__SID713B020-11-0-0__bin.53	SchirmerM_2016__G88738__bin.15	VatanenT_2016__G80350__bin.11	KosticAD_2015__PRJNA231909.3113044__bin.7	KarlssonFH_2013__S193__bin.44	VatanenT_2016__G78624__bin.5	VatanenT_2016__G78880__bin.3	KosticAD_2015__PRJNA231909.3110086__bin.29	SchirmerM_2016__G89113__bin.14	SchirmerM_2016__G88829__bin.2	XieH_2016__YSZC12003_37583__bin.43
CosteaPI_2017__SID713A009-11-0-0__bin.16	1.0	0.7916829186009655	0.8385220554681704	0.6138124021166179	0.5510506185082551	0.7710673930537746	0.8127254557552241	0.749294474852203	0.6227494788758845	0.4483502905803364	0.8360577098751426	0.7563289068587836	0.8069741830057028	0.7637019739408201	0.779048898564986	0.7012580059365235	0.8429952676066871	0.8025715021376073	0.9524755201256306	0.6541133751932174	0.8536446396659367	0.8512695203788634	0.8878221388310334	0.902550002846744	0.9467425175244714	0.7544717250334174	0.953359285441751	0.7935158818575727	0.8465847144290833	0.8181589129006792	0.956133373782592	0.48151188451906596	0.8056888993127875	0.9978190541501705	0.8292620644587829	0.6595867717327664	0.866978873760073	0.9242944536078445	0.7645283794888268	0.8711844069807263	0.8051068038882275	0.7903564208524426	0.8206563996930615	0.9044781408297027	0.887959802274506	0.8588953953277707	0.9499079269499985	0.6794770148786989
SchirmerM_2016__G89044__bin.4	0.9623862792352882	1.0	0.8858355603165535	0.701644851355972	0.634562641844283	0.8554724906022513	0.9103957332826473	0.7826297374828393	0.7076047646250042	0.516419072962065	0.9229374278834482	0.8541776208071682	0.864243206194715	0.8659373318141296	0.8507186088336255	0.821439676215406	0.9241450088889945	0.8446151080883135	0.9550741644810036	0.7758021013355701	0.9387361822879167	0.9356387215136392	0.9324937425817441	0.9261077153992919	0.9604994984768365	0.8830402530445194	0.9517267168775199	0.9110434264310455	0.9362006753776402	0.9194185017111701	0.966929944806627	0.560318103075148	0.9109576871466483	0.9693208312371973	0.9400625586875072	0.7688226136846096	0.939257332516572	0.9358695977794559	0.8929798120140364	0.9497180417147444	0.9225645136464917	0.8741311149929084	0.9279128888870525	0.9611781817280288	0.930638984929513	0.8721363853763903	0.9477889078158073	0.778386675908604
SchirmerM_2016__G89143__bin.4	0.9638709034618467	0.8376437307905139	1.0	0.6547779697200135	0.5890741400084298	0.7770710591646068	0.8345775390465697	0.7856146864626022	0.6610558971931989	0.48296231827148445	0.8695247012074778	0.7953392713325724	0.8105344541197006	0.7975488048543314	0.7934481763289802	0.7404462339517	0.868165476673646	0.8431236083577412	0.9619715056134557	0.7059908932444636	0.876938164807562	0.8695906355632332	0.9039194799879462	0.9208719354566149	0.9638752990855638	0.7923043373572827	0.9563675737768811	0.8284397831296939	0.866951307722476	0.8411758586484629	0.9785171216869818	0.5092564509441068	0.8445932118871341	0.9748267513752197	0.8748692912447479	0.6948890129431582	0.8798524633319511	0.9385447848122409	0.8116861075335619	0.8955985642916134	0.8408608389487426	0.7937089833361904	0.8502523332214891	0.9053387780459108	0.9253803801823793	0.8848361238217897	0.9625331686439648	0.6972074602525725
CosteaPI_2017__SID713B057-11-0-0__bin.39	0.9772981573610173	0.9189896401448783	0.906945310734769	1.0	0.6595745112656829	0.8703198336361779	0.9175311154196371	0.808832463134367	0.7969356097864574	0.5510043931630638	0.9313316276621797	0.8809496105414266	0.8899070900808141	0.8971922722543407	0.8719454527988657	0.8546102505334169	0.9207228221235741	0.8548328176181128	0.957880024840922	0.8069978068009466	0.9420189067017722	0.959969043556852	0.9388603482870452	0.9263120295818039	0.9636782694698844	0.900743874669701	0.969105794456253	0.9259379274607192	0.9278185855016148	0.9153101800425651	0.9676161509288962	0.5925622003969677	0.9255834437148814	0.9800941140815286	0.9434118113442916	0.8069578935547549	0.9375750064605339	0.9624558417433023	0.8889755555044425	0.9573280043512203	0.9281710397603582	0.8908264477346188	0.9285742311964639	0.9675687962300248	0.9523172007149207	0.873330239493007	0.9513971665654178	0.7936809889825911
SchirmerM_2016__G88897__bin.16	0.9688748974673501	0.9178095290744496	0.901035262266939	0.728364303547443	1.0	0.8671259033705414	0.9072925553452194	0.7894782451490291	0.7270390363649132	0.5494890923189785	0.9204488576854291	0.8669279350484611	0.871328808200819	0.8765178193901381	0.8651432319486507	0.8331313807431358	0.9203211120889169	0.8656938079991154	0.9636851392277592	0.8078175822763817	0.9314275084827558	0.9527236705866885	0.9455803758858149	0.9364872799750187	0.954602502020771	0.8708619017808185	0.9602083672618665	0.9009276870277708	0.927047552738014	0.9154114977013263	0.9693515155408868	0.6090865218684026	0.9028752470868775	0.9732018126427799	0.9246935973309388	0.7848472805128949	0.9262526912486049	0.9410935919521768	0.8934915486202728	0.9344388681291919	0.908502029735589	0.8899482891801721	0.9066620449156505	0.9488173447143952	0.9324763670646452	0.8966657652260052	0.9604825347116909	0.7594655004713887
Bengtsson-PalmeJ_2015__TRAVELRES69__bin.38	0.9601589367533305	0.8763118631154566	0.841796556723067	0.6806725712411246	0.6141249484143361	1.0	0.9239410389088177	0.744349914817519	0.6911510745690613	0.4921346412283208	0.895865210628234	0.8669259176957346	0.9148947652455478	0.8665243431425458	0.8571606192396009	0.8128350422737902	0.9013449308487561	0.8086700951292551	0.9410441996550374	0.7474524618266086	0.9095647757214057	0.9363676285408928	0.9239717257653196	0.9546776292816102	0.9403384019554935	0.8889627842502354	0.9399865612731871	0.8654788736865496	0.94210607070675	0.9557003481370961	0.961112345639821	0.5379940319354941	0.9095885844893813	0.979894818153921	0.8971455932615896	0.7471810418716867	0.9313027099668794	0.923884426949409	0.8555209887516798	0.9219982434420071	0.8932420134810535	0.9565542892818217	0.9246849306371226	0.9513449308487562	0.8948361427679544	0.8453546448260901	0.94754558056358	0.8254383458726178
SchirmerM_2016__G88764__bin.6	0.9681985148036247	0.8921802705059801	0.864933785712008	0.6865148400688185	0.6147403032246407	0.8839221494297265	1.0	0.7601009500255868	0.6834874528694883	0.49828232093948716	0.9164241703030576	0.8630214852874853	0.8775656992626659	0.8564463708050745	0.9049402444079891	0.8015211342603958	0.9102048915004877	0.8218776684512442	0.9750135526320451	0.7585480284526817	0.9375844983197773	0.9214311781906641	0.94123902692355	0.938606956460999	0.9653447430213435	0.8683767363439833	0.9587949369087648	0.8778648441940828	0.9856592653182704	0.933619182934465	0.9735881852430945	0.5374576527701782	0.9141955152556323	0.9892090172709378	0.9131831804623434	0.7494542250045682	0.9438716035534976	0.933056830956793	0.8684789821581055	0.9429812551028001	0.8902421555442287	0.8867602300227118	0.9464753286418365	0.9677191742790026	0.897929825964464	0.8642317315328621	0.9835905591681847	0.7809970586612581
SchirmerM_2016__G89117__bin.3	0.9649491237554526	0.8291060488998518	0.8801508230592283	0.6542128025598991	0.5782502686624659	0.7698005878838152	0.8216798024920495	1.0	0.6515825368302863	0.4793950662408923	0.8583722009310714	0.7712002591416371	0.8022359720985001	0.7745402096333277	0.7937788497525678	0.7281683019875551	0.8571432479814749	0.8394749974282819	0.9584010917216942	0.6994361918436045	0.879548931587921	0.8648819307802921	0.9036804021948246	0.9142507107791102	0.9643893646871368	0.7870343822295374	0.9507948250465645	0.8236250062925018	0.8557731241231535	0.8192684063883666	0.9701297678012138	0.5031484395690019	0.820988174474111	0.9715857979877126	0.858988866102129	0.6885857301381286	0.8776847095490629	0.9441827736472216	0.7998864066641423	0.8960746826937598	0.8321445064818239	0.7863586222594787	0.8421566975199882	0.9111783284051189	0.9158342325227132	0.8829994112407062	0.9549451403282606	0.6911109384472951
CosteaPI_2017__SID713B057-11-90-0__bin.8	0.9563506718744494	0.8939153504748208	0.8831563548478446	0.7686623454075421	0.6350169453039258	0.8523657523466995	0.8810768522058909	0.7770005833308321	1.0	0.538511579834762	0.9175076244080236	0.8494725880183586	0.8646261397462315	0.8692490692154005	0.8453455550060095	0.8312379533048236	0.9006641097549358	0.8260467003963257	0.9359412701996245	0.779242557311928	0.9223497923107339	0.9334591779341737	0.9132024601684221	0.9116266839273434	0.9410444362375031	0.8671943613962878	0.9441307391858685	0.8987111912085388	0.9050612758371841	0.8938390085202841	0.9466030440212505	0.5793114608196125	0.9023331928293372	0.9592816809323897	0.9234211896555999	0.7726295170621006	0.9246217810773742	0.935788586290551	0.872902390612419	0.9388716267622268	0.9079975048578278	0.8693469435160885	0.9053953534501996	0.9414254935148488	0.9335446548234413	0.8551982346086138	0.9343263442382704	0.7735116907589695
VatanenT_2016__G80359__bin.8	0.970689504500568	0.9197440862490054	0.9096446000082791	0.749249598697434	0.6766214233477603	0.8556497422004719	0.9055612026658449	0.8059434174880529	0.7591963829875309	1.0	0.9327430697691533	0.8753657717657772	0.8664133899373094	0.8945620627641813	0.8858571316870346	0.8465842137459352	0.9225203180984007	0.8677739091239416	0.9576951204367644	0.8010587948504487	0.9415491888858737	0.9426033842799781	0.939241181692324	0.9344807443760148	0.9587318378967606	0.8770786093083798	0.9690171421737951	0.9151317514269813	0.9225423954888532	0.9099536834746133	0.9664515654249668	0.5817852329854611	0.9249534305045144	0.9766310822060832	0.942976860135132	0.7762456477644343	0.9337411517958577	0.9588781006085081	0.8990695299815562	0.958424594212964	0.910719952901567	0.8755460704544723	0.922754890371958	0.9601760671888583	0.9505190486484497	0.8943799242929485	0.9522374055386653	0.7744546194639793
BackhedF_2015__SID585_M__bin.18	0.9662187277959925	0.8774316687396545	0.8742119495431652	0.6760084517015114	0.6050101325157267	0.8314403099808348	0.8890274699940536	0.7703054191159103	0.6904704266557591	0.49789566774187055	1.0	0.8322122176485002	0.8480363248356382	0.8466295083802559	0.8706337744959153	0.7862905859181847	0.9029222990474404	0.8263325596252025	0.962245269242082	0.7337340837009143	0.9441992268156403	0.9061906307497177	0.9355894119016182	0.9389726458903037	0.9632744794656356	0.846080039754227	0.9532190562986831	0.8816059607770733	0.9237898309512387	0.9049645153259518	0.9666203947630091	0.5405789209300407	0.9041125688861303	0.987184466782191	0.9248200232456164	0.7336736863452381	0.9550707508373382	0.9502561486226703	0.8513940249828997	0.9475269738027697	0.8846459610127704	0.8520156758144927	0.9241340467750513	0.9760698802315526	0.9338157919934712	0.8556959862274388	0.9640552257707169	0.7473986171460727
