	SchirmerM_2016__G88728__bin.16	ZeeviD_2015__PNP_Main_316__bin.11	QinJ_2012__DOM022__bin.11	QinJ_2012__CON-101__bin.59	ZeeviD_2015__PNP_Main_170__bin.44	HeQ_2017__SZAXPI029492-90__bin.5	WenC_2017__N310__bin.37	WenC_2017__N017__bin.35	Bengtsson-PalmeJ_2015__TRAVELRES68__bin.47	ZeeviD_2015__PNP_Main_76__bin.23	ZellerG_2014__CCIS41692898ST-4-0__bin.27	BritoIL_2016__M1.62.ST__bin.60	QinJ_2012__CON-075__bin.51	BritoIL_2016__W2.68.ST__bin.11	ZeeviD_2015__PNP_DietIntervention_2__bin.17	QinN_2014__LD-45__bin.33	ZeeviD_2015__PNP_Main_303__bin.16	LiJ_2017__H3M615132__bin.31	QinJ_2012__CON-057__bin.26	Bengtsson-PalmeJ_2015__TRAVELRES8__bin.35	QinN_2014__HD-40__bin.11	BritoIL_2016__M1.26.ST__bin.14	QinN_2014__LD-98__bin.15	QinN_2014__HD-39__bin.8	BritoIL_2016__W2.52.ST__bin.10	ZeeviD_2015__PNP_Main_335__bin.20	LeChatelierE_2013__MH0313__bin.50	ZeeviD_2015__PNP_Main_176__bin.29	LiuW_2016__SRR3993044__bin.101	QinN_2014__HD-20__bin.7
SchirmerM_2016__G88728__bin.16	1.0	0.9939415663068667	0.9866957639300412	0.9863751579010437	0.9923362631275794	0.9918180631375902	0.9873337254498241	0.9920283887117577	0.991434911963713	0.9930690393168033	0.9907897502929588	0.9924069198511236	0.9868423511015488	0.9924264250828863	0.9927070061204868	0.9873596732434916	0.9872954221785586	0.9919196702802686	0.987090048427471	0.9924584358104545	0.9874042169579806	0.9922617686728799	0.986820299594989	0.9866746524475402	0.9921493490015159	0.9877612871048669	0.9928319350499472	0.992929454467916	0.9929075355491837	0.9876187828025906
ZeeviD_2015__PNP_Main_316__bin.11	0.9939415663068667	1.0	0.9854251080416958	0.9851461644957633	0.9914899446480302	0.9904919157887231	0.9856238282606758	0.9909656131690686	0.9896897185903395	0.9914379181146215	0.989729579948241	0.9910243381824088	0.9854551179333733	0.9908414305221699	0.9913201659091927	0.9857356311911221	0.9857130025710982	0.9912926473696263	0.9859131524115098	0.9912821134041278	0.9865512312207327	0.9909634670996519	0.9853755490190951	0.9851855525191467	0.9911143093029905	0.986171841731766	0.9917238596021952	0.9914661529425984	0.9920878256624741	0.9860666202100631
QinJ_2012__DOM022__bin.11	0.9866957639300412	0.9854251080416958	1.0	0.9892725840417388	0.9855864964065144	0.9864417909053784	0.9903123197073829	0.9871693280979189	0.9853002435449566	0.9858350183761402	0.9860583841464942	0.9860557916298683	0.9899364908193631	0.9857654692146738	0.9861588970248004	0.9901238951997003	0.9899725904938116	0.9868457852633311	0.9898379675281304	0.9853924691072828	0.9898097052927083	0.9857105568445476	0.9900270942100395	0.9911538005038767	0.9856231421489041	0.989863749094598	0.9862289121446253	0.986305005692687	0.9873735764759167	0.9895885815701966
QinJ_2012__CON-101__bin.59	0.9863751579010437	0.9851461644957633	0.9892725840417388	1.0	0.9848541667399556	0.9851127463767676	0.9964012469579246	0.9861992243799698	0.9832304083458177	0.9848501809145583	0.985609459467323	0.9843971783793516	0.9894248089583004	0.984633809304468	0.985059909154848	0.9893403831999263	0.996016696838672	0.9862026917038856	0.995325206898807	0.9848429292822347	0.9951399870677767	0.9845855648079572	0.9891842828402465	0.9888204649482053	0.9852018135649758	0.9920992529278199	0.9852269353569441	0.9846347457592036	0.986973509449858	0.9947813705008679
ZeeviD_2015__PNP_Main_170__bin.44	0.9923362631275794	0.9914899446480302	0.9855864964065144	0.9848541667399556	1.0	0.9909342743078251	0.9860968116806427	0.9912451178205371	0.9896720988558738	0.991543292759305	0.9892462226339783	0.9909501303553753	0.9857388280215955	0.9911438947019285	0.9914590267421074	0.9850433542273889	0.9860749179292206	0.9915354380006068	0.9863983523825994	0.9911869698578681	0.9864917340224856	0.9911605572090861	0.985071247584663	0.9853424078713066	0.9907323542731449	0.9862698087831121	0.9920680997872717	0.9917699929611782	0.9926018054374223	0.9861211755939454
HeQ_2017__SZAXPI029492-90__bin.5	0.9918180631375902	0.9904919157887231	0.9864417909053784	0.9851127463767676	0.9909342743078251	1.0	0.9865234067858802	0.9913027002296789	0.9888353838270219	0.9910263120214703	0.9887235373803575	0.990267113614097	0.9859831510044104	0.9902653431897586	0.9906107499643382	0.9857535282883151	0.9859657603446376	0.991138094994408	0.9862563723601756	0.9903837378671027	0.9864396405678264	0.9905088720606674	0.9859529358901418	0.9863003159440917	0.9903122336433998	0.9866763624150077	0.9913268924850914	0.9907067493495142	0.9918267498400424	0.9863037182066713
WenC_2017__N310__bin.37	0.9873337254498241	0.9856238282606758	0.9903123197073829	0.9964012469579246	0.9860968116806427	0.9865234067858802	1.0	0.987120505302765	0.984805439033907	0.9856925225164255	0.986312312627199	0.9853751451715064	0.990338957597601	0.9853789204290324	0.9854482434628586	0.9905883799442462	0.9975184147401772	0.9868837839192971	0.9968114088360969	0.9855224128317017	0.996596384512866	0.9856146418538512	0.9902420221664152	0.9899567894965238	0.9857347752529565	0.9938564257945056	0.9860003139783636	0.985668290355183	0.9874359599902415	0.9959808691943153
WenC_2017__N017__bin.35	0.9920283887117577	0.9909656131690686	0.9871693280979189	0.9861992243799698	0.9912451178205371	0.9913027002296789	0.987120505302765	1.0	0.9896049098376337	0.9915612829814875	0.9894095098545852	0.9910858252140098	0.9870293930525512	0.990921924919901	0.9911181029951488	0.9869003130693705	0.98725290834628	0.9916518824867521	0.9871612128780823	0.9909043153384263	0.9874289000768032	0.9907573012537141	0.9868233792296435	0.9868047541808626	0.9910747293627613	0.9875723160579237	0.9916676804172266	0.99103922894696	0.9923260294087453	0.9875549789371234
Bengtsson-PalmeJ_2015__TRAVELRES68__bin.47	0.991434911963713	0.9896897185903395	0.9853002435449566	0.9832304083458177	0.9896720988558738	0.9888353838270219	0.984805439033907	0.9896049098376337	1.0	0.9899338020478584	0.9883357654666419	0.9892687268577902	0.9854364216527687	0.989318616174862	0.9895109902715254	0.985527964174756	0.9850431089357253	0.9899335290295339	0.985022005168911	0.9891352726765094	0.9856177470555596	0.9892172025814211	0.9846582804683306	0.9856002564062633	0.9898437626287359	0.9852772484099832	0.9902021030291337	0.9897365363204079	0.9909698495276942	0.9848972451946083
ZeeviD_2015__PNP_Main_76__bin.23	0.9930690393168033	0.9914379181146215	0.9858350183761402	0.9848501809145583	0.991543292759305	0.9910263120214703	0.9856925225164255	0.9915612829814875	0.9899338020478584	1.0	0.9891745459296548	0.9913081772085006	0.9857536580710339	0.9909174321076305	0.9919241202063189	0.9854186416652291	0.9857125488969825	0.9914559642451657	0.9859144782228082	0.9915474114206516	0.9862908548790603	0.9913894727337483	0.9853424469502301	0.9855274791998985	0.9915779680081719	0.9861576936998965	0.9919786572186575	0.9920553645514407	0.9926452512809181	0.9861707642028495
ZellerG_2014__CCIS41692898ST-4-0__bin.27	0.9907897502929588	0.989729579948241	0.9860583841464942	0.985609459467323	0.9892462226339783	0.9887235373803575	0.986312312627199	0.9894095098545852	0.9883357654666419	0.9891745459296548	1.0	0.9888555769268728	0.9860082839523993	0.989023020012051	0.9893578738737347	0.9863577121897249	0.9864523290957541	0.9893493078772464	0.9866307263232545	0.9894373986617495	0.9870030889675554	0.9889765238334701	0.9855945212463086	0.9862985546119641	0.9891605587802795	0.9864227512806222	0.9896412278684241	0.9897972754348374	0.9900055713531153	0.9865960016447893
