	KarlssonFH_2013__S517__bin.51	BritoIL_2016__WL.11.ST__bin.23	LeChatelierE_2013__MH0247__bin.73	ZellerG_2014__CCIS90903952ST-3-0__bin.20	ZeeviD_2015__PNP_Main_65__bin.27	ZeeviD_2015__PNP_Main_216__bin.37	SchirmerM_2016__G88853__bin.18	ZellerG_2014__CCIS74239020ST-4-0__bin.25	LiJ_2014__MH0374__bin.3	BritoIL_2016__M1.24.ST__bin.68	BritoIL_2016__M1.37.ST__bin.55	CosteaPI_2017__tigress-11-60-0__bin.19	ZeeviD_2015__PNP_Main_391__bin.18	BritoIL_2016__M2.40.ST__bin.42	LeChatelierE_2013__MH0422__bin.89	CosteaPI_2017__tigress-11-2-0__bin.2	BritoIL_2016__M2.11.ST__bin.69	ZeeviD_2015__PNP_Main_357__bin.9	ZeeviD_2015__PNP_Validation_63__bin.18	ZeeviD_2015__PNP_Main_311__bin.24	YuJ_2015__SZAXPI017591-140__bin.72	WenC_2017__RA030__bin.18	LeChatelierE_2013__MH0428__bin.46	ZeeviD_2015__PNP_Main_310__bin.38	FengQ_2015__SID31549__bin.26	CosteaPI_2017__tigress-11-0-0__bin.31	ZeeviD_2015__PNP_Main_589__bin.70	SchirmerM_2016__G89030__bin.39	CosteaPI_2017__SID713B007-11-0-0__bin.12	LiJ_2014__MH0345__bin.67	CM_madagascar__V48_03_2FE__bin.12	ZeeviD_2015__PNP_Main_287__bin.67	SchirmerM_2016__G89199__bin.19	LeChatelierE_2013__MH0447__bin.112	BritoIL_2016__M2.36.ST__bin.81	ZeeviD_2015__PNP_Main_34__bin.13	BritoIL_2016__W1.44.ST__bin.5	SchirmerM_2016__G89113__bin.12	CosteaPI_2017__tigress-11-7-0__bin.36
KarlssonFH_2013__S517__bin.51	1.0	0.6976178175370784	0.5236005815140993	0.8629507892835259	0.7633309704316901	0.9220496483968027	0.7315237969369243	0.821911478724445	0.5553542035333675	0.9205738933124162	0.9132575946118977	0.9062770224693066	0.9026962824634366	0.8420276099049633	0.9271198746346228	0.81680177543738	0.7541036392690224	0.9043515723022157	0.7865922209616266	0.9917571921176347	0.9008789650834081	0.7598181996062593	0.9144546074007452	0.936478681535211	0.6375921059632658	0.8985563414730432	0.6237401243012133	0.8158306400259518	0.9118504952653287	0.9630927350214635	0.7315701395599511	0.8074216852580683	0.7366877382568652	0.8677261391274199	0.5757223012716759	0.9086463319813874	0.8490504053263122	0.8811946784937618	0.922137527741209
BritoIL_2016__WL.11.ST__bin.23	0.8965916440704736	1.0	0.4785816326260497	0.860206846712662	0.8426718185692617	0.9001630631878677	0.7562981832749053	0.8358678129326402	0.510962205164903	0.8959223614514389	0.8887521695433613	0.8873456613103469	0.8999857054997649	0.8355453043007915	0.891360033459719	0.8241785294841715	0.8479334299829789	0.8733374922681754	0.7916003045963877	0.8978490306652325	0.9282720508107717	0.8043413809016653	0.8907953124627748	0.9046380359003726	0.6651283902010319	0.8850814830632232	0.6358595185929976	0.8150079899197302	0.8949102755397277	0.8964336986666408	0.8055083238992573	0.808454138037224	0.742238395204107	0.861084811387599	0.652002597716586	0.8821197861472174	0.9234353037095993	0.8686820735496156	0.904907160750479
LeChatelierE_2013__MH0247__bin.73	0.9213978151662546	0.6552785650943692	1.0	0.8763461905555837	0.7539802780214231	0.934454987640539	0.6919727536105815	0.8466430109241687	0.890761937209589	0.9217487851966761	0.9167319072230962	0.9286304557415315	0.9151818399286703	0.8313247699062227	0.915688662399451	0.8069133242963081	0.7360107332796911	0.9160372161129676	0.790025685448698	0.9343837062918476	0.9004833841968042	0.6986810534175178	0.9221251265545979	0.9398294805160287	0.5539285688396605	0.8891351518534358	0.5445121818616755	0.794647495608344	0.9293390406738624	0.9218967846070948	0.7429739545200832	0.7826015517587163	0.7093708394043295	0.8617884852834219	0.5996404520445665	0.9294749584997571	0.8382692646906027	0.8840723638586648	0.9304511505292942
ZellerG_2014__CCIS90903952ST-3-0__bin.20	0.9309951877175323	0.7220830953857048	0.537266857617324	1.0	0.8028101151999834	0.9311918417109416	0.7653388263126747	0.8666919242982118	0.5601990834664728	0.925034090395656	0.9199599729498914	0.926342154246356	0.9231945793122962	0.8592683286336362	0.9338994449987297	0.8589098332181556	0.7854719732876474	0.9222327894424581	0.8353565362824766	0.9336924213032197	0.9120671482652599	0.7855919655548124	0.9301807957561253	0.9424670410129125	0.6733210526432741	0.9166820360465658	0.6508076886896919	0.8496500595887524	0.9433206897037005	0.9288416227991233	0.7626771459913324	0.8322659947099705	0.7630326786347843	0.9006523283314335	0.5919792576330266	0.9276417001274733	0.8679929515653436	0.9065286163039863	0.9429810819599034
ZeeviD_2015__PNP_Main_65__bin.27	0.8417425010977696	0.723015686749542	0.47247550838090335	0.8205740956649455	1.0	0.8631838347743137	0.7112271550353557	0.7968372878276274	0.4984858349862968	0.8458258255984737	0.8377386702602849	0.8349859182653726	0.8547045106975758	0.7870697878654815	0.8528591220871251	0.7752010054055691	0.8045004769619793	0.8274022227942401	0.7495801977499508	0.8492273973017579	0.878718789273655	0.7677259512741699	0.8417167602925367	0.8486724558242357	0.6164267976924125	0.824336795723998	0.5965049286071196	0.7656488954166225	0.8445577123994973	0.8440307829747286	0.7703995881471163	0.7514388353042715	0.6968433444876823	0.8082510637009221	0.5799009736081038	0.8372707932710507	0.8766409763336008	0.8260337961631059	0.8488999591175447
ZeeviD_2015__PNP_Main_216__bin.37	0.8943257452412108	0.6793373487958607	0.5150539889924386	0.8371806525293085	0.7592387269052637	1.0	0.7064670255944117	0.8032942774664629	0.5419049807051365	0.8941675906225964	0.881390695181112	0.8868109036788429	0.8886944419472662	0.8197120587069945	0.9072168449651893	0.7934530647035517	0.7418363915442217	0.879410599356061	0.7634859275685143	0.9005650281848179	0.8762321909575513	0.7376547834280597	0.8870662817682685	0.8975148082666586	0.6186166298749081	0.878150023806432	0.5985666197197167	0.7839877604973047	0.8839141769800126	0.8964636627277842	0.7271902749892621	0.7797375632202278	0.7108417488238291	0.8406673791948431	0.5564388907201528	0.8861250120696946	0.8271786214910485	0.8535661369319336	0.8991193284921373
SchirmerM_2016__G88853__bin.18	0.9219557485330199	0.7416475258730603	0.4955911638972545	0.8940750140284098	0.8128746407450784	0.917977607326529	1.0	0.8700348406428884	0.5304711771880101	0.9209286569371298	0.9097011699931773	0.9063430044635653	0.917907519357475	0.859781230355359	0.9227448871475538	0.8700560400903183	0.8006598652493898	0.9028100516531026	0.8218688307985572	0.92435431458509	0.9117363169464489	0.8098050472855838	0.9109800591075206	0.918146770264184	0.6928559160086546	0.8988699829236287	0.64762840916318	0.855304685813373	0.9200110237126635	0.9181242728914013	0.7909461919086468	0.8332754314412033	0.7793509594480529	0.8796719363878132	0.5992049774571998	0.9076781370098655	0.8773906162592839	0.9039881352317078	0.921983437607214
ZellerG_2014__CCIS74239020ST-4-0__bin.25	0.9444191342166537	0.7473089968590336	0.552831780600164	0.9230879371980276	0.8303152365862038	0.951640635261736	0.7932220130348331	1.0	0.5714211896701137	0.9508154560949067	0.946550321137485	0.9583923521826817	0.9478192510512948	0.8873141325343453	0.9551843301158446	0.8881633728527888	0.8172452979184737	0.9366544822572673	0.8518874395660788	0.9524508255144452	0.9249745681516341	0.8082787717137102	0.9486759858267984	0.958856219630192	0.69918274917985	0.9480500014397246	0.6711242908370006	0.8694370913302149	0.9632980659961888	0.9477032841894173	0.7900230632054898	0.8563880582532314	0.7804273970527851	0.9130193313603189	0.605173068707999	0.9444538453861953	0.8922088018848165	0.9303153549197364	0.9731954826568403
LiJ_2014__MH0374__bin.3	0.9585535729627402	0.6862114833698219	0.8736971521171741	0.8962461746294612	0.7802482010019286	0.9643352520671072	0.7264847473996368	0.8583470844232985	1.0	0.9603933058607788	0.9555229018601744	0.9540919984950333	0.9401378762787033	0.8594918071154114	0.949750702860918	0.8348802692349852	0.7528595848306469	0.9356603041336221	0.8066342960577575	0.9636129865589885	0.9299698710409452	0.7435761919010277	0.9598784176519557	0.9591140841774083	0.5654029489051959	0.912983300202341	0.5638446566276304	0.8176288479598518	0.9526421349196709	0.9465138394721951	0.7689579883216955	0.8048704040006044	0.7309445443476354	0.8865035891085442	0.6124201227081105	0.9539539444643592	0.871907782277536	0.9164784964553294	0.953454461426341
BritoIL_2016__M1.24.ST__bin.68	0.950244266115593	0.7195647112975426	0.5406822584525784	0.8850604526302325	0.7917556509682236	0.9515992724636417	0.7542598189238118	0.8541479529447116	0.574353670121862	1.0	0.9748540728322999	0.9352307674317988	0.9395704020407303	0.9032098838925392	0.9455453280451234	0.8428766671379424	0.7812858882679624	0.9362973388511573	0.8123993002441067	0.9564441997117776	0.9210988732966305	0.7829335816566725	0.9367328259855067	0.955404203992237	0.6650480293764243	0.9280574545369503	0.6401519137870124	0.8422693238114373	0.9342552620771496	0.950873578687281	0.7582433391551833	0.8356282335982753	0.7629288122044118	0.892913749097755	0.5920190693048186	0.9442728835378422	0.883346851505974	0.9043728365165706	0.9517906175023307
