	NielsenHB_2014__V1_CD25_0__bin.12	KarlssonFH_2013__S205__bin.25	VogtmannE_2016__MMRS81130264ST-27-0-0__bin.26	XieH_2016__YSZC12003_35704__bin.10	YuJ_2015__SZAXPI015246-34__bin.44	NielsenHB_2014__MH0127__bin.2	QinJ_2012__CON-049__bin.3	LoombaR_2017__SID0006_evh__bin.65	HeQ_2017__SZAXPI029585-104__bin.20	HeQ_2017__SZAXPI029555-35__bin.91	QinJ_2012__CON-023__bin.42	BackhedF_2015__SID130_12M__bin.8	QinN_2014__LD-76__bin.25	LiuW_2016__SRR3992999__bin.11	HeQ_2017__SZAXPI029480-66__bin.2	FengQ_2015__SID31428__bin.43	NielsenHB_2014__V1_CD20_4__bin.10	GeversD_2014__SKBSTL059__bin.3	BackhedF_2015__SID130_4M__bin.2	HeQ_2017__SZAXPI029598-166__bin.49	BackhedF_2015__SID591_12M__bin.5	QinJ_2012__CON-035__bin.6	CosteaPI_2017__SID713A037-11-0-0__bin.30	QinJ_2012__T2D-038__bin.20	QinJ_2012__CON-065__bin.22	QinJ_2012__CON-029__bin.9	NielsenHB_2014__V1_UC7_0__bin.5	FengQ_2015__SID532826__bin.1	CosteaPI_2017__SID713A037-11-90-0__bin.13	KosticAD_2015__PRJNA231909.3112359__bin.15	LeChatelierE_2013__MH0236__bin.16	BackhedF_2015__SID624_12M__bin.9	YuJ_2015__SZAXPI017587-113__bin.24	ZellerG_2014__CCIS16383318ST-4-0__bin.38	LiuW_2016__SRR3992985__bin.77	YuJ_2015__SZAXPI015254-45__bin.10	VatanenT_2016__G80466__bin.1	FengQ_2015__SID531333__bin.39	YuJ_2015__SZAXPI015257-56__bin.49	WenC_2017__RA134__bin.31	LiJ_2014__V1.FI10__bin.30	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.23	HeQ_2017__SZAXPI029587-106__bin.17	LeChatelierE_2013__MH0127__bin.13
NielsenHB_2014__V1_CD25_0__bin.12	1.0	0.7508006738336584	0.7516501440983809	0.7499209635271497	0.8057083424333459	0.6411997660214949	0.6251080928766374	0.6917751668165941	0.679962917766941	0.7731065228381043	0.8063690415281302	0.8094910967513337	0.7584578189598954	0.7439768098588645	0.35511094888058387	0.5776428345610077	0.7531768080261347	0.4372878042522386	0.762861868681855	0.6807335806500387	0.8002397821495171	0.8449220402559102	0.7393378652668684	0.8010431287141414	0.7619681074468394	0.5965474425019206	0.5065295581135711	0.8214212514184566	0.7199225366202324	0.7749743799645977	0.7360163479498626	0.7874589353978017	0.7487361037080705	0.7133775530308005	0.6838226467367482	0.7317729675408279	0.7431691869246947	0.7393842944219341	0.7874247244414374	0.648538932526525	0.6696779435549765	0.5925713351894814	0.6500194727541806	0.6938993006608518
KarlssonFH_2013__S205__bin.25	0.874136567979746	1.0	0.8186141060333463	0.8173174687905533	0.8726930543844369	0.7154837904341175	0.7078181251109129	0.7729398279946328	0.7517682952634333	0.8464082330419159	0.8727759168302873	0.9073516059844466	0.8368673158862244	0.8124463661261165	0.35026204803959193	0.6532917906787927	0.8310544975281742	0.4851621098841384	0.8521211185790051	0.7560572270100278	0.8742336557381888	0.9017468328230596	0.7973469080749631	0.869588024278341	0.8347651703178895	0.6812189243601009	0.565963307939965	0.878843368283741	0.7817691238878917	0.8295124736431629	0.800448381852911	0.8604471940393095	0.801341375850896	0.7890734662712504	0.765075719560765	0.8067196109092499	0.8090031292131376	0.8131259804352163	0.8688678678283531	0.7230829524209527	0.7617075211717106	0.647528049649186	0.7066989486427095	0.7709514849270367
VogtmannE_2016__MMRS81130264ST-27-0-0__bin.26	0.8174033493275933	0.7646193017334589	1.0	0.7550782190731966	0.8247112147499298	0.6670396999789069	0.6496323645429013	0.7362166184181462	0.682377248621886	0.7976136497639061	0.7943998498565831	0.8120799015431223	0.7551762109049961	0.8018146758546466	0.3441390088873609	0.6152488577308082	0.7571888634774477	0.45014092554115576	0.7730137138738165	0.6992308471642991	0.814157992728674	0.8318878707703652	0.7746008493732675	0.8179082563931366	0.7683589357754892	0.6248905896284781	0.5029847647614729	0.8524894077473338	0.7597167205621742	0.7790828961070669	0.7497972897784554	0.8114657086719449	0.7519859954724453	0.7243257248489016	0.751439566444275	0.7399917952601849	0.741059740138949	0.8270998902159309	0.8219701008651517	0.6563599190155641	0.694883995940813	0.672950434402773	0.645304115158672	0.7219815609268366
XieH_2016__YSZC12003_35704__bin.10	0.868089146300068	0.812615269291695	0.8037483735007921	1.0	0.8537968148902466	0.6884815569133288	0.6820289516859017	0.7460850871237837	0.7225287819642453	0.8208460624575695	0.8954500452591084	0.8814798314098212	0.822348806291016	0.8010858650147092	0.3583768245078072	0.626394192690654	0.8120541270649468	0.46905514539488574	0.8321410386965377	0.7359686156370219	0.8572184742023082	0.8806623387644263	0.8059950639284906	0.8495148789318852	0.8064582626159764	0.6378125707173569	0.5673646469789546	0.8671029927585426	0.7704758570943653	0.8179353360488798	0.7804494795202536	0.8389737497171306	0.806489024666214	0.7591950243267709	0.7517389398053859	0.828275627970129	0.8527247397601267	0.8172999405974203	0.8650702223353699	0.7021696085087124	0.7165054310930075	0.6765462350079203	0.6879253649015614	0.7419757015161802
YuJ_2015__SZAXPI015246-34__bin.44	0.8374805213607807	0.7791188987567961	0.7882756054411919	0.7666595546614748	1.0	0.665948798642623	0.6527998440438861	0.726368775249206	0.6970254038285447	0.8362991029983451	0.8146903547239589	0.8350014795510801	0.7818132057236402	0.7774078900077597	0.35550596201935225	0.6100551053402269	0.7764169717843893	0.4543987117110595	0.7971281469035472	0.7012059293803284	0.8242575892080402	0.8548442915363329	0.7700577596421645	0.8631612101076834	0.7904498470283883	0.6276030256502088	0.524350045275533	0.8532806028948402	0.7505219703810383	0.8146649547054169	0.7814461754557082	0.8439000585470428	0.7713747506035679	0.7392669046648404	0.71510513702675	0.7573571153706942	0.7625488791606818	0.7881038378158015	0.810316789031256	0.6759951409764529	0.7016955147377257	0.6255227641316178	0.6594152788731535	0.7133141182193062
NielsenHB_2014__MH0127__bin.2	0.8672675508886221	0.8311987979010368	0.8296420516494362	0.804457714797311	0.8665701550094549	1.0	0.7135186142314206	0.7935505754548876	0.7578652249411573	0.8468761581089005	0.8689048612376381	0.861460738636434	0.8189361159759432	0.8121158486931884	0.32791736024091556	0.6826918985156789	0.8448847788804731	0.5090006622781956	0.8293305371394293	0.7597694296846887	0.8996811727488429	0.8827982431242674	0.7947904362566531	0.8659867883143223	0.8253006796717778	0.6803443846617527	0.5739935788348614	0.8999592221722311	0.7727423151146923	0.8319226353301248	0.8191150095871276	0.8646651239674885	0.7715053463574494	0.801596243316795	0.7713466970579231	0.8127872161716518	0.8109375471248326	0.8226486748445423	0.8556332689233703	0.7172836430506442	0.7638323390897415	0.6273356874575747	0.7199447371606651	0.93747275797347
QinJ_2012__CON-049__bin.3	0.795945291066121	0.7740965659510551	0.760632856941723	0.750208662792371	0.7996708845202155	0.6716973911122486	1.0	0.7176891597248529	0.713372776370271	0.7802335467540781	0.8052022959519028	0.8004958123536152	0.763861782388627	0.7659079612342259	0.3179958726382989	0.6365276955615693	0.7600109523657654	0.4700408457902233	0.7769038875453399	0.7267369184180987	0.7846362733330897	0.8260040122374018	0.7479886306975833	0.7970953672581826	0.7798897295901341	0.6607069098693418	0.5517899883864473	0.8056927410239995	0.7302995487594189	0.7846845010800682	0.7377371229970899	0.7942110368421094	0.7321298695439444	0.7368449096779864	0.7252776401385537	0.7610976324065568	0.7424288271245295	0.7550481616282931	0.8488266266946803	0.6902405708920656	0.716820282412352	0.5891719373630467	0.6800800736173221	0.7120920185412352
LoombaR_2017__SID0006_evh__bin.65	0.8899854206209794	0.8541004994714484	0.8709693518660427	0.8291964836581274	0.8990383897449198	0.754801567185001	0.7251472674471153	1.0	0.7701389953196657	0.8605649411126699	0.8832875517253574	0.8915765771076241	0.8379268201627703	0.8544294196935579	0.36617191092038714	0.6807591494445296	0.8548039250360555	0.5155515996054529	0.860148780401542	0.7730918107903124	0.8763593993767413	0.9069615552385556	0.8375432763912303	0.8828721769645812	0.852035807898015	0.6946343169501983	0.5757302461203526	0.912358676302418	0.8240807328201077	0.8584035776460001	0.8415146835174423	0.8872275208375087	0.8059516090368571	0.8137191563608926	0.80714271679458	0.839718001013876	0.8294629208272912	0.8660960667114659	0.8845694367486805	0.743492527577033	0.7693491152163917	0.6816594555721915	0.7234437200602039	0.8116666470179079
HeQ_2017__SZAXPI029585-104__bin.20	0.8814406415240472	0.8370226562332952	0.8134141309831058	0.8091222837901298	0.8692798138655292	0.7263401974907008	0.7262669442634012	0.7759951945882891	1.0	0.8483963086708856	0.8686957678640863	0.8729294084386134	0.8383808106637692	0.8193369513828229	0.3739660405957506	0.6868270107218967	0.842991804349737	0.5043999451986667	0.8319879817191621	0.7874995149448463	0.8498463266080271	0.9107518315286642	0.8051337445545134	0.8600823762238239	0.868572227286154	0.6948353703010035	0.5696958921965911	0.88009555388547	0.7809498844974788	0.8380632480243406	0.8125727087776372	0.8612298781303875	0.7909923080151702	0.7937090128395089	0.7689727838522962	0.8184440539365492	0.8000178975452645	0.8260869393059395	0.8723184369265955	0.7428126705117352	0.7678383487376291	0.643907350901965	0.7259477977704093	0.7779587770433096
HeQ_2017__SZAXPI029555-35__bin.91	0.8501476253976145	0.7994296520474417	0.8065418708622062	0.7797724654281136	0.8847483986255219	0.6885178007006748	0.6738318447632451	0.7355644530134727	0.7196907760158274	1.0	0.8372395562168934	0.8604454625763739	0.797609778545109	0.7969346316754727	0.3493851460970801	0.6299543520101574	0.7912781773049884	0.4643149610530948	0.8149711299137089	0.7244440115144452	0.8445610369718487	0.8577186753685596	0.782149251124405	0.935699146493435	0.8095071427851656	0.6471447333505759	0.5389146594203141	0.8734741176905274	0.7602660951990675	0.8482387399945585	0.8096462028866728	0.8698216067151923	0.7703738163936408	0.7573300460510626	0.7450595036158986	0.7792857550728386	0.7749795944416267	0.7911011611854369	0.8229674216443353	0.6858494590427694	0.7244853264721393	0.6353021198268131	0.6858823766513387	0.7433128549979343
