	NielsenHB_2014__V1_CD25_0__bin.12	KarlssonFH_2013__S205__bin.25	VogtmannE_2016__MMRS81130264ST-27-0-0__bin.26	XieH_2016__YSZC12003_35704__bin.10	YuJ_2015__SZAXPI015246-34__bin.44	NielsenHB_2014__MH0127__bin.2	QinJ_2012__CON-049__bin.3	LoombaR_2017__SID0006_evh__bin.65	HeQ_2017__SZAXPI029585-104__bin.20	HeQ_2017__SZAXPI029555-35__bin.91	QinJ_2012__CON-023__bin.42	BackhedF_2015__SID130_12M__bin.8	QinN_2014__LD-76__bin.25	LiuW_2016__SRR3992999__bin.11	HeQ_2017__SZAXPI029480-66__bin.2	FengQ_2015__SID31428__bin.43	NielsenHB_2014__V1_CD20_4__bin.10	GeversD_2014__SKBSTL059__bin.3	BackhedF_2015__SID130_4M__bin.2	HeQ_2017__SZAXPI029598-166__bin.49	BackhedF_2015__SID591_12M__bin.5	QinJ_2012__CON-035__bin.6	CosteaPI_2017__SID713A037-11-0-0__bin.30	QinJ_2012__T2D-038__bin.20	QinJ_2012__CON-065__bin.22	QinJ_2012__CON-029__bin.9	NielsenHB_2014__V1_UC7_0__bin.5	FengQ_2015__SID532826__bin.1	CosteaPI_2017__SID713A037-11-90-0__bin.13	KosticAD_2015__PRJNA231909.3112359__bin.15	LeChatelierE_2013__MH0236__bin.16	BackhedF_2015__SID624_12M__bin.9	YuJ_2015__SZAXPI017587-113__bin.24	ZellerG_2014__CCIS16383318ST-4-0__bin.38	LiuW_2016__SRR3992985__bin.77	YuJ_2015__SZAXPI015254-45__bin.10	VatanenT_2016__G80466__bin.1	FengQ_2015__SID531333__bin.39	YuJ_2015__SZAXPI015257-56__bin.49	WenC_2017__RA134__bin.31	LiJ_2014__V1.FI10__bin.30	VogtmannE_2016__MMRS93621581ST-27-0-0__bin.23	HeQ_2017__SZAXPI029587-106__bin.17	LeChatelierE_2013__MH0127__bin.13
NielsenHB_2014__V1_CD25_0__bin.12	1.0	0.9896309138396339	0.985598659356786	0.9891547707445529	0.9896091734610727	0.9890161302177268	0.9872822074405985	0.9881267043347368	0.988414667176992	0.9883028056710073	0.9873505637846354	0.9890976353390236	0.9888153894124914	0.9838345811512509	0.9893100824932816	0.9873524654443083	0.9899596990800406	0.9880257704743797	0.9891988493031535	0.9867178077630803	0.9887072450553863	0.9891993454235436	0.9826959780663879	0.9885440186968731	0.9908715575193962	0.9842046884504186	0.9898630720824994	0.9895433085932757	0.982558226790577	0.9889694173998494	0.9901607467049761	0.9890649835851983	0.988796243631479	0.9892449753266832	0.984775083765412	0.9881790507932056	0.9896942065454297	0.9850115954331207	0.9878009480743271	0.9868110079769767	0.9891064500949903	0.983609408352727	0.9842713581552264	0.9888177015479801
KarlssonFH_2013__S205__bin.25	0.9896309138396339	1.0	0.9850824449760561	0.9905492486853125	0.9897352790995763	0.9896147220771147	0.9886113586398799	0.9886857666380232	0.9895974458244191	0.9886237934562409	0.9883212807608404	0.9912714009195606	0.9898511129198819	0.9834855157628278	0.9908839298200429	0.9883293268972106	0.9906145598105617	0.9882494242790176	0.9912166539389783	0.9880400598043485	0.9894667441093826	0.9898748725380122	0.9838143836358794	0.9891945248483451	0.9918853820247034	0.9855449172595077	0.9911912848342239	0.9894881325569188	0.983770512858954	0.9888494102295278	0.9899033701905549	0.9890543025306406	0.9897749280603507	0.9908099029770466	0.9843041746182879	0.9894387161582452	0.9908085176812882	0.985438361938552	0.9888593649129694	0.9870848690572823	0.9916706291753923	0.9836152097096494	0.9853982311855817	0.989913777593499
VogtmannE_2016__MMRS81130264ST-27-0-0__bin.26	0.985598659356786	0.9850824449760561	1.0	0.9852370199246703	0.9854713044071924	0.9847015457823332	0.9841539107216364	0.9863402581439324	0.9839154957640595	0.9852437875003641	0.9836649845201111	0.9843842107467168	0.9849640119768003	0.9856700096369012	0.9863033391025531	0.9830185625008293	0.9854006583796425	0.9867417829709678	0.9845909298032657	0.982769576111777	0.9841601905531325	0.9847120329091765	0.9814418801386366	0.9852591817503397	0.9865872316177428	0.9809182396495985	0.9856161935962184	0.9855321851757413	0.981614469104222	0.985368993357334	0.9862330365179094	0.9855989832867676	0.984609469529916	0.9855668947512817	0.9857594488540671	0.9846554232886086	0.985636016698484	0.9848153273750079	0.9848227302051747	0.983308642073608	0.9846034295870009	0.986046613500247	0.981168659315617	0.9846019268995834
XieH_2016__YSZC12003_35704__bin.10	0.9891547707445529	0.9905492486853125	0.9852370199246703	1.0	0.9882377689576961	0.988797960587956	0.9884651808243944	0.9875066865785919	0.9870450240961586	0.987234542007619	0.987531444352027	0.9899270668334966	0.9890545156395654	0.9835843451298965	0.9900249961172503	0.9882026583484502	0.9887176224133878	0.9883659246389078	0.9897680881603965	0.9875329385296108	0.9886956734514104	0.9884838139582509	0.9833920051078957	0.9876303873751108	0.9901217599980552	0.984515933252047	0.9925199064014089	0.9878798401381248	0.9833558297242082	0.9875888167430367	0.9883758471606824	0.9877042322117646	0.9887645125407599	0.9896272636348133	0.9840513400864154	0.9887654108374784	0.9955116892981055	0.9846327842455688	0.9887399830020703	0.9861584598859524	0.9898204014005252	0.9831515319054698	0.9846604435914877	0.9889041838931824
YuJ_2015__SZAXPI015246-34__bin.44	0.9896091734610727	0.9897352790995763	0.9854713044071924	0.9882377689576961	1.0	0.9880025153736908	0.98808945404391	0.9886544155904768	0.987977865663877	0.992616830776872	0.9874712719760724	0.9887593981852921	0.9886444893673829	0.9836938028174672	0.9899624775431102	0.9866278060708384	0.9889122719611262	0.9875627932652498	0.9886265953303792	0.9863444951245971	0.9877031934944601	0.9893877925991255	0.9828512032483755	0.9932073144579022	0.9918741035856574	0.9850378178186758	0.9889274520864246	0.98981492735208	0.982926983424716	0.9911629130518255	0.991979512692925	0.9917235450628756	0.9882505359154901	0.9890946318503698	0.9844940842006983	0.9882104520072432	0.989078948343784	0.9848050834075907	0.988471855680724	0.9876831682800876	0.9889048928813854	0.9832859029425475	0.9842306768212843	0.9880466365882866
NielsenHB_2014__MH0127__bin.2	0.9890161302177268	0.9896147220771147	0.9847015457823332	0.988797960587956	0.9880025153736908	1.0	0.9876926174005344	0.9884600341711439	0.9873972897686749	0.9874029243366196	0.9875741223184954	0.9890681610546478	0.9880054469944832	0.9841971446510525	0.9891193408047775	0.9867673413278283	0.9897409911217975	0.9879331221683172	0.9889626366306654	0.986281937347852	0.9910002484761494	0.9880513864368439	0.983310067680814	0.9875769754479535	0.990003251136411	0.9840035661829294	0.9895004113086738	0.9882285851164893	0.9831845707437078	0.9878831051787484	0.9890465286819617	0.9884434805484069	0.9888180740844292	0.9887634608887003	0.9844870207528744	0.9877322791079719	0.9892572834005751	0.9847463586957328	0.9883021651946347	0.9857251463283216	0.9888947547747687	0.9827605400437524	0.9840097803652955	0.9992016391717303
QinJ_2012__CON-049__bin.3	0.9872822074405985	0.9886113586398799	0.9841539107216364	0.9884651808243944	0.98808945404391	0.9876926174005344	1.0	0.9870192876013015	0.9866359766780473	0.9865658635134616	0.9874548372710861	0.9885975500511307	0.9881914604570659	0.9826400843894489	0.9872835664458106	0.9862874182210887	0.9879494925237307	0.9872442415286324	0.9886055607714148	0.9857107814045499	0.9872539150681862	0.9878031990846469	0.9821357805286596	0.9868244541366967	0.9900960815382132	0.9846828554055754	0.98849873156484	0.9870389270545363	0.9821752036719802	0.9866864050016824	0.9873408562932132	0.9866704354926774	0.9889047892225157	0.9876556532510065	0.9831371314723812	0.9888121676077867	0.9887501469748052	0.9839368319578636	0.9955923724595812	0.9859756747987716	0.9883190049034118	0.9821833226459636	0.9852170424619143	0.9875153112326601
LoombaR_2017__SID0006_evh__bin.65	0.9881267043347368	0.9886857666380232	0.9863402581439324	0.9875066865785919	0.9886544155904768	0.9884600341711439	0.9870192876013015	1.0	0.9865049074436694	0.987684339139365	0.9868365767723666	0.9882216734971755	0.9876109998462259	0.9852756382573294	0.988975579002336	0.9858860032974394	0.988364780731528	0.9881653863159267	0.9884036609750678	0.9854823519982367	0.9881465641386485	0.98758382713894	0.9832260588435022	0.9883064448724231	0.9892121222075616	0.9840076332265802	0.9889691885221777	0.9882895308150078	0.9831493334183478	0.9879168083766906	0.9889955805896951	0.9879613868188323	0.9876810578686882	0.9884186784729764	0.985413545161493	0.9872405736544204	0.988250419861964	0.9857677413468136	0.987773914172974	0.985666876794115	0.9881368362238354	0.9871926497738339	0.9834417415980033	0.9888757226471327
HeQ_2017__SZAXPI029585-104__bin.20	0.988414667176992	0.9895974458244191	0.9839154957640595	0.9870450240961586	0.987977865663877	0.9873972897686749	0.9866359766780473	0.9865049074436694	1.0	0.9875203370066692	0.9863867523740455	0.9888797781607473	0.987769274693777	0.9826042319112837	0.9901451597008322	0.986383412841616	0.9889609834591272	0.9862772621728907	0.9888906093292525	0.9867694376291563	0.9872324786387688	0.989031217750258	0.9813593490661334	0.9877920172662578	0.9951223030786379	0.9837315150601211	0.9887698439969762	0.9877646485802823	0.9814740538221831	0.9878324660795571	0.9883848675766054	0.9878641658612446	0.9875930422951883	0.9893420594789484	0.9834243400347282	0.987763401550721	0.9883995622624009	0.9834540964310344	0.9870068892474068	0.9864958880294566	0.9884344153874777	0.9820674653188982	0.9833291587398556	0.9876985351856078
HeQ_2017__SZAXPI029555-35__bin.91	0.9883028056710073	0.9886237934562409	0.9852437875003641	0.987234542007619	0.992616830776872	0.9874029243366196	0.9865658635134616	0.987684339139365	0.9875203370066692	1.0	0.987006337647527	0.9879741858248815	0.9874905860224422	0.9834813722938053	0.9889154459301176	0.98557780230175	0.9879951114805554	0.9873764195545854	0.9880015799718211	0.9854982931239237	0.987057851810676	0.9887672992845441	0.9822996567418358	0.9986005172063972	0.9920018572188888	0.9848935555686196	0.9876562893397297	0.9887476996547581	0.9824041396713732	0.9905056749831243	0.99130844611434	0.9904347962445991	0.9879384226777124	0.988470684376107	0.9838369008861961	0.9880902845358963	0.9877389649614381	0.9843212302620525	0.9868427995281034	0.9867580936990157	0.9879171901558536	0.9827760096647224	0.9837258194900907	0.9877220929573429
