	BritoIL_2016__W1.22.ST__bin.88	CosteaPI_2017__SID713A053-11-90-0__bin.39	BritoIL_2016__W2.15.ST__bin.13	BritoIL_2016__W2.8.ST__bin.10	BritoIL_2016__W1.2.ST__bin.88	BritoIL_2016__M1.44.ST__bin.98	CosteaPI_2017__SID713A056-11-90-0__bin.20	BritoIL_2016__WL.14.ST__bin.42	LiuW_2016__SRR3993004__bin.64	LiuW_2016__SRR3992955__bin.18	LiuW_2016__SRR3993055__bin.60	LiuW_2016__SRR3993002__bin.65	RaymondF_2016__P14E90__bin.91	LiuW_2016__SRR3992997__bin.34	BritoIL_2016__W2.34.ST__bin.44	LiuW_2016__SRR3992995__bin.49	LiuW_2016__SRR3992991__bin.50	BritoIL_2016__W1.44.ST__bin.43	CosteaPI_2017__SID713A053-11-0-0__bin.71	BritoIL_2016__W3.19.ST__bin.82	BritoIL_2016__M2.31.ST__bin.71	BritoIL_2016__M1.57.ST__bin.67	CosteaPI_2017__SID713A056-11-0-0__bin.68	BritoIL_2016__W2.9.ST__bin.86	BritoIL_2016__W2.36.ST__bin.17	LiuW_2016__SRR3992989__bin.9	LiuW_2016__SRR3992970__bin.1	BritoIL_2016__W3.22.ST__bin.107	BritoIL_2016__WL.1.ST__bin.4	BritoIL_2016__M2.44.ST__bin.15	LiuW_2016__SRR3993030__bin.22	LiJ_2014__MH0402__bin.38	LiuW_2016__SRR3993009__bin.6	CosteaPI_2017__SID713B012-11-0-0__bin.41	LiuW_2016__SRR3992998__bin.70	BritoIL_2016__W1.27.ST__bin.23	BritoIL_2016__W1.4.ST__bin.36	LiuW_2016__SRR3993034__bin.29	CosteaPI_2017__SID713A084-11-0-0__bin.32	BritoIL_2016__M1.27.ST__bin.63
BritoIL_2016__W1.22.ST__bin.88	1.0	0.8638026436476165	0.7555611750687914	0.9366861825694129	0.7108558637715696	0.925320062233728	0.44720473267785044	0.813371143609042	0.7606262376025442	0.5585010972337708	0.7807134376848367	0.7206832851864868	0.7284673230067634	0.7750981509896534	0.5479589737435387	0.5494226664495058	0.7221175111652108	0.9082159664657928	0.8795935948978629	0.7420868443385309	0.8521815021816094	0.7296256332667563	0.8295189101382686	0.648201029513874	0.8903794885861971	0.7520814224607182	0.7429547733955099	0.9463469830357373	0.6018734409422495	0.5355834840601078	0.7802564355332299	0.8984340845384332	0.6370159956110649	0.8011719185303925	0.8068375665412277	0.8931257875652554	0.9041281277591572	0.5353364993099429	0.66966245060305	0.8889399050207017
CosteaPI_2017__SID713A053-11-90-0__bin.39	0.7658798056962945	1.0	0.7086536972521777	0.887716266427508	0.6586408241091642	0.8794005010550277	0.4622075872689841	0.7447203487814217	0.7531225684722952	0.5442779116816885	0.7718560792111566	0.7234031839890402	0.7256923233315504	0.775983560378841	0.5219712724650596	0.5419379448003427	0.7269478110431616	0.8554441044330164	0.9590254033188957	0.7117313759822304	0.7799585589300185	0.7050952945099608	0.8478384995330517	0.616061597276784	0.8520225085243008	0.7462033728584743	0.7446329444155736	0.8809633291182895	0.5482533852565936	0.5085385515006474	0.7830006108805135	0.8657088921591634	0.6273999386269344	0.8058730033565177	0.8163007242211748	0.8451413148086747	0.8707479438597958	0.531059901442077	0.7116159452164635	0.8420878622887213
BritoIL_2016__W2.15.ST__bin.13	0.8021906512796243	0.8485861334595362	1.0	0.9341257417452401	0.6927064372565438	0.9206343969565692	0.4554150815464706	0.7795281726673705	0.7609521187520477	0.5605955804725327	0.7719144763187593	0.7254951035712985	0.7294757271833704	0.780369461938913	0.543165136153482	0.5429165604863665	0.7259615384615384	0.8965748889657432	0.8533380811096145	0.7783296625286686	0.8293997324256435	0.7349779524190906	0.8324878726928537	0.6578466862645164	0.8946613682696858	0.7420580927591103	0.7476752202482799	0.9103392688121155	0.5995343614620118	0.5344337025374059	0.7776072572718337	0.8920732234518912	0.6273025956532818	0.795378995413011	0.8049437547781135	0.8988046752703047	0.8979559912992828	0.5421623011394663	0.6575696694455568	0.8973934253158106
BritoIL_2016__W2.8.ST__bin.10	0.7595648547198666	0.8118930731266509	0.7134575281523704	1.0	0.6578227095787571	0.8977299979146393	0.42418627485054916	0.7421964062282775	0.7091933998331711	0.5113808563881551	0.724204521757264	0.6800978381760044	0.6894311309606562	0.7280928506881691	0.5105102182677603	0.5037349680244683	0.6785711803141944	0.8747102217433615	0.8262247150006952	0.7112913596552204	0.7800956659252051	0.6960165264840817	0.7911055018768247	0.6182490789656611	0.8738665195328792	0.698167489225636	0.6896996211594606	0.8890227478103712	0.541981787849298	0.5010578861393021	0.7315845266231058	0.8653117614347282	0.5775132941748923	0.7521722507993883	0.7631030168219102	0.8580794696232448	0.8789074447379397	0.49503684137355763	0.6286632837480884	0.8668983734186014
BritoIL_2016__W1.2.ST__bin.88	0.8104510368392666	0.8469305294174777	0.743851927050788	0.9248756519757944	1.0	0.9186073998603662	0.46680214691605293	0.7789521842677989	0.7592434118300279	0.5350706323653642	0.7616842552770412	0.7288599196525157	0.7307009362063942	0.7787811541964366	0.5692399973368174	0.5462028575459994	0.7207317155110226	0.912179723285561	0.8559438141782707	0.7572729010792608	0.839947005110745	0.7377412669296864	0.8192132738881671	0.6770891170511484	0.8936473934100891	0.7324167343151681	0.735600947750924	0.9419811023987579	0.602237806319439	0.5479046067560543	0.7699456185455236	0.8819837533648639	0.6205905546199804	0.7786412760309296	0.8034931670432383	0.8909408425307809	0.8959110985689058	0.5347560591983943	0.6676726899792871	0.895335093721425
BritoIL_2016__M1.44.ST__bin.98	0.7454109939339795	0.7989956862415057	0.6985267619189428	0.8918232804849364	0.6490654961901248	1.0	0.41716742087306674	0.725705814186849	0.6919898748600024	0.5015345240946826	0.7143510695919948	0.6610352588794586	0.6774197725080437	0.7121754161082949	0.5045893297597545	0.49752158497715804	0.6627685309267783	0.8493861687825447	0.816065135811101	0.7075910496524608	0.7694096473680463	0.6922790412623192	0.7761774359571948	0.6096443469047326	0.8453257545840428	0.6858418518734314	0.6771888709778356	0.8819445793168336	0.5349159798964611	0.4968219749202095	0.7332474465959288	0.8442856187189929	0.5694817231728028	0.7360821405219238	0.7558132157677692	0.8478561764001372	0.8554068722337673	0.483890626045261	0.616085852210073	0.8473417191590005
CosteaPI_2017__SID713A056-11-90-0__bin.20	0.7831378881031883	0.9128991975471381	0.7511579883605399	0.9160468993495375	0.7170004981906578	0.9068561730138283	1.0	0.7734433418366629	0.8134787311994011	0.5317861589312638	0.7951892233198262	0.7526947798813537	0.7834155989030424	0.7989186166624603	0.5786592385282453	0.532800366278028	0.760875989931107	0.8934312951925071	0.9201909824676293	0.7758620527894455	0.8315393153115287	0.7523448267450512	0.9321710135599803	0.6716323109009933	0.8990615063746825	0.7602117357206455	0.7776493469574248	0.9042957920246337	0.6084427836004267	0.5834929075851638	0.8232276937713032	0.9100714260918679	0.6454946582890575	0.859520554821144	0.8518806931886735	0.8956529815913392	0.9001845463322002	0.5276683457536987	0.7646363442750763	0.8725391867764625
BritoIL_2016__WL.14.ST__bin.42	0.8456953937510097	0.8733178473347928	0.763394553162096	0.9516413487302038	0.7103800754246116	0.9366600377680109	0.45922113226045447	1.0	0.7679462112223355	0.5732342897887108	0.7934607864436237	0.7383579271043968	0.744606917450715	0.7953909657581176	0.5675902560760262	0.5575154442197675	0.7470456836956946	0.9156180194633378	0.8878223232340112	0.7606126439278731	0.842276776015642	0.7437334625690046	0.8396369146097584	0.666931265562593	0.9147629472417654	0.7636040040776082	0.7558676894110307	0.9317368271528602	0.6012578195936875	0.5389812663981685	0.7845630218865066	0.8939365074059838	0.6485853707448319	0.8211712539759466	0.8337672755226524	0.8965758117615602	0.9032041533670906	0.5519427129464062	0.670666844922765	0.8995187085345677
LiuW_2016__SRR3993004__bin.64	0.8020670322257714	0.895692496471899	0.7557684029029295	0.922217376222689	0.7022231838894871	0.9058061979329678	0.48983940784396585	0.7788341052407979	1.0	0.6045114498037936	0.8305856139347847	0.7903731708391852	0.7668040997156051	0.8526287601535303	0.5695287315671548	0.5999415843631396	0.801883989030967	0.8944191033821185	0.8931841267653217	0.7517499268392169	0.8276055125378939	0.7434429295046422	0.866338356475492	0.6616395698710902	0.8983274145600693	0.8110016869351225	0.8161822613065894	0.911179984565617	0.5948152450123554	0.5475132678068827	0.8341826386919416	0.9029176181334791	0.6909270459879079	0.8203284156481594	0.8829207140492431	0.8814258612916748	0.903713630051625	0.6015494267471303	0.7056349056593114	0.8830111057503811
LiuW_2016__SRR3992955__bin.18	0.8337671000601461	0.9164216564503538	0.7882471878479198	0.9414438913274381	0.7006265756369733	0.9294322588075707	0.4533419500147166	0.8230527686421049	0.8558268175012477	1.0	0.9137150800455575	0.8561451441587858	0.788602306028691	0.8966222182409173	0.5930529605978783	0.7163629499763254	0.8715048052928606	0.9182012464328219	0.9196305171288535	0.7712846960060402	0.8449685192531641	0.7575774541545628	0.8779897111705464	0.6885965473554893	0.9199904342039594	0.8838403631803232	0.8940604084818857	0.9217604263977579	0.6306299028703787	0.5569268840459158	0.8688374198584646	0.9171030994458876	0.7989991106049166	0.854287172235517	0.9066990965281599	0.9113548238485852	0.9202359776307538	0.7023669746490409	0.70059298337663	0.9029783537872874
