	BritoIL_2016__W1.22.ST__bin.88	CosteaPI_2017__SID713A053-11-90-0__bin.39	BritoIL_2016__W2.15.ST__bin.13	BritoIL_2016__W2.8.ST__bin.10	BritoIL_2016__W1.2.ST__bin.88	BritoIL_2016__M1.44.ST__bin.98	CosteaPI_2017__SID713A056-11-90-0__bin.20	BritoIL_2016__WL.14.ST__bin.42	LiuW_2016__SRR3993004__bin.64	LiuW_2016__SRR3992955__bin.18	LiuW_2016__SRR3993055__bin.60	LiuW_2016__SRR3993002__bin.65	RaymondF_2016__P14E90__bin.91	LiuW_2016__SRR3992997__bin.34	BritoIL_2016__W2.34.ST__bin.44	LiuW_2016__SRR3992995__bin.49	LiuW_2016__SRR3992991__bin.50	BritoIL_2016__W1.44.ST__bin.43	CosteaPI_2017__SID713A053-11-0-0__bin.71	BritoIL_2016__W3.19.ST__bin.82	BritoIL_2016__M2.31.ST__bin.71	BritoIL_2016__M1.57.ST__bin.67	CosteaPI_2017__SID713A056-11-0-0__bin.68	BritoIL_2016__W2.9.ST__bin.86	BritoIL_2016__W2.36.ST__bin.17	LiuW_2016__SRR3992989__bin.9	LiuW_2016__SRR3992970__bin.1	BritoIL_2016__W3.22.ST__bin.107	BritoIL_2016__WL.1.ST__bin.4	BritoIL_2016__M2.44.ST__bin.15	LiuW_2016__SRR3993030__bin.22	LiJ_2014__MH0402__bin.38	LiuW_2016__SRR3993009__bin.6	CosteaPI_2017__SID713B012-11-0-0__bin.41	LiuW_2016__SRR3992998__bin.70	BritoIL_2016__W1.27.ST__bin.23	BritoIL_2016__W1.4.ST__bin.36	LiuW_2016__SRR3993034__bin.29	CosteaPI_2017__SID713A084-11-0-0__bin.32	BritoIL_2016__M1.27.ST__bin.63
BritoIL_2016__W1.22.ST__bin.88	1.0	0.8238050438464901	0.7341292207068585	0.9088878078469359	0.6968634544005075	0.8976583059739236	0.428777312977361	0.7902231542042055	0.7256728057467619	0.5333263327532853	0.7466675810281422	0.6893864063022365	0.6963485903117687	0.7407281603332847	0.5307954087624402	0.5261525240662798	0.6914094310671455	0.8814623211637536	0.8403128402067599	0.7205322012395312	0.8389316543370736	0.7070476910944049	0.7932421543499318	0.6379010689457126	0.8627182680850699	0.7191917330293082	0.7111403516291349	0.9343829560163557	0.5859276554343074	0.5200480896988607	0.7466440076463478	0.867693323161062	0.6105720188244169	0.7654121698655031	0.7710451365970323	0.8672775744275955	0.8740517071414489	0.5125903289129671	0.6399915993039423	0.8622660877615574
CosteaPI_2017__SID713A053-11-90-0__bin.39	0.7304164343008933	1.0	0.6765762949859345	0.8473283240497862	0.628740930609484	0.8395673863909502	0.4503889969303967	0.7126918739591044	0.7226915984453423	0.5240362006082203	0.7442529254336254	0.6978535577852114	0.7009084353763471	0.7490995925246466	0.4996537077026997	0.5228215649371686	0.7007060752684596	0.8150927388823072	0.9548755960360219	0.679984590230282	0.7434672361884476	0.6742586542197783	0.8223221249901432	0.5888242117693779	0.8125413864422528	0.7192814031060851	0.718590243582667	0.8407715715399985	0.5234067941693687	0.4881405576208531	0.7555722658346785	0.8297932981752439	0.6054661930363422	0.7798526286388004	0.7869656339334149	0.8041325164191951	0.8326724169872285	0.5129144700777805	0.6986378219592069	0.802125066147054
BritoIL_2016__W2.15.ST__bin.13	0.7794360233353962	0.8101746514252429	1.0	0.9086339373475554	0.6738061542102006	0.8931238396010047	0.4372150196585242	0.7579987895445776	0.7260377607484801	0.5360599675998399	0.7396781371728129	0.6944328151734683	0.6983531435436311	0.7459357594015071	0.5271391159124831	0.5202210901379738	0.6953668226000218	0.8692594379118279	0.8161654956496415	0.756761599439368	0.804662187374859	0.7125998853252757	0.7961537323892387	0.6398690341839892	0.8680131466380283	0.7100885316174597	0.7151482125304889	0.8832996969310859	0.5832631784921184	0.5196204130110307	0.7453288252211583	0.8626155848410936	0.6019825758127343	0.761044268084022	0.7691130228621356	0.8716393934981251	0.8700842313153009	0.518546475117405	0.6291296552477338	0.8709966234664531
BritoIL_2016__W2.8.ST__bin.10	0.7370229737244544	0.7749548171833728	0.6939876442374531	1.0	0.6382407375225914	0.8726748227443348	0.4070467815932156	0.7210703983039066	0.6767391039899902	0.48909790768803	0.6936883080772974	0.6504422702627555	0.6603855310718755	0.6968020123731405	0.4955056130960656	0.48271192478798836	0.6499478659808148	0.8495442617822883	0.7899485611010706	0.6902978590296122	0.7561066314472404	0.6746776379813707	0.756956850410121	0.6008510878632003	0.8492735993326845	0.6684758619491172	0.6598359516196302	0.862510426803837	0.5275311066314473	0.48824421312387045	0.7008671625191158	0.8368157409981927	0.5542628249687196	0.7193152196580008	0.7294335638815514	0.830841616849715	0.8570767586542473	0.4739990268316419	0.6013294174892256	0.8433685527596274
BritoIL_2016__W1.2.ST__bin.88	0.7944982069329483	0.8084829693752333	0.7235561549752342	0.8973440862382485	1.0	0.8910526228988498	0.4477524510747102	0.7568581531562072	0.7248993518571116	0.5116181338298091	0.7298891541891067	0.6975131616802238	0.6997334984995165	0.7451395391594727	0.5521870775786295	0.5234411983344114	0.690550405310728	0.8872478146327221	0.8175225194684141	0.7356992900419573	0.8222679931270345	0.7155824887196506	0.7833110078008038	0.6640431875363058	0.8664108545456433	0.7007902200118621	0.7043513104262985	0.9248634355421257	0.5863136850322422	0.5334214138200849	0.7380741647471595	0.8524291462117756	0.5958651036961431	0.7447767110795114	0.7679604480743542	0.8662361595441804	0.8677974197670447	0.512026162714345	0.6385798640188769	0.8691699360897271
BritoIL_2016__M1.44.ST__bin.98	0.7231274856981319	0.7628045688291566	0.6776532635881235	0.8669329587117853	0.6295959654813003	1.0	0.40042468617892496	0.706039477687791	0.6608272317064485	0.47925144745048026	0.6841918770136447	0.6329641066808228	0.648674042567884	0.6814534280245402	0.48939557748041107	0.47667570851163465	0.6349800712557806	0.8244816044851003	0.7801636163927138	0.6864974395825645	0.7463415055211362	0.6708910856903632	0.7432210979259865	0.5920345445952857	0.8210638302463741	0.6565169259453475	0.6486093038210967	0.8559938368713058	0.5201732408864028	0.4834879510402438	0.7018772078610102	0.8171523151654831	0.5468451729711415	0.7042751310420133	0.7228253715464575	0.8200072938988047	0.8280612255907951	0.4637538546528816	0.5892943692396003	0.8210625354714383
CosteaPI_2017__SID713A056-11-90-0__bin.20	0.7508680808025842	0.8895564789648142	0.7211389520357797	0.8790334913595351	0.6877404755046878	0.870460108626204	1.0	0.7430039864634749	0.7854017940492956	0.5151835565183698	0.772799728293758	0.731624411154592	0.760981069693214	0.7762617311703165	0.5560586457658016	0.5179484677588082	0.7391150970533571	0.8566730809104787	0.8982021040345938	0.7452707070460671	0.796695053839305	0.7237875249681712	0.9227635602149256	0.645430859862064	0.8622197912102655	0.739072877506082	0.7552664194164883	0.8672354734265479	0.5839704575754534	0.5628137733298181	0.8005473529751176	0.8773221923766509	0.6281321040252116	0.845386388605601	0.8264082329993611	0.8553436342773937	0.8668648796226885	0.5127385756250604	0.746583265860242	0.8355633072729268
BritoIL_2016__WL.14.ST__bin.42	0.8216274781775542	0.8357587303709398	0.7423107560843819	0.9245536634413454	0.6902310087624013	0.911276926419225	0.4411481920932279	1.0	0.7346680258694163	0.5486594584356913	0.7616766100146505	0.708518413297905	0.7147713029963736	0.762459265696285	0.5510887548254483	0.5351905390575823	0.716767771297426	0.8904839096018762	0.8511199496426523	0.7399962120579109	0.8173069959948083	0.722851874752809	0.8049894996017091	0.6497206392709326	0.8878891692708768	0.7321685411409504	0.7251602912259005	0.9051048090153022	0.5841023412824412	0.5243943470534824	0.7532863182874046	0.8664594439523834	0.6234273077201602	0.7860832121748915	0.7988112546444069	0.8687868001359202	0.8758507550816914	0.5296484455511177	0.6431513449979668	0.8724377078493959
LiuW_2016__SRR3993004__bin.64	0.7652092511386529	0.8595007892325406	0.7210918865538954	0.880014620857659	0.6704584102133583	0.8650146830019536	0.4729327700423824	0.7450841038284276	1.0	0.5817892359302493	0.8007399690634404	0.7613879419730474	0.7382013407349072	0.8220255198370238	0.545275508255587	0.5781413658412021	0.7738247101533607	0.853409518472109	0.8584776681652857	0.7181880531548399	0.7887444253743063	0.7111036035781555	0.8332470845851642	0.6320634052587633	0.8567867784058745	0.7825367752986598	0.786643948219114	0.8695608206210588	0.5675525430010271	0.5255260514532161	0.8049392285294287	0.8650790870890144	0.6681183950501505	0.78962009497908	0.8515282411921761	0.8389400669124568	0.8652497014249122	0.5806367417407408	0.6791444877445801	0.8414190593161642
LiuW_2016__SRR3992955__bin.18	0.7961845590775886	0.8823399088849928	0.753747936475436	0.9004213429225906	0.6699176509732158	0.8881377730570876	0.4391884109901079	0.7877680982301677	0.8236582291440052	1.0	0.8829541673598402	0.8268278988521045	0.7606367492929629	0.8653014345494797	0.5680691168754719	0.6924876508452452	0.8414829223346941	0.8764828583494363	0.8873083641528992	0.7370181910087916	0.8067725196114814	0.7256520097769474	0.84688087864556	0.6587738185122147	0.8783744225330483	0.8534889561445043	0.8621013718439271	0.8805499212981329	0.6030890482832756	0.5350431260637549	0.839138662452171	0.8797509053913978	0.7725252101915718	0.8239317661210858	0.8736979000038392	0.866765097321577	0.8819008100533636	0.6777078561099523	0.6764761398973677	0.8623933045826242
