	HMP_2012__SRS015217__bin.3	YuJ_2015__SZAXPI015246-34__bin.38	LoombaR_2017__SID1015_aao__bin.3	XieH_2016__YSZC12003_37208R1__bin.67	LoombaR_2017__SID5362_xgk__bin.23	HMP_2012__SRS014923__bin.28	YuJ_2015__SZAXPI003415-12__bin.35	HMP_2012__SRS014979__bin.67	XieH_2016__YSZC12003_37284__bin.35	FengQ_2015__SID31750__bin.10	FengQ_2015__SID31501__bin.24	VogtmannE_2016__MMRS42570301ST-27-0-0__bin.62	VincentC_2016__MM068.1__bin.6	RaymondF_2016__P5E0__bin.23	ZeeviD_2015__PNP_Main_133__bin.18	Obregon-TitoAJ_2015__NO10__bin.2	FengQ_2015__SID31489__bin.59	LoombaR_2017__SID0013_eop__bin.26	XieH_2016__YSZC12003_35629__bin.65	LoombaR_2017__SID1035_bai__bin.20	FengQ_2015__SID31865__bin.13	FengQ_2015__SID31866__bin.19	XieH_2016__YSZC12003_36694__bin.76	RaymondF_2016__P21E90__bin.21	LiJ_2014__MH0382__bin.43	XieH_2016__YSZC12003_37405__bin.106	XieH_2016__YSZC12003_37222__bin.43	XieH_2016__YSZC12003_37134__bin.30	KarlssonFH_2013__S77__bin.15	HMP_2012__SRS014235__bin.3	XieH_2016__YSZC12003_37232__bin.109	Bengtsson-PalmeJ_2015__TRAVELRES53__bin.53	FengQ_2015__SID31685__bin.27	RaymondF_2016__P5E7__bin.24	ZellerG_2014__CCIS23164343ST-4-0__bin.74	LeChatelierE_2013__MH0456__bin.11	YuJ_2015__SZAXPI015235-21__bin.54	ZellerG_2014__CCIS22275061ST-4-0__bin.14	VogtmannE_2016__MMRS25641480ST-27-0-0__bin.32	KarlssonFH_2013__S350__bin.1	VogtmannE_2016__MMRS62192467ST-27-0-0__bin.17	FengQ_2015__SID31137__bin.54	FengQ_2015__SID530177__bin.7	ZellerG_2014__CCMD25963797ST-21-0__bin.42	HMP_2012__SRS023914__bin.23
HMP_2012__SRS015217__bin.3	1.0	0.6560034899356891	0.5141529190504311	0.8784018074649198	0.42017332883168756	0.9372155773960145	0.8858770919213635	0.7943006998821606	0.5773457383839943	0.3766160386213362	0.737209466914644	0.4022607234113812	0.558661201266494	0.8492076291293609	0.939573913813594	0.5840966600804959	0.5147411495671806	0.44886629299912867	0.7745603644012637	0.5041355969959636	0.9045991427536072	0.8541134174955457	0.9282463189183984	0.8150616404476739	0.5516964127220222	0.5167007577383639	0.9433624122633494	0.475051252629344	0.7926852897122312	0.5481090187224376	0.791153415236988	0.80243228097695	0.5860845002225685	0.7840915551213762	0.809949720020064	0.7879604953511999	0.6290833388443687	0.8769047395291294	0.720987685833081	0.9441281561313073	0.723251657854811	0.5608014167035036	0.4913643041921383	0.9546381840886933	0.5015873715687037
YuJ_2015__SZAXPI015246-34__bin.38	0.9272005435593627	1.0	0.5985570313700003	0.8928104653762415	0.4898910749454883	0.9302823895840382	0.8996683653807785	0.8239034930685796	0.6419248036129425	0.3790419164949823	0.7957361419420221	0.48738482024113616	0.6105930667756992	0.8657062909999491	0.9154733487006559	0.6352828186810814	0.5731238756700884	0.5351359417696181	0.8125654919611266	0.5722962923282369	0.9074183499387511	0.8766004363124329	0.9205060830655348	0.879560385979623	0.6427354417212422	0.5954068577906805	0.9324765240187753	0.5426481464374286	0.8367851502905561	0.5760936645051472	0.8284885452954293	0.8166400006996741	0.6617807909925698	0.8340744595427083	0.8487665236525396	0.863876752396794	0.6686829672525162	0.8976338441136905	0.7686669512737077	0.9336971274549407	0.7798267541186483	0.5974304466490254	0.5633213313706016	0.9310979472762724	0.5760144045417599
LoombaR_2017__SID1015_aao__bin.3	0.9620472638093991	0.7923957036058247	1.0	0.9226552080717677	0.5572185602028507	0.9567169330987776	0.9302476367733481	0.8734824369004192	0.6813148245571505	0.35818650078912917	0.8437314341165769	0.5649477568251896	0.6643056712374168	0.9169507555884892	0.9525067967867499	0.688895675022053	0.6254520035053112	0.6186946551241296	0.8617088174785061	0.6441276992668805	0.9319062191774676	0.9200718140129951	0.9604740709007796	0.9441885573734191	0.7383919131805923	0.712874926821926	0.9540720296576533	0.6481120599636877	0.8891875913142963	0.6134757649415336	0.88542611167354	0.8625793561487312	0.7185265536003612	0.8862069190095108	0.899864896450764	0.9237218531257259	0.722742479030728	0.9475672315640099	0.8222024266536797	0.958264798614664	0.8342770802292201	0.6416152219077605	0.6310833683695599	0.9484587557882138	0.6740878339507187
XieH_2016__YSZC12003_37208R1__bin.67	0.9300274999303902	0.6687969967914018	0.5220810191516787	1.0	0.4413681501997389	0.9290627912347452	0.9190348982142242	0.8219887248647524	0.6094788771380418	0.3770098780274082	0.7468769808057365	0.4147633187944581	0.5763069837375338	0.8248181548676842	0.9243584032023743	0.5935730582575952	0.5223696947163773	0.464343449398654	0.7758944028879021	0.5183270084039394	0.911877791554131	0.8522108044098161	0.9340943449071079	0.8209224678853553	0.5803693245565043	0.5304517915901642	0.9303161754950888	0.4894967136027202	0.8065619845810397	0.56431323059486	0.8622427921191981	0.8059232131187279	0.5952551564416826	0.767727136485807	0.8210702861532364	0.7864451876759693	0.6242938709059254	0.883903696193741	0.772023284038739	0.9388998717543449	0.7770323169223663	0.5592202565895827	0.5161093249168369	0.9311007178808511	0.5003677030597153
LoombaR_2017__SID5362_xgk__bin.23	0.9252234176816339	0.7632206891500846	0.655751972735123	0.9179447787453865	1.0	0.9229343125616347	0.9733806369639381	0.903419861733963	0.7210016878743853	0.38019838911039994	0.8175946001645295	0.5253121545690981	0.6748184811174376	0.8812892907691495	0.9154572504509231	0.6627444735313704	0.5982961155044292	0.5737418863656879	0.8280795191516686	0.6212254887767424	0.9104455749928891	0.8728124483716526	0.9275278516305616	0.8961071587334299	0.731561547802953	0.644628352542627	0.9273387960737759	0.5908718526933604	0.8425218308071991	0.6706439300392247	0.8596253974850502	0.8258449165345265	0.6819702314142208	0.8577058874625508	0.8570194965671939	0.8628376387471919	0.6849797914938625	0.8953679685384303	0.8008240097150712	0.9274690911196688	0.8165002920993513	0.6467633177717333	0.6347778767528091	0.9194069787048502	0.6275605531322759
HMP_2012__SRS014923__bin.28	0.9366265908670155	0.6577702952097264	0.5109828716441978	0.8769391967911533	0.4188703718519395	1.0	0.8985397010915042	0.8010695898153591	0.5840681593926134	0.3764500857442005	0.7311423632006067	0.4061036266105783	0.5571660855695042	0.8369955788690114	0.9459740034869695	0.5823903790253104	0.5103756859825914	0.44591081134459354	0.784006938381284	0.5053168361259622	0.9192276876661692	0.844756037748319	0.9274473041304472	0.8159810029346662	0.5599314664789841	0.5111803712451403	0.954561950909561	0.4691280295994314	0.8003503202314958	0.5416393703666342	0.7922849157843923	0.7926080266775195	0.5951992523615889	0.7640598651823663	0.8119347733411869	0.7801044854053206	0.6171959153526759	0.893622308874689	0.7205473405770467	0.9489473193970503	0.7295040054542355	0.5569013356152074	0.49055615655727663	0.9654739004857099	0.4909712535659113
YuJ_2015__SZAXPI003415-12__bin.35	0.862020289905249	0.6193825119050217	0.4837695058334042	0.8446435116784745	0.43013876585172367	0.8748917126597779	1.0	0.856598208244364	0.6209931802495934	0.35372120836252985	0.690556365489248	0.38817521060993904	0.5838100736015222	0.7644525496353041	0.8616100963315146	0.5482041424282406	0.48738748841861723	0.4270171551231672	0.7150705118990005	0.4838707370915093	0.8427129676112659	0.7851921625179412	0.8679323459083379	0.7596901646118102	0.5584762926930601	0.484641825745254	0.8677494522598656	0.4405802620873509	0.7545793032128317	0.5808201764058162	0.7739107102671076	0.7434973028831716	0.5464011723257073	0.713692412021005	0.7618250528171266	0.7325402422475297	0.5798184009073933	0.8231681846337724	0.7036389062207172	0.8724595281945988	0.7104737096025187	0.5091307584215752	0.5150326536664155	0.860676059221415	0.46844219017778316
HMP_2012__SRS014979__bin.67	0.8853743217995794	0.6497567401892107	0.5203457970757093	0.8653768393209245	0.4573129253166947	0.8934808267471124	0.9812397240727633	1.0	0.6600540060058403	0.37362517038532733	0.7304652845014661	0.42357598388096607	0.612008145733448	0.8007981059962703	0.8846574317316322	0.5859517998122205	0.524031120702216	0.45804835192879206	0.752925971939983	0.5180455412714	0.8631537472701706	0.818980300395475	0.8812760212127039	0.7901818391872889	0.6064114026473634	0.5229870390758973	0.8919974721326768	0.47866400660073405	0.7937917233899288	0.605569498677008	0.8038234424345466	0.7736080133049279	0.5719450697534467	0.7495169721460404	0.7997880798812972	0.7728773285994736	0.6074546221088379	0.8529409736082719	0.7347877479478321	0.8950426383623696	0.7350084621479458	0.5499327080339107	0.5438208214534203	0.8833659087950297	0.502107561961632
XieH_2016__YSZC12003_37284__bin.35	0.8842602382462819	0.6956019032692375	0.5576835936319972	0.8816581401010394	0.5014900017947547	0.8951188003219896	0.977432884763125	0.9069464114679494	1.0	0.3456519846255271	0.7435526547265131	0.4608675358491885	0.6284905165280322	0.8552053513306359	0.8847264006046487	0.613540743004751	0.55810236972776	0.5228487673352276	0.7635087868939074	0.5621148015137541	0.8659685485528531	0.8227505000731525	0.8832698653578581	0.7925796666731822	0.6372919224784437	0.5654934420374198	0.8901260652283751	0.588186723198478	0.8099129692054449	0.6399135674570103	0.8266160344450743	0.7895042982301823	0.6582846291403006	0.7849368548434388	0.8386100898384307	0.7807834489261977	0.6309996191329144	0.8466829320013055	0.7533876735299745	0.8945264720394396	0.7230894895492559	0.7230154485139372	0.5635825909979132	0.8758853086593064	0.5298441643521439
FengQ_2015__SID31750__bin.10	0.9354571600381936	0.6661082367768348	0.47547775534238734	0.8844540035004332	0.4288616675664304	0.9356329501812656	0.9029052443098748	0.8325670932379392	0.5605573027836321	1.0	0.768634235466574	0.4120309621196257	0.6153634821433718	0.8266152040222322	0.9340710115329861	0.6299992123064627	0.5630346950185108	0.42132766706307506	0.8112936041205978	0.49858311223480184	0.8958717173832437	0.8907709214285302	0.917391120580511	0.8521739381026576	0.5613305872927742	0.5168210994280577	0.9303976699640927	0.39789762673700835	0.7950431022061183	0.590496381412738	0.8071428434199732	0.8193492114419211	0.6061858918323865	0.7828021525166808	0.7987942525268632	0.8272809011214066	0.6370183302049732	0.9207119212613856	0.758778460232043	0.9338308610643085	0.8008816404006094	0.5323597953533766	0.5098509722251574	0.9243333903290446	0.5276259493148027
