	QinJ_2012__T2D-102__bin.52	HeQ_2017__SZAXPI029601-32__bin.23	FengQ_2015__SID532749__bin.65	VatanenT_2016__G69157__bin.5	BackhedF_2015__SID130_4M__bin.7	ZeeviD_2015__PNP_Validation_10__bin.17	FengQ_2015__SID31870__bin.24	BackhedF_2015__SID130_12M__bin.23	LiJ_2014__MH0335__bin.24	Obregon-TitoAJ_2015__NO21__bin.23	FengQ_2015__SID531775__bin.40	LiJ_2014__V1.CD2-0-PN__bin.1	QinN_2014__LV-10__bin.21	YuJ_2015__SZAXPI003434-7__bin.11	LiJ_2014__V1.FI10__bin.38	KosticAD_2015__PRJNA231909.3105829__bin.10	FengQ_2015__SID531403__bin.37	WenC_2017__RA074__bin.11	YuJ_2015__SZAXPI017452-17__bin.41	BackhedF_2015__SID590_12M__bin.1	BackhedF_2015__SID1_12M__bin.3	WenC_2017__RA064__bin.26	BackhedF_2015__SID195_12M__bin.36	VatanenT_2016__G80392__bin.8	VogtmannE_2016__MMRS68910755ST-27-0-0__bin.23	LiJ_2014__O2.UC19-1__bin.21	VatanenT_2016__G78694__bin.4	BackhedF_2015__SID256_12M__bin.4	FengQ_2015__SID31865__bin.25	WenC_2017__RA107__bin.12	WenC_2017__N290__bin.87	WenC_2017__N310__bin.122
QinJ_2012__T2D-102__bin.52	1.0	0.8727493204281088	0.8140167756474784	0.5580581838602136	0.7886240217168738	0.8780596061487003	0.7452902020262706	0.5608340986308021	0.8820591794621543	0.9581142171221464	0.7198036506221899	0.8654729660968112	0.8273384691026218	0.7614724118947458	0.8786769529185727	0.9321212819723709	0.634126708738614	0.5268499865740871	0.8258420009146786	0.9534825837096471	0.9500887091138039	0.7478405124162106	0.9513411812596326	0.9683969950477386	0.8358746522443344	0.7564668146991063	0.9413066907638302	0.9355004432390414	0.526902709336956	0.709624479056189	0.8288453592320623	0.5259929351497755
HeQ_2017__SZAXPI029601-32__bin.23	0.5042406545324973	1.0	0.4327206743110021	0.5961742194415194	0.757264544940312	0.8141504151042037	0.41699102493671336	0.6769586440106444	0.8167789302251611	0.8868743197154219	0.7200293135576621	0.8146020195751943	0.5357736267947736	0.7423456584162957	0.8113936797334436	0.5400388981984346	0.7183188837612595	0.5609763440723106	0.8002154950275692	0.8769390213536303	0.8735957314699602	0.7207819876759797	0.8592782758414277	0.8857667376128435	0.8090456906838779	0.415007507260206	0.8417510635728042	0.8352157270282974	0.568718438603221	0.7067383283267222	0.7956155050159974	0.5515326747346249
FengQ_2015__SID532749__bin.65	0.872423897974336	0.8027004474464017	1.0	0.5240182132367918	0.7494464411256464	0.8427741676905589	0.804479720362425	0.4687661386229689	0.8527967042714377	0.8940944959493289	0.6747577153294743	0.8428267311445035	0.7915983889301366	0.7187796080080422	0.8673495535391631	0.880767032201686	0.5628435514497657	0.4871212967404088	0.7973501448780199	0.8888046413529833	0.8919321668626845	0.7336852894603705	0.9081893861245622	0.9074870069712281	0.7676688765218762	0.8585208644060002	0.8809523183768405	0.9417419528637226	0.4683160640485686	0.6708299112334671	0.8229373772150568	0.5175456809266937
VatanenT_2016__G69157__bin.5	0.44856301066303594	0.8294091646229058	0.39300326656801426	1.0	0.8024187090724257	0.8316581639315503	0.36308280446862956	0.7001533005444609	0.8257222643540015	0.8704381261558521	0.753992294072921	0.8312195992109778	0.5219644545757822	0.7737622003531185	0.8388038122607913	0.48215361887346025	0.7442467946585773	0.5920199946091034	0.8176304988747612	0.8707653250035603	0.8647737424895792	0.7480164801781065	0.8618166336264819	0.8795385904924097	0.8020673645266186	0.3790312844476573	0.8437738839143823	0.867960481869291	0.605195661461544	0.7294804683477	0.8106794944383587	0.5748272720239564
BackhedF_2015__SID130_4M__bin.7	0.5127894095469224	0.8522525919846098	0.45469004811051905	0.649121681065806	1.0	0.8437992680376577	0.415722879583385	0.6998771027174929	0.843580022155793	0.914541144280134	0.7351378199544846	0.8444988617152442	0.5541646951146836	0.7747794685400098	0.8434719937303651	0.5507364867800713	0.7394665309202467	0.5989506493465078	0.8336143002528503	0.9119958989061225	0.8972534071806614	0.7603985332051875	0.9013178272015575	0.9180670166893952	0.8338036489690062	0.435108201828989	0.9110288252526609	0.8784755953422607	0.5912854146876404	0.7448057660869672	0.8276930669269978	0.5919016949301183
ZeeviD_2015__PNP_Validation_10__bin.17	0.519574724952623	0.8338353981838602	0.46530855222490186	0.6122445055822066	0.7678813443729559	1.0	0.43059279928724203	0.6785348412691503	0.850584194534168	0.8890320595977097	0.7459613526149452	0.8438023286522316	0.5670517765260015	0.7790726020599169	0.8427249206998726	0.5576427765056867	0.7249257785632819	0.5675560179582503	0.8228287871796435	0.888904366803356	0.8907573633759653	0.7416694962229052	0.8825023144318976	0.8970037901543051	0.8091293818217699	0.4463501626632074	0.8692277052734222	0.8802854659481045	0.5938070445792958	0.7131098419221248	0.8092850074148884	0.5722603365865975
FengQ_2015__SID31870__bin.24	0.8302683402733053	0.8040284847321754	0.8362073263430502	0.503216381657712	0.7122426023904829	0.8106545246181763	1.0	0.44405804307130814	0.8256979981874346	0.8708331995877677	0.6682254000927454	0.8043822559815	0.7360244990004938	0.6905601127697079	0.8241367605890633	0.8550343765942756	0.4887739094386579	0.45889936164095224	0.7645515744527985	0.8600561526488794	0.8568203067428937	0.6966356900554083	0.9000282060860948	0.8897114715449764	0.7427707391565356	0.8961442348604004	0.8693327450804966	0.8628965669846738	0.44439269155039907	0.6420183264434447	0.7566251861909012	0.4803885746911502
BackhedF_2015__SID130_12M__bin.23	0.421796898738	0.8812168057029065	0.3289508446607179	0.6551158927343824	0.8095090552221237	0.8624165978516815	0.29978896737870003	1.0	0.8399679278367105	0.9399167949599305	0.8298805962028882	0.8563862381095313	0.5485672420383252	0.810176687373407	0.835704395721437	0.45357259277804596	0.9385132920120671	0.6215802871463751	0.8214978474857056	0.9549560390970552	0.9198970518599872	0.749082812667859	0.8998883744863082	0.9492903872497014	0.862486680784689	0.29990976822375265	0.8935924373138134	0.8838652028555106	0.6389401062955222	0.7466073174881355	0.8300235285004696	0.5855973117662329
LiJ_2014__MH0335__bin.24	0.48385770038522524	0.7754898548385198	0.43648693412160744	0.5635208006497208	0.7116675662542016	0.7885209267601229	0.4065819541059025	0.6126517318321151	1.0	0.8230724865776495	0.6907930999113864	0.7777534524824412	0.525418980792545	0.7114637718444234	0.7819618406737995	0.5214813095976741	0.6559822571071618	0.5196179022963864	0.7740192394029429	0.8182964334296817	0.8220494789958922	0.6896877002002633	0.847342181239144	0.8288496881710125	0.7541933390167088	0.4204110526519336	0.7934560471619274	0.813724847280303	0.5508989990197019	0.660047720176151	0.7596587956961042	0.5259920264596438
Obregon-TitoAJ_2015__NO21__bin.23	0.55130441960418	0.8832587137684738	0.4800245094580828	0.6231148741509173	0.8092978611723338	0.8645051685748392	0.4497965305782652	0.7191088406193824	0.8633608294553736	1.0	0.7606987241535983	0.866469311675081	0.5743841592987783	0.7854293599884861	0.859825160221587	0.587843901420335	0.7607043682429667	0.5834408062017254	0.8379222131603232	0.9722815243556566	0.9343807587349338	0.7587751479456926	0.9231021043987211	0.9587586389842897	0.8572930806286386	0.46655453742454556	0.9087985709165719	0.9023322082781858	0.591437422570149	0.7429745197585459	0.8348440679209714	0.5734176089944208
