	XieH_2016__YSZC12003_36695__bin.8	XieH_2016__YSZC12003_37199__bin.80	LiuW_2016__SRR3992987__bin.97	FengQ_2015__SID31137__bin.52	XieH_2016__YSZC12003_37296R1__bin.49	CosteaPI_2017__SID713A062-11-90-0__bin.58	QinJ_2012__T2D-084__bin.22	LiJ_2014__O2.UC47-1__bin.24	VincentC_2016__MM034.2__bin.23	BackhedF_2015__SID42_4M__bin.11	IjazUZ_2017__S33_a_WGS__bin.8	VincentC_2016__MM058.1__bin.1	YuJ_2015__SZAXPI003424-12__bin.38	XieH_2016__YSZC12003_37652__bin.56	LeChatelierE_2013__MH0101__bin.17	ZellerG_2014__CCIS58234805ST-4-0__bin.18	VatanenT_2016__G69211__bin.2	ZeeviD_2015__PNP_Main_319__bin.19	ZellerG_2014__CCIS44093303ST-4-0__bin.45	QinJ_2012__DLM022__bin.52	HMP_2012__SRS012273__bin.44	NielsenHB_2014__MH0101__bin.36	FengQ_2015__SID31873__bin.55	CosteaPI_2017__SID713B026-11-0-0__bin.28	VatanenT_2016__G78521__bin.10	FengQ_2015__SID530227__bin.21	IjazUZ_2017__S34_a_WGS__bin.12	LiJ_2014__MH0336__bin.3	ZeeviD_2015__PNP_Main_448__bin.40	CosteaPI_2017__SID713A089-11-90-0__bin.48	ZeeviD_2015__PNP_Main_381__bin.25	VogtmannE_2016__MMRS44197125ST-27-0-0__bin.14	XieH_2016__YSZC12003_37880__bin.55	ZellerG_2014__CCMD45988061ST-21-0__bin.51	LiuW_2016__SRR3992973__bin.26	IjazUZ_2017__S32_a_WGS__bin.1	KarlssonFH_2013__S58__bin.29
XieH_2016__YSZC12003_36695__bin.8	1.0	0.9041833277201294	0.5419731998512477	0.8665470109904713	0.816919049929521	0.8809751501400233	0.8165296249181387	0.7994915616431895	0.5797671272945228	0.8386197155471752	0.6645956292938494	0.947688486451087	0.8338876551983782	0.811597099847825	0.8835377622902563	0.8092264679007662	0.7948493796666648	0.8203173152337945	0.7161786247084705	0.878902914388909	0.8163091712466288	0.8326135393930434	0.8492022108066303	0.8174538621958911	0.8121497439832541	0.967690666540885	0.5134091341160758	0.7962894468985634	0.8157536510032871	0.7251434530724166	0.8195189076772237	0.9478127343129166	0.8263923741724359	0.5750518921770152	0.7576242025631299	0.5263731905326581	0.7763614703929138
XieH_2016__YSZC12003_37199__bin.80	0.9352082274492339	1.0	0.5470879511443515	0.8586048837502285	0.8066120167129917	0.8675309040267267	0.8138733418680194	0.8002115971479453	0.5863463169735985	0.8260011336942652	0.6692734792737871	0.9247760686094754	0.8155633227445516	0.8074242844094133	0.8636980297785876	0.8051732572499838	0.7970983257409135	0.8185256233198916	0.7221589334647003	0.8660369621217902	0.8135891002331793	0.8169031702833477	0.8445979141036951	0.8110078708605918	0.8101053181446265	0.9508767686827893	0.5193868115153708	0.7942286900208875	0.8103706698330382	0.7321369898914988	0.8182636926454001	0.9173706146505962	0.8186109999281588	0.5874063850696243	0.7571041444393724	0.5326084353576365	0.7803212272575085
LiuW_2016__SRR3992987__bin.97	0.9008491243435086	0.8791835938583098	1.0	0.8894661158178451	0.8430080858513378	0.8970789300325748	0.8333742868588901	0.837452110668218	0.6492418976557055	0.8511764019730357	0.7064908629019382	0.8935604325839636	0.8452637964778692	0.8413200675780977	0.8148414620504234	0.8362297196388568	0.8369439363763875	0.8384424051607179	0.7850819532632629	0.8974367554864179	0.8334565126144826	0.7601250022707694	0.8724202864324635	0.8442319110508547	0.8507860686623304	0.8968327308225157	0.5502480636312616	0.8119021303163493	0.8449231810658944	0.7647358593212933	0.8363289164079583	0.8808814122942802	0.8397391340098155	0.6277142865338116	0.8429626704630745	0.555683807549663	0.7871230164231604
FengQ_2015__SID31137__bin.52	0.8339442545358927	0.7988889657749423	0.5149914887138962	1.0	0.7914431819754488	0.9690403697911621	0.7797369113027112	0.7811071591679699	0.5530149328092779	0.8109320896245347	0.6470923232351191	0.8212746169921253	0.7979408223424721	0.7672089901324439	0.7584694908451776	0.7629703696527672	0.7591725369168385	0.7828833192631857	0.7658673900106564	0.9787796338071051	0.7750515520987586	0.7182811353917268	0.8213660960183788	0.769375147044577	0.8732190652808725	0.8362478375797502	0.49793791604965604	0.760957000705814	0.7700653223909103	0.7011921336341116	0.7831733949651937	0.8138076587735444	0.782388280720207	0.5219962079798497	0.729891775191331	0.5119887346554659	0.7367358179830328
XieH_2016__YSZC12003_37296R1__bin.49	0.7952178240413461	0.7591366269995142	0.49370164384673854	0.8005379632986683	1.0	0.8131411149264868	0.7678393697304304	0.7472850561550812	0.5423465166771423	0.9599440618958761	0.7573057599728988	0.7849819629011102	0.9310439679657765	0.7784268738075006	0.7191804983754712	0.7738096004681108	0.7788396902966428	0.773920608767836	0.6554125995120114	0.8078113166872213	0.7694142037429255	0.6811803835875698	0.7726641012037331	0.7856662107813837	0.7435309318397841	0.7977572963809614	0.5840408420952432	0.7465596526126146	0.7871902301497422	0.6785556602334114	0.7677154827881141	0.7777874212058048	0.774191480217985	0.4951691091758928	0.7025393323543698	0.6124423085806755	0.7300378940059717
CosteaPI_2017__SID713A062-11-90-0__bin.58	0.828390011281546	0.7886863523312153	0.5074901325348402	0.9468216343353847	0.78547078041714	1.0	0.7804936754784787	0.7768453941394646	0.5489132705625209	0.8105009923244109	0.6446791682729878	0.8147868439567328	0.7942412595738652	0.7651324908931569	0.7511270390248461	0.7626659119493113	0.7576013185737952	0.7833126421602585	0.7527756619338623	0.9634206383194216	0.7721675348124873	0.7110838383976338	0.814673528176077	0.7696659334495608	0.8631747106221916	0.8296343213216352	0.49344113928064487	0.7567100723801168	0.7699589588632616	0.6936150884694703	0.7790589732914164	0.8065097887661331	0.7833052049670173	0.5166008294769233	0.7259299635455833	0.5098025587460513	0.7333503892964998
QinJ_2012__T2D-084__bin.22	0.7912142885211306	0.7624777497814343	0.48583413202339804	0.7851007213432374	0.7643380310894113	0.804304258971224	1.0	0.7522183332046697	0.6405312238811628	0.7890227795974936	0.6302999553811179	0.7939523160432611	0.7794149491927215	0.942632129441021	0.7199359728797461	0.9409571795292695	0.9224945494454411	0.9911539791765546	0.6476464166801601	0.7981295184978849	0.9630523049791161	0.6840565113050758	0.7906329331940236	0.9520595055915736	0.736290562841696	0.7927696787802797	0.48548269910514197	0.9363903631018289	0.9538464904225472	0.7626088752279367	0.9815380666507441	0.7795697636146812	0.894814817704973	0.49685689099754826	0.7827778082792691	0.5004087045000971	0.8426861124356809
LiJ_2014__O2.UC47-1__bin.24	0.8496627582497877	0.8222156063925012	0.5354493935639422	0.8625780940877966	0.8158529985730286	0.8780031999491383	0.8250009284406827	1.0	0.5927613109674138	0.824475652617385	0.6734052865947378	0.8444103056762953	0.8112797213730407	0.8095473962473267	0.7729932728932458	0.8072492954166819	0.8052935332081453	0.8268975455390603	0.7247195536026632	0.8728282320548463	0.8174520561637075	0.7329825992640637	0.8473467763393272	0.8142030486782595	0.8144266385908241	0.8520418588436993	0.513071298589733	0.8006028827662917	0.8124056180824483	0.7243863847650754	0.8252497352606795	0.8312709214364956	0.8158831060322052	0.546580747823437	0.7740230396949274	0.5313096943420443	0.7664157864565033
VincentC_2016__MM034.2__bin.23	0.8406846155225616	0.8220190648728654	0.5663850767345077	0.8332426256759806	0.8078845181004524	0.846470929968267	0.9585121942369985	0.808773036095809	1.0	0.8295165219306092	0.6786202677189589	0.8496064955857693	0.8177232753346487	0.9427382368850281	0.7762898941660589	0.9499154020768091	0.9398820925568425	0.9640140828329815	0.7207269707854616	0.8426939465254379	0.9595767059399544	0.7331145089295954	0.8488485132076605	0.9509440477635245	0.795583934193367	0.8398759619703455	0.5217902730529862	0.9256718518082936	0.9508197678467837	0.8108044705738104	0.9591046090750196	0.8339903904099277	0.91040689995425	0.5745994370703638	0.8576963674815343	0.5347318577386977	0.8706769460337399
BackhedF_2015__SID42_4M__bin.11	0.8049748456964373	0.7665598359911248	0.49154418960848295	0.8088292254274492	0.9465773003081239	0.8273696712230516	0.7816001024779398	0.7446674615700823	0.5491143194976151	1.0	0.7510869646238533	0.8013936392450756	0.954045186918713	0.7687713110357312	0.732111843407524	0.7692033637721158	0.7680705021722729	0.7853680716616748	0.6624990371987743	0.8221606060112476	0.7776594502356688	0.6928951205095848	0.7812686779986876	0.7785083717464565	0.7542769770001626	0.8102365026311046	0.580231226894496	0.7559193295424962	0.7790602397464775	0.6878304409726239	0.7824759410122402	0.7908184238329676	0.7855319204150578	0.5007039836918726	0.7104052654667288	0.6058461566493468	0.7374273343892168
