	ZeeviD_2015__PNP_Main_364__bin.14	Obregon-TitoAJ_2015__SM11__bin.23	Obregon-TitoAJ_2015__SM01__bin.37	WenC_2017__N021__bin.24	RampelliS_2015__H21__bin.9	CosteaPI_2017__SID713B044-11-90-0__bin.58	QinN_2014__LV-11__bin.4	LiuW_2016__SRR3993043__bin.20	LiuW_2016__SRR3993054__bin.15	LiuW_2016__SRR3992980__bin.37	CosteaPI_2017__SID713B044-11-0-0__bin.44	LiJ_2014__MH0400__bin.45	LiuW_2016__SRR3992978__bin.42	ZeeviD_2015__PNP_Main_293__bin.1	YuJ_2015__SZAXPI015220-136__bin.34	LiuW_2016__SRR3992956__bin.43	ZeeviD_2015__PNP_Main_634__bin.23	LiuW_2016__SRR3992966__bin.11	Obregon-TitoAJ_2015__SM42__bin.24	NielsenHB_2014__O2_UC12_2__bin.35	ZeeviD_2015__PNP_Main_538__bin.7	LiuW_2016__SRR3993034__bin.53	LiJ_2014__MH0357__bin.54	LiuW_2016__SRR3992961__bin.41	LiuW_2016__SRR3993001__bin.60	Obregon-TitoAJ_2015__SM25__bin.54
ZeeviD_2015__PNP_Main_364__bin.14	1.0	0.7645586814654854	0.8446023044957827	0.5505619868525033	0.8777111522591112	0.8464988441617358	0.609391368220039	0.825280862527241	0.6446413498006782	0.6231312763738132	0.81720401957202	0.8417187862894132	0.8532487451459841	0.5667377385961717	0.5587521509512431	0.676667101750045	0.8179441599780389	0.5978804832193079	0.5021761025530169	0.7925886476150014	0.8154346389449989	0.5838237994597237	0.6465098396786317	0.5380499114187695	0.5085830481293222	0.6144040523341725
Obregon-TitoAJ_2015__SM11__bin.23	0.795745467638501	1.0	0.828180340790767	0.5400434016796255	0.8514125008514903	0.8029427506544311	0.5977734743725732	0.7887957493601658	0.6241340586409241	0.6107324763285682	0.7801761368612606	0.7924850867547026	0.8187779410476738	0.5350866573894766	0.5379305378499626	0.66026449723144	0.786269888381779	0.5863446249063361	0.5157116026508111	0.7529210498146184	0.7782232559044774	0.5737293331127568	0.6088282519632935	0.5226457508198635	0.4953283833360905	0.6285357285351446
Obregon-TitoAJ_2015__SM01__bin.37	0.7909370714014533	0.7451629217339653	1.0	0.5277756374604411	0.8748068460890799	0.8409644596803907	0.5895880410586025	0.7992022375733565	0.6153256683510575	0.6063719426345143	0.7960259677308635	0.8223558402878081	0.8138966446206198	0.5213866734658711	0.5585233584894559	0.6618100920554378	0.7959531191116952	0.5902566372797204	0.48392602222723446	0.780455976318595	0.8033633647096072	0.5803306626842755	0.6407841593479489	0.517667191083329	0.4861696196041238	0.620974588440325
WenC_2017__N021__bin.24	0.7904506007974836	0.7449614950508978	0.809148402186905	1.0	0.862759469446798	0.8035554925529893	0.8659495113184468	0.8062526109373171	0.6551565273701404	0.6500178805578734	0.7856384218286709	0.8323485602660713	0.7913800676346868	0.7664874315249807	0.47514333978751666	0.742682126637306	0.8186315413040887	0.7113900764514663	0.6420543203830842	0.7889460565584061	0.7948729513874346	0.702437447579896	0.566326667590227	0.6731578998237718	0.5753786328944274	0.7569828142602013
RampelliS_2015__H21__bin.9	0.7316394836833514	0.6819023557477076	0.7786961395965387	0.5009181193424208	1.0	0.7796890802096492	0.5494546776387903	0.7604210442305942	0.575558260205933	0.5640276788820705	0.7418557046854327	0.7610108852478642	0.7662620914290987	0.497326074838729	0.536641846788484	0.6193062571781657	0.7290169981456796	0.5375169439002583	0.45345399925926944	0.7353160138718636	0.7416836157628465	0.5499154519641207	0.61015405699635	0.4837216972955852	0.4649540285642671	0.5687498363284703
CosteaPI_2017__SID713B044-11-90-0__bin.58	0.7784802289851065	0.7094837447952459	0.8258652463096375	0.5147170808113535	0.8601954710642153	1.0	0.5802734228554487	0.8136754764847952	0.6194993667964717	0.6068978942973161	0.843900368640707	0.7963485377848126	0.8258332593850668	0.5332457648280032	0.5371000172660604	0.6772048105582991	0.7852514825767566	0.5999605150651536	0.4878886497321697	0.7608227587312266	0.7733265507295426	0.5825021892126333	0.6384947847555132	0.5236493435113664	0.490327910689755	0.6126431586847252
QinN_2014__LV-11__bin.4	0.7788165284515929	0.7340271969027078	0.8046330330043256	0.7708376550438544	0.8424133068852616	0.8063996367373276	1.0	0.7941414334536243	0.647878498195636	0.6422675238391129	0.7861788112707024	0.8274397151255886	0.7861329254594556	0.6975599263915111	0.5123026551633487	0.7171751547451186	0.8123581005186052	0.6708997920799178	0.5990406997586215	0.8031622971584256	0.7922763664173219	0.6522816241665272	0.6130755442965371	0.6332762947207419	0.553285376287551	0.7175895609779414
LiuW_2016__SRR3993043__bin.20	0.8138061410619439	0.7473437388208376	0.841562180299006	0.5537602922053256	0.899555156926858	0.8724673780517039	0.6127427514772168	1.0	0.6627863064158158	0.6525732080701658	0.8363411196237679	0.8279867587085905	0.8592021148301431	0.5681791527845288	0.5698409525586775	0.7200424264194447	0.8018766609699807	0.6279840296099823	0.5042666137565748	0.7908300811574919	0.805389084638199	0.6304380055747371	0.6403815132335466	0.5514947715633826	0.5359112497132602	0.6379220053121536
LiuW_2016__SRR3993054__bin.15	0.8471000885112757	0.7880088599737857	0.8634395353968927	0.5996434976156999	0.90731970066381	0.8851894244506379	0.6661488355680669	0.8832240907935986	1.0	0.7249161944181379	0.8873611697445755	0.8346711592323256	0.881152111124162	0.6279582596353689	0.5500073964169888	0.8014939287948657	0.8363480080539855	0.7137616112688959	0.583738498080126	0.8148792319914447	0.828442442360779	0.6848448153082733	0.6369607557418066	0.6639608722169446	0.6110629756989614	0.7149027727471767
LiuW_2016__SRR3992980__bin.37	0.8506820205535405	0.8010790404535503	0.8839691982812142	0.618079722576218	0.9237247982223965	0.9009114710976048	0.6860642747443061	0.9034367545665458	0.7531109082442897	1.0	0.8972930554194033	0.8457677760350293	0.9026698771362285	0.6302216081756691	0.5470496152338006	0.8184573407835833	0.8430668561905695	0.7397456948665163	0.6003440226448388	0.8176577868182858	0.8394504827958044	0.7207202929451361	0.6332937130346699	0.6508471391693624	0.6269932686337941	0.7528704293696696
CosteaPI_2017__SID713B044-11-0-0__bin.44	0.8233062634914331	0.7551969688006664	0.8563838946435172	0.5512963644673566	0.8966126211803396	0.9244871606959912	0.6197455236418703	0.8544667876664611	0.6803224115758898	0.6621822389533681	1.0	0.8350383703987831	0.8624807319068319	0.5678280210354262	0.5676053382084921	0.7178977836841687	0.8215605959158236	0.6372948897117143	0.5356629750048888	0.794842424582677	0.8066920899367332	0.6281712992356063	0.659102358365621	0.5734715800571138	0.5438664445615843	0.6538649788488994
LiJ_2014__MH0400__bin.45	0.7704519974188203	0.6969575286403106	0.8038012491677065	0.5306586971889448	0.8356490348818699	0.7926118011943947	0.5926196748192918	0.7685688317423476	0.581403182656116	0.5670769509901084	0.758672027578227	1.0	0.7747314837161455	0.5064640748747494	0.556243870126269	0.6182397655713769	0.8126525728781009	0.5496978068531346	0.4720042996838568	0.8466984692646206	0.7524785657678753	0.5403018336987723	0.6894844316184235	0.4883133154978613	0.45808886583856673	0.5636810223388432
LiuW_2016__SRR3992978__bin.42	0.8129542829002554	0.7495372986794928	0.8280757255163832	0.5251786486769628	0.8758349825716429	0.8555819560382076	0.5860674343078152	0.8301691951028134	0.6388880772363779	0.6299871790577498	0.8156595801087962	0.8064233704610907	1.0	0.5459273375414151	0.5415682884434064	0.6857418864245535	0.7995585718938435	0.6128317748417337	0.5097393550189463	0.7675557468679913	0.7898031817887031	0.5862203021295307	0.6294608718953401	0.5395068890293642	0.510360091022276	0.6241037277655713
ZeeviD_2015__PNP_Main_293__bin.1	0.7949868215069649	0.7211715218641273	0.7809946404663676	0.7488836053670882	0.8368998854226561	0.8133622154977399	0.7656326725899936	0.8082466308804829	0.6703351702082118	0.6475650215934226	0.7906125271229335	0.7761539575350342	0.8037521981642444	1.0	0.4417145471257035	0.7437160832175669	0.7676477439175379	0.6941346262806012	0.5944806666470808	0.736178845580798	0.76923892104236	0.6627554382268631	0.5225125594396203	0.680612506138072	0.5748802813650232	0.7520916660720955
YuJ_2015__SZAXPI015220-136__bin.34	0.7535112136414691	0.6970009365926286	0.8043076199905281	0.44629975301593416	0.8681795050130654	0.7875977382574132	0.5405778630254716	0.779300546370918	0.5644460964967805	0.5403927636745298	0.7597768518887447	0.8195155238841207	0.7665372652403089	0.42465321611383156	1.0	0.5636875422084522	0.7923074323693877	0.4778498617302805	0.41185311685619597	0.7491742400209006	0.7622078569883075	0.5441068552830733	0.7609298140583713	0.3953298475477362	0.41937006706447055	0.5164811554234362
LiuW_2016__SRR3992956__bin.43	0.8345871702249065	0.7824403483773772	0.8716464341413889	0.6380153135853062	0.9163398879734523	0.908229195448639	0.6921225769519425	0.9006074601027086	0.7522813773277937	0.7394434836999666	0.8788774650245701	0.8330575645596456	0.887701296981981	0.653922105431161	0.5155426110036584	1.0	0.8199119969334082	0.7910123212596275	0.6053580481198443	0.8168943008350559	0.8317392252980909	0.7301302332833152	0.6210568025244951	0.6637745925856563	0.6427494338936813	0.7300799537243545
ZeeviD_2015__PNP_Main_634__bin.23	0.8097489038749621	0.7478853172931172	0.8414426716053076	0.5644775513740347	0.865802527918699	0.8453066002981253	0.6292675937232263	0.805035621749668	0.6300821436584696	0.6113656373964318	0.8073008110695855	0.8789275191252622	0.8307809534529143	0.5417649371796875	0.5816341945100816	0.6581082151803969	1.0	0.5875641180386526	0.5358664848986144	0.8436745384278742	0.7959863422190858	0.581085484053704	0.6887956434907463	0.5290901699373315	0.49900439782915035	0.6146967763816062
LiuW_2016__SRR3992966__bin.11	0.8173495880588713	0.7701637436588062	0.8616773576049844	0.6773806127426168	0.8815361206465487	0.8918563784152461	0.7176493024558992	0.870608458060947	0.7425575015006172	0.740778234865241	0.8647747131443834	0.8209919718262332	0.8793145937699081	0.6764868891568014	0.4844114768833384	0.8767586874738607	0.8113757514589475	1.0	0.6319024552857001	0.7939568333553185	0.8020504514122162	0.7491142013086813	0.5778909759482008	0.6920140582515535	0.6351220075854023	0.7706417937461846
Obregon-TitoAJ_2015__SM42__bin.24	0.7984969980399247	0.7878813107766085	0.8216872585586785	0.7110833460199052	0.864977806428286	0.8435614854707035	0.7453061666254354	0.8131267959428343	0.706348479514358	0.6992455850729795	0.8454305743211098	0.8199448371995661	0.8506970874802565	0.6738716483662867	0.48561164341852364	0.7804281480142343	0.8606907362652001	0.734977116595939	1.0	0.8022119831014862	0.7994062684351748	0.7063645359569164	0.5618773668385697	0.6798053959161925	0.6302272640773373	0.8042993206340748
NielsenHB_2014__O2_UC12_2__bin.35	0.7660827761267731	0.6992201578337212	0.8055390374752966	0.5311371134814405	0.8526216512931036	0.7996319309814559	0.6074244965078268	0.7751608720437808	0.5993831536306781	0.5789108959924868	0.7625669253367912	0.8940834586197086	0.778659009828549	0.5072632358624011	0.5369578238886265	0.6401725897389645	0.8237133038044282	0.5613468246184745	0.48764047949466605	1.0	0.7634894475675164	0.5551404044855113	0.7041049708837959	0.5054330124869457	0.4660765223514629	0.5849358481944844
ZeeviD_2015__PNP_Main_538__bin.7	0.7939903832147622	0.7280596147459316	0.8353114603180152	0.5390825744201088	0.866361717561922	0.8187810630029074	0.6036204239426197	0.7952664062181358	0.6138635675039475	0.59873337237148	0.7796558816503231	0.8004637236565342	0.8071504629225006	0.5339610026394448	0.5503373595063714	0.6566238121041561	0.7828976501366335	0.5712606408082644	0.48952670617094046	0.7691326976524673	1.0	0.5648998263676461	0.6304580572986768	0.5237655642760172	0.5003772716414084	0.6030024413408147
LiuW_2016__SRR3993034__bin.53	0.7617089776513878	0.7192021622054183	0.8085243943438751	0.6383317174045533	0.8607116560106451	0.8263872793305712	0.6658916389226253	0.8341237315121727	0.6799592463900216	0.6887891952186725	0.8134941682618576	0.7701319759206281	0.8027451108598709	0.6164286038424135	0.5264061630076086	0.7723443426309012	0.7658092241150899	0.7149272295303625	0.579587379457975	0.7493457806204679	0.7569246248516021	1.0	0.5800392214460017	0.6202233934114021	0.5802466003281954	0.7087771038099648
LiJ_2014__MH0357__bin.54	0.7452599131287656	0.6743169398907104	0.7887778747803968	0.45470645929662323	0.8437749108114808	0.800329377782089	0.552977872624783	0.7486041323115724	0.5587644021944148	0.5347491404490143	0.7541444907901402	0.8683174356818745	0.761571873551697	0.4293896379646695	0.6504392063030147	0.5804533255731238	0.8020405039824964	0.48728726786734355	0.40733986484301743	0.8397348595078734	0.7463847123872345	0.5124868238109096	1.0	0.41988036343647944	0.4166684989383602	0.5285577866157942
LiuW_2016__SRR3992961__bin.41	0.8482848530733254	0.7917046984931142	0.871525542056714	0.7392095748218696	0.914890668817676	0.8977150242814048	0.7812202968487242	0.8817416571734511	0.7966087403623224	0.751640970124084	0.8974290485321484	0.8410835709585436	0.8927414048072229	0.7649644918358346	0.4621769063674122	0.8484829723552845	0.8426013061721233	0.7980692804260509	0.6740413031531627	0.8244321170224559	0.8480666860068823	0.7494799368848574	0.5742646590579428	1.0	0.6658977751676348	0.8217238971949612
LiuW_2016__SRR3993001__bin.60	0.815967511501243	0.7635559257128011	0.8329312073559952	0.6429781363876106	0.8949020106698893	0.8554140597482598	0.694578469769147	0.871936127073809	0.7460713962121953	0.736862001285283	0.8661085506123696	0.8029382698122298	0.8594037174801492	0.6575224759519465	0.4989280307507865	0.8360958117894416	0.8087022421648439	0.745374751208928	0.6359030793389253	0.7736425773104942	0.8244844616962256	0.7135366944704628	0.5799212629135843	0.6776405755811825	1.0	0.7575021346378976
Obregon-TitoAJ_2015__SM25__bin.54	0.793854456504826	0.7802853191405054	0.8567832639574138	0.6812465630167556	0.8815817323072076	0.8607423787161702	0.7254776983882301	0.8358632107246441	0.7029383367755516	0.7125565743147054	0.8385789711230588	0.7956859034638992	0.846356097075387	0.692755201744272	0.4948468204824389	0.7648223979681087	0.8022708975829732	0.7283596903839853	0.6535627200514932	0.781928789089795	0.8001654584271205	0.701922584398778	0.5924431309141481	0.6734317450161931	0.6100419348198175	1.0
