	XieH_2016__YSZC12003_35992__bin.76	XieH_2016__YSZC12003_37316__bin.20	VatanenT_2016__G80346__bin.3	LiuW_2016__SRR3992995__bin.98	CosteaPI_2017__SID713A004-11-0-0__bin.5	XieH_2016__YSZC12003_37797__bin.48	LeChatelierE_2013__MH0197__bin.17	Bengtsson-PalmeJ_2015__TRAVELRES6__bin.4	XieH_2016__YSZC12003_37207R1__bin.22	FengQ_2015__SID530185__bin.3	LiJ_2014__V1.UC58-4__bin.63	XieH_2016__YSZC12003_35520__bin.39	XieH_2016__YSZC12003_37133__bin.42	CosteaPI_2017__SID713A051-11-0-0__bin.109	XieH_2016__YSZC12003_36057__bin.67	XieH_2016__YSZC12003_36119__bin.34	XieH_2016__YSZC12003_35515__bin.16	ZeeviD_2015__PNP_DietIntervention_45__bin.3	ZeeviD_2015__PNP_DietIntervention_54__bin.31	FengQ_2015__SID31881__bin.29	XieH_2016__YSZC12003_37293__bin.31	XieH_2016__YSZC12003_35733__bin.125	XieH_2016__YSZC12003_37830__bin.41	XieH_2016__YSZC12003_36699__bin.36	XieH_2016__YSZC12003_37233__bin.41	LiuW_2016__SRR3992973__bin.1	Bengtsson-PalmeJ_2015__TRAVELRES39__bin.13	FengQ_2015__SID31872__bin.14	HeQ_2017__SZAXPI029573-88__bin.60	Bengtsson-PalmeJ_2015__TRAVELRES5__bin.10
XieH_2016__YSZC12003_35992__bin.76	1.0	0.8414494537133561	0.6305076778542809	0.5024510111369985	0.8318424803638522	0.8371310526770983	0.7246945066320896	0.8770691650585173	0.8588062436909157	0.547080210288503	0.6196862573703638	0.8502070733045439	0.8446220689372878	0.7981462763446561	0.7098161262998611	0.8387287488256603	0.8392430485362925	0.8032971959112182	0.5053222427692695	0.8652706411449012	0.6980532534573287	0.7494838847255626	0.8264212068415726	0.8506992561470039	0.8017034609927767	0.8120125623811217	0.7899257335372927	0.7771890582901615	0.5706359953019811	0.5681747509871716
XieH_2016__YSZC12003_37316__bin.20	0.8661001970343929	1.0	0.6510435619632223	0.5244434432465179	0.868572725533707	0.864444822725109	0.749091531802248	0.8768020288528481	0.885912023922741	0.5656392269347612	0.64637134272534	0.9156044511628904	0.8737440713849592	0.8309588293595176	0.7492505455905782	0.8693626978795783	0.8783184359838689	0.8217142841610374	0.5232369091389097	0.9036712818040319	0.7329305663575072	0.7764728227427772	0.8511647929881715	0.8657308637268822	0.8448956404059472	0.8567064914660901	0.8285396452293655	0.8026723830084933	0.5869113984005523	0.5903441255447835
VatanenT_2016__G80346__bin.3	0.8067158036026151	0.8092824630469884	1.0	0.49427559342120875	0.8209635721885111	0.8454872703912581	0.7567400679740285	0.8121810945702291	0.8336059643472125	0.5689431250736484	0.6366392430698716	0.8184188752735285	0.8345317694322981	0.8064522532499264	0.6881320826517557	0.8440466129344938	0.8273179232401151	0.8538254291457126	0.5403403093929092	0.8248374244879668	0.6450707425742366	0.7643027804984565	0.8484758638137342	0.8215409332976864	0.8170436830486019	0.8172438799511249	0.7815437884265072	0.7910860850904412	0.5817869812038761	0.5552241466184674
LiuW_2016__SRR3992995__bin.98	0.7945998121701034	0.8057740726877686	0.610933182568258	1.0	0.8015016995003558	0.8124895918327927	0.7108808219828844	0.8051549335626131	0.8194374186596839	0.5772334295452564	0.6362181771103326	0.8149316937109351	0.7994526935423163	0.7789266132202386	0.691972020758388	0.8091741174787779	0.8083753966849433	0.7917030136831835	0.5221911260553687	0.8065508678127526	0.7072881445298328	0.7577344101968978	0.8069606690043607	0.8035397426239701	0.7867091815826469	0.8097065980080008	0.781925731495127	0.7711424787386266	0.5773070371478255	0.5702699415263294
CosteaPI_2017__SID713A004-11-0-0__bin.5	0.7899038336455917	0.8013075038218594	0.6092938971556965	0.48126340628693925	1.0	0.8145195240049138	0.686280895780548	0.7996405242177531	0.8060263287485647	0.5335776648556	0.6082061913967176	0.8139966729369089	0.8389292712277376	0.7736860467412555	0.6806257662134768	0.8123086915213179	0.8032434319969181	0.7687593979188145	0.4843237150261065	0.8305066044427921	0.6746800593442231	0.7239982684476621	0.8154887419319347	0.8006768225575756	0.7817911786749487	0.7891853836168944	0.7746753261001423	0.7528362632950086	0.545992556581858	0.5398318162397918
XieH_2016__YSZC12003_37797__bin.48	0.8175486625554536	0.8201954078163771	0.6453525764501569	0.5017452077308173	0.8377000331729705	1.0	0.7313128017684514	0.8321679809589084	0.8523802815221396	0.5844532568990268	0.6173125509562939	0.8274760527582407	0.8442253402163754	0.8069030082307007	0.6918231045709388	0.9035927068466884	0.8302024260434575	0.8184271498680012	0.5166221082857312	0.8392571317856696	0.7025732102312017	0.7566145258924867	0.8385601447876043	0.8196689601901788	0.8291946640841825	0.8128941305119437	0.7868744646466079	0.7998154693072652	0.5688671188807717	0.5482150910902689
LeChatelierE_2013__MH0197__bin.17	0.7928153521524005	0.7961811018930175	0.6470437197168293	0.4917667333195862	0.7906528940572488	0.8192191532828157	1.0	0.802804261790326	0.8095090375075251	0.5606548188905233	0.6197811468178317	0.7979163408955566	0.8033195970778647	0.7820890110798893	0.6841879460656661	0.8231630752696483	0.8184820829801763	0.7918662973972137	0.5072166802512467	0.8149917427180452	0.6539622855463079	0.7410640608348431	0.8120304607574165	0.7908536834194574	0.8013384272198149	0.7959106140651503	0.7677683237446783	0.7741069116682092	0.5701800351092478	0.5450015546730294
Bengtsson-PalmeJ_2015__TRAVELRES6__bin.4	0.9080069511251151	0.8818947796503591	0.6571704409726791	0.5270842695765248	0.8718002696380391	0.8821575827582023	0.7597101305642748	1.0	0.8982005334663867	0.5773302416660828	0.6515411915677453	0.8924540649899442	0.880188780802045	0.8345522863699509	0.7411235601790069	0.8864922961780773	0.8798094421158215	0.8429486577049325	0.5236107574983468	0.9110515712652654	0.7510379697520115	0.7854145983879814	0.8588484166027315	0.9001310598073574	0.8411770435162987	0.8543790550365754	0.8352453484020785	0.8318552224855569	0.5858229855321592	0.6163009693641293
XieH_2016__YSZC12003_37207R1__bin.22	0.7841800672162524	0.7859068919265142	0.5949099513209651	0.4731312826850331	0.775062468916251	0.7969550736213886	0.6756553584615617	0.7922068331499706	1.0	0.5106361430530647	0.5801540246861483	0.7996078549575754	0.7851925308576854	0.7564441698189984	0.6633113800431029	0.7937989239371241	0.7861965547902883	0.7531858393742559	0.47369855168568115	0.7968088858077254	0.6536488176872184	0.7129248112368695	0.7744997211881904	0.780664024234021	0.770615948035507	0.7653049598360285	0.735745783913312	0.7442934004491131	0.5277271562702516	0.5184603559748617
FengQ_2015__SID530185__bin.3	0.7959350881995573	0.7995139779369035	0.6469419511000332	0.5310352942306492	0.8175063994505838	0.8706753881693009	0.7455986668011392	0.8113264272095514	0.8136124598383448	1.0	0.6470298384889133	0.8173166971631103	0.8211904658992129	0.8029041259046878	0.7115238136403148	0.881374597182801	0.8184131283588111	0.8137915964287944	0.528884694627343	0.819264627487141	0.6854880151377623	0.7578476714644535	0.8365376210852892	0.8059797042565351	0.8291963826895461	0.8181403412720138	0.7941706167965767	0.7887014278098751	0.6004581670436699	0.5853333717540498
