	LiuW_2016__SRR3993041__bin.29	LiuW_2016__SRR3992957__bin.14	ZeeviD_2015__PNP_Main_741__bin.10	ZeeviD_2015__PNP_Main_740__bin.22	XieH_2016__YSZC12003_37315__bin.39	LiSS_2016__FAT_017-22-2-0__bin.26	BackhedF_2015__SID18_B__bin.7	ZeeviD_2015__PNP_Main_247__bin.9	ZeeviD_2015__PNP_Main_287__bin.8	LiSS_2016__FAT_017-22-84-0__bin.21	LiuW_2016__SRR3993005__bin.74	LiuW_2016__SRR3992997__bin.32	SchirmerM_2016__G88877__bin.15	ZeeviD_2015__PNP_Main_288__bin.1	ZeeviD_2015__PNP_Main_188__bin.8	LiuW_2016__SRR3992958__bin.41	ZeeviD_2015__PNP_Main_456__bin.26	ZellerG_2014__CCIS20795251ST-4-0__bin.18	ZeeviD_2015__PNP_Main_428__bin.28	SchirmerM_2016__G89265__bin.19	SchirmerM_2016__G89162__bin.18	ZeeviD_2015__PNP_DietIntervention_8__bin.58	ZeeviD_2015__PNP_Main_392__bin.5	SchirmerM_2016__G88983__bin.24	BackhedF_2015__SID179_M__bin.8	ZeeviD_2015__PNP_Main_736__bin.25	ZeeviD_2015__PNP_Main_7__bin.37	LiuW_2016__SRR3992960__bin.16	SchirmerM_2016__G88710__bin.17	LiuW_2016__SRR3992983__bin.9	SchirmerM_2016__G89030__bin.5	LiuW_2016__SRR3992969__bin.30	LiuW_2016__SRR3993059__bin.61	SchirmerM_2016__G88811__bin.13	ZeeviD_2015__PNP_Main_116__bin.60	ZeeviD_2015__PNP_Main_72__bin.31	ZeeviD_2015__PNP_Main_578__bin.20	KarlssonFH_2013__S530__bin.20	ZeeviD_2015__PNP_Main_192__bin.25	LiuW_2016__SRR3993022__bin.70
LiuW_2016__SRR3993041__bin.29	1.0	0.837175061661841	0.6634625695960026	0.6453552910351944	0.8922113341854405	0.8299372223043414	0.9394272042477835	0.5729935628226197	0.770089732107922	0.5139249971741342	0.7755175681903156	0.8567959898790529	0.6567580218359722	0.6320998066817959	0.6096682288632483	0.9230487758929011	0.7428983818657671	0.597313398661554	0.8090156712373234	0.7999989855866353	0.640521611352155	0.629702168236109	0.8116734342529716	0.6155054531964165	0.6340692177713628	0.8720600126946587	0.8379880415155916	0.8788290481614482	0.4923868276975425	0.9497191524141589	0.7277133383764169	0.766204528920925	0.4823303683479844	0.4801544516805931	0.524953119610929	0.7385762563509523	0.7390153524216946	0.7206218643758314	0.8741344880255748	0.8825374535905885
LiuW_2016__SRR3992957__bin.14	0.757678316964072	1.0	0.6517147558119786	0.6424611010085178	0.9137077508129983	0.7876617061585889	0.9607203305635542	0.5760316503717267	0.7662355376805597	0.49247267545450196	0.7333680457416859	0.8131222084436404	0.6491985433904012	0.6227917563713554	0.6042182133908143	0.9347745540559417	0.7499165525069987	0.5824976014993662	0.817947408078242	0.7887489827275166	0.6000441993008117	0.6258345569020094	0.8219200989434793	0.613505312769073	0.6326415115373947	0.8673312737595833	0.8373610000845951	0.8743769308503906	0.4931599286778048	0.9435468692926997	0.6928319095343926	0.7350350282737812	0.48661134977713455	0.47352468439141693	0.5320979388305285	0.7393579035104344	0.7380043818950746	0.697608581746738	0.8832364642920144	0.833057798127235
ZeeviD_2015__PNP_Main_741__bin.10	0.7349807154352773	0.7977163543543785	1.0	0.6622251297343507	0.9060109245754787	0.8014745367490358	0.9368349233232863	0.4883823039536368	0.7488728262221919	0.3817083595879003	0.6958818123076058	0.7735939926875178	0.6736915192063027	0.7275975967539322	0.7066402314950454	0.9123208502064913	0.7845851912202052	0.6399240657722054	0.7879412272287619	0.8146819551859626	0.6384992956418087	0.6263811240031626	0.8447755084021303	0.6479766257429875	0.6711799103398177	0.8708516111942785	0.8282947307585797	0.8298639846205095	0.4033728924439022	0.8927095917130553	0.7104794853168408	0.696944570421772	0.360021351484771	0.4872384744123325	0.6525222444745006	0.7530403791895265	0.8197461099762003	0.796139876305872	0.879047049521799	0.80392754943551
ZeeviD_2015__PNP_Main_740__bin.22	0.5922165933150392	0.651418305082041	0.5485646729962506	1.0	0.7364308354771424	0.6369722788696114	0.7665669510081167	0.509224086285185	0.6724962315726062	0.4099596859721412	0.5856937397228485	0.6653589929937505	0.5174358336718878	0.5420664214002792	0.5081203210494015	0.7503854866840033	0.6056825291915984	0.5485972540182706	0.7183231013409418	0.684126991514971	0.4718137588991072	0.621901228969449	0.6735401541148833	0.6638795486265104	0.5059679788396235	0.7163216957025632	0.7528716181397832	0.6901471664817084	0.4234515536825531	0.704593192694138	0.5874331673474327	0.6180367208065731	0.36494667683549176	0.37163642505068345	0.4534161201588092	0.7340544156261242	0.6417038411695124	0.6378918615931588	0.7111778837362852	0.6626255117381443
XieH_2016__YSZC12003_37315__bin.39	0.6805810110210805	0.7701065629041708	0.62385837303649	0.612156351215414	1.0	0.767993544321988	0.9346053082475708	0.5406143948354576	0.7444535334888297	0.4776969589777036	0.6616456451809027	0.7616959419873318	0.6069271414832583	0.5815311232216487	0.559030211246587	0.8973602467307076	0.7257983927130429	0.5380249383725944	0.7991941456728165	0.7451720592949603	0.5556271624863204	0.5999425179355096	0.7959729392127168	0.5651785812984313	0.6196284668870146	0.8463493361926976	0.7888512430496446	0.8201336457999403	0.47179454583641933	0.8943927351513878	0.6497346981638902	0.6881647745487105	0.47725036755358546	0.4366890330853498	0.5185219371455734	0.6968042182991941	0.7023258127632291	0.6422653460530825	0.8603218995611466	0.7879398207001758
LiSS_2016__FAT_017-22-2-0__bin.26	0.7367096423552264	0.7725422976610463	0.6422162977446607	0.6161549568903139	0.8937099414377185	1.0	0.9493515055426739	0.5467028567201906	0.7729256378014543	0.5203848837919801	0.7161565648607016	0.8160822766287936	0.6401535933314252	0.6045048898379487	0.5661162048039723	0.9184720422188705	0.7324234364899936	0.5568510794305213	0.8076700187489347	0.7710205144862052	0.621295316625449	0.6262819543915279	0.8081215368337776	0.5660229425214905	0.6569999774884145	0.8721194014491029	0.8060511141626816	0.8548703815070542	0.49836919643287847	0.9129039623606292	0.7114593617643937	0.7289232065502281	0.477657251464057	0.4510254027161836	0.5328659499406659	0.7102611022315413	0.7047824255268516	0.683863373972105	0.8709391511845918	0.8608526745371458
BackhedF_2015__SID18_B__bin.7	0.6508007818578461	0.7353825812753679	0.5858527701841904	0.5786997948978455	0.8487916240416268	0.7409021683805362	1.0	0.5405204755799934	0.7213341378129866	0.46947110147788	0.6326919582487107	0.7269194820944714	0.5744577040806594	0.5516058304027049	0.531632715550518	0.9041089701823833	0.6837360918552459	0.4962242329751659	0.7769120028431195	0.7131932989923592	0.5289723107071758	0.5773349570168931	0.7813849967221804	0.5283097193122301	0.5921790121163872	0.8180388499421236	0.7498827915979396	0.8008912858188375	0.48450590258501	0.8727593618642511	0.6232766349191688	0.6625381868487655	0.49175123909610485	0.413438959771667	0.5022979874288341	0.6907901803955269	0.6781437200892692	0.6262111116576933	0.8330480509271762	0.7626150876076334
ZeeviD_2015__PNP_Main_247__bin.9	0.7109491452891561	0.7897080479652182	0.5470023536688645	0.6885191664883584	0.8793551414808515	0.7641683133957742	0.9680906153522502	1.0	0.8560063507703816	0.7060584047914872	0.6903325164118507	0.8049889149208941	0.5689621381166693	0.46167960974767736	0.42232443230549865	0.9338059850436841	0.6963623319482228	0.5436201908467634	0.9152984880059983	0.7532774254566639	0.5031412219299366	0.7043043910578564	0.7523037725230287	0.5747564069599552	0.5601695936190221	0.8365629601926089	0.8679940591887484	0.9147311980695959	0.7219029655508467	0.9231587350962774	0.6297439733310798	0.7878560396149981	0.7207297272513139	0.4218119833930591	0.30185488525639526	0.7731550490602406	0.605554586597573	0.5708806749221886	0.841385374168619	0.8188942611116006
ZeeviD_2015__PNP_Main_287__bin.8	0.6744666430592204	0.741502905873558	0.5920626942696098	0.641840771582727	0.8547608984537123	0.7626157050439974	0.911949302374579	0.6042370289140447	1.0	0.5322165488198181	0.6618246017512663	0.747775378956627	0.574845758338442	0.5464317852686997	0.5123577365789764	0.9139127819090809	0.7129347228726962	0.5902153481400252	0.841648612047159	0.698532276836653	0.5269397768969408	0.627909839862823	0.7490147698845139	0.5496562324292696	0.5752868114336193	0.8133520415998741	0.8204012758174712	0.8420776075757056	0.5484764947257665	0.8891446362232147	0.6502112612595461	0.6942454945950371	0.5362018918956653	0.4344595100566452	0.4452561090613248	0.7073285889981685	0.6283102779967178	0.620315476711762	0.8276161429240487	0.7812916065374857
LiSS_2016__FAT_017-22-84-0__bin.21	0.7109077988451427	0.7527089833707361	0.47663473652875266	0.6179779673027637	0.8662712902388395	0.8109369659586709	0.9374270195720352	0.7871642649737045	0.8405871911267827	1.0	0.6856907744720602	0.8143167428252409	0.5416683789399408	0.36580872587824587	0.3137339017078297	0.8971683844526255	0.6595145429633587	0.4574445799785306	0.8803757445882977	0.6773185098912597	0.48389143419007136	0.6710370562664691	0.696049610152962	0.5107783008703025	0.5591125179036964	0.8226689612799051	0.7914380990659508	0.8833475827879952	0.7553179866873676	0.9148009570020618	0.6390514574034855	0.7477285233321873	0.7563663990842929	0.39163916171109725	0.21758065308274338	0.7109358634217334	0.515349819935672	0.48502704723568935	0.8077466249840883	0.8527471712410256
LiuW_2016__SRR3993005__bin.74	0.7765866980891128	0.8114312208316887	0.6290342241519422	0.6391270403306323	0.8685836970907149	0.8078954700596717	0.9145462803872855	0.5571444948803084	0.7566971023241775	0.4963786308017368	1.0	0.8326965160556317	0.6305681000255404	0.5944465566881051	0.5675877661427012	0.8894129188047087	0.7186179444612134	0.5705909412802712	0.8001796535791404	0.7750695105528338	0.6017509693747243	0.6388788920104947	0.7792815017762196	0.6034633378996495	0.6120099433467227	0.8429184854535745	0.8218302317211916	0.8602990259815645	0.4830823794376466	0.8852226949778262	0.7084191936195408	0.7544405488866702	0.46192084213703594	0.45701084306577816	0.5056812904873575	0.7269671921799903	0.7094604007522812	0.6769609521929927	0.8439350228702779	0.8527210696788874
