	WenC_2017__RA009__bin.40	LiJ_2017__H2MX14928__bin.10	LiuW_2016__SRR3993051__bin.63	FengQ_2015__SID31275__bin.9	ZeeviD_2015__PNP_Main_456__bin.28	FengQ_2015__SID31071__bin.55	NielsenHB_2014__MH0006__bin.64	NielsenHB_2014__MH0102__bin.35	LiuW_2016__SRR3993008__bin.46	LiJ_2014__MH0368__bin.53	LiuW_2016__SRR3993056__bin.53	LiJ_2014__MH0397__bin.67	VogtmannE_2016__MMRS20257302ST-27-0-0__bin.48	Bengtsson-PalmeJ_2015__TRAVELRES14__bin.52	FengQ_2015__SID530451__bin.74	CM_madagascar__A41_01_1FE__bin.16	XieH_2016__YSZC12003_37543__bin.35	ZeeviD_2015__PNP_Main_172__bin.22	SchirmerM_2016__G88798__bin.3	LeChatelierE_2013__MH0006__bin.72	LiuW_2016__SRR3993014__bin.71	Bengtsson-PalmeJ_2015__TRAVELRES13__bin.15	CosteaPI_2017__SID713A004-11-0-0__bin.50	LiuW_2016__SRR3993041__bin.8	CM_madagascar__A34_02_1FE__bin.7	LiuW_2016__SRR3993055__bin.42	ZeeviD_2015__PNP_Main_228__bin.15	QinJ_2012__T2D-040__bin.3	CosteaPI_2017__SID713B051-11-90-0__bin.34	QinJ_2012__DLM010__bin.5	LeChatelierE_2013__MH0102__bin.17	BackhedF_2015__SID587_M__bin.13	LiuW_2016__SRR3992993__bin.63	LiuW_2016__SRR3993000__bin.39	CosteaPI_2017__SID713B051-11-0-0__bin.11	FengQ_2015__SID31300__bin.38
WenC_2017__RA009__bin.40	1.0	0.676029863199346	0.6903119833000153	0.7289893760253618	0.7784044826951473	0.5054470276261923	0.7600763781546581	0.5824601932523252	0.756718054326394	0.6760941681074986	0.6671939669135172	0.7843382180949189	0.716511812409722	0.7867785893593061	0.7966188479293418	0.8105661806019422	0.7979652319437847	0.5989632441183114	0.6902271812023892	0.718319182234483	0.7951993170818754	0.5378466536931514	0.7113079377174812	0.6234220178397891	0.5934611554145135	0.7014282923912021	0.7612214074254485	0.7079046004535103	0.7534718621817208	0.7987252355770119	0.6371491062019673	0.7927878830261568	0.5176408458346093	0.7668006620190294	0.7437377067101368	0.7052741278043974
LiJ_2017__H2MX14928__bin.10	0.8994353333725463	1.0	0.8597990514028436	0.8582371279001995	0.906513985658751	0.6551079336730602	0.882626876206467	0.6688615229957275	0.916969408543791	0.7751167031168956	0.8452107607492527	0.8933058129648741	0.8431178581168154	0.9439397261152968	0.9006224166234433	0.921096929090491	0.9320426922192575	0.6969606390999556	0.8306085673188495	0.8297850951538128	0.9214653526760171	0.6220038179164016	0.8264035120553117	0.7591627320025881	0.7160855127718394	0.8578842112580409	0.9071289161716031	0.7378813237582414	0.8808216541096073	0.8997369166849364	0.7368947613267527	0.9070695620090582	0.6742943003962292	0.8866175078737841	0.8660210787485362	0.8345238031580692
LiuW_2016__SRR3993051__bin.63	0.8708722731955836	0.8152709159791347	1.0	0.831479633640796	0.8931506404796093	0.6130787234215159	0.8577173939497189	0.6678399328287377	0.8837422018869608	0.7406361799995133	0.809665198309361	0.8654009183317514	0.8209318998596542	0.9059379233695961	0.8788108333941769	0.8850305637356308	0.9133562713459401	0.6700145821671656	0.8176823480736937	0.8124406775536032	0.9148119529152166	0.6233820690046808	0.8210434463400585	0.7436661880308598	0.6800050905757421	0.8443728856871668	0.8813525720590264	0.7221341681066303	0.8641804984302368	0.87610329609709	0.7338364079599569	0.8882329617821477	0.6401140410653298	0.8591274428679209	0.8532707456172374	0.8161206973480332
FengQ_2015__SID31275__bin.9	0.8481894808216135	0.7505418580998141	0.7668567553981225	1.0	0.8934927927611966	0.5718402132360677	0.8574273723097067	0.6638445621295549	0.8307513531839278	0.7052291937011188	0.7408672067711803	0.87123908392663	0.8123265411099031	0.8727738224669449	0.8662065256783456	0.8475773623727189	0.859682717824618	0.638306737277733	0.7723279439787699	0.8092257332912473	0.8603261670115386	0.605692841861607	0.7891319748886473	0.692908264066683	0.6380294368650558	0.7965891581617741	0.8299433007166321	0.7109449490875507	0.8475203123721343	0.8212880674312302	0.7203105016425256	0.8806228737768738	0.5898422941582202	0.8371119606261471	0.8346826593717486	0.7771823378809666
ZeeviD_2015__PNP_Main_456__bin.28	0.8177698360857855	0.7158074340486064	0.7437747348073973	0.8067614349597804	1.0	0.5411212676381634	0.8153880322060757	0.6236226303880343	0.8093222646939481	0.6652334746258296	0.7090057182715729	0.8476101526237633	0.7654849975067272	0.8449821881941738	0.8283593842692852	0.8197669877168842	0.8373372775318753	0.6185495274604127	0.7441965433654243	0.7722926245148041	0.827431743226257	0.5875438539453034	0.7469030427217335	0.6758521567337578	0.6243775790384369	0.7875195334518675	0.7982374397951674	0.6713368206781618	0.8103339296639508	0.8000644324183733	0.6777661288994596	0.8481772085731428	0.5477038456358014	0.7980769920954174	0.8035858371970969	0.7563394786209774
FengQ_2015__SID31071__bin.55	0.921901676116892	0.8980856421327332	0.8863722496912031	0.8964208875026115	0.9394589364189816	1.0	0.8966737894609523	0.6820472596789978	0.936679947073851	0.8155714301422482	0.876893924122082	0.9339742626441816	0.8738605667203014	0.9557055048326265	0.9534462473381152	0.9367378579570653	0.9493968838080438	0.6833564854691331	0.8541979892461689	0.8332782324718784	0.9488683553675692	0.599459009723897	0.8489273658245153	0.785608045947521	0.7205953825233751	0.8861266782244084	0.9369907599154061	0.7267713216509734	0.9157550589554783	0.9181865830013232	0.7502083692221982	0.9398606473557084	0.7206173739980134	0.913416632152269	0.8909911924144074	0.8887297357724322
NielsenHB_2014__MH0006__bin.64	0.8043758793696271	0.7020610637671642	0.7195102240808194	0.77987942747189	0.8213729139693661	0.5202682470792593	1.0	0.6331852618075842	0.7815977603827289	0.665724702651847	0.6928360829495439	0.8408377128138297	0.7528807596052258	0.845858307288964	0.8347533681877032	0.8124643786184944	0.8143294503546401	0.6288694390238508	0.7287688059627854	0.9476023301274799	0.8212597762084048	0.5714630839141922	0.7376977571502215	0.6540634320042057	0.599129094438556	0.7327745632286965	0.7793328785138632	0.6711638217765521	0.7941033109382948	0.7832642030422999	0.6837595422769442	0.8494816929492207	0.5422824735147054	0.7907227886671692	0.7785081637826462	0.7263844063840321
NielsenHB_2014__MH0102__bin.35	0.8119216250466398	0.7007772731907418	0.7379232452528295	0.7953212344492139	0.8274542034042257	0.5212587635115224	0.8340207444656961	1.0	0.7958198456210174	0.6780943865345851	0.6938404152926848	0.8462255134294476	0.7966596412912796	0.8405962493235135	0.8481785005585566	0.8155754925325974	0.825490011529683	0.6487032187872208	0.7470321430532258	0.7975773099423068	0.8323887732932652	0.6241446577454484	0.7637109668686882	0.6780019473847564	0.6103398511337522	0.7524832517067629	0.7888000726067504	0.7015223887620885	0.8145513787999493	0.7963498300800355	0.93965852417816	0.8578526777660875	0.5380020146132289	0.8115759586500074	0.8066273828291758	0.7403283438601916
LiuW_2016__SRR3993008__bin.46	0.8569942785877169	0.7805390052844547	0.7933418600734635	0.8086176212215693	0.8724480088848026	0.5816022685376944	0.8364217732281601	0.6465628285715587	1.0	0.7226357640611558	0.8020436866468519	0.8529173740674826	0.7846755362970583	0.8744193244454964	0.8645003891652746	0.8834042630666223	0.8887674612314008	0.6748016622591613	0.7822977592273135	0.7882312779641422	0.8737165511308551	0.5964920505596242	0.7771575914538396	0.695942212370449	0.6426629828721763	0.7893368714753233	0.8616515172894069	0.7207158820396812	0.8352060300135183	0.8581180786614535	0.7056403930796856	0.8603902576683765	0.5883054697065557	0.859881839409015	0.8207996322274363	0.7835799563952827
LiJ_2014__MH0368__bin.53	0.8957623016682313	0.7718779303473897	0.7778242225543763	0.8030529660373902	0.8389458443846757	0.5924321756869226	0.8334479069764965	0.6445073608462724	0.8453980000820032	1.0	0.7515406205720304	0.8450955469635677	0.78851657927653	0.8511478042595836	0.864604305590537	0.8836540596610075	0.8666352143822847	0.6323357527807849	0.7604805596660662	0.7768982261231101	0.8762295810864563	0.5470865724127612	0.7850884222756722	0.6965117251169742	0.64318093352581	0.7727128713503946	0.8573022992294368	0.734421135083124	0.8171436604388659	0.8843782431840219	0.7011326549792676	0.85820113877859	0.5843793614085796	0.8481951589396463	0.8032947155369847	0.7680621221665654
