	BritoIL_2016__W1.9.ST__bin.22	BritoIL_2016__M2.51.ST__bin.46	BritoIL_2016__M2.3.ST__bin.28	BritoIL_2016__W1.2.ST__bin.104	BritoIL_2016__W1.13.ST__bin.14	BritoIL_2016__WL.12.ST__bin.35	BritoIL_2016__M2.39.ST__bin.56	BritoIL_2016__WL.20.ST__bin.58	QinJ_2012__CON-110__bin.49	BritoIL_2016__WL.14.ST__bin.31	BritoIL_2016__W1.11.ST__bin.50	BritoIL_2016__W1.27.ST__bin.36	BritoIL_2016__W1.26.ST__bin.16	BritoIL_2016__M1.61.ST__bin.86	BritoIL_2016__W2.4.ST__bin.57	BritoIL_2016__M1.27.ST__bin.15	BritoIL_2016__W2.15.ST__bin.36	BritoIL_2016__W3.17.ST__bin.58	BritoIL_2016__W2.17.ST__bin.4	BritoIL_2016__W1.40.ST__bin.48	BritoIL_2016__W1.41.ST__bin.53	BritoIL_2016__W2.61.ST__bin.99	BritoIL_2016__W1.37.ST__bin.8	BritoIL_2016__M1.48.ST__bin.84	BritoIL_2016__W1.36.ST__bin.47	BritoIL_2016__M1.26.ST__bin.18	BritoIL_2016__M1.22.ST__bin.77	BritoIL_2016__W1.39.ST__bin.59	BritoIL_2016__W1.33.ST__bin.72	BritoIL_2016__M1.38.ST__bin.20	BritoIL_2016__W1.4.ST__bin.43	BritoIL_2016__W2.65.ST__bin.28	ZeeviD_2015__PNP_Main_706__bin.20
BritoIL_2016__W1.9.ST__bin.22	1.0	0.7706602937981517	0.9270069104400288	0.9399571962163878	0.8764508163845113	0.9503787372361582	0.8216681359359593	0.9412111235523172	0.6942772657385899	0.9368226390026239	0.9664076992496282	0.9618108361047513	0.7706493265036684	0.8279106155054565	0.9572458303390878	0.9044534527132042	0.9510320746360948	0.7131723473770409	0.6630142094356334	0.970940847636078	0.9584621555225028	0.6321778331132911	0.8214148436586058	0.9526061425205141	0.522979093203202	0.7503582649531227	0.9370435516486455	0.9484166360278757	0.838065807944917	0.7340582540902787	0.9587995303908953	0.9559260992362585	0.9228565728562595
BritoIL_2016__M2.51.ST__bin.46	0.9278377481111861	1.0	0.9227403396344102	0.8999852868683413	0.8592600929568113	0.9119557398818925	0.8110991086608788	0.9204598042273217	0.6788934467460086	0.9176756270057645	0.9423754539692759	0.937401283689299	0.7533783613846943	0.8136053711733282	0.9236262713654791	0.9009240349694672	0.9363550165491292	0.6931526091286808	0.646797441675637	0.9418586080622932	0.920007092483979	0.5870891640929166	0.8041462108027082	0.9159735566040583	0.529434437279303	0.7494529733101276	0.9385953109123651	0.9126058842466374	0.8216032786390478	0.7346675335258196	0.9214155290188228	0.9251717789559462	0.8955927254252976
BritoIL_2016__M2.3.ST__bin.28	0.937063741860826	0.7747411354668958	1.0	0.9159523057869301	0.8683774021583395	0.918522210033185	0.8093820510032024	0.9393707430021845	0.6755596193500909	0.921474854743395	0.9356156631123714	0.9703547713746031	0.756198547803492	0.8049211449060676	0.9352155013583326	0.9107153604042584	0.9731580153244003	0.7040677128591294	0.640909729209802	0.9690487025362231	0.9308770722096636	0.6356870376099257	0.7997618034519495	0.9275928950699861	0.5098224400997976	0.7303390183050246	0.9273046519067867	0.9192407062696584	0.8197804495115175	0.7354793547154153	0.9341660006102731	0.9331587332927188	0.9096637479846734
BritoIL_2016__W1.2.ST__bin.104	0.9737361769352291	0.7743897292735181	0.9386851046332965	1.0	0.8791550347334934	0.9463648856283408	0.8185596961630851	0.9505139691402108	0.6916677487069618	0.9366519509186522	0.9719605488108377	0.9810972970633426	0.767058365253522	0.8289499880975567	0.9542140059295808	0.9113084031249323	0.9559512216234932	0.7135974593693869	0.6579887034993184	0.9669755891709407	0.9563185743037071	0.6214503668116601	0.8260647276504577	0.9531254733926291	0.5216472981453829	0.7432881040489948	0.9631213616395075	0.9482800969508104	0.8422569196476877	0.7342573957454176	0.9647049276115043	0.9528387327144062	0.9311454478564781
BritoIL_2016__W1.13.ST__bin.14	0.9509797866064947	0.7743892660652875	0.9321076816108609	0.9208226116196272	1.0	0.9312282224782275	0.8218177264281437	0.9387472580651559	0.6993235757947007	0.9333469709942818	0.9430878875470967	0.9527931044057388	0.7705229325202113	0.8343772188351587	0.9495183657926664	0.9132474765132845	0.9407566408514434	0.7172748553454058	0.6590225877064987	0.9555136477664175	0.9405747424097066	0.6053580140996792	0.8130197351309357	0.9459172299757298	0.5189834540417437	0.7517760597850879	0.9300591991595272	0.9333583042305271	0.8349416140001734	0.7394477653974765	0.9496475646858625	0.9461450280242598	0.9135325074048533
BritoIL_2016__WL.12.ST__bin.35	0.9526534227614527	0.7592816922938397	0.910839215751969	0.915721919870674	0.8603013696909034	1.0	0.807460637876843	0.9289146963792502	0.6843674942885921	0.9243733156319823	0.9382105232298824	0.9470215871327371	0.756311864861073	0.8180076347546765	0.9481036659805299	0.8936034324985919	0.9319337330097393	0.7076884659922563	0.6461345651686827	0.9505855894528985	0.9384131185439103	0.608311014693657	0.8122574876505855	0.9414216851323308	0.5193737658437911	0.7537587451026379	0.92807866352007	0.9361468779381555	0.8279840143397696	0.7225983294000875	0.9463253293351733	0.944081599319866	0.9085405180158014
BritoIL_2016__M2.39.ST__bin.56	0.9650919351623242	0.7912926129828705	0.9404585256636354	0.9280884540477541	0.889618917634069	0.9461399500069009	1.0	0.9487444984588017	0.7183100492263338	0.9419761075925102	0.9573089604195739	0.9581444279163919	0.7868055023079636	0.8401877041512674	0.9603152939011486	0.9224947476575319	0.9632222545967581	0.7355708567835728	0.6764201260562193	0.9702495054363661	0.9571163489702341	0.6003827692496435	0.8296891533377294	0.954660246285022	0.5341643024735849	0.7806713797175235	0.950965050836541	0.9518226011746844	0.8500280636108513	0.7553920471100615	0.9565428085080281	0.9582321458694352	0.9240595623303531
BritoIL_2016__WL.20.ST__bin.58	0.9411192127713683	0.764457529644052	0.9291984056155419	0.9174509692313879	0.8650924739852457	0.92660619925837	0.807671238885602	1.0	0.6754697590720695	0.9655979124488047	0.9386063809843597	0.9498702591318615	0.7553654859525288	0.8267582120042549	0.9393061304844825	0.9284594910314569	0.9463412239663159	0.7008471668761563	0.6404180533282227	0.9645994639083307	0.9450184885306357	0.6299207664241391	0.8006674774709381	0.9376852182095707	0.5127962773326593	0.7366242099749813	0.9439213439785772	0.9292751691801077	0.8204150350057521	0.7451997967593242	0.9475177430885376	0.9365765852328835	0.9101344093461468
QinJ_2012__CON-110__bin.49	0.9419259802997689	0.7650263505824904	0.9066952727664356	0.9058329802445029	0.8744163406204255	0.9262644240920421	0.8297046665825867	0.9164993332643688	1.0	0.9169159544664202	0.9264068405233555	0.9394049969036826	0.7633386095905067	0.835694659171264	0.9372397003161502	0.8865918826885387	0.9217396911051373	0.7242832060560285	0.6686749036740605	0.9427712678746791	0.934271628521264	0.5529307317653828	0.8169630014865158	0.9356228132700938	0.5387153045940282	0.7551252201786369	0.9153033186571192	0.9250712436426297	0.8492412250930665	0.7288915466991273	0.9355569191003816	0.9343545276379988	0.9068199757112673
BritoIL_2016__WL.14.ST__bin.31	0.9405592663921597	0.7652598578946789	0.9152212930420198	0.9077657710846974	0.8636309057837841	0.9258443238357006	0.8051864090223403	0.9695439909352934	0.6785384890862254	1.0	0.9311411578474362	0.9484678139470012	0.752549448740206	0.8269835468863141	0.9425564591015936	0.9180259619322171	0.9402373245902189	0.7040888181852025	0.6451205105766271	0.9654531278428798	0.9457244922731346	0.62220549010396	0.8027786618651547	0.9397266221226452	0.517492083849585	0.7373767615695869	0.9330738573294456	0.9263780970512963	0.8252375107292087	0.7395920777148633	0.9516458094870063	0.9398487922201244	0.902435903956476
