	BritoIL_2016__W1.9.ST__bin.22	BritoIL_2016__M2.51.ST__bin.46	BritoIL_2016__M2.3.ST__bin.28	BritoIL_2016__W1.2.ST__bin.104	BritoIL_2016__W1.13.ST__bin.14	BritoIL_2016__WL.12.ST__bin.35	BritoIL_2016__M2.39.ST__bin.56	BritoIL_2016__WL.20.ST__bin.58	QinJ_2012__CON-110__bin.49	BritoIL_2016__WL.14.ST__bin.31	BritoIL_2016__W1.11.ST__bin.50	BritoIL_2016__W1.27.ST__bin.36	BritoIL_2016__W1.26.ST__bin.16	BritoIL_2016__M1.61.ST__bin.86	BritoIL_2016__W2.4.ST__bin.57	BritoIL_2016__M1.27.ST__bin.15	BritoIL_2016__W2.15.ST__bin.36	BritoIL_2016__W3.17.ST__bin.58	BritoIL_2016__W2.17.ST__bin.4	BritoIL_2016__W1.40.ST__bin.48	BritoIL_2016__W1.41.ST__bin.53	BritoIL_2016__W2.61.ST__bin.99	BritoIL_2016__W1.37.ST__bin.8	BritoIL_2016__M1.48.ST__bin.84	BritoIL_2016__W1.36.ST__bin.47	BritoIL_2016__M1.26.ST__bin.18	BritoIL_2016__M1.22.ST__bin.77	BritoIL_2016__W1.39.ST__bin.59	BritoIL_2016__W1.33.ST__bin.72	BritoIL_2016__M1.38.ST__bin.20	BritoIL_2016__W1.4.ST__bin.43	BritoIL_2016__W2.65.ST__bin.28	ZeeviD_2015__PNP_Main_706__bin.20
BritoIL_2016__W1.9.ST__bin.22	1.0	0.9963371150510475	0.9968634221103749	0.9979407040308196	0.9966079269516595	0.9957167823558573	0.9969988333725166	0.9965313584987247	0.993591760621541	0.9966978857133967	0.99990976041119	0.9966560939562376	0.9962146426560557	0.996313951990246	0.9959064425986428	0.9968342280955925	0.9970870719104483	0.9968915828180014	0.9994780316676534	0.9966030172411483	0.9966163067838406	0.9961953967839869	0.9959429826644353	0.9959991525432984	0.9962057528506595	0.995854459003781	0.9959186029666034	0.997040742768075	0.9962502056489038	0.996682129733762	0.9959649157069914	0.995825501274438	0.9953249208193667
BritoIL_2016__M2.51.ST__bin.46	0.9963371150510475	1.0	0.9959680539022533	0.9963712023968302	0.9959515674831066	0.9958070602322285	0.9963459167879288	0.9959479409743719	0.993543073780297	0.9959241439030365	0.9958796520860881	0.9958558830562796	0.995937071150296	0.9961492656121412	0.9960002685020636	0.9959981954690703	0.9961110575996918	0.9961847892190927	0.9961371827870773	0.9959561949935806	0.9961812441831887	0.9951972987203455	0.9973742371094304	0.9962918914704613	0.9959641982274172	0.996070677661861	0.9961023570030122	0.9965409303784997	0.9956962339761296	0.9968450463901034	0.9957917325517948	0.995993439502561	0.9954357269850499
BritoIL_2016__M2.3.ST__bin.28	0.9968634221103749	0.9959680539022533	1.0	0.9963866492086463	0.9970293566960095	0.9962272793639797	0.9973329152732233	0.9964529753231466	0.9942914418246873	0.9966050695572488	0.9969982183953632	0.9994095146438737	0.9958266709306044	0.9964011616660654	0.9962237773248935	0.99655646308726	0.9995488610096078	0.999313644316398	0.9972678560720379	0.9987121675411813	0.9965254681264825	0.996167187718455	0.996473715333254	0.9964357877532873	0.9965657122277362	0.9964555149479167	0.9960826566256862	0.9972983561038137	0.9964073393200317	0.9967418460296883	0.9961034669686921	0.996238505998157	0.99588553000026
BritoIL_2016__W1.2.ST__bin.104	0.9979407040308196	0.9963712023968302	0.9963866492086463	1.0	0.9961581891811371	0.99554254135471	0.996675974727922	0.9958604349292454	0.9933172863256496	0.9960131170176044	0.997954688745511	0.9963041466957632	0.9963058401736543	0.9960734294693019	0.9956318738854589	0.9960004493877093	0.9965483440511387	0.9963808076290853	0.9979895786320929	0.9961593124550638	0.9963631710758238	0.9957781911933241	0.9961942926786621	0.99582500756032	0.9958212753475901	0.995808348077443	0.9958999151899499	0.9965902112852236	0.9959682578677189	0.9961787404083154	0.9960762976874512	0.9955923902167683	0.9951056831315764
BritoIL_2016__W1.13.ST__bin.14	0.9966079269516595	0.9959515674831066	0.9970293566960095	0.9961581891811371	1.0	0.9962782593724027	0.9968327437113673	0.9966915865584197	0.9936945525636462	0.9967316148037698	0.9967127327258267	0.9969730551508759	0.9956644277315533	0.9969997440539952	0.9960482273196603	0.9963801761008778	0.9970212589624973	0.9970830875002855	0.9969200674790671	0.9967017280462468	0.995839897863313	0.994897403254151	0.9963963826320782	0.9963816343170528	0.9962005930251024	0.9967086283372	0.9959598362331935	0.9962873240970086	0.9967104150572752	0.9962757587626174	0.9968859638165056	0.9960514251318826	0.9955125271937642
BritoIL_2016__WL.12.ST__bin.35	0.9957167823558573	0.9958070602322285	0.9962272793639797	0.99554254135471	0.9962782593724027	1.0	0.9963728233710327	0.9962802820135774	0.9933769147942672	0.9964020596741201	0.9957894362522982	0.996142108723592	0.9957487986634356	0.996151357416303	0.995892877174537	0.9960338878810389	0.9963452603959991	0.9960271936824128	0.9961566275173201	0.9960991392433395	0.9960863764446872	0.9947454973329418	0.9961747419973266	0.9962417573772963	0.9961323980939109	0.9958363851523558	0.9956553067765644	0.9957535783591751	0.9963280825775109	0.9970341413239605	0.9961014064141921	0.9958644530160667	0.9953944142216818
BritoIL_2016__M2.39.ST__bin.56	0.9969988333725166	0.9963459167879288	0.9973329152732233	0.996675974727922	0.9968327437113673	0.9963728233710327	1.0	0.9967192049275725	0.9943633268090128	0.9968179885559237	0.9970018948178074	0.9973476274546738	0.9963878445141845	0.9967093988795074	0.996450273596897	0.9965911606090848	0.9973102640577605	0.9970748272169118	0.9971190963402757	0.9971869647147531	0.9967408045268449	0.9960909831060452	0.9966914013278607	0.9967139349396263	0.9967709405250971	0.9967489569798742	0.9963604228927665	0.9966401527121566	0.9968348443354864	0.99652438915836	0.9967331227856217	0.9964209740742276	0.996190942245823
BritoIL_2016__WL.20.ST__bin.58	0.9965313584987247	0.9959479409743719	0.9964529753231466	0.9958604349292454	0.9966915865584197	0.9962802820135774	0.9967192049275725	1.0	0.9937173643659785	0.9999269965234122	0.9965602281648784	0.9962973795744615	0.9958054407419544	0.9968919890640329	0.9961229298710504	0.997567760454422	0.9964879635632405	0.9963948393342629	0.9967530277305249	0.9963381264735279	0.9958623202043582	0.9950621398273977	0.9964703649737503	0.9971312845470306	0.9965890327406173	0.997091315721951	0.9958432660634765	0.9965860807748074	0.9969104153711436	0.9966476607656184	0.9961131981626626	0.996119973140839	0.9954894338402699
QinJ_2012__CON-110__bin.49	0.993591760621541	0.993543073780297	0.9942914418246873	0.9933172863256496	0.9936945525636462	0.9933769147942672	0.9943633268090128	0.9937173643659785	1.0	0.9937400412364801	0.9936753786640928	0.9940007572150978	0.9936608455526308	0.993479626887421	0.9932443492664671	0.9937214154054833	0.9942822509022594	0.9937548850719977	0.9937128043567075	0.9940992856086223	0.9939912208955651	0.9917244148823283	0.9942964959754682	0.9934352526780723	0.9936433423682209	0.9942588088661007	0.993465424505158	0.9933827893175075	0.9937106501095205	0.9940226686378526	0.9932793514957844	0.993136112678008	0.9937541152646814
BritoIL_2016__WL.14.ST__bin.31	0.9966978857133967	0.9959241439030365	0.9966050695572488	0.9960131170176044	0.9967316148037698	0.9964020596741201	0.9968179885559237	0.9999269965234122	0.9937400412364801	1.0	0.9966618007979575	0.9964650724145092	0.9958797737691882	0.9969261731646005	0.9961713043444529	0.9976205318020255	0.9966203147925837	0.9964100737574759	0.9967974061663502	0.996391692884795	0.995950849173135	0.9951302472277966	0.9963394778045457	0.997250116433253	0.9966393241486978	0.9972691022785374	0.9960422207893393	0.9966109630381746	0.9968887486967835	0.9967212489215099	0.9961672722482628	0.9962123591028155	0.9955719706610519
